#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2   1  21     3e-77   1.7e-73  245.9   4.8     1   170     1   192     1   201 0.85 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2  17  21   1.4e-14   7.7e-11   38.1   0.0  1424  1460  2775  2811  2768  2815 0.90 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2  18  21    0.0005       2.8    3.1   0.5  1459  1489  2853  2883  2849  2901 0.88 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2  19  21   3.8e-81   2.1e-77  258.8   5.2  1468  1693  2931  3196  2908  3201 0.82 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2  20  21   1.6e-91   8.7e-88  293.3  19.2  1687  1899  3254  3489  3242  3494 0.90 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099550.1-p1      -           3826 229at5820            -           2164         0 2288.4 150.2  21  21  1.1e-126    6e-123  409.9  35.6  1895  2163  3511  3823  3509  3824 0.86 | transcript=PVX_099550.1 | gene=PVX_099550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:863379-875189(-) | protein_length=3826 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/229at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/229at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/229at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:07 2026
# [ok]
