#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_114740.1-p1      -            994 4937at5820           -            604  7.8e-275  911.3  56.6   1   5   2.6e-74   2.4e-71  239.2  29.0     1   190    58   266    58   288 0.89 | transcript=PVX_114740.1 | gene=PVX_114740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:675580-678564(+) | protein_length=994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091795.1-p1      -            735 4937at5820           -            604   5.4e-07   26.7   5.0   2   2   1.5e-09   1.3e-06   25.4   0.1   431   541   563   659   555   663 0.85 | transcript=PVX_091795.1 | gene=PVX_091795 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:854298-856505(+) | protein_length=735 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111480.1-p1      -            446 4937at5820           -            604   6.5e-07   26.4   1.9   1   2       0.1        95   -0.6   5.2   176   311    50   196    41   270 0.73 | transcript=PVX_111480.1 | gene=PVX_111480 | organism=Plasmodium_vivax_Sal-1 | gene_product=RAP protein, putative | transcript_product=RAP protein, putative | location=Pv_Sal1_chr06:425432-427442(-) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111480.1-p1      -            446 4937at5820           -            604   6.5e-07   26.4   1.9   2   2   7.1e-10   6.5e-07   26.4   1.9   403   539   318   438   293   445 0.83 | transcript=PVX_111480.1 | gene=PVX_111480 | organism=Plasmodium_vivax_Sal-1 | gene_product=RAP protein, putative | transcript_product=RAP protein, putative | location=Pv_Sal1_chr06:425432-427442(-) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111235.1-p1      -            441 4937at5820           -            604   5.9e-06   23.2   0.1   1   3     0.023        22    1.6   0.0   416   462    19    67     9    89 0.80 | transcript=PVX_111235.1 | gene=PVX_111235 | organism=Plasmodium_vivax_Sal-1 | gene_product=Secretory protein, putative | transcript_product=Secretory protein, putative | location=Pv_Sal1_chr06:619515-620840(-) | protein_length=441 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111235.1-p1      -            441 4937at5820           -            604   5.9e-06   23.2   0.1   2   3      0.56   5.2e+02   -3.0   5.3   103   157   159   214   118   285 0.59 | transcript=PVX_111235.1 | gene=PVX_111235 | organism=Plasmodium_vivax_Sal-1 | gene_product=Secretory protein, putative | transcript_product=Secretory protein, putative | location=Pv_Sal1_chr06:619515-620840(-) | protein_length=441 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111235.1-p1      -            441 4937at5820           -            604   5.9e-06   23.2   0.1   3   3   6.4e-09   5.9e-06   23.2   0.1   484   580   333   432   257   439 0.81 | transcript=PVX_111235.1 | gene=PVX_111235 | organism=Plasmodium_vivax_Sal-1 | gene_product=Secretory protein, putative | transcript_product=Secretory protein, putative | location=Pv_Sal1_chr06:619515-620840(-) | protein_length=441 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4937at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4937at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4937at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:45 2026
# [ok]
