#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_085725.1-p1      -           2408 588at5820            -           1267         0 2105.7 183.0   1  14  3.2e-185  8.9e-182  605.0   9.6     1   266    34   312    34   325 0.96 | transcript=PVX_085725.1 | gene=PVX_085725 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1460140-1468112(+) | protein_length=2408 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085725.1-p1      -           2408 588at5820            -           1267         0 2105.7 183.0  12  14   1.6e-32   4.4e-29   99.1   2.7   990  1070  1961  2043  1938  2045 0.92 | transcript=PVX_085725.1 | gene=PVX_085725 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1460140-1468112(+) | protein_length=2408 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085725.1-p1      -           2408 588at5820            -           1267         0 2105.7 183.0  13  14   1.6e-78   4.4e-75  251.5   1.4  1067  1199  2117  2252  2111  2256 0.96 | transcript=PVX_085725.1 | gene=PVX_085725 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1460140-1468112(+) | protein_length=2408 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085725.1-p1      -           2408 588at5820            -           1267         0 2105.7 183.0  14  14   9.5e-41   2.6e-37  126.4   0.1  1196  1267  2337  2408  2328  2408 0.97 | transcript=PVX_085725.1 | gene=PVX_085725 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1460140-1468112(+) | protein_length=2408 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123265.1-p1      -            958 588at5820            -           1267   1.2e-24   84.4  11.4   1   2      0.55   1.5e+03   -5.3   2.8   794   822   147   175    75   212 0.53 | transcript=PVX_123265.1 | gene=PVX_123265 | organism=Plasmodium_vivax_Sal-1 | gene_product=ABC1 family, putative | transcript_product=ABC1 family, putative | location=Pv_Sal1_chr14:1286032-1288908(-) | protein_length=958 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123265.1-p1      -            958 588at5820            -           1267   1.2e-24   84.4  11.4   2   2   4.4e-28   1.2e-24   84.4  11.4    18   320   564   864   559   902 0.76 | transcript=PVX_123265.1 | gene=PVX_123265 | organism=Plasmodium_vivax_Sal-1 | gene_product=ABC1 family, putative | transcript_product=ABC1 family, putative | location=Pv_Sal1_chr14:1286032-1288908(-) | protein_length=958 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/588at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/588at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/588at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:56 2026
# [ok]
