#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_092705.1-p1      -            735 6007at5820           -            530  1.3e-235  781.3  14.4   1   3   8.4e-33   9.3e-30  102.0   0.2     6    75    22    92    17   110 0.90 | transcript=PVX_092705.1 | gene=PVX_092705 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1656594-1658801(+) | protein_length=735 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123710.1-p1      -            836 6007at5820           -            530   5.1e-06   23.6  22.8   4   4      0.19   2.1e+02   -1.5   3.1   215   288   707   785   682   799 0.58 | transcript=PVX_123710.1 | gene=PVX_123710 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1686361-1688871(+) | protein_length=836 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082435.1-p1      -           1039 6007at5820           -            530     0.033   11.1   4.4   1   2   5.4e-05     0.059   10.2   0.3    81   176    80   176    66   181 0.78 | transcript=PVX_082435.1 | gene=PVX_082435 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:910428-913547(-) | protein_length=1039 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082435.1-p1      -           1039 6007at5820           -            530     0.033   11.1   4.4   2   2     0.016        18    2.0   0.4   321   361   439   481   430   532 0.69 | transcript=PVX_082435.1 | gene=PVX_082435 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:910428-913547(-) | protein_length=1039 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087060.1-p1      -            208 6007at5820           -            530     0.092    9.6   4.0   1   1   8.9e-05     0.099    9.5   4.0   245   307    65   128    53   203 0.66 | transcript=PVX_087060.1 | gene=PVX_087060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1268595-1269221(-) | protein_length=208 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6007at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6007at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6007at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:36 2026
# [ok]
