#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_093575.1-p1      -           1064 2167at5820           -            898         0 1732.9 103.0   1   3         0         0 1668.2  57.4     1   818     1   861     1   863 0.94 | transcript=PVX_093575.1 | gene=PVX_093575 | organism=Plasmodium_vivax_Sal-1 | gene_product=DNA repair protein RAD54, putative | transcript_product=DNA repair protein RAD54, putative | location=Pv_Sal1_chr01:653698-656892(-) | protein_length=1064 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090890.1-p1      -           1399 2167at5820           -            898   3.3e-59  199.0  25.4   5   5       2.6   3.6e+02   -2.9   0.3   631   672  1092  1133  1046  1164 0.67 | transcript=PVX_090890.1 | gene=PVX_090890 | organism=Plasmodium_vivax_Sal-1 | gene_product=helicase, putative | transcript_product=helicase, putative | location=Pv_Sal1_chr09:68861-73825(-) | protein_length=1399 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111520.1-p1      -           3241 2167at5820           -            898   3.1e-57  192.5  11.6   1   5   6.3e-36   8.7e-34  114.9   2.9   154   435  1396  1676  1377  1687 0.82 | transcript=PVX_111520.1 | gene=PVX_111520 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:393512-403237(-) | protein_length=3241 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111520.1-p1      -           3241 2167at5820           -            898   3.1e-57  192.5  11.6   2   5   1.8e-29   2.5e-27   93.5   1.5   482   648  1682  1849  1676  1857 0.88 | transcript=PVX_111520.1 | gene=PVX_111520 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:393512-403237(-) | protein_length=3241 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111520.1-p1      -           3241 2167at5820           -            898   3.1e-57  192.5  11.6   3   5       1.9   2.6e+02   -2.5   3.3   787   821  2329  2356  2317  2381 0.41 | transcript=PVX_111520.1 | gene=PVX_111520 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:393512-403237(-) | protein_length=3241 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111520.1-p1      -           3241 2167at5820           -            898   3.1e-57  192.5  11.6   4   5       0.4        55   -0.3   5.7   781   863  2935  3000  2907  3026 0.41 | transcript=PVX_111520.1 | gene=PVX_111520 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:393512-403237(-) | protein_length=3241 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111520.1-p1      -           3241 2167at5820           -            898   3.1e-57  192.5  11.6   5   5       5.4   7.4e+02   -4.0   6.7   804   835  3167  3198  3110  3230 0.60 | transcript=PVX_111520.1 | gene=PVX_111520 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:393512-403237(-) | protein_length=3241 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089480.1-p1      -           1102 2167at5820           -            898   2.8e-46  156.2  16.5   1   5       6.1   8.5e+02   -4.2   5.1   752   805     5    69     3    94 0.40 | transcript=PVX_089480.1 | gene=PVX_089480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:591010-595322(+) | protein_length=1102 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089480.1-p1      -           1102 2167at5820           -            898   2.8e-46  156.2  16.5   2   5   1.5e-20   2.1e-18   64.0   8.2    97   325   187   416   172   432 0.75 | transcript=PVX_089480.1 | gene=PVX_089480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:591010-595322(+) | protein_length=1102 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089480.1-p1      -           1102 2167at5820           -            898   2.8e-46  156.2  16.5   3   5      0.71        98   -1.1   0.9   356   416   540   596   520   640 0.76 | transcript=PVX_089480.1 | gene=PVX_089480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:591010-595322(+) | protein_length=1102 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089480.1-p1      -           1102 2167at5820           -            898   2.8e-46  156.2  16.5   4   5    0.0019      0.26    7.5  11.2   422   527   735   853   720   870 0.68 | transcript=PVX_089480.1 | gene=PVX_089480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:591010-595322(+) | protein_length=1102 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089480.1-p1      -           1102 2167at5820           -            898   2.8e-46  156.2  16.5   5   5     2e-33   2.8e-31  106.6   1.2   534   639   973  1078   947  1101 0.84 | transcript=PVX_089480.1 | gene=PVX_089480 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:591010-595322(+) | protein_length=1102 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114340.1-p1      -           2946 2167at5820           -            898   1.3e-45  154.0   3.6   1   6     3e-26   4.2e-24   82.9   0.1   108   333   327   543   302   574 0.81 | transcript=PVX_114340.1 | gene=PVX_114340 | organism=Plasmodium_vivax_Sal-1 | gene_product=SNF2 family N-terminal domain containing protein | transcript_product=SNF2 family N-terminal domain containing protein | location=Pv_Sal1_chr11:1040472-1049312(-) | protein_length=2946 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114340.1-p1      -           2946 2167at5820           -            898   1.3e-45  154.0   3.6   2   6       2.1   2.9e+02   -2.6   0.1   349   433   604   685   599   690 0.85 | transcript=PVX_114340.1 | gene=PVX_114340 | organism=Plasmodium_vivax_Sal-1 | gene_product=SNF2 family N-terminal domain containing protein | transcript_product=SNF2 family N-terminal domain containing protein | location=Pv_Sal1_chr11:1040472-1049312(-) | protein_length=2946 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114340.1-p1      -           2946 2167at5820           -            898   1.3e-45  154.0   3.6   3   6       2.6   3.6e+02   -2.9  25.4   772   856  1028  1117  1014  1126 0.48 | transcript=PVX_114340.1 | gene=PVX_114340 | organism=Plasmodium_vivax_Sal-1 | gene_product=SNF2 family N-terminal domain containing protein | transcript_product=SNF2 family N-terminal domain containing protein | location=Pv_Sal1_chr11:1040472-1049312(-) | protein_length=2946 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114340.1-p1      -           2946 2167at5820           -            898   1.3e-45  154.0   3.6   4   6   3.8e-26   5.2e-24   82.6   0.8   511   661  1218  1375  1208  1395 0.87 | transcript=PVX_114340.1 | gene=PVX_114340 | organism=Plasmodium_vivax_Sal-1 | gene_product=SNF2 family N-terminal domain containing protein | transcript_product=SNF2 family N-terminal domain containing protein | location=Pv_Sal1_chr11:1040472-1049312(-) | protein_length=2946 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114340.1-p1      -           2946 2167at5820           -            898   1.3e-45  154.0   3.6   5   6       1.7   2.4e+02   -2.4   3.8   760   786  1933  1959  1920  1985 0.54 | transcript=PVX_114340.1 | gene=PVX_114340 | organism=Plasmodium_vivax_Sal-1 | gene_product=SNF2 family N-terminal domain containing protein | transcript_product=SNF2 family N-terminal domain containing protein | location=Pv_Sal1_chr11:1040472-1049312(-) | protein_length=2946 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114340.1-p1      -           2946 2167at5820           -            898   1.3e-45  154.0   3.6   6   6       1.5   2.1e+02   -2.2   3.7   812   850  2174  2212  2167  2228 0.74 | transcript=PVX_114340.1 | gene=PVX_114340 | organism=Plasmodium_vivax_Sal-1 | gene_product=SNF2 family N-terminal domain containing protein | transcript_product=SNF2 family N-terminal domain containing protein | location=Pv_Sal1_chr11:1040472-1049312(-) | protein_length=2946 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002740.1-p1      -           1618 2167at5820           -            898   2.1e-43  146.8   3.3   1   3   8.9e-34   1.2e-31  107.8   0.6   125   435   688  1003   652  1012 0.78 | transcript=PVX_002740.1 | gene=PVX_002740 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH helicase, putative | transcript_product=DEAD/DEAH helicase, putative | location=Pv_Sal1_chr04:228814-233670(-) | protein_length=1618 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002740.1-p1      -           1618 2167at5820           -            898   2.1e-43  146.8   3.3   2   3   0.00091      0.13    8.5   0.1   490   558  1015  1082  1005  1086 0.77 | transcript=PVX_002740.1 | gene=PVX_002740 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH helicase, putative | transcript_product=DEAD/DEAH helicase, putative | location=Pv_Sal1_chr04:228814-233670(-) | protein_length=1618 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002740.1-p1      -           1618 2167at5820           -            898   2.1e-43  146.8   3.3   3   3   4.1e-16   5.7e-14   49.3   0.1   560   656  1119  1214  1115  1259 0.88 | transcript=PVX_002740.1 | gene=PVX_002740 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH helicase, putative | transcript_product=DEAD/DEAH helicase, putative | location=Pv_Sal1_chr04:228814-233670(-) | protein_length=1618 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101435.1-p1      -           1589 2167at5820           -            898   8.2e-39  131.5  14.2   1   4   5.4e-07   7.5e-05   19.2   0.1   118   175   214   267   167   279 0.73 | transcript=PVX_101435.1 | gene=PVX_101435 | organism=Plasmodium_vivax_Sal-1 | gene_product=DNA repair protein rhp16, putative | transcript_product=DNA repair protein rhp16, putative | location=Pv_Sal1_chr14:2884488-2889448(+) | protein_length=1589 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101435.1-p1      -           1589 2167at5820           -            898   8.2e-39  131.5  14.2   2   4      0.13        18    1.4   0.1   190   253   373   431   365   449 0.75 | transcript=PVX_101435.1 | gene=PVX_101435 | organism=Plasmodium_vivax_Sal-1 | gene_product=DNA repair protein rhp16, putative | transcript_product=DNA repair protein rhp16, putative | location=Pv_Sal1_chr14:2884488-2889448(+) | protein_length=1589 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101435.1-p1      -           1589 2167at5820           -            898   8.2e-39  131.5  14.2   3   4   2.4e-11   3.3e-09   33.6   0.0   258   314   960  1017   949  1039 0.86 | transcript=PVX_101435.1 | gene=PVX_101435 | organism=Plasmodium_vivax_Sal-1 | gene_product=DNA repair protein rhp16, putative | transcript_product=DNA repair protein rhp16, putative | location=Pv_Sal1_chr14:2884488-2889448(+) | protein_length=1589 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101435.1-p1      -           1589 2167at5820           -            898   8.2e-39  131.5  14.2   4   4   4.6e-26   6.4e-24   82.3   3.4   484   661  1410  1587  1379  1589 0.91 | transcript=PVX_101435.1 | gene=PVX_101435 | organism=Plasmodium_vivax_Sal-1 | gene_product=DNA repair protein rhp16, putative | transcript_product=DNA repair protein rhp16, putative | location=Pv_Sal1_chr14:2884488-2889448(+) | protein_length=1589 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114850.1-p1      -            877 2167at5820           -            898   5.3e-27   92.5  16.0   1   2     3e-18   4.2e-16   56.4   5.9   113   393   298   551   193   574 0.73 | transcript=PVX_114850.1 | gene=PVX_114850 | organism=Plasmodium_vivax_Sal-1 | gene_product=helicase, putative | transcript_product=helicase, putative | location=Pv_Sal1_chr11:576114-578747(-) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114850.1-p1      -            877 2167at5820           -            898   5.3e-27   92.5  16.0   2   2   8.9e-14   1.2e-11   41.6   2.4   516   702   638   823   612   831 0.84 | transcript=PVX_114850.1 | gene=PVX_114850 | organism=Plasmodium_vivax_Sal-1 | gene_product=helicase, putative | transcript_product=helicase, putative | location=Pv_Sal1_chr11:576114-578747(-) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083065.1-p1      -           1529 2167at5820           -            898   4.5e-18   62.9  15.1   1   4       9.1   1.3e+03   -4.7   1.2   779   811   653   666   638   695 0.50 | transcript=PVX_083065.1 | gene=PVX_083065 | organism=Plasmodium_vivax_Sal-1 | gene_product=DNA repair protein RAD5, putative | transcript_product=DNA repair protein RAD5, putative | location=Pv_Sal1_chr12:455754-460814(-) | protein_length=1529 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083065.1-p1      -           1529 2167at5820           -            898   4.5e-18   62.9  15.1   2   4   0.00033     0.045   10.0   0.1   154   174   723   743   719   828 0.87 | transcript=PVX_083065.1 | gene=PVX_083065 | organism=Plasmodium_vivax_Sal-1 | gene_product=DNA repair protein RAD5, putative | transcript_product=DNA repair protein RAD5, putative | location=Pv_Sal1_chr12:455754-460814(-) | protein_length=1529 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083065.1-p1      -           1529 2167at5820           -            898   4.5e-18   62.9  15.1   3   4   8.6e-07   0.00012   18.5   0.2   265   334   965  1034   958  1143 0.65 | transcript=PVX_083065.1 | gene=PVX_083065 | organism=Plasmodium_vivax_Sal-1 | gene_product=DNA repair protein RAD5, putative | transcript_product=DNA repair protein RAD5, putative | location=Pv_Sal1_chr12:455754-460814(-) | protein_length=1529 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083065.1-p1      -           1529 2167at5820           -            898   4.5e-18   62.9  15.1   4   4     4e-14   5.5e-12   42.8   0.0   564   643  1417  1496  1410  1506 0.93 | transcript=PVX_083065.1 | gene=PVX_083065 | organism=Plasmodium_vivax_Sal-1 | gene_product=DNA repair protein RAD5, putative | transcript_product=DNA repair protein RAD5, putative | location=Pv_Sal1_chr12:455754-460814(-) | protein_length=1529 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090910.1-p1      -            630 2167at5820           -            898   3.3e-05   20.4  31.3   1   2   1.7e-06   0.00023   17.5   9.4   761   821   206   272   137   311 0.55 | transcript=PVX_090910.1 | gene=PVX_090910 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:88362-90254(+) | protein_length=630 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090910.1-p1      -            630 2167at5820           -            898   3.3e-05   20.4  31.3   2   2   0.00069     0.095    8.9  13.8   770   835   404   462   349   491 0.44 | transcript=PVX_090910.1 | gene=PVX_090910 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:88362-90254(+) | protein_length=630 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000920.1-p1      -           1004 2167at5820           -            898   0.00015   18.2  32.2   1   2   1.1e-06   0.00015   18.2  32.2   764   819   516   563   494   619 0.51 | transcript=PVX_000920.1 | gene=PVX_000920 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:202829-206020(-) | protein_length=1004 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000920.1-p1      -           1004 2167at5820           -            898   0.00015   18.2  32.2   2   2      0.71        98   -1.1   0.6   327   410   819   898   792   919 0.75 | transcript=PVX_000920.1 | gene=PVX_000920 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:202829-206020(-) | protein_length=1004 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098060.1-p1      -            747 2167at5820           -            898    0.0015   14.9  56.7   1   3      0.15        21    1.2   0.1   487   572    23   110    11   117 0.79 | transcript=PVX_098060.1 | gene=PVX_098060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:932042-935030(-) | protein_length=747 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098060.1-p1      -            747 2167at5820           -            898    0.0015   14.9  56.7   2   3   0.00042     0.058    9.6  42.0   748   850   239   346   235   375 0.56 | transcript=PVX_098060.1 | gene=PVX_098060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:932042-935030(-) | protein_length=747 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098060.1-p1      -            747 2167at5820           -            898    0.0015   14.9  56.7   3   3   7.9e-05     0.011   12.0   2.3   752   802   423   473   391   517 0.60 | transcript=PVX_098060.1 | gene=PVX_098060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:932042-935030(-) | protein_length=747 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122947.1-p1      -            244 2167at5820           -            898     0.006   12.9  17.9   1   1   5.5e-05    0.0076   12.5  17.9   752   847    56   148    15   169 0.57 | transcript=PVX_122947.1 | gene=PVX_122947 | organism=Plasmodium_vivax_Sal-1 | gene_product=calmodulin, putative | transcript_product=calmodulin, putative | location=Pv_Sal1_chr14:1024055-1025199(-) | protein_length=244 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_106720-t26_1-p1  -            220 2167at5820           -            898    0.0068   12.7  11.2   1   1   6.1e-05    0.0084   12.4  11.2   763   826    43    91    11   154 0.48 | transcript=PVX_106720-t26_1 | gene=PVX_106720 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000046:2203-2991(-) | protein_length=220 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_116885.1-p1      -           2002 2167at5820           -            898    0.0087   12.3  68.5   1   2   0.00017     0.023   10.9  56.8   760   835   115   203   110   235 0.33 | transcript=PVX_116885.1 | gene=PVX_116885 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1358328-1364614(+) | protein_length=2002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116885.1-p1      -           2002 2167at5820           -            898    0.0087   12.3  68.5   2   2    0.0034      0.48    6.6   3.9   758   786  1083  1111  1052  1146 0.59 | transcript=PVX_116885.1 | gene=PVX_116885 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1358328-1364614(+) | protein_length=2002 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101345.1-p1      -            400 2167at5820           -            898     0.013   11.8  27.0   1   2    0.0066      0.91    5.6   4.1   762   824    73   135    37   183 0.47 | transcript=PVX_101345.1 | gene=PVX_101345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2813255-2814966(+) | protein_length=400 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101345.1-p1      -            400 2167at5820           -            898     0.013   11.8  27.0   2   2   7.1e-05    0.0098   12.2  15.0   754   849   229   324   204   361 0.46 | transcript=PVX_101345.1 | gene=PVX_101345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2813255-2814966(+) | protein_length=400 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094830.1-p1      -            250 2167at5820           -            898     0.024   10.9  16.4   1   1   0.00021      0.03   10.6  16.4   777   880    59   159     8   180 0.62 | transcript=PVX_094830.1 | gene=PVX_094830 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:556192-557288(+) | protein_length=250 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091820.1-p1      -           1497 2167at5820           -            898     0.029   10.6  16.4   1   1    0.0004     0.056    9.7  16.4   772   812   826   866   785   875 0.39 | transcript=PVX_091820.1 | gene=PVX_091820 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:870588-875081(-) | protein_length=1497 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122365.1-p1      -            158 2167at5820           -            898     0.036   10.3  15.9   1   1   0.00026     0.035   10.3  15.9   762   821    90   154    17   158 0.43 | transcript=PVX_122365.1 | gene=PVX_122365 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr14:516583-517059(-) | protein_length=158 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118420.1-p1      -            504 2167at5820           -            898      0.04   10.1  25.7   1   1    0.0005      0.07    9.3  25.7   744   819   429   501   392   504 0.45 | transcript=PVX_118420.1 | gene=PVX_118420 | organism=Plasmodium_vivax_Sal-1 | gene_product=FACT complex subunit SSRP1, putative | transcript_product=FACT complex subunit SSRP1, putative | location=Pv_Sal1_chr12:2690711-2692225(-) | protein_length=504 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
