#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_091010.1-p1      -           1089 3032at5820           -            718         0 1311.5  71.5   1   4  1.5e-104  1.2e-101  339.3  13.2     1   205    52   271    52   284 0.94 | transcript=PVX_091010.1 | gene=PVX_091010 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:166681-169950(-) | protein_length=1089 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100660.1-p1      -           1889 3032at5820           -            718   1.5e-11   41.4   8.3   1   5      0.39   3.1e+02   -2.5   0.0   239   261  1224  1246  1220  1253 0.83 | transcript=PVX_100660.1 | gene=PVX_100660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2279366-2285035(+) | protein_length=1889 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100660.1-p1      -           1889 3032at5820           -            718   1.5e-11   41.4   8.3   2   5    0.0085       6.7    2.9   0.0   263   295  1315  1348  1310  1360 0.85 | transcript=PVX_100660.1 | gene=PVX_100660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2279366-2285035(+) | protein_length=1889 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100660.1-p1      -           1889 3032at5820           -            718   1.5e-11   41.4   8.3   3   5   1.8e-06    0.0014   15.1   1.2   366   467  1430  1526  1417  1534 0.78 | transcript=PVX_100660.1 | gene=PVX_100660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2279366-2285035(+) | protein_length=1889 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100660.1-p1      -           1889 3032at5820           -            718   1.5e-11   41.4   8.3   4   5     2e-08   1.5e-05   21.6   0.0   571   651  1711  1791  1706  1795 0.82 | transcript=PVX_100660.1 | gene=PVX_100660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2279366-2285035(+) | protein_length=1889 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100660.1-p1      -           1889 3032at5820           -            718   1.5e-11   41.4   8.3   5   5     0.015        12    2.1   0.0   660   689  1843  1872  1839  1885 0.87 | transcript=PVX_100660.1 | gene=PVX_100660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2279366-2285035(+) | protein_length=1889 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3032at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3032at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3032at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:02 2026
# [ok]
