#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_123955.1-p1      -           1234 2119at5820           -            997         0 1661.9  20.0   1   2         0         0 1419.1   9.9     2   818    36   959    33   963 0.94 | transcript=PVX_123955.1 | gene=PVX_123955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1924203-1927907(+) | protein_length=1234 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123020.1-p1      -            943 2119at5820           -            997   3.9e-09   33.2  21.9   4   4   1.3e-05    0.0033   13.5   0.3   855   911   769   825   759   832 0.89 | transcript=PVX_123020.1 | gene=PVX_123020 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1076925-1079756(-) | protein_length=943 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079775.1-p1      -            927 2119at5820           -            997   5.7e-09   32.6  21.8   1   5     1e-09   2.6e-07   27.1  13.7   179   404   140   399   133   404 0.79 | transcript=PVX_079775.1 | gene=PVX_079775 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:93563-96477(+) | protein_length=927 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079775.1-p1      -            927 2119at5820           -            997   5.7e-09   32.6  21.8   2   5     2e-07   5.1e-05   19.5   1.0   295   391   364   460   358   481 0.90 | transcript=PVX_079775.1 | gene=PVX_079775 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:93563-96477(+) | protein_length=927 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079775.1-p1      -            927 2119at5820           -            997   5.7e-09   32.6  21.8   3   5   7.9e-05      0.02   10.9   0.4   193   260   402   469   389   538 0.73 | transcript=PVX_079775.1 | gene=PVX_079775 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:93563-96477(+) | protein_length=927 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079775.1-p1      -            927 2119at5820           -            997   5.7e-09   32.6  21.8   4   5     0.048        12    1.7   0.1   630   691   705   769   694   787 0.69 | transcript=PVX_079775.1 | gene=PVX_079775 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:93563-96477(+) | protein_length=927 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079775.1-p1      -            927 2119at5820           -            997   5.7e-09   32.6  21.8   5   5      0.97   2.4e+02   -2.6   0.4   370   403   884   917   849   925 0.58 | transcript=PVX_079775.1 | gene=PVX_079775 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:93563-96477(+) | protein_length=927 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114740.1-p1      -            994 2119at5820           -            997   3.2e-08   30.1   0.2   1   2      0.17        42   -0.1   1.1   604   744   695   734   648   805 0.47 | transcript=PVX_114740.1 | gene=PVX_114740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:675580-678564(+) | protein_length=994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114740.1-p1      -            994 2119at5820           -            997   3.2e-08   30.1   0.2   2   2   1.3e-10   3.2e-08   30.1   0.2   855   905   868   918   863   940 0.86 | transcript=PVX_114740.1 | gene=PVX_114740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:675580-678564(+) | protein_length=994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111075.1-p1      -            512 2119at5820           -            997   3.5e-08   30.0  14.3   1   2    0.0002      0.05    9.6   0.8   523   594    60   131    45   132 0.78 | transcript=PVX_111075.1 | gene=PVX_111075 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:734691-736229(+) | protein_length=512 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111075.1-p1      -            512 2119at5820           -            997   3.5e-08   30.0  14.3   2   2   2.5e-09   6.3e-07   25.8   9.5   141   344   116   328   112   363 0.80 | transcript=PVX_111075.1 | gene=PVX_111075 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:734691-736229(+) | protein_length=512 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099625.1-p1      -            963 2119at5820           -            997   2.1e-06   24.1  12.2   1   2   2.1e-07   5.2e-05   19.5   2.7   171   297   530   659   497   676 0.76 | transcript=PVX_099625.1 | gene=PVX_099625 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:921518-924409(+) | protein_length=963 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099625.1-p1      -            963 2119at5820           -            997   2.1e-06   24.1  12.2   2   2   0.00023     0.057    9.4   2.1   711   812   762   867   747   869 0.74 | transcript=PVX_099625.1 | gene=PVX_099625 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:921518-924409(+) | protein_length=963 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111480.1-p1      -            446 2119at5820           -            997   2.4e-05   20.6   0.2   1   2     0.088        22    0.9   0.8   201   264   130   194    52   202 0.48 | transcript=PVX_111480.1 | gene=PVX_111480 | organism=Plasmodium_vivax_Sal-1 | gene_product=RAP protein, putative | transcript_product=RAP protein, putative | location=Pv_Sal1_chr06:425432-427442(-) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111480.1-p1      -            446 2119at5820           -            997   2.4e-05   20.6   0.2   2   2   9.5e-08   2.4e-05   20.6   0.2   813   901   331   427   326   442 0.68 | transcript=PVX_111480.1 | gene=PVX_111480 | organism=Plasmodium_vivax_Sal-1 | gene_product=RAP protein, putative | transcript_product=RAP protein, putative | location=Pv_Sal1_chr06:425432-427442(-) | protein_length=446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114200.1-p1      -           1639 2119at5820           -            997   2.7e-05   20.4  17.7   1   5   5.2e-05     0.013   11.5   4.0   526   613   507   593   496   615 0.86 | transcript=PVX_114200.1 | gene=PVX_114200 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1176302-1181740(-) | protein_length=1639 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114200.1-p1      -           1639 2119at5820           -            997   2.7e-05   20.4  17.7   2   5   1.1e-07   2.7e-05   20.4  17.7   524   677   622   775   609   782 0.91 | transcript=PVX_114200.1 | gene=PVX_114200 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1176302-1181740(-) | protein_length=1639 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114200.1-p1      -           1639 2119at5820           -            997   2.7e-05   20.4  17.7   3   5   0.00011     0.026   10.5  12.2   526   617   772   865   767   887 0.83 | transcript=PVX_114200.1 | gene=PVX_114200 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1176302-1181740(-) | protein_length=1639 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114200.1-p1      -           1639 2119at5820           -            997   2.7e-05   20.4  17.7   4   5       4.5   1.1e+03   -4.8   0.9   339   381  1003  1045   993  1056 0.60 | transcript=PVX_114200.1 | gene=PVX_114200 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1176302-1181740(-) | protein_length=1639 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114200.1-p1      -           1639 2119at5820           -            997   2.7e-05   20.4  17.7   5   5       3.5   8.9e+02   -4.4   0.5   887   920  1579  1612  1572  1617 0.80 | transcript=PVX_114200.1 | gene=PVX_114200 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1176302-1181740(-) | protein_length=1639 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094715.1-p1      -            776 2119at5820           -            997   3.1e-05   20.2  51.9   1   4   1.7e-06   0.00043   16.5   7.5   592   688   100   196    92   209 0.86 | transcript=PVX_094715.1 | gene=PVX_094715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:479165-481693(+) | protein_length=776 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094715.1-p1      -            776 2119at5820           -            997   3.1e-05   20.2  51.9   2   4   0.00043      0.11    8.5   2.1   193   265   207   279   191   284 0.83 | transcript=PVX_094715.1 | gene=PVX_094715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:479165-481693(+) | protein_length=776 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094715.1-p1      -            776 2119at5820           -            997   3.1e-05   20.2  51.9   3   4     0.063        16    1.3  13.9   316   427   509   630   447   640 0.74 | transcript=PVX_094715.1 | gene=PVX_094715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:479165-481693(+) | protein_length=776 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094715.1-p1      -            776 2119at5820           -            997   3.1e-05   20.2  51.9   4   4   0.00014     0.036   10.1   7.4   302   402   654   754   636   765 0.79 | transcript=PVX_094715.1 | gene=PVX_094715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:479165-481693(+) | protein_length=776 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092705.1-p1      -            735 2119at5820           -            997   4.7e-05   19.6   1.7   1   3      0.23        58   -0.5   0.5   959   984    40    65    36    73 0.88 | transcript=PVX_092705.1 | gene=PVX_092705 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1656594-1658801(+) | protein_length=735 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092705.1-p1      -            735 2119at5820           -            997   4.7e-05   19.6   1.7   2   3   1.9e-07   4.7e-05   19.6   1.7   299   406   212   320   182   326 0.83 | transcript=PVX_092705.1 | gene=PVX_092705 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1656594-1658801(+) | protein_length=735 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092705.1-p1      -            735 2119at5820           -            997   4.7e-05   19.6   1.7   3   3     0.031       7.9    2.3   1.7   598   699   463   560   433   586 0.68 | transcript=PVX_092705.1 | gene=PVX_092705 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1656594-1658801(+) | protein_length=735 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091795.1-p1      -            735 2119at5820           -            997   0.00015   18.0   3.9   1   4         1   2.6e+02   -2.7   0.0    63    93    79   109    72   122 0.89 | transcript=PVX_091795.1 | gene=PVX_091795 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:854298-856505(+) | protein_length=735 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091795.1-p1      -            735 2119at5820           -            997   0.00015   18.0   3.9   2   4     0.083        21    1.0   1.9   525   574   312   361   281   441 0.58 | transcript=PVX_091795.1 | gene=PVX_091795 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:854298-856505(+) | protein_length=735 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091795.1-p1      -            735 2119at5820           -            997   0.00015   18.0   3.9   3   4    0.0032       0.8    5.6   0.0   779   810   562   593   552   596 0.93 | transcript=PVX_091795.1 | gene=PVX_091795 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:854298-856505(+) | protein_length=735 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091795.1-p1      -            735 2119at5820           -            997   0.00015   18.0   3.9   4   4   0.00039     0.098    8.6   0.0   855   916   599   660   597   665 0.90 | transcript=PVX_091795.1 | gene=PVX_091795 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:854298-856505(+) | protein_length=735 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114065.1-p1      -            986 2119at5820           -            997   0.00015   18.0  10.4   1   3       2.1   5.3e+02   -3.7   6.7   525   595   104   184    68   194 0.64 | transcript=PVX_114065.1 | gene=PVX_114065 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1282366-1285476(+) | protein_length=986 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114065.1-p1      -            986 2119at5820           -            997   0.00015   18.0  10.4   2   3       1.4   3.5e+02   -3.1   3.5   583   635   224   276   218   287 0.85 | transcript=PVX_114065.1 | gene=PVX_114065 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1282366-1285476(+) | protein_length=986 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114065.1-p1      -            986 2119at5820           -            997   0.00015   18.0  10.4   3   3   5.9e-07   0.00015   18.0  10.4   506   677   431   604   392   622 0.63 | transcript=PVX_114065.1 | gene=PVX_114065 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1282366-1285476(+) | protein_length=986 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099195.1-p1      -            719 2119at5820           -            997   0.00017   17.8  14.5   1   4    0.0034      0.85    5.5   1.6   477   552    74   147    42   215 0.57 | transcript=PVX_099195.1 | gene=PVX_099195 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:577155-579314(-) | protein_length=719 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099195.1-p1      -            719 2119at5820           -            997   0.00017   17.8  14.5   2   4   0.00031     0.079    9.0   0.1   178   274   374   471   370   484 0.85 | transcript=PVX_099195.1 | gene=PVX_099195 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:577155-579314(-) | protein_length=719 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099195.1-p1      -            719 2119at5820           -            997   0.00017   17.8  14.5   3   4   0.00029     0.072    9.1   0.5   524   588   544   611   538   618 0.87 | transcript=PVX_099195.1 | gene=PVX_099195 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:577155-579314(-) | protein_length=719 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099195.1-p1      -            719 2119at5820           -            997   0.00017   17.8  14.5   4   4     0.058        15    1.5   0.0   547   581   610   644   605   648 0.85 | transcript=PVX_099195.1 | gene=PVX_099195 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:577155-579314(-) | protein_length=719 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111235.1-p1      -            441 2119at5820           -            997    0.0006   16.0  11.9   1   3   6.6e-05     0.017   11.2   4.4   551   679    88   216    52   240 0.71 | transcript=PVX_111235.1 | gene=PVX_111235 | organism=Plasmodium_vivax_Sal-1 | gene_product=Secretory protein, putative | transcript_product=Secretory protein, putative | location=Pv_Sal1_chr06:619515-620840(-) | protein_length=441 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111235.1-p1      -            441 2119at5820           -            997    0.0006   16.0  11.9   2   3     0.014       3.5    3.5   0.0   756   810   271   323   254   327 0.76 | transcript=PVX_111235.1 | gene=PVX_111235 | organism=Plasmodium_vivax_Sal-1 | gene_product=Secretory protein, putative | transcript_product=Secretory protein, putative | location=Pv_Sal1_chr06:619515-620840(-) | protein_length=441 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111235.1-p1      -            441 2119at5820           -            997    0.0006   16.0  11.9   3   3    0.0063       1.6    4.6   0.3   859   902   334   377   324   391 0.80 | transcript=PVX_111235.1 | gene=PVX_111235 | organism=Plasmodium_vivax_Sal-1 | gene_product=Secretory protein, putative | transcript_product=Secretory protein, putative | location=Pv_Sal1_chr06:619515-620840(-) | protein_length=441 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001805.1-p1      -            731 2119at5820           -            997    0.0022   14.1   0.1   1   2   8.8e-06    0.0022   14.1   0.1   230   384   151   310   114   316 0.79 | transcript=PVX_001805.1 | gene=PVX_001805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:150989-153184(-) | protein_length=731 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001805.1-p1      -            731 2119at5820           -            997    0.0022   14.1   0.1   2   2      0.74   1.9e+02   -2.2   1.2   181   227   502   551   435   579 0.48 | transcript=PVX_001805.1 | gene=PVX_001805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:150989-153184(-) | protein_length=731 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095335.1-p1      -            634 2119at5820           -            997     0.011   11.7   6.8   1   3   8.5e-05     0.021   10.8   0.3   261   378   129   250    90   262 0.79 | transcript=PVX_095335.1 | gene=PVX_095335 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1015034-1017149(-) | protein_length=634 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095335.1-p1      -            634 2119at5820           -            997     0.011   11.7   6.8   2   3    0.0066       1.7    4.6   0.2   125   188   319   382   298   426 0.81 | transcript=PVX_095335.1 | gene=PVX_095335 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1015034-1017149(-) | protein_length=634 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095335.1-p1      -            634 2119at5820           -            997     0.011   11.7   6.8   3   3       2.3   5.7e+02   -3.8   0.1   487   509   534   556   501   562 0.72 | transcript=PVX_095335.1 | gene=PVX_095335 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1015034-1017149(-) | protein_length=634 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082435.1-p1      -           1039 2119at5820           -            997     0.026   10.6   5.0   1   3     0.011       2.8    3.8   0.1   342   395   113   166    87   179 0.77 | transcript=PVX_082435.1 | gene=PVX_082435 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:910428-913547(-) | protein_length=1039 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082435.1-p1      -           1039 2119at5820           -            997     0.026   10.6   5.0   2   3     0.001      0.25    7.3   1.1   324   402   439   517   435   525 0.86 | transcript=PVX_082435.1 | gene=PVX_082435 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:910428-913547(-) | protein_length=1039 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082435.1-p1      -           1039 2119at5820           -            997     0.026   10.6   5.0   3   3       1.7   4.2e+02   -3.4   0.0   526   552   805   831   800   840 0.86 | transcript=PVX_082435.1 | gene=PVX_082435 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:910428-913547(-) | protein_length=1039 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
