#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_123655.1-p1      -           2755 377at5820            -           1679         0 2627.0 263.4   1   9   2.7e-35   1.6e-32  110.1  10.2     1    75   116   193   116   204 0.92 | transcript=PVX_123655.1 | gene=PVX_123655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1626913-1635804(+) | protein_length=2755 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092485.1-p1      -            456 377at5820            -           1679   8.4e-22   74.6  19.7   3   3   1.2e-14   7.3e-12   41.7   8.5  1286  1433   270   423   268   448 0.83 | transcript=PVX_092485.1 | gene=PVX_092485 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1423217-1424587(-) | protein_length=456 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114810.1-p1      -            479 377at5820            -           1679     2e-19   66.8  22.1   1   5   1.9e-05     0.012   11.2   0.3  1282  1323    67   106    29   115 0.80 | transcript=PVX_114810.1 | gene=PVX_114810 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:617571-619010(+) | protein_length=479 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114810.1-p1      -            479 377at5820            -           1679     2e-19   66.8  22.1   2   5   9.5e-08   5.9e-05   18.8   0.7  1284  1338   118   178   114   193 0.80 | transcript=PVX_114810.1 | gene=PVX_114810 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:617571-619010(+) | protein_length=479 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114810.1-p1      -            479 377at5820            -           1679     2e-19   66.8  22.1   3   5      0.01       6.3    2.1   0.9  1393  1422   200   229   194   234 0.90 | transcript=PVX_114810.1 | gene=PVX_114810 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:617571-619010(+) | protein_length=479 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114810.1-p1      -            479 377at5820            -           1679     2e-19   66.8  22.1   4   5   7.6e-05     0.047    9.2   0.1  1287  1322   242   278   231   284 0.89 | transcript=PVX_114810.1 | gene=PVX_114810 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:617571-619010(+) | protein_length=479 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114810.1-p1      -            479 377at5820            -           1679     2e-19   66.8  22.1   5   5   1.2e-13   7.1e-11   38.4   0.3  1290  1371   307   387   298   429 0.90 | transcript=PVX_114810.1 | gene=PVX_114810 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:617571-619010(+) | protein_length=479 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097985.1-p1      -           2237 377at5820            -           1679   9.1e-18   61.3   7.1   1   5     6e-09   3.7e-06   22.8   0.0  1286  1326   230   270   210   279 0.87 | transcript=PVX_097985.1 | gene=PVX_097985 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanidine nucleotide exchange factor, putative | transcript_product=guanidine nucleotide exchange factor, putative | location=Pv_Sal1_chr10:996753-1003466(+) | protein_length=2237 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097985.1-p1      -           2237 377at5820            -           1679   9.1e-18   61.3   7.1   2   5   3.2e-08     2e-05   20.4   0.9  1291  1421   318   451   311   462 0.76 | transcript=PVX_097985.1 | gene=PVX_097985 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanidine nucleotide exchange factor, putative | transcript_product=guanidine nucleotide exchange factor, putative | location=Pv_Sal1_chr10:996753-1003466(+) | protein_length=2237 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097985.1-p1      -           2237 377at5820            -           1679   9.1e-18   61.3   7.1   3   5   2.7e-06    0.0016   14.0   0.1  1289  1322   680   713   674   726 0.89 | transcript=PVX_097985.1 | gene=PVX_097985 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanidine nucleotide exchange factor, putative | transcript_product=guanidine nucleotide exchange factor, putative | location=Pv_Sal1_chr10:996753-1003466(+) | protein_length=2237 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097985.1-p1      -           2237 377at5820            -           1679   9.1e-18   61.3   7.1   4   5    0.0067       4.1    2.7   0.0  1306  1370   771   833   761   836 0.85 | transcript=PVX_097985.1 | gene=PVX_097985 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanidine nucleotide exchange factor, putative | transcript_product=guanidine nucleotide exchange factor, putative | location=Pv_Sal1_chr10:996753-1003466(+) | protein_length=2237 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097985.1-p1      -           2237 377at5820            -           1679   9.1e-18   61.3   7.1   5   5      0.37   2.3e+02   -3.0   0.0  1291  1343   925   979   918   985 0.81 | transcript=PVX_097985.1 | gene=PVX_097985 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanidine nucleotide exchange factor, putative | transcript_product=guanidine nucleotide exchange factor, putative | location=Pv_Sal1_chr10:996753-1003466(+) | protein_length=2237 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088110.1-p1      -            686 377at5820            -           1679   1.3e-14   50.8   8.7   1   5   7.6e-09   4.6e-06   22.5   0.0  1281  1371    31   123    25   125 0.88 | transcript=PVX_088110.1 | gene=PVX_088110 | organism=Plasmodium_vivax_Sal-1 | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=Pv_Sal1_chr01:435906-437966(+) | protein_length=686 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088110.1-p1      -            686 377at5820            -           1679   1.3e-14   50.8   8.7   2   5     0.087        53   -0.9   0.2  1290  1327   178   217   172   242 0.75 | transcript=PVX_088110.1 | gene=PVX_088110 | organism=Plasmodium_vivax_Sal-1 | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=Pv_Sal1_chr01:435906-437966(+) | protein_length=686 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088110.1-p1      -            686 377at5820            -           1679   1.3e-14   50.8   8.7   3   5   1.7e-08   1.1e-05   21.3   0.5  1288  1371   241   323   233   340 0.78 | transcript=PVX_088110.1 | gene=PVX_088110 | organism=Plasmodium_vivax_Sal-1 | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=Pv_Sal1_chr01:435906-437966(+) | protein_length=686 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088110.1-p1      -            686 377at5820            -           1679   1.3e-14   50.8   8.7   4   5   6.7e-08   4.1e-05   19.3   0.2  1278  1366   284   370   279   381 0.81 | transcript=PVX_088110.1 | gene=PVX_088110 | organism=Plasmodium_vivax_Sal-1 | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=Pv_Sal1_chr01:435906-437966(+) | protein_length=686 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088110.1-p1      -            686 377at5820            -           1679   1.3e-14   50.8   8.7   5   5   7.5e-05     0.046    9.2   0.1  1282  1319   341   380   338   441 0.63 | transcript=PVX_088110.1 | gene=PVX_088110 | organism=Plasmodium_vivax_Sal-1 | gene_product=regulator of chromosome condensation, putative | transcript_product=regulator of chromosome condensation, putative | location=Pv_Sal1_chr01:435906-437966(+) | protein_length=686 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092370.1-p1      -            960 377at5820            -           1679   2.2e-11   40.1  14.4   1   2     4e-12   2.4e-09   33.3   1.1  1287  1364    85   158    19   171 0.86 | transcript=PVX_092370.1 | gene=PVX_092370 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1316937-1320001(-) | protein_length=960 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092370.1-p1      -            960 377at5820            -           1679   2.2e-11   40.1  14.4   2   2   3.5e-05     0.021   10.3   6.1  1395  1494   285   376   260   411 0.68 | transcript=PVX_092370.1 | gene=PVX_092370 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1316937-1320001(-) | protein_length=960 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001095.1-p1      -            585 377at5820            -           1679   5.7e-11   38.8  30.1   1   5    0.0024       1.5    4.2   0.3  1338  1370    58    90    51    92 0.77 | transcript=PVX_001095.1 | gene=PVX_001095 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:11589-13346(-) | protein_length=585 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001095.1-p1      -            585 377at5820            -           1679   5.7e-11   38.8  30.1   2   5   7.8e-06    0.0048   12.5   4.0  1230  1323   105   198    88   210 0.74 | transcript=PVX_001095.1 | gene=PVX_001095 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:11589-13346(-) | protein_length=585 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001095.1-p1      -            585 377at5820            -           1679   5.7e-11   38.8  30.1   3   5   3.5e-07   0.00021   16.9   0.1  1274  1317   344   388   308   398 0.79 | transcript=PVX_001095.1 | gene=PVX_001095 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:11589-13346(-) | protein_length=585 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001095.1-p1      -            585 377at5820            -           1679   5.7e-11   38.8  30.1   4   5     0.005       3.1    3.2   0.3  1276  1327   439   493   409   503 0.72 | transcript=PVX_001095.1 | gene=PVX_001095 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:11589-13346(-) | protein_length=585 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001095.1-p1      -            585 377at5820            -           1679   5.7e-11   38.8  30.1   5   5   2.2e-07   0.00013   17.6   2.7  1288  1358   505   576   497   582 0.81 | transcript=PVX_001095.1 | gene=PVX_001095 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:11589-13346(-) | protein_length=585 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092780.1-p1      -            985 377at5820            -           1679   4.9e-07   25.7  11.9   1   3   1.7e-09     1e-06   24.6   3.7  1280  1370   230   327   214   327 0.80 | transcript=PVX_092780.1 | gene=PVX_092780 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1718940-1722088(-) | protein_length=985 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092780.1-p1      -            985 377at5820            -           1679   4.9e-07   25.7  11.9   2   3   1.2e-06   0.00074   15.2   1.2  1265  1347   271   363   269   373 0.69 | transcript=PVX_092780.1 | gene=PVX_092780 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1718940-1722088(-) | protein_length=985 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092780.1-p1      -            985 377at5820            -           1679   4.9e-07   25.7  11.9   3   3     0.063        39   -0.5   1.6  1447  1475   445   473   418   516 0.64 | transcript=PVX_092780.1 | gene=PVX_092780 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1718940-1722088(-) | protein_length=985 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090020.1-p1      -           1699 377at5820            -           1679   9.7e-06   21.4   9.5   1   5      0.23   1.4e+02   -2.4   0.1  1187  1219    95   127    90   135 0.78 | transcript=PVX_090020.1 | gene=PVX_090020 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1046372-1051471(+) | protein_length=1699 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090020.1-p1      -           1699 377at5820            -           1679   9.7e-06   21.4   9.5   2   5   0.00015     0.093    8.2   0.2  1294  1329   473   508   469   524 0.88 | transcript=PVX_090020.1 | gene=PVX_090020 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1046372-1051471(+) | protein_length=1699 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090020.1-p1      -           1699 377at5820            -           1679   9.7e-06   21.4   9.5   3   5     0.002       1.2    4.5   0.0  1287  1322   577   612   561   625 0.85 | transcript=PVX_090020.1 | gene=PVX_090020 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1046372-1051471(+) | protein_length=1699 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090020.1-p1      -           1699 377at5820            -           1679   9.7e-06   21.4   9.5   4   5   0.00065       0.4    6.1   0.2  1290  1326   666   702   656   710 0.88 | transcript=PVX_090020.1 | gene=PVX_090020 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1046372-1051471(+) | protein_length=1699 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090020.1-p1      -           1699 377at5820            -           1679   9.7e-06   21.4   9.5   5   5    0.0017       1.1    4.7   0.1  1272  1314   772   815   747   824 0.87 | transcript=PVX_090020.1 | gene=PVX_090020 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1046372-1051471(+) | protein_length=1699 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/377at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/377at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/377at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:41 2026
# [ok]
