#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_089605.1-p1      -            458 6833at5820           -            348  2.5e-176  584.1  15.4   1   4   5.6e-15   1.5e-12   45.5   0.2     1    31     1    31     1    34 0.95 | transcript=PVX_089605.1 | gene=PVX_089605 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr05:693181-694557(+) | protein_length=458 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092900.1-p1      -            660 6833at5820           -            348   2.8e-17   61.0   7.4   5   5    0.0014      0.37    8.0   0.0   219   250   629   659   614   660 0.89 | transcript=PVX_092900.1 | gene=PVX_092900 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr09:1808717-1810699(-) | protein_length=660 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100955.1-p1      -            472 6833at5820           -            348   1.7e-14   51.9  13.3   1   4   2.7e-05    0.0071   13.7   1.8   139   294    91   249    77   255 0.72 | transcript=PVX_100955.1 | gene=PVX_100955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2528730-2530388(-) | protein_length=472 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100955.1-p1      -            472 6833at5820           -            348   1.7e-14   51.9  13.3   2   4   6.4e-09   1.7e-06   25.6   0.1   218   262   256   299   250   310 0.88 | transcript=PVX_100955.1 | gene=PVX_100955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2528730-2530388(-) | protein_length=472 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100955.1-p1      -            472 6833at5820           -            348   1.7e-14   51.9  13.3   3   4     0.045        12    3.1   0.1   140   167   316   343   305   349 0.82 | transcript=PVX_100955.1 | gene=PVX_100955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2528730-2530388(-) | protein_length=472 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100955.1-p1      -            472 6833at5820           -            348   1.7e-14   51.9  13.3   4   4   1.6e-06   0.00042   17.7   0.5   195   273   325   409   319   444 0.75 | transcript=PVX_100955.1 | gene=PVX_100955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2528730-2530388(-) | protein_length=472 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111390.1-p1      -            629 6833at5820           -            348     7e-13   46.6   4.6   1   3   6.7e-07   0.00018   19.0   0.5   194   293   312   408   281   418 0.75 | transcript=PVX_111390.1 | gene=PVX_111390 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=Pv_Sal1_chr06:504070-505959(-) | protein_length=629 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111390.1-p1      -            629 6833at5820           -            348     7e-13   46.6   4.6   2   3   2.7e-13   7.1e-11   40.0   4.8   112   318   315   521   311   535 0.80 | transcript=PVX_111390.1 | gene=PVX_111390 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=Pv_Sal1_chr06:504070-505959(-) | protein_length=629 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111390.1-p1      -            629 6833at5820           -            348     7e-13   46.6   4.6   3   3     0.048        13    3.0   0.1   201   290   485   578   484   586 0.81 | transcript=PVX_111390.1 | gene=PVX_111390 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=Pv_Sal1_chr06:504070-505959(-) | protein_length=629 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119245.1-p1      -            595 6833at5820           -            348   9.5e-13   46.1   8.3   1   4      0.26        68    0.6   1.2    82   123   167   208   130   264 0.79 | transcript=PVX_119245.1 | gene=PVX_119245 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing regulatory protein, putative | transcript_product=splicing regulatory protein, putative | location=Pv_Sal1_chr08:1633597-1635600(+) | protein_length=595 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119245.1-p1      -            595 6833at5820           -            348   9.5e-13   46.1   8.3   2   4   9.9e-06    0.0026   15.1   0.2   220   293   280   354   271   362 0.81 | transcript=PVX_119245.1 | gene=PVX_119245 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing regulatory protein, putative | transcript_product=splicing regulatory protein, putative | location=Pv_Sal1_chr08:1633597-1635600(+) | protein_length=595 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119245.1-p1      -            595 6833at5820           -            348   9.5e-13   46.1   8.3   3   4   2.7e-06   0.00071   17.0   0.0   220   273   364   416   355   419 0.82 | transcript=PVX_119245.1 | gene=PVX_119245 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing regulatory protein, putative | transcript_product=splicing regulatory protein, putative | location=Pv_Sal1_chr08:1633597-1635600(+) | protein_length=595 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119245.1-p1      -            595 6833at5820           -            348   9.5e-13   46.1   8.3   4   4   1.3e-05    0.0034   14.7   0.0   234   289   419   475   414   482 0.78 | transcript=PVX_119245.1 | gene=PVX_119245 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing regulatory protein, putative | transcript_product=splicing regulatory protein, putative | location=Pv_Sal1_chr08:1633597-1635600(+) | protein_length=595 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083090.1-p1      -            644 6833at5820           -            348     4e-12   44.1   5.2   1   2    0.0046       1.2    6.3   0.1   194   236   256   303   248   328 0.83 | transcript=PVX_083090.1 | gene=PVX_083090 | organism=Plasmodium_vivax_Sal-1 | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=Pv_Sal1_chr12:417792-419726(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083090.1-p1      -            644 6833at5820           -            348     4e-12   44.1   5.2   2   2   1.3e-12   3.5e-10   37.7   1.8   124   285   463   625   423   639 0.81 | transcript=PVX_083090.1 | gene=PVX_083090 | organism=Plasmodium_vivax_Sal-1 | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=Pv_Sal1_chr12:417792-419726(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101450.1-p1      -            558 6833at5820           -            348   1.4e-10   39.0   0.1   1   3    0.0014      0.37    8.0   0.0   120   167    53   101    46   106 0.76 | transcript=PVX_101450.1 | gene=PVX_101450 | organism=Plasmodium_vivax_Sal-1 | gene_product=coronin, putative | transcript_product=coronin, putative | location=Pv_Sal1_chr14:2900350-2902407(+) | protein_length=558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101450.1-p1      -            558 6833at5820           -            348   1.4e-10   39.0   0.1   2   3   4.3e-10   1.1e-07   29.4   0.3   200   276    99   172    94   188 0.85 | transcript=PVX_101450.1 | gene=PVX_101450 | organism=Plasmodium_vivax_Sal-1 | gene_product=coronin, putative | transcript_product=coronin, putative | location=Pv_Sal1_chr14:2900350-2902407(+) | protein_length=558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101450.1-p1      -            558 6833at5820           -            348   1.4e-10   39.0   0.1   3   3       1.7   4.5e+02   -2.1   0.0   229   256   215   245   172   255 0.55 | transcript=PVX_101450.1 | gene=PVX_101450 | organism=Plasmodium_vivax_Sal-1 | gene_product=coronin, putative | transcript_product=coronin, putative | location=Pv_Sal1_chr14:2900350-2902407(+) | protein_length=558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 6833at5820           -            348   1.8e-10   38.6   9.5   1   3   0.00063      0.17    9.2   1.1   257   293    64   102    14   109 0.64 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 6833at5820           -            348   1.8e-10   38.6   9.5   2   3   2.8e-11   7.5e-09   33.3   0.7   127   292   106   270   103   285 0.82 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 6833at5820           -            348   1.8e-10   38.6   9.5   3   3      0.67   1.8e+02   -0.8   0.0    96   106   307   317   291   321 0.55 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082410.1-p1      -            533 6833at5820           -            348   2.5e-10   38.2   3.1   1   4       0.9   2.4e+02   -1.2   0.0   126   143   220   237   214   249 0.82 | transcript=PVX_082410.1 | gene=PVX_082410 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 P55 subunit, putative | transcript_product=chromatin assembly factor 1 P55 subunit, putative | location=Pv_Sal1_chr12:943725-945326(+) | protein_length=533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082410.1-p1      -            533 6833at5820           -            348   2.5e-10   38.2   3.1   2   4      0.21        55    0.9   0.0   276   299   276   300   264   309 0.64 | transcript=PVX_082410.1 | gene=PVX_082410 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 P55 subunit, putative | transcript_product=chromatin assembly factor 1 P55 subunit, putative | location=Pv_Sal1_chr12:943725-945326(+) | protein_length=533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082410.1-p1      -            533 6833at5820           -            348   2.5e-10   38.2   3.1   3   4   1.8e-10   4.8e-08   30.7   0.1   169   299   332   468   309   495 0.71 | transcript=PVX_082410.1 | gene=PVX_082410 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 P55 subunit, putative | transcript_product=chromatin assembly factor 1 P55 subunit, putative | location=Pv_Sal1_chr12:943725-945326(+) | protein_length=533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082410.1-p1      -            533 6833at5820           -            348   2.5e-10   38.2   3.1   4   4      0.02       5.2    4.3   0.1   216   252   491   527   485   530 0.85 | transcript=PVX_082410.1 | gene=PVX_082410 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 P55 subunit, putative | transcript_product=chromatin assembly factor 1 P55 subunit, putative | location=Pv_Sal1_chr12:943725-945326(+) | protein_length=533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113505.1-p1      -           1398 6833at5820           -            348     1e-09   36.2  14.9   1   7      0.01       2.7    5.2   0.0   220   292     8    81     4    84 0.78 | transcript=PVX_113505.1 | gene=PVX_113505 | organism=Plasmodium_vivax_Sal-1 | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=Pv_Sal1_chr11:1747148-1751978(-) | protein_length=1398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113505.1-p1      -           1398 6833at5820           -            348     1e-09   36.2  14.9   2   7   1.1e-06   0.00029   18.2   0.1   233   290    62   121    48   125 0.87 | transcript=PVX_113505.1 | gene=PVX_113505 | organism=Plasmodium_vivax_Sal-1 | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=Pv_Sal1_chr11:1747148-1751978(-) | protein_length=1398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113505.1-p1      -           1398 6833at5820           -            348     1e-09   36.2  14.9   3   7     5e-05     0.013   12.8   0.4   237   293   108   166   100   176 0.85 | transcript=PVX_113505.1 | gene=PVX_113505 | organism=Plasmodium_vivax_Sal-1 | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=Pv_Sal1_chr11:1747148-1751978(-) | protein_length=1398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113505.1-p1      -           1398 6833at5820           -            348     1e-09   36.2  14.9   4   7   6.1e-08   1.6e-05   22.4   0.0   216   293   243   324   232   354 0.81 | transcript=PVX_113505.1 | gene=PVX_113505 | organism=Plasmodium_vivax_Sal-1 | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=Pv_Sal1_chr11:1747148-1751978(-) | protein_length=1398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113505.1-p1      -           1398 6833at5820           -            348     1e-09   36.2  14.9   5   7       2.6   6.9e+02   -2.7   0.2    97   295   605   618   538   649 0.58 | transcript=PVX_113505.1 | gene=PVX_113505 | organism=Plasmodium_vivax_Sal-1 | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=Pv_Sal1_chr11:1747148-1751978(-) | protein_length=1398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113505.1-p1      -           1398 6833at5820           -            348     1e-09   36.2  14.9   6   7       2.8   7.5e+02   -2.8   0.1    98   141   676   721   659   757 0.64 | transcript=PVX_113505.1 | gene=PVX_113505 | organism=Plasmodium_vivax_Sal-1 | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=Pv_Sal1_chr11:1747148-1751978(-) | protein_length=1398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113505.1-p1      -           1398 6833at5820           -            348     1e-09   36.2  14.9   7   7       5.4   1.4e+03   -3.8   0.0   120   144  1309  1335  1305  1341 0.77 | transcript=PVX_113505.1 | gene=PVX_113505 | organism=Plasmodium_vivax_Sal-1 | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=Pv_Sal1_chr11:1747148-1751978(-) | protein_length=1398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100830.1-p1      -            507 6833at5820           -            348   1.3e-09   35.8   1.7   1   1   9.8e-12   2.6e-09   34.9   1.7   216   329   279   395   271   414 0.86 | transcript=PVX_100830.1 | gene=PVX_100830 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2412994-2414836(+) | protein_length=507 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089225.1-p1      -            324 6833at5820           -            348   1.1e-08   32.8   8.2   1   4    0.0024      0.64    7.2   0.3   218   296    34   114    29   122 0.77 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089225.1-p1      -            324 6833at5820           -            348   1.1e-08   32.8   8.2   2   4   3.5e-06   0.00092   16.6   0.5   233   295   131   193   115   206 0.74 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089225.1-p1      -            324 6833at5820           -            348   1.1e-08   32.8   8.2   3   4   7.3e-06    0.0019   15.5   0.9   195   268   135   208   134   245 0.50 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089225.1-p1      -            324 6833at5820           -            348   1.1e-08   32.8   8.2   4   4   0.00031     0.083   10.2   0.0   221   286   252   319   239   324 0.84 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002830.1-p1      -           1438 6833at5820           -            348   1.9e-07   28.7   1.4   1   2   2.8e-07   7.3e-05   20.2   0.1   216   301   141   234   134   241 0.79 | transcript=PVX_002830.1 | gene=PVX_002830 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein transport protein SEC31, putative | transcript_product=protein transport protein SEC31, putative | location=Pv_Sal1_chr04:307397-312265(+) | protein_length=1438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002830.1-p1      -           1438 6833at5820           -            348   1.9e-07   28.7   1.4   2   2    0.0028      0.73    7.1   0.1   225   293   243   317   232   331 0.75 | transcript=PVX_002830.1 | gene=PVX_002830 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein transport protein SEC31, putative | transcript_product=protein transport protein SEC31, putative | location=Pv_Sal1_chr04:307397-312265(+) | protein_length=1438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080315.1-p1      -           1240 6833at5820           -            348   3.5e-07   27.8  12.0   1   3   5.2e-09   1.4e-06   25.9   3.4   185   296   918  1033   904  1061 0.78 | transcript=PVX_080315.1 | gene=PVX_080315 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:572047-575769(-) | protein_length=1240 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080315.1-p1      -           1240 6833at5820           -            348   3.5e-07   27.8  12.0   2   3     0.028       7.3    3.8   0.2   199   289  1062  1159  1055  1162 0.65 | transcript=PVX_080315.1 | gene=PVX_080315 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:572047-575769(-) | protein_length=1240 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080315.1-p1      -           1240 6833at5820           -            348   3.5e-07   27.8  12.0   3   3      0.18        46    1.1   0.1   216   254  1169  1209  1163  1222 0.77 | transcript=PVX_080315.1 | gene=PVX_080315 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:572047-575769(-) | protein_length=1240 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090905.1-p1      -            616 6833at5820           -            348     8e-06   23.4   0.1   1   4       1.8   4.8e+02   -2.2   0.0   252   294    30    73    26    81 0.72 | transcript=PVX_090905.1 | gene=PVX_090905 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr09:85198-87048(-) | protein_length=616 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090905.1-p1      -            616 6833at5820           -            348     8e-06   23.4   0.1   2   4       2.3   6.1e+02   -2.5   0.0   198   228   137   166   131   223 0.55 | transcript=PVX_090905.1 | gene=PVX_090905 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr09:85198-87048(-) | protein_length=616 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090905.1-p1      -            616 6833at5820           -            348     8e-06   23.4   0.1   3   4    0.0015      0.39    7.9   0.0   204   253   273   322   239   334 0.81 | transcript=PVX_090905.1 | gene=PVX_090905 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr09:85198-87048(-) | protein_length=616 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090905.1-p1      -            616 6833at5820           -            348     8e-06   23.4   0.1   4   4   0.00017     0.045   11.0   0.0   234   292   551   609   540   614 0.86 | transcript=PVX_090905.1 | gene=PVX_090905 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr09:85198-87048(-) | protein_length=616 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
