#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4   1  18  8.8e-131  4.9e-127  423.3  23.0     1   260     1   265     1   273 0.96 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4  16  18   5.7e-56   3.2e-52  175.1   0.1  2039  2156  3906  4026  3896  4045 0.92 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4  17  18   1.5e-17   8.5e-14   47.6   0.9  2162  2214  4232  4285  4207  4294 0.83 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123805.1-p1      -           4625 137at5820            -           2426         0 2941.8 267.4  18  18  1.8e-110    1e-106  355.9  20.9  2211  2426  4398  4621  4394  4621 0.95 | transcript=PVX_123805.1 | gene=PVX_123805 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1796307-1810849(-) | protein_length=4625 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/137at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/137at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/137at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:24 2026
# [ok]
