#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_091255.1-p1      -           2440 565at5820            -           1203         0 1595.9 186.9   1  14   3.6e-89   6.6e-86  287.4  20.3     1   181     1   184     1   187 0.98 | transcript=PVX_091255.1 | gene=PVX_091255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:363441-370763(+) | protein_length=2440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091255.1-p1      -           2440 565at5820            -           1203         0 1595.9 186.9  12  14   2.1e-55   3.8e-52  175.6  15.9   977  1093  2014  2141  2006  2147 0.93 | transcript=PVX_091255.1 | gene=PVX_091255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:363441-370763(+) | protein_length=2440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091255.1-p1      -           2440 565at5820            -           1203         0 1595.9 186.9  13  14   1.1e-11   2.1e-08   30.8   8.6  1089  1136  2293  2340  2266  2349 0.79 | transcript=PVX_091255.1 | gene=PVX_091255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:363441-370763(+) | protein_length=2440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091255.1-p1      -           2440 565at5820            -           1203         0 1595.9 186.9  14  14   3.2e-35     6e-32  108.7  12.2  1119  1203  2350  2440  2345  2440 0.95 | transcript=PVX_091255.1 | gene=PVX_091255 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:363441-370763(+) | protein_length=2440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089305.1-p1      -            800 565at5820            -           1203   1.1e-05   21.8   0.1   1   2      0.23   4.3e+02   -3.4   2.0   644   706     4    65     1   114 0.58 | transcript=PVX_089305.1 | gene=PVX_089305 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=Pv_Sal1_chr05:447665-450264(-) | protein_length=800 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089305.1-p1      -            800 565at5820            -           1203   1.1e-05   21.8   0.1   2   2   5.7e-09   1.1e-05   21.8   0.1   777   855   223   299   212   313 0.83 | transcript=PVX_089305.1 | gene=PVX_089305 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=Pv_Sal1_chr05:447665-450264(-) | protein_length=800 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119575.1-p1      -           1607 565at5820            -           1203   0.00022   17.4   0.2   1   2      0.53   9.8e+02   -4.6   2.1   438   468  1111  1141  1089  1147 0.80 | transcript=PVX_119575.1 | gene=PVX_119575 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine protein kinase 6, putative | transcript_product=serine/threonine protein kinase 6, putative | location=Pv_Sal1_chr08:1370213-1375522(+) | protein_length=1607 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119575.1-p1      -           1607 565at5820            -           1203   0.00022   17.4   0.2   2   2   1.2e-07   0.00022   17.4   0.2   779   831  1426  1478  1415  1495 0.88 | transcript=PVX_119575.1 | gene=PVX_119575 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine protein kinase 6, putative | transcript_product=serine/threonine protein kinase 6, putative | location=Pv_Sal1_chr08:1370213-1375522(+) | protein_length=1607 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/565at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/565at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/565at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:45 2026
# [ok]
