#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_001790.1-p1      -           1602 1282at5820           -            992         0 1370.6  32.2   1   9   3.6e-57   2.9e-54  182.8   0.0     1   162     1   206     1   214 0.81 | transcript=PVX_001790.1 | gene=PVX_001790 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:137333-142141(-) | protein_length=1602 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117160.1-p1      -            878 1282at5820           -            992   1.9e-11   41.1   0.0   4   4     0.017        14    1.8   0.0   309   329   297   317   267   332 0.74 | transcript=PVX_117160.1 | gene=PVX_117160 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein phosphatase containing kelch-like domains, putative | transcript_product=protein phosphatase containing kelch-like domains, putative | location=Pv_Sal1_chr12:1612453-1615217(-) | protein_length=878 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_227290-t26_1-p1  -            633 1282at5820           -            992   5.7e-08   29.6   7.8   1   4    0.0073       5.8    3.1   0.1   489   528   136   174   131   188 0.71 | transcript=PVX_227290-t26_1 | gene=PVX_227290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000497:1-1902(-) | protein_length=633 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_227290-t26_1-p1  -            633 1282at5820           -            992   5.7e-08   29.6   7.8   2   4   3.6e-05     0.028   10.7   0.4   309   438   151   285   150   295 0.71 | transcript=PVX_227290-t26_1 | gene=PVX_227290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000497:1-1902(-) | protein_length=633 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_227290-t26_1-p1  -            633 1282at5820           -            992   5.7e-08   29.6   7.8   3   4   5.8e-08   4.6e-05   20.0   0.2   365   413   324   380   294   385 0.72 | transcript=PVX_227290-t26_1 | gene=PVX_227290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000497:1-1902(-) | protein_length=633 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_227290-t26_1-p1  -            633 1282at5820           -            992   5.7e-08   29.6   7.8   4   4       0.4   3.2e+02   -2.7   0.0   384   430   401   445   397   454 0.50 | transcript=PVX_227290-t26_1 | gene=PVX_227290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000497:1-1902(-) | protein_length=633 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_123360.1-p1      -            586 1282at5820           -            992     7e-08   29.3   8.6   1   3   2.4e-05     0.019   11.3   0.8   309   438   151   285   137   291 0.73 | transcript=PVX_123360.1 | gene=PVX_123360 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1392036-1393796(-) | protein_length=586 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123360.1-p1      -            586 1282at5820           -            992     7e-08   29.3   8.6   2   3   5.2e-08   4.1e-05   20.1   0.2   365   413   324   380   294   385 0.72 | transcript=PVX_123360.1 | gene=PVX_123360 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1392036-1393796(-) | protein_length=586 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123360.1-p1      -            586 1282at5820           -            992     7e-08   29.3   8.6   3   3      0.34   2.7e+02   -2.4   0.1   384   431   401   446   396   455 0.51 | transcript=PVX_123360.1 | gene=PVX_123360 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1392036-1393796(-) | protein_length=586 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117450.1-p1      -            644 1282at5820           -            992   7.1e-08   29.3  13.0   1   3   4.4e-08   3.5e-05   20.3   1.5   314   406    89   182    84   188 0.81 | transcript=PVX_117450.1 | gene=PVX_117450 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr12:1882118-1884052(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117450.1-p1      -            644 1282at5820           -            992   7.1e-08   29.3  13.0   2   3   0.00049      0.39    6.9   0.2   317   397   198   279   186   285 0.77 | transcript=PVX_117450.1 | gene=PVX_117450 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr12:1882118-1884052(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117450.1-p1      -            644 1282at5820           -            992   7.1e-08   29.3  13.0   3   3   0.00014      0.11    8.8   0.5   496   569   337   413   328   469 0.79 | transcript=PVX_117450.1 | gene=PVX_117450 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr12:1882118-1884052(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091905.1-p1      -            588 1282at5820           -            992   7.2e-07   25.9  20.5   1   2   9.7e-09   7.7e-06   22.5  15.6   309   569    85   381    71   388 0.65 | transcript=PVX_091905.1 | gene=PVX_091905 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr09:934926-937683(-) | protein_length=588 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091905.1-p1      -            588 1282at5820           -            992   7.2e-07   25.9  20.5   2   2      0.72   5.7e+02   -3.5   0.1   237   275   459   498   453   507 0.73 | transcript=PVX_091905.1 | gene=PVX_091905 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr09:934926-937683(-) | protein_length=588 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092185.1-p1      -           2379 1282at5820           -            992    0.0036   13.7   3.3   1   3   7.7e-05     0.061    9.6   0.2   497   544  1428  1475  1416  1503 0.76 | transcript=PVX_092185.1 | gene=PVX_092185 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1154029-1161168(+) | protein_length=2379 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092185.1-p1      -           2379 1282at5820           -            992    0.0036   13.7   3.3   2   3    0.0029       2.3    4.4   0.1   309   336  1487  1514  1483  1529 0.86 | transcript=PVX_092185.1 | gene=PVX_092185 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1154029-1161168(+) | protein_length=2379 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092185.1-p1      -           2379 1282at5820           -            992    0.0036   13.7   3.3   3   3      0.32   2.6e+02   -2.4   0.1   746   776  2157  2187  2152  2190 0.92 | transcript=PVX_092185.1 | gene=PVX_092185 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1154029-1161168(+) | protein_length=2379 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1282at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1282at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1282at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:27:58 2026
# [ok]
