#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_082630.1-p1      -            456 9816at5820           -            332  1.6e-155  515.7  73.0   1   3  5.7e-140  3.5e-137  455.4  59.8     1   268     1   291     1   294 0.93 | transcript=PVX_082630.1 | gene=PVX_082630 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:791579-792949(+) | protein_length=456 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095280.1-p1      -            152 9816at5820           -            332      0.96    6.9   7.7   1   2      0.68   4.2e+02   -1.8   1.1     5    22    75    91    72   101 0.79 | transcript=PVX_095280.1 | gene=PVX_095280 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase RBX1, putative | transcript_product=E3 ubiquitin-protein ligase RBX1, putative | location=Pv_Sal1_chr08:955234-955692(+) | protein_length=152 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095280.1-p1      -            152 9816at5820           -            332      0.96    6.9   7.7   2   2     5e-05     0.031   11.8   0.7    24    46   119   141   107   147 0.89 | transcript=PVX_095280.1 | gene=PVX_095280 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase RBX1, putative | transcript_product=E3 ubiquitin-protein ligase RBX1, putative | location=Pv_Sal1_chr08:955234-955692(+) | protein_length=152 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9816at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9816at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9816at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:52:45 2026
# [ok]
