#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_117060.1-p1      -           3065 518at5820            -           2167         0 3497.4 349.3   1   8  1.8e-252    2e-250  832.5  76.9     1   538     1   702     1   737 0.91 | transcript=PVX_117060.1 | gene=PVX_117060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1509434-1518631(+) | protein_length=3065 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094555.1-p1      -            529 518at5820            -           2167   9.5e-06   21.0  19.6   1   1   9.2e-08     1e-05   20.9  19.6  1592  1711   396   510   291   529 0.57 | transcript=PVX_094555.1 | gene=PVX_094555 | organism=Plasmodium_vivax_Sal-1 | gene_product=Rho-GTPase-activating protein 1, putative | transcript_product=Rho-GTPase-activating protein 1, putative | location=Pv_Sal1_chr08:327097-329386(-) | protein_length=529 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085495.1-p1      -            490 518at5820            -           2167   1.3e-05   20.6  47.2   1   2   1.2e-07   1.3e-05   20.6  47.2  1556  1795     4   240     2   271 0.41 | transcript=PVX_085495.1 | gene=PVX_085495 | organism=Plasmodium_vivax_Sal-1 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=Pv_Sal1_chr13:1212811-1214283(-) | protein_length=490 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085495.1-p1      -            490 518at5820            -           2167   1.3e-05   20.6  47.2   2   2      0.66        74   -1.8   8.9  1596  1678   358   439   294   447 0.67 | transcript=PVX_085495.1 | gene=PVX_085495 | organism=Plasmodium_vivax_Sal-1 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=Pv_Sal1_chr13:1212811-1214283(-) | protein_length=490 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084975.1-p1      -            769 518at5820            -           2167   2.7e-05   19.5  20.1   1   1   3.2e-07   3.6e-05   19.1  20.1  1640  1748   171   272    59   361 0.45 | transcript=PVX_084975.1 | gene=PVX_084975 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:819031-821502(-) | protein_length=769 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097595.1-p1      -            944 518at5820            -           2167   7.1e-05   18.1  38.2   1   3       3.4   3.8e+02   -4.2  12.2  1696  2141   105   163     8   181 0.35 | transcript=PVX_097595.1 | gene=PVX_097595 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:1308582-1311416(-) | protein_length=944 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097595.1-p1      -            944 518at5820            -           2167   7.1e-05   18.1  38.2   2   3      0.76        86   -2.0  36.5  2017  2156   339   479   318   490 0.35 | transcript=PVX_097595.1 | gene=PVX_097595 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:1308582-1311416(-) | protein_length=944 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097595.1-p1      -            944 518at5820            -           2167   7.1e-05   18.1  38.2   3   3   6.3e-07   7.1e-05   18.1  38.2  1613  1758   642   791   547   797 0.54 | transcript=PVX_097595.1 | gene=PVX_097595 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:1308582-1311416(-) | protein_length=944 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123360.1-p1      -            586 518at5820            -           2167   7.6e-05   18.1  11.1   1   3       6.5   7.3e+02   -5.1   6.2   235   278    16    58     4   123 0.37 | transcript=PVX_123360.1 | gene=PVX_123360 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1392036-1393796(-) | protein_length=586 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123360.1-p1      -            586 518at5820            -           2167   7.6e-05   18.1  11.1   2   3   6.7e-07   7.6e-05   18.1  11.1   674   902   150   365   142   381 0.71 | transcript=PVX_123360.1 | gene=PVX_123360 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1392036-1393796(-) | protein_length=586 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123360.1-p1      -            586 518at5820            -           2167   7.6e-05   18.1  11.1   3   3      0.15        17    0.3   5.2   753   873   341   449   327   556 0.62 | transcript=PVX_123360.1 | gene=PVX_123360 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1392036-1393796(-) | protein_length=586 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085295.1-p1      -           1484 518at5820            -           2167   7.8e-05   18.0  19.7   1   2   6.9e-07   7.8e-05   18.0  19.7  1629  1734   407   516   350   612 0.56 | transcript=PVX_085295.1 | gene=PVX_085295 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1074171-1078625(+) | protein_length=1484 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085295.1-p1      -           1484 518at5820            -           2167   7.8e-05   18.0  19.7   2   2     0.047       5.3    2.0  15.4  1667  1749   950  1034   923  1059 0.29 | transcript=PVX_085295.1 | gene=PVX_085295 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1074171-1078625(+) | protein_length=1484 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_227290-t26_1-p1  -            633 518at5820            -           2167   8.7e-05   17.9  11.0   1   3       7.6   8.5e+02   -5.3   6.2   236   278    17    58     4   122 0.37 | transcript=PVX_227290-t26_1 | gene=PVX_227290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000497:1-1902(-) | protein_length=633 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_227290-t26_1-p1  -            633 518at5820            -           2167   8.7e-05   17.9  11.0   2   3   7.7e-07   8.7e-05   17.9  11.0   674   902   150   365   142   381 0.71 | transcript=PVX_227290-t26_1 | gene=PVX_227290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000497:1-1902(-) | protein_length=633 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_227290-t26_1-p1  -            633 518at5820            -           2167   8.7e-05   17.9  11.0   3   3      0.41        47   -1.1   6.6   753   873   341   449   325   558 0.62 | transcript=PVX_227290-t26_1 | gene=PVX_227290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000497:1-1902(-) | protein_length=633 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_003615.1-p1      -            376 518at5820            -           2167   0.00018   16.8  38.3   1   2   1.6e-06   0.00018   16.8  38.3  1552  1713   102   269    94   271 0.54 | transcript=PVX_003615.1 | gene=PVX_003615 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:735690-737062(+) | protein_length=376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003615.1-p1      -            376 518at5820            -           2167   0.00018   16.8  38.3   2   2    0.0064      0.72    4.9  50.6  1664  1769   257   360   255   376 0.33 | transcript=PVX_003615.1 | gene=PVX_003615 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:735690-737062(+) | protein_length=376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094740.1-p1      -            381 518at5820            -           2167   0.00024   16.4  34.1   1   1   2.3e-06   0.00026   16.3  34.1  1643  1805    88   249     3   274 0.58 | transcript=PVX_094740.1 | gene=PVX_094740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:496098-498183(-) | protein_length=381 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090225.1-p1      -            289 518at5820            -           2167   0.00025   16.3  19.6   1   1   2.6e-06   0.00029   16.1  19.6  1646  1773    35   159    20   205 0.56 | transcript=PVX_090225.1 | gene=PVX_090225 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1242797-1243802(-) | protein_length=289 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081847.1-p1      -            356 518at5820            -           2167   0.00039   15.7  14.2   1   1   4.1e-06   0.00046   15.4  14.2  1594  1757    80   241    35   261 0.56 | transcript=PVX_081847.1 | gene=PVX_081847 | organism=Plasmodium_vivax_Sal-1 | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=Pv_Sal1_chr02:747680-748930(-) | protein_length=356 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099365.1-p1      -            288 518at5820            -           2167   0.00065   14.9  31.5   1   1   6.7e-06   0.00076   14.7  31.5  1660  1718   227   285   111   288 0.55 | transcript=PVX_099365.1 | gene=PVX_099365 | organism=Plasmodium_vivax_Sal-1 | gene_product=nucleosome assembly protein 1, putative | transcript_product=nucleosome assembly protein 1, putative | location=Pv_Sal1_chr07:716781-718060(-) | protein_length=288 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116790.1-p1      -            589 518at5820            -           2167   0.00068   14.9  22.9   1   1   1.1e-05    0.0012   14.1  22.9  1652  1791   287   463   248   486 0.55 | transcript=PVX_116790.1 | gene=PVX_116790 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1298424-1300193(-) | protein_length=589 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_110955.1-p1      -            439 518at5820            -           2167    0.0014   13.9  28.9   1   1   1.7e-05    0.0019   13.4  28.9  1629  1765   246   379   208   403 0.59 | transcript=PVX_110955.1 | gene=PVX_110955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:826012-827331(+) | protein_length=439 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117450.1-p1      -            644 518at5820            -           2167     0.002   13.4   6.5   1   3     0.019       2.1    3.3   1.9   677   774    86   176    82   180 0.73 | transcript=PVX_117450.1 | gene=PVX_117450 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr12:1882118-1884052(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117450.1-p1      -            644 518at5820            -           2167     0.002   13.4   6.5   2   3   5.8e-05    0.0065   11.6   0.0   743   782   201   240   194   248 0.93 | transcript=PVX_117450.1 | gene=PVX_117450 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr12:1882118-1884052(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117450.1-p1      -            644 518at5820            -           2167     0.002   13.4   6.5   3   3       3.2   3.6e+02   -4.1   0.1   742   774   356   390   353   398 0.73 | transcript=PVX_117450.1 | gene=PVX_117450 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr12:1882118-1884052(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089835.1-p1      -            334 518at5820            -           2167     0.002   13.3  12.8   1   1   2.6e-05    0.0029   12.8  12.8  1952  2091    23   160     2   187 0.55 | transcript=PVX_089835.1 | gene=PVX_089835 | organism=Plasmodium_vivax_Sal-1 | gene_product=RAD protein (Pv-fam-e) | transcript_product=RAD protein (Pv-fam-e) | location=Pv_Sal1_chr05:862709-863886(-) | protein_length=334 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092160.1-p1      -            760 518at5820            -           2167    0.0027   12.9  40.9   1   2   9.8e-06    0.0011   14.2  35.3  1664  1780   196   318   182   351 0.55 | transcript=PVX_092160.1 | gene=PVX_092160 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1135386-1137668(-) | protein_length=760 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092160.1-p1      -            760 518at5820            -           2167    0.0027   12.9  40.9   2   2     0.069       7.8    1.4   0.3  1452  1537   378   470   364   477 0.56 | transcript=PVX_092160.1 | gene=PVX_092160 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1135386-1137668(-) | protein_length=760 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117160.1-p1      -            878 518at5820            -           2167    0.0033   12.6   0.1   1   3    0.0028      0.32    6.0   0.0   721   785    19    83    16    90 0.66 | transcript=PVX_117160.1 | gene=PVX_117160 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein phosphatase containing kelch-like domains, putative | transcript_product=protein phosphatase containing kelch-like domains, putative | location=Pv_Sal1_chr12:1612453-1615217(-) | protein_length=878 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117160.1-p1      -            878 518at5820            -           2167    0.0033   12.6   0.1   2   3     0.073       8.3    1.3   0.0   712   786   120   194   116   227 0.76 | transcript=PVX_117160.1 | gene=PVX_117160 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein phosphatase containing kelch-like domains, putative | transcript_product=protein phosphatase containing kelch-like domains, putative | location=Pv_Sal1_chr12:1612453-1615217(-) | protein_length=878 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117160.1-p1      -            878 518at5820            -           2167    0.0033   12.6   0.1   3   3      0.13        15    0.5   0.0   659   705   232   280   228   284 0.81 | transcript=PVX_117160.1 | gene=PVX_117160 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein phosphatase containing kelch-like domains, putative | transcript_product=protein phosphatase containing kelch-like domains, putative | location=Pv_Sal1_chr12:1612453-1615217(-) | protein_length=878 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113225.1-p1      -            332 518at5820            -           2167    0.0043   12.2  14.6   1   1   4.2e-05    0.0048   12.1  14.6  1923  2084     2   176     1   240 0.52 | transcript=PVX_113225.1 | gene=PVX_113225 | organism=Plasmodium_vivax_Sal-1 | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=Pv_Sal1_chr11:2011317-2012528(+) | protein_length=332 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_093570.1-p1      -           1171 518at5820            -           2167    0.0067   11.6   9.4   1   1   9.1e-05      0.01   11.0   9.4  1663  1797   221   357   197   386 0.46 | transcript=PVX_093570.1 | gene=PVX_093570 | organism=Plasmodium_vivax_Sal-1 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=Pv_Sal1_chr01:648308-651823(-) | protein_length=1171 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079855.1-p1      -            667 518at5820            -           2167     0.017   10.2  25.9   1   1   0.00021     0.024    9.8  25.9  1637  1791    31   180     5   198 0.52 | transcript=PVX_079855.1 | gene=PVX_079855 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase-1, putative | transcript_product=RNA helicase-1, putative | location=Pv_Sal1_chr10:150527-152530(-) | protein_length=667 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122270.1-p1      -            467 518at5820            -           2167     0.061    8.4  10.1   1   1   0.00073     0.082    8.0  10.1  1693  1797    70   172    63   191 0.46 | transcript=PVX_122270.1 | gene=PVX_122270 | organism=Plasmodium_vivax_Sal-1 | gene_product=tyrosine recombinase, putative | transcript_product=tyrosine recombinase, putative | location=Pv_Sal1_chr14:443954-447043(-) | protein_length=467 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085990.1-p1      -            219 518at5820            -           2167     0.083    8.0   4.2   1   1   0.00088     0.099    7.7   4.2  1637  1756    42   161    28   170 0.49 | transcript=PVX_085990.1 | gene=PVX_085990 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1716344-1717362(+) | protein_length=219 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091905.1-p1      -            588 518at5820            -           2167     0.089    7.9  15.9   1   2   0.00011     0.012   10.7   3.5   675   787    85   195    80   200 0.74 | transcript=PVX_091905.1 | gene=PVX_091905 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr09:934926-937683(-) | protein_length=588 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091905.1-p1      -            588 518at5820            -           2167     0.089    7.9  15.9   2   2     0.031       3.4    2.6   5.8   735   895   193   350   188   360 0.74 | transcript=PVX_091905.1 | gene=PVX_091905 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr09:934926-937683(-) | protein_length=588 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_093565.1-p1      -           1759 518at5820            -           2167       0.1    7.7  36.0   1   2     0.004      0.45    5.5  10.7  1647  1742  1078  1164  1029  1227 0.47 | transcript=PVX_093565.1 | gene=PVX_093565 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:638670-647418(-) | protein_length=1759 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_093565.1-p1      -           1759 518at5820            -           2167       0.1    7.7  36.0   2   2   0.00087     0.098    7.7  17.3  1664  1727  1309  1375  1298  1472 0.47 | transcript=PVX_093565.1 | gene=PVX_093565 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:638670-647418(-) | protein_length=1759 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123110.1-p1      -            318 518at5820            -           2167       0.1    7.7  80.3   1   1    0.0032      0.37    5.8  80.3  1598  1779   104   285    71   307 0.45 | transcript=PVX_123110.1 | gene=PVX_123110 | organism=Plasmodium_vivax_Sal-1 | gene_product=Mitotic apparatus protein p62, putative | transcript_product=Mitotic apparatus protein p62, putative | location=Pv_Sal1_chr14:1139028-1140479(-) | protein_length=318 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090070.1-p1      -            290 518at5820            -           2167      0.41    5.7  74.8   1   1    0.0041      0.47    5.5  74.8  2028  2160   163   284   103   290 0.34 | transcript=PVX_090070.1 | gene=PVX_090070 | organism=Plasmodium_vivax_Sal-1 | gene_product=ran binding protein 1, putative | transcript_product=ran binding protein 1, putative | location=Pv_Sal1_chr05:1084650-1085894(+) | protein_length=290 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089765.1-p1      -            428 518at5820            -           2167      0.47    5.5  32.2   1   2   5.2e-05    0.0059   11.8  24.5  1594  1699    58   165    33   185 0.42 | transcript=PVX_089765.1 | gene=PVX_089765 | organism=Plasmodium_vivax_Sal-1 | gene_product=RAD protein (Pv-fam-e) | transcript_product=RAD protein (Pv-fam-e) | location=Pv_Sal1_chr05:815232-816708(-) | protein_length=428 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089765.1-p1      -            428 518at5820            -           2167      0.47    5.5  32.2   2   2       1.1   1.3e+02   -2.6   0.8   185   199   404   418   345   428 0.51 | transcript=PVX_089765.1 | gene=PVX_089765 | organism=Plasmodium_vivax_Sal-1 | gene_product=RAD protein (Pv-fam-e) | transcript_product=RAD protein (Pv-fam-e) | location=Pv_Sal1_chr05:815232-816708(-) | protein_length=428 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087855.1-p1      -            162 518at5820            -           2167      0.81    4.7   8.7   1   1     0.007      0.79    4.7   8.7  1660  1723     6    71     1   129 0.46 | transcript=PVX_087855.1 | gene=PVX_087855 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr01:226213-226910(+) | protein_length=162 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097990.1-p1      -            270 518at5820            -           2167      0.96    4.4  23.7   1   1     0.012       1.4    3.9  23.7  1960  2102   117   261    84   269 0.50 | transcript=PVX_097990.1 | gene=PVX_097990 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:995186-995998(-) | protein_length=270 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
