#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_092485.1-p1      -            456 6375at5820           -            375  1.4e-235  779.6  16.5   1   1  3.3e-238  1.8e-235  779.2  16.5     7   375    64   454    60   454 0.96 | transcript=PVX_092485.1 | gene=PVX_092485 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1423217-1424587(-) | protein_length=456 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114810.1-p1      -            479 6375at5820           -            375   8.3e-20   69.4  16.3   2   5     2e-13   1.1e-10   39.4   1.7   192   282    70   152    53   169 0.64 | transcript=PVX_114810.1 | gene=PVX_114810 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:617571-619010(+) | protein_length=479 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114810.1-p1      -            479 6375at5820           -            375   8.3e-20   69.4  16.3   3   5      0.16        91    0.2   0.1    87   113   201   228   167   235 0.69 | transcript=PVX_114810.1 | gene=PVX_114810 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:617571-619010(+) | protein_length=479 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114810.1-p1      -            479 6375at5820           -            375   8.3e-20   69.4  16.3   4   5   5.8e-06    0.0032   14.9   0.1   192   243   242   293   228   308 0.74 | transcript=PVX_114810.1 | gene=PVX_114810 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:617571-619010(+) | protein_length=479 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114810.1-p1      -            479 6375at5820           -            375   8.3e-20   69.4  16.3   5   5   3.3e-08   1.8e-05   22.2   0.3    42   111   307   387   296   399 0.73 | transcript=PVX_114810.1 | gene=PVX_114810 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:617571-619010(+) | protein_length=479 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092370.1-p1      -            960 6375at5820           -            375   3.2e-19   67.5  18.6   1   5    0.0018         1    6.7   0.2   190   229    31    70     4    77 0.83 | transcript=PVX_092370.1 | gene=PVX_092370 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1316937-1320001(-) | protein_length=960 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092370.1-p1      -            960 6375at5820           -            375   3.2e-19   67.5  18.6   2   5   2.2e-12   1.2e-09   36.0   3.9    41   159    35   157    20   167 0.74 | transcript=PVX_092370.1 | gene=PVX_092370 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1316937-1320001(-) | protein_length=960 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092370.1-p1      -            960 6375at5820           -            375   3.2e-19   67.5  18.6   3   5     2e-08   1.1e-05   22.9   0.2   158   230   247   317   200   329 0.85 | transcript=PVX_092370.1 | gene=PVX_092370 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1316937-1320001(-) | protein_length=960 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092370.1-p1      -            960 6375at5820           -            375   3.2e-19   67.5  18.6   4   5   1.1e-10   5.8e-08   30.5   0.6   118   224   257   363   255   368 0.86 | transcript=PVX_092370.1 | gene=PVX_092370 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1316937-1320001(-) | protein_length=960 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092370.1-p1      -            960 6375at5820           -            375   3.2e-19   67.5  18.6   5   5    0.0019       1.1    6.6   0.6   246   302   366   428   363   449 0.66 | transcript=PVX_092370.1 | gene=PVX_092370 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1316937-1320001(-) | protein_length=960 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001095.1-p1      -            585 6375at5820           -            375   4.4e-15   53.9  16.9   1   4   4.8e-08   2.6e-05   21.7   0.3   184   227    54    98    17   104 0.85 | transcript=PVX_001095.1 | gene=PVX_001095 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:11589-13346(-) | protein_length=585 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001095.1-p1      -            585 6375at5820           -            375   4.4e-15   53.9  16.9   2   4   0.00031      0.17    9.2   0.5   185   234   156   204   102   219 0.76 | transcript=PVX_001095.1 | gene=PVX_001095 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:11589-13346(-) | protein_length=585 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001095.1-p1      -            585 6375at5820           -            375   4.4e-15   53.9  16.9   3   4   1.4e-06   0.00079   16.9   0.1    84   117   360   393   339   413 0.79 | transcript=PVX_001095.1 | gene=PVX_001095 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:11589-13346(-) | protein_length=585 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001095.1-p1      -            585 6375at5820           -            375   4.4e-15   53.9  16.9   4   4   2.7e-06    0.0015   15.9   0.8    38   113   449   534   422   583 0.65 | transcript=PVX_001095.1 | gene=PVX_001095 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:11589-13346(-) | protein_length=585 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090020.1-p1      -           1699 6375at5820           -            375   4.7e-14   50.5   3.1   1   5   2.7e-06    0.0015   16.0   0.0   199   230   473   504   465   520 0.87 | transcript=PVX_090020.1 | gene=PVX_090020 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1046372-1051471(+) | protein_length=1699 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090020.1-p1      -           1699 6375at5820           -            375   4.7e-14   50.5   3.1   2   5   0.00077      0.43    7.9   0.0   195   238   580   623   544   633 0.76 | transcript=PVX_090020.1 | gene=PVX_090020 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1046372-1051471(+) | protein_length=1699 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090020.1-p1      -           1699 6375at5820           -            375   4.7e-14   50.5   3.1   3   5   5.9e-05     0.033   11.5   0.0   179   230   650   701   634   714 0.81 | transcript=PVX_090020.1 | gene=PVX_090020 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1046372-1051471(+) | protein_length=1699 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090020.1-p1      -           1699 6375at5820           -            375   4.7e-14   50.5   3.1   4   5    0.0002      0.11    9.8   0.3   119   165   769   815   755   833 0.79 | transcript=PVX_090020.1 | gene=PVX_090020 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1046372-1051471(+) | protein_length=1699 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090020.1-p1      -           1699 6375at5820           -            375   4.7e-14   50.5   3.1   5   5      0.26   1.5e+02   -0.5   0.0   138   156  1675  1693  1658  1697 0.79 | transcript=PVX_090020.1 | gene=PVX_090020 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:1046372-1051471(+) | protein_length=1699 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123655.1-p1      -           2755 6375at5820           -            375     2e-13   48.5  24.3   1   4       1.5   8.3e+02   -3.0   1.1   297   362    65   133    23   138 0.72 | transcript=PVX_123655.1 | gene=PVX_123655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1626913-1635804(+) | protein_length=2755 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123655.1-p1      -           2755 6375at5820           -            375     2e-13   48.5  24.3   2   4      0.12        64    0.7   0.1   215   231  2077  2093  2071  2120 0.87 | transcript=PVX_123655.1 | gene=PVX_123655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1626913-1635804(+) | protein_length=2755 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123655.1-p1      -           2755 6375at5820           -            375     2e-13   48.5  24.3   3   4   5.7e-15   3.2e-12   44.5   4.2   102   220  2269  2395  2245  2402 0.78 | transcript=PVX_123655.1 | gene=PVX_123655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1626913-1635804(+) | protein_length=2755 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123655.1-p1      -           2755 6375at5820           -            375     2e-13   48.5  24.3   4   4   2.5e-06    0.0014   16.0   1.6   181   292  2396  2517  2394  2533 0.73 | transcript=PVX_123655.1 | gene=PVX_123655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1626913-1635804(+) | protein_length=2755 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099410.1-p1      -           2569 6375at5820           -            375   4.5e-12   44.0   9.3   1   2   7.9e-09   4.4e-06   24.3   0.8   125   228    63   160    52   167 0.81 | transcript=PVX_099410.1 | gene=PVX_099410 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:747785-755494(-) | protein_length=2569 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099410.1-p1      -           2569 6375at5820           -            375   4.5e-12   44.0   9.3   2   2   7.7e-08   4.3e-05   21.0   2.1   126   232   204   312   192   412 0.69 | transcript=PVX_099410.1 | gene=PVX_099410 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:747785-755494(-) | protein_length=2569 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092780.1-p1      -            985 6375at5820           -            375   5.4e-12   43.7   3.3   1   2   2.1e-11   1.2e-08   32.7   0.6   192   281   239   329   195   380 0.68 | transcript=PVX_092780.1 | gene=PVX_092780 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1718940-1722088(-) | protein_length=985 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092780.1-p1      -            985 6375at5820           -            375   5.4e-12   43.7   3.3   2   2   0.00011     0.059   10.7   0.1   182   235   434   487   421   532 0.69 | transcript=PVX_092780.1 | gene=PVX_092780 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1718940-1722088(-) | protein_length=985 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6375at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6375at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6375at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:46:13 2026
# [ok]
