#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_115275.1-p1      -           3855 258at5820            -           2240         0 3458.4 298.2   1  15  8.1e-123  4.5e-119  397.0  35.0     5   283    21   349    19   353 0.88 | transcript=PVX_115275.1 | gene=PVX_115275 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:186306-199454(+) | protein_length=3855 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115275.1-p1      -           3855 258at5820            -           2240         0 3458.4 298.2  12  15   1.8e-06      0.01   11.1   0.2  1869  1896  2982  3009  2973  3015 0.87 | transcript=PVX_115275.1 | gene=PVX_115275 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:186306-199454(+) | protein_length=3855 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115275.1-p1      -           3855 258at5820            -           2240         0 3458.4 298.2  13  15   9.1e-27   5.1e-23   78.5   0.0  1890  1961  3068  3139  3061  3144 0.93 | transcript=PVX_115275.1 | gene=PVX_115275 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:186306-199454(+) | protein_length=3855 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115275.1-p1      -           3855 258at5820            -           2240         0 3458.4 298.2  14  15  6.6e-105  3.6e-101  337.6  10.9  1956  2163  3238  3447  3225  3461 0.95 | transcript=PVX_115275.1 | gene=PVX_115275 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:186306-199454(+) | protein_length=3855 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115275.1-p1      -           3855 258at5820            -           2240         0 3458.4 298.2  15  15   4.5e-54   2.5e-50  169.1   6.3  2137  2240  3752  3855  3701  3855 0.80 | transcript=PVX_115275.1 | gene=PVX_115275 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:186306-199454(+) | protein_length=3855 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/258at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/258at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/258at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:47 2026
# [ok]
