#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_122510.1-p1      -           3304 286at5820            -           2124         0 2917.3 266.0   1  14  1.6e-121  8.8e-118  393.0  24.7     2   270    13   292    12   300 0.96 | transcript=PVX_122510.1 | gene=PVX_122510 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:640173-650223(-) | protein_length=3304 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122510.1-p1      -           3304 286at5820            -           2124         0 2917.3 266.0  12  14   1.4e-18   7.7e-15   51.6   0.0  1731  1814  2757  2871  2754  2880 0.82 | transcript=PVX_122510.1 | gene=PVX_122510 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:640173-650223(-) | protein_length=3304 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122510.1-p1      -           3304 286at5820            -           2124         0 2917.3 266.0  13  14     1e-91   5.7e-88  294.1  13.7  1813  2054  2918  3186  2912  3194 0.90 | transcript=PVX_122510.1 | gene=PVX_122510 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:640173-650223(-) | protein_length=3304 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122510.1-p1      -           3304 286at5820            -           2124         0 2917.3 266.0  14  14   7.1e-36     4e-32  108.9   2.8  2052  2124  3232  3304  3226  3304 0.96 | transcript=PVX_122510.1 | gene=PVX_122510 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:640173-650223(-) | protein_length=3304 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/286at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/286at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/286at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:14 2026
# [ok]
