#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0   1  17     1e-07   0.00056   16.0   0.0     1    35   189   223   189   237 0.88 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0  12  17   2.7e-47   1.5e-43  147.2   0.0  1064  1175  1956  2071  1952  2078 0.94 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0  13  17   1.1e-66     6e-63  211.4   2.6  1175  1336  2107  2279  2101  2282 0.92 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0  14  17     0.037     2e+02   -2.4   0.0  1335  1363  2309  2340  2308  2341 0.84 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0  15  17     3e-30   1.7e-26   90.6   0.1  1349  1424  2369  2448  2349  2449 0.85 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0  16  17   1.2e-52   6.6e-49  164.9   0.0  1424  1530  2508  2614  2505  2626 0.97 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096285.1-p1      -           2688 603at5820            -           1553         0 1813.4  74.0  17  17   2.9e-11   1.6e-07   27.7   0.9  1529  1553  2662  2686  2659  2686 0.95 | transcript=PVX_096285.1 | gene=PVX_096285 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:631363-639550(+) | protein_length=2688 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/603at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/603at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/603at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:47 2026
# [ok]
