#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4   1  25   3.5e-64     2e-60  202.5   4.7     1   161     5   182     5   188 0.89 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4  12  25   3.5e-50     2e-46  156.1   1.9  1118  1247  1870  2009  1864  2027 0.90 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4  13  25   3.7e-87     2e-83  278.8  12.3  1252  1450  2107  2313  2101  2323 0.94 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4  14  25   1.4e-48   7.7e-45  150.8   0.4  1458  1584  2408  2544  2398  2559 0.90 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4  15  25   4.5e-30   2.5e-26   89.4   0.0  1597  1697  2629  2746  2624  2747 0.87 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4  16  25   4.5e-56   2.5e-52  175.6   0.0  1692  1869  2795  3027  2790  3031 0.76 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4  17  25   2.2e-38   1.2e-34  116.9   2.4  1869  1977  3056  3182  3052  3188 0.83 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4  18  25     3e-52   1.7e-48  162.9   4.3  1970  2125  3201  3389  3192  3392 0.82 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4  19  25   9.2e-16   5.1e-12   41.9   0.0  2134  2189  3516  3571  3512  3575 0.94 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4  20  25   3.5e-17   1.9e-13   46.6   0.0  2187  2247  3605  3667  3602  3671 0.89 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4  21  25   2.1e-14   1.1e-10   37.4   0.1  2253  2294  3709  3750  3689  3755 0.89 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4  22  25   3.1e-52   1.7e-48  162.9   0.0  2287  2413  3824  3956  3818  3964 0.93 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4  23  25   3.1e-13   1.7e-09   33.5   0.1  2423  2466  4020  4063  4011  4071 0.90 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4  24  25   3.8e-13   2.1e-09   33.2   0.0  2464  2494  4096  4126  4086  4130 0.88 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116655.1-p1      -           4440 175at5820            -           2707         0 2783.1 122.4  25  25     7e-98   3.9e-94  314.3   9.5  2494  2707  4189  4433  4185  4433 0.90 | transcript=PVX_116655.1 | gene=PVX_116655 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1173110-1186754(+) | protein_length=4440 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/175at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/175at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/175at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:31 2026
# [ok]
