#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_122855.1-p1      -            124 14208at5820          -            105   2.5e-67  222.3   5.0   1   1   2.4e-69   2.9e-67  222.1   5.0     1   105     7   111     7   111 0.99 | transcript=PVX_122855.1 | gene=PVX_122855 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr14:927195-928065(-) | protein_length=124 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116785.1-p1      -           1016 14208at5820          -            105   5.4e-14   50.9   0.1   2   2     2e-09   2.5e-07   29.5   0.0     4    82   726   807   724   815 0.90 | transcript=PVX_116785.1 | gene=PVX_116785 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing factor 1, putative | transcript_product=splicing factor 1, putative | location=Pv_Sal1_chr12:1293026-1296231(-) | protein_length=1016 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089680.1-p1      -            361 14208at5820          -            105   1.4e-13   49.6   2.0   1   2   9.7e-11   1.2e-08   33.7   0.3     4    78   120   192   118   203 0.88 | transcript=PVX_089680.1 | gene=PVX_089680 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr05:757428-759845(-) | protein_length=361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089680.1-p1      -            361 14208at5820          -            105   1.4e-13   49.6   2.0   2   2   5.3e-05    0.0065   15.3   0.1     4    76   204   274   201   286 0.78 | transcript=PVX_089680.1 | gene=PVX_089680 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr05:757428-759845(-) | protein_length=361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091030.1-p1      -            753 14208at5820          -            105     4e-12   44.9  11.5   1   2   4.5e-07   5.6e-05   21.9   0.4    13    81   374   441   364   455 0.78 | transcript=PVX_091030.1 | gene=PVX_091030 | organism=Plasmodium_vivax_Sal-1 | gene_product=nucleic acid binding protein, putative | transcript_product=nucleic acid binding protein, putative | location=Pv_Sal1_chr09:182956-186632(+) | protein_length=753 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091030.1-p1      -            753 14208at5820          -            105     4e-12   44.9  11.5   2   2   1.5e-09   1.8e-07   29.9   0.3     4    78   665   740   663   752 0.86 | transcript=PVX_091030.1 | gene=PVX_091030 | organism=Plasmodium_vivax_Sal-1 | gene_product=nucleic acid binding protein, putative | transcript_product=nucleic acid binding protein, putative | location=Pv_Sal1_chr09:182956-186632(+) | protein_length=753 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115005.1-p1      -            392 14208at5820          -            105   1.5e-11   43.0   9.9   1   3    0.0037      0.45    9.3   0.5    23    79    39    90    19   101 0.80 | transcript=PVX_115005.1 | gene=PVX_115005 | organism=Plasmodium_vivax_Sal-1 | gene_product=poly(A)-binding protein, putative | transcript_product=poly(A)-binding protein, putative | location=Pv_Sal1_chr11:406199-408868(+) | protein_length=392 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115005.1-p1      -            392 14208at5820          -            105   1.5e-11   43.0   9.9   2   3   6.6e-07   8.2e-05   21.4   0.2    11    80   127   196   117   207 0.78 | transcript=PVX_115005.1 | gene=PVX_115005 | organism=Plasmodium_vivax_Sal-1 | gene_product=poly(A)-binding protein, putative | transcript_product=poly(A)-binding protein, putative | location=Pv_Sal1_chr11:406199-408868(+) | protein_length=392 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115005.1-p1      -            392 14208at5820          -            105   1.5e-11   43.0   9.9   3   3   1.2e-05    0.0015   17.4   0.3     9    86   216   290   208   305 0.78 | transcript=PVX_115005.1 | gene=PVX_115005 | organism=Plasmodium_vivax_Sal-1 | gene_product=poly(A)-binding protein, putative | transcript_product=poly(A)-binding protein, putative | location=Pv_Sal1_chr11:406199-408868(+) | protein_length=392 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091955.1-p1      -           1058 14208at5820          -            105   2.8e-11   42.2   0.0   1   1   4.6e-13   5.6e-11   41.2   0.0    18    82    22    86    13    96 0.91 | transcript=PVX_091955.1 | gene=PVX_091955 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr09:983120-986296(+) | protein_length=1058 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097740.1-p1      -            328 14208at5820          -            105     1e-10   40.4   0.0   1   1   2.6e-12   3.1e-10   38.8   0.0    20    80    30    90    19   101 0.91 | transcript=PVX_097740.1 | gene=PVX_097740 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/arginine-rich splicing factor 12, putative | transcript_product=serine/arginine-rich splicing factor 12, putative | location=Pv_Sal1_chr10:1206068-1207054(+) | protein_length=328 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094315.1-p1      -            322 14208at5820          -            105   1.2e-10   40.1   0.1   1   1   1.8e-12   2.3e-10   39.2   0.1     3    82    91   170    89   192 0.92 | transcript=PVX_094315.1 | gene=PVX_094315 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr08:148003-151105(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122180.1-p1      -            505 14208at5820          -            105   2.9e-10   38.9   4.8   1   2   7.5e-08   9.2e-06   24.4   0.8     2    82   227   308   226   323 0.84 | transcript=PVX_122180.1 | gene=PVX_122180 | organism=Plasmodium_vivax_Sal-1 | gene_product=U1A small nuclear ribonucleoprotein, putative | transcript_product=U1A small nuclear ribonucleoprotein, putative | location=Pv_Sal1_chr14:360781-362618(+) | protein_length=505 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122180.1-p1      -            505 14208at5820          -            105   2.9e-10   38.9   4.8   2   2   7.5e-08   9.2e-06   24.4   0.2     2    79   433   504   432   505 0.87 | transcript=PVX_122180.1 | gene=PVX_122180 | organism=Plasmodium_vivax_Sal-1 | gene_product=U1A small nuclear ribonucleoprotein, putative | transcript_product=U1A small nuclear ribonucleoprotein, putative | location=Pv_Sal1_chr14:360781-362618(+) | protein_length=505 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085960.1-p1      -            507 14208at5820          -            105     3e-10   38.9   5.3   1   5       6.7   8.3e+02   -1.1   1.5    60    76    19    36     4    68 0.51 | transcript=PVX_085960.1 | gene=PVX_085960 | organism=Plasmodium_vivax_Sal-1 | gene_product=CUGBP Elav-like family member 2, putative | transcript_product=CUGBP Elav-like family member 2, putative | location=Pv_Sal1_chr13:1680355-1681878(-) | protein_length=507 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085960.1-p1      -            507 14208at5820          -            105     3e-10   38.9   5.3   2   5     0.065         8    5.3   0.1     4    61    88   145    86   155 0.86 | transcript=PVX_085960.1 | gene=PVX_085960 | organism=Plasmodium_vivax_Sal-1 | gene_product=CUGBP Elav-like family member 2, putative | transcript_product=CUGBP Elav-like family member 2, putative | location=Pv_Sal1_chr13:1680355-1681878(-) | protein_length=507 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085960.1-p1      -            507 14208at5820          -            105     3e-10   38.9   5.3   3   5   2.9e-06   0.00036   19.3   1.0     4    89   186   273   183   286 0.86 | transcript=PVX_085960.1 | gene=PVX_085960 | organism=Plasmodium_vivax_Sal-1 | gene_product=CUGBP Elav-like family member 2, putative | transcript_product=CUGBP Elav-like family member 2, putative | location=Pv_Sal1_chr13:1680355-1681878(-) | protein_length=507 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085960.1-p1      -            507 14208at5820          -            105     3e-10   38.9   5.3   4   5         8   9.9e+02   -1.4   0.5    57    86   275   304   268   340 0.67 | transcript=PVX_085960.1 | gene=PVX_085960 | organism=Plasmodium_vivax_Sal-1 | gene_product=CUGBP Elav-like family member 2, putative | transcript_product=CUGBP Elav-like family member 2, putative | location=Pv_Sal1_chr13:1680355-1681878(-) | protein_length=507 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085960.1-p1      -            507 14208at5820          -            105     3e-10   38.9   5.3   5   5   1.6e-09     2e-07   29.8   0.2    15    80   411   476   398   491 0.85 | transcript=PVX_085960.1 | gene=PVX_085960 | organism=Plasmodium_vivax_Sal-1 | gene_product=CUGBP Elav-like family member 2, putative | transcript_product=CUGBP Elav-like family member 2, putative | location=Pv_Sal1_chr13:1680355-1681878(-) | protein_length=507 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111600.1-p1      -            544 14208at5820          -            105   1.2e-09   36.9   5.8   1   2   3.8e-11   4.6e-09   35.0   0.1     3    82    14    93    12   101 0.92 | transcript=PVX_111600.1 | gene=PVX_111600 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/arginine-rich splicing factor 4, putative | transcript_product=serine/arginine-rich splicing factor 4, putative | location=Pv_Sal1_chr06:335309-338077(-) | protein_length=544 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111600.1-p1      -            544 14208at5820          -            105   1.2e-09   36.9   5.8   2   2      0.19        23    3.9   0.1    40    95   143   200   115   210 0.64 | transcript=PVX_111600.1 | gene=PVX_111600 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/arginine-rich splicing factor 4, putative | transcript_product=serine/arginine-rich splicing factor 4, putative | location=Pv_Sal1_chr06:335309-338077(-) | protein_length=544 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123145.1-p1      -           1075 14208at5820          -            105   3.3e-09   35.5   0.7   1   1   2.7e-11   3.3e-09   35.5   0.7     2    80   221   299   220   324 0.91 | transcript=PVX_123145.1 | gene=PVX_123145 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1168029-1171256(+) | protein_length=1075 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123875.1-p1      -            110 14208at5820          -            105   3.9e-09   35.3   0.3   1   1   3.8e-11   4.6e-09   35.0   0.3     2    89    14    98    13   110 0.87 | transcript=PVX_123875.1 | gene=PVX_123875 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing factor 3B subunit 6, putative | transcript_product=splicing factor 3B subunit 6, putative | location=Pv_Sal1_chr14:1860422-1861009(-) | protein_length=110 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123535.1-p1      -           1127 14208at5820          -            105   8.3e-09   34.2  18.8   1   5       7.2   8.9e+02   -1.2   0.2    49    89    50    89    36    92 0.72 | transcript=PVX_123535.1 | gene=PVX_123535 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr14:1501610-1504993(+) | protein_length=1127 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123535.1-p1      -           1127 14208at5820          -            105   8.3e-09   34.2  18.8   2   5      0.84     1e+02    1.8   0.8    41    76    91   126    70   142 0.83 | transcript=PVX_123535.1 | gene=PVX_123535 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr14:1501610-1504993(+) | protein_length=1127 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123535.1-p1      -           1127 14208at5820          -            105   8.3e-09   34.2  18.8   3   5     0.035       4.3    6.2   0.3    40    83   498   541   473   550 0.85 | transcript=PVX_123535.1 | gene=PVX_123535 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr14:1501610-1504993(+) | protein_length=1127 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123535.1-p1      -           1127 14208at5820          -            105   8.3e-09   34.2  18.8   4   5     0.047       5.7    5.8   0.2    42    84   924   966   917   983 0.86 | transcript=PVX_123535.1 | gene=PVX_123535 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr14:1501610-1504993(+) | protein_length=1127 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123535.1-p1      -           1127 14208at5820          -            105   8.3e-09   34.2  18.8   5   5   2.1e-09   2.5e-07   29.4   0.3     4    78   988  1061   985  1078 0.88 | transcript=PVX_123535.1 | gene=PVX_123535 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr14:1501610-1504993(+) | protein_length=1127 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113495.1-p1      -            747 14208at5820          -            105   1.6e-08   33.3   5.5   1   3      0.49        61    2.5   0.1     9    80   410   480   402   487 0.73 | transcript=PVX_113495.1 | gene=PVX_113495 | organism=Plasmodium_vivax_Sal-1 | gene_product=polypyrimidine tract binding protein, putative | transcript_product=polypyrimidine tract binding protein, putative | location=Pv_Sal1_chr11:1765303-1768296(+) | protein_length=747 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113495.1-p1      -            747 14208at5820          -            105   1.6e-08   33.3   5.5   2   3         1   1.3e+02    1.5   0.1    13    88   562   641   551   652 0.66 | transcript=PVX_113495.1 | gene=PVX_113495 | organism=Plasmodium_vivax_Sal-1 | gene_product=polypyrimidine tract binding protein, putative | transcript_product=polypyrimidine tract binding protein, putative | location=Pv_Sal1_chr11:1765303-1768296(+) | protein_length=747 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113495.1-p1      -            747 14208at5820          -            105   1.6e-08   33.3   5.5   3   3   1.3e-09   1.6e-07   30.1   0.2     1    81   667   746   667   747 0.89 | transcript=PVX_113495.1 | gene=PVX_113495 | organism=Plasmodium_vivax_Sal-1 | gene_product=polypyrimidine tract binding protein, putative | transcript_product=polypyrimidine tract binding protein, putative | location=Pv_Sal1_chr11:1765303-1768296(+) | protein_length=747 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091625.1-p1      -            208 14208at5820          -            105   1.6e-08   33.3   1.6   1   1   2.5e-10     3e-08   32.4   1.6     4    83    10    88     7    94 0.94 | transcript=PVX_091625.1 | gene=PVX_091625 | organism=Plasmodium_vivax_Sal-1 | gene_product=alternative splicing factor ASF-1, putative | transcript_product=alternative splicing factor ASF-1, putative | location=Pv_Sal1_chr09:657690-658316(-) | protein_length=208 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114570.1-p1      -            670 14208at5820          -            105   2.2e-08   32.8   8.7   1   2   0.00012     0.015   14.1   1.1     2    79    23   107    22   117 0.66 | transcript=PVX_114570.1 | gene=PVX_114570 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA binding function, putative | transcript_product=RNA binding function, putative | location=Pv_Sal1_chr11:826778-828790(-) | protein_length=670 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114570.1-p1      -            670 14208at5820          -            105   2.2e-08   32.8   8.7   2   2   4.6e-07   5.7e-05   21.9   1.3     4    83   133   213   130   235 0.92 | transcript=PVX_114570.1 | gene=PVX_114570 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA binding function, putative | transcript_product=RNA binding function, putative | location=Pv_Sal1_chr11:826778-828790(-) | protein_length=670 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087055.1-p1      -            721 14208at5820          -            105   5.1e-08   31.7   0.1   1   1   7.8e-10   9.6e-08   30.8   0.1     4    79     9    84     6    93 0.93 | transcript=PVX_087055.1 | gene=PVX_087055 | organism=Plasmodium_vivax_Sal-1 | gene_product=mRNA processing protein, putative | transcript_product=mRNA processing protein, putative | location=Pv_Sal1_chr07:1270715-1272880(+) | protein_length=721 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_086130.1-p1      -            119 14208at5820          -            105     6e-08   31.5   0.3   1   1   6.8e-10   8.4e-08   31.0   0.3     3    79    36   112    34   119 0.90 | transcript=PVX_086130.1 | gene=PVX_086130 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr13:1857415-1858143(-) | protein_length=119 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089205.1-p1      -            292 14208at5820          -            105   1.4e-07   30.3   0.1   1   2   0.00055     0.068   12.0   0.0     3    63     8    67     6   104 0.88 | transcript=PVX_089205.1 | gene=PVX_089205 | organism=Plasmodium_vivax_Sal-1 | gene_product=clustered-asparagine-rich protein, putative | transcript_product=clustered-asparagine-rich protein, putative | location=Pv_Sal1_chr05:382086-383300(+) | protein_length=292 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089205.1-p1      -            292 14208at5820          -            105   1.4e-07   30.3   0.1   2   2   2.7e-05    0.0033   16.2   0.1    15    80   168   232   156   240 0.86 | transcript=PVX_089205.1 | gene=PVX_089205 | organism=Plasmodium_vivax_Sal-1 | gene_product=clustered-asparagine-rich protein, putative | transcript_product=clustered-asparagine-rich protein, putative | location=Pv_Sal1_chr05:382086-383300(+) | protein_length=292 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089730.1-p1      -            236 14208at5820          -            105   8.5e-07   27.7   0.0   1   2   3.2e-08   3.9e-06   25.6   0.1     2    76    34   108    33   112 0.96 | transcript=PVX_089730.1 | gene=PVX_089730 | organism=Plasmodium_vivax_Sal-1 | gene_product=nuclear cap-binding protein, putative | transcript_product=nuclear cap-binding protein, putative | location=Pv_Sal1_chr05:792111-792955(+) | protein_length=236 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089730.1-p1      -            236 14208at5820          -            105   8.5e-07   27.7   0.0   2   2       8.5     1e+03   -1.5   0.0    15    30   177   192   171   203 0.76 | transcript=PVX_089730.1 | gene=PVX_089730 | organism=Plasmodium_vivax_Sal-1 | gene_product=nuclear cap-binding protein, putative | transcript_product=nuclear cap-binding protein, putative | location=Pv_Sal1_chr05:792111-792955(+) | protein_length=236 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089625.1-p1      -            269 14208at5820          -            105   2.3e-06   26.4   8.0   1   3       1.7   2.1e+02    0.8   2.4    56    88    40    71    12    94 0.69 | transcript=PVX_089625.1 | gene=PVX_089625 | organism=Plasmodium_vivax_Sal-1 | gene_product=eukaryotic translation initiation factor 3 subunit 4, putative | transcript_product=eukaryotic translation initiation factor 3 subunit 4, putative | location=Pv_Sal1_chr05:707726-709948(+) | protein_length=269 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089625.1-p1      -            269 14208at5820          -            105   2.3e-06   26.4   8.0   2   3      0.48        59    2.5   0.1    26    59   110   142    95   159 0.69 | transcript=PVX_089625.1 | gene=PVX_089625 | organism=Plasmodium_vivax_Sal-1 | gene_product=eukaryotic translation initiation factor 3 subunit 4, putative | transcript_product=eukaryotic translation initiation factor 3 subunit 4, putative | location=Pv_Sal1_chr05:707726-709948(+) | protein_length=269 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089625.1-p1      -            269 14208at5820          -            105   2.3e-06   26.4   8.0   3   3   6.3e-08   7.7e-06   24.7   0.0     6    79   192   265   188   268 0.90 | transcript=PVX_089625.1 | gene=PVX_089625 | organism=Plasmodium_vivax_Sal-1 | gene_product=eukaryotic translation initiation factor 3 subunit 4, putative | transcript_product=eukaryotic translation initiation factor 3 subunit 4, putative | location=Pv_Sal1_chr05:707726-709948(+) | protein_length=269 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118205.1-p1      -            786 14208at5820          -            105   3.3e-06   25.8   0.3   1   1   7.1e-08   8.7e-06   24.5   0.3     3    85    30   113    28   126 0.90 | transcript=PVX_118205.1 | gene=PVX_118205 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2502331-2505392(-) | protein_length=786 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092155.1-p1      -            156 14208at5820          -            105   1.2e-05   24.1   0.7   1   1   1.4e-07   1.7e-05   23.6   0.7     2    83     4    91     3   108 0.82 | transcript=PVX_092155.1 | gene=PVX_092155 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr09:1133265-1133735(-) | protein_length=156 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099605.1-p1      -            202 14208at5820          -            105   1.9e-05   23.4   0.1   1   1   3.4e-07   4.1e-05   22.3   0.0     4    76    73   144    70   157 0.87 | transcript=PVX_099605.1 | gene=PVX_099605 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr07:907263-908738(-) | protein_length=202 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
