#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_091200.1-p1      -            505 5961at5820           -            363  2.3e-195  647.0  17.3   1   3   1.3e-38   1.4e-35  121.4   0.1     1    75     1    76     1    87 0.95 | transcript=PVX_091200.1 | gene=PVX_091200 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:335592-337109(+) | protein_length=505 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001880.1-p1      -            556 5961at5820           -            363   2.8e-05   21.7   0.2   2   2   3.7e-06    0.0041   14.5   0.0   267   308   449   490   442   493 0.91 | transcript=PVX_001880.1 | gene=PVX_001880 | organism=Plasmodium_vivax_Sal-1 | gene_product=S-adenosyl-L-methionine-dependent methyltransferase, putative | transcript_product=S-adenosyl-L-methionine-dependent methyltransferase, putative | location=Pv_Sal1_chr06:221371-223211(-) | protein_length=556 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5961at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5961at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5961at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:18 2026
# [ok]
