#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_085510.1-p1      -           2081 1125at5820           -            967         0 1226.4 192.9   1  14   5.1e-06     0.028   10.5   0.3     1    22    22    43    22    55 0.88 | transcript=PVX_085510.1 | gene=PVX_085510 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1225139-1231835(+) | protein_length=2081 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085510.1-p1      -           2081 1125at5820           -            967         0 1226.4 192.9  12  14   5.7e-59   3.2e-55  185.8   7.9   494   618  1475  1612  1455  1619 0.90 | transcript=PVX_085510.1 | gene=PVX_085510 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1225139-1231835(+) | protein_length=2081 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085510.1-p1      -           2081 1125at5820           -            967         0 1226.4 192.9  13  14     4e-16   2.2e-12   44.0   0.2   615   661  1649  1699  1646  1719 0.91 | transcript=PVX_085510.1 | gene=PVX_085510 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1225139-1231835(+) | protein_length=2081 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085510.1-p1      -           2081 1125at5820           -            967         0 1226.4 192.9  14  14  1.5e-160  8.3e-157  522.0  50.7   661   967  1727  2076  1713  2076 0.91 | transcript=PVX_085510.1 | gene=PVX_085510 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1225139-1231835(+) | protein_length=2081 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1125at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1125at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1125at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:28:54 2026
# [ok]
