#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_087750.1-p1      -           1116 2233at5820           -            734         0 1325.9  97.1   1   6    2e-105  1.6e-102  342.5  17.0     6   178    16   188     7   198 0.95 | transcript=PVX_087750.1 | gene=PVX_087750 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:113347-116697(-) | protein_length=1116 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124170.1-p1      -            376 2233at5820           -            734   1.1e-10   38.9   0.4   1   2     0.024        19    1.7   0.0   110   149   178   217   102   241 0.74 | transcript=PVX_124170.1 | gene=PVX_124170 | organism=Plasmodium_vivax_Sal-1 | gene_product=sun-family protein, putative | transcript_product=sun-family protein, putative | location=Pv_Sal1_chr14:2106073-2107427(+) | protein_length=376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124170.1-p1      -            376 2233at5820           -            734   1.1e-10   38.9   0.4   2   2   2.3e-12   1.8e-09   34.8   0.1   258   328   266   336   222   351 0.83 | transcript=PVX_124170.1 | gene=PVX_124170 | organism=Plasmodium_vivax_Sal-1 | gene_product=sun-family protein, putative | transcript_product=sun-family protein, putative | location=Pv_Sal1_chr14:2106073-2107427(+) | protein_length=376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001880.1-p1      -            556 2233at5820           -            734   2.3e-05   21.3   0.4   1   2    0.0001     0.083    9.5   0.1   120   186   184   256   174   265 0.67 | transcript=PVX_001880.1 | gene=PVX_001880 | organism=Plasmodium_vivax_Sal-1 | gene_product=S-adenosyl-L-methionine-dependent methyltransferase, putative | transcript_product=S-adenosyl-L-methionine-dependent methyltransferase, putative | location=Pv_Sal1_chr06:221371-223211(-) | protein_length=556 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001880.1-p1      -            556 2233at5820           -            734   2.3e-05   21.3   0.4   2   2   0.00012     0.095    9.3   0.0   294   337   448   491   444   503 0.90 | transcript=PVX_001880.1 | gene=PVX_001880 | organism=Plasmodium_vivax_Sal-1 | gene_product=S-adenosyl-L-methionine-dependent methyltransferase, putative | transcript_product=S-adenosyl-L-methionine-dependent methyltransferase, putative | location=Pv_Sal1_chr06:221371-223211(-) | protein_length=556 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083240.1-p1      -            433 2233at5820           -            734    0.0018   15.0   7.2   1   1     3e-06    0.0024   14.6   7.2   420   549   118   242    99   282 0.73 | transcript=PVX_083240.1 | gene=PVX_083240 | organism=Plasmodium_vivax_Sal-1 | gene_product=6-cysteine protein | transcript_product=6-cysteine protein | location=Pv_Sal1_chr12:286262-287563(+) | protein_length=433 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095395.1-p1      -            159 2233at5820           -            734       7.1    3.1  14.3   1   2     0.064        51    0.3   7.0   438   459    27    49    10    66 0.48 | transcript=PVX_095395.1 | gene=PVX_095395 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1076979-1077613(+) | protein_length=159 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095395.1-p1      -            159 2233at5820           -            734       7.1    3.1  14.3   2   2   0.00034      0.27    7.8   0.7   431   459   122   150    90   158 0.78 | transcript=PVX_095395.1 | gene=PVX_095395 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1076979-1077613(+) | protein_length=159 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2233at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2233at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2233at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:34:50 2026
# [ok]
