#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_122445.1-p1      -            297 9476at5820           -            246  4.7e-126  417.6  26.7   1   1  5.4e-129    6e-126  417.3  26.7     1   246    33   297    33   297 0.95 | transcript=PVX_122445.1 | gene=PVX_122445 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:569765-571070(+) | protein_length=297 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119700.1-p1      -            578 9476at5820           -            246     0.025   12.5  15.8   1   3      0.23   2.6e+02   -0.7   0.0   100   156   108   160    94   184 0.52 | transcript=PVX_119700.1 | gene=PVX_119700 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1251368-1253104(+) | protein_length=578 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119700.1-p1      -            578 9476at5820           -            246     0.025   12.5  15.8   2   3   3.7e-06    0.0041   15.0   4.1    58   177   184   309   157   331 0.50 | transcript=PVX_119700.1 | gene=PVX_119700 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1251368-1253104(+) | protein_length=578 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119700.1-p1      -            578 9476at5820           -            246     0.025   12.5  15.8   3   3     0.037        41    1.9   3.0    38   111   350   423   341   471 0.68 | transcript=PVX_119700.1 | gene=PVX_119700 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1251368-1253104(+) | protein_length=578 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9476at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9476at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9476at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:51:15 2026
# [ok]
