#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_002875.1-p1      -            328 9149at5820           -            300  2.8e-190  629.3  13.8   1   1  1.6e-191  3.6e-189  625.7  13.8     1   300     4   328     4   328 0.97 | transcript=PVX_002875.1 | gene=PVX_002875 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein SIS1, putative | transcript_product=protein SIS1, putative | location=Pv_Sal1_chr04:340883-342215(-) | protein_length=328 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000775.1-p1      -            648 9149at5820           -            300   4.2e-18   64.0   2.1   2   2   2.5e-05    0.0054   14.4   0.0   167   294   297   431   276   435 0.82 | transcript=PVX_000775.1 | gene=PVX_000775 | organism=Plasmodium_vivax_Sal-1 | gene_product=chaperone DNAJ protein, putative | transcript_product=chaperone DNAJ protein, putative | location=Pv_Sal1_chr03:316760-318706(+) | protein_length=648 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082455.1-p1      -            254 9149at5820           -            300   3.9e-16   57.5   0.1   1   1   2.8e-18   6.1e-16   56.9   0.1     2    73    44   113    43   133 0.88 | transcript=PVX_082455.1 | gene=PVX_082455 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr12:901027-902604(+) | protein_length=254 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091110.1-p1      -            549 9149at5820           -            300   7.7e-15   53.3   1.0   1   1   6.8e-17   1.5e-14   52.3   1.0     1    79    34   106    34   111 0.91 | transcript=PVX_091110.1 | gene=PVX_091110 | organism=Plasmodium_vivax_Sal-1 | gene_product=heat shock protein DnaJ homologue Pfj2, putative | transcript_product=heat shock protein DnaJ homologue Pfj2, putative | location=Pv_Sal1_chr09:269997-271646(-) | protein_length=549 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092455.1-p1      -            381 9149at5820           -            300   1.6e-13   48.9   1.0   1   1   1.1e-15   2.5e-13   48.3   1.0     1   102   112   212   112   241 0.87 | transcript=PVX_092455.1 | gene=PVX_092455 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr09:1394400-1396156(-) | protein_length=381 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080080.1-p1      -            529 9149at5820           -            300   1.3e-12   46.0   1.3   1   2       4.2   9.2e+02   -2.8   0.0    57    69   124   136   116   168 0.69 | transcript=PVX_080080.1 | gene=PVX_080080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:348408-350329(-) | protein_length=529 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080080.1-p1      -            529 9149at5820           -            300   1.3e-12   46.0   1.3   2   2   9.7e-15   2.2e-12   45.2   0.2     2    74   192   260   191   326 0.89 | transcript=PVX_080080.1 | gene=PVX_080080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:348408-350329(-) | protein_length=529 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088225.1-p1      -            843 9149at5820           -            300   9.3e-12   43.2   0.2   1   2   4.2e-14   9.3e-12   43.2   0.2     2    77   300   372   299   408 0.84 | transcript=PVX_088225.1 | gene=PVX_088225 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr01:516724-519255(+) | protein_length=843 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088225.1-p1      -            843 9149at5820           -            300   9.3e-12   43.2   0.2   2   2       3.1   6.9e+02   -2.4   0.5    66   118   561   612   559   625 0.57 | transcript=PVX_088225.1 | gene=PVX_088225 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr01:516724-519255(+) | protein_length=843 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094470.1-p1      -            723 9149at5820           -            300   1.9e-11   42.1   0.7   1   2   8.8e-14   1.9e-11   42.1   0.7     2    67     9    76     8    89 0.91 | transcript=PVX_094470.1 | gene=PVX_094470 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr08:276121-278292(-) | protein_length=723 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094470.1-p1      -            723 9149at5820           -            300   1.9e-11   42.1   0.7   2   2      0.53   1.2e+02    0.2   0.4    57    87   159   189   133   252 0.64 | transcript=PVX_094470.1 | gene=PVX_094470 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr08:276121-278292(-) | protein_length=723 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089170.1-p1      -            691 9149at5820           -            300   1.5e-10   39.2   3.1   1   1   2.3e-12   5.1e-10   37.4   3.1     1    72   142   210   142   225 0.91 | transcript=PVX_089170.1 | gene=PVX_089170 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=Pv_Sal1_chr05:358947-361022(-) | protein_length=691 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085755.1-p1      -            381 9149at5820           -            300     3e-10   38.2   0.2   1   1   2.2e-12   4.8e-10   37.5   0.2     2    70    56   120    55   128 0.92 | transcript=PVX_085755.1 | gene=PVX_085755 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr13:1497068-1498582(-) | protein_length=381 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116820.1-p1      -            339 9149at5820           -            300   7.8e-10   36.8   7.5   1   3   7.1e-09   1.6e-06   26.0   0.5     1    90     8    97     8   104 0.85 | transcript=PVX_116820.1 | gene=PVX_116820 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr12:1319034-1320053(-) | protein_length=339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116820.1-p1      -            339 9149at5820           -            300   7.8e-10   36.8   7.5   2   3   1.6e-05    0.0036   15.0   0.1    40    72   113   145    98   152 0.86 | transcript=PVX_116820.1 | gene=PVX_116820 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr12:1319034-1320053(-) | protein_length=339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116820.1-p1      -            339 9149at5820           -            300   7.8e-10   36.8   7.5   3   3       3.5   7.7e+02   -2.5   0.1   143   160   247   265   218   295 0.60 | transcript=PVX_116820.1 | gene=PVX_116820 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr12:1319034-1320053(-) | protein_length=339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099370.1-p1      -            378 9149at5820           -            300   1.2e-08   32.9   0.2   1   1     9e-11     2e-08   32.2   0.2     1    71    53   119    53   142 0.91 | transcript=PVX_099370.1 | gene=PVX_099370 | organism=Plasmodium_vivax_Sal-1 | gene_product=DNAJ-like molecular chaperone protein, putative | transcript_product=DNAJ-like molecular chaperone protein, putative | location=Pv_Sal1_chr07:723075-725006(+) | protein_length=378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122755.1-p1      -            720 9149at5820           -            300   5.8e-08   30.7   0.1   1   2   6.7e-10   1.5e-07   29.4   0.0     3    72   131   197   129   207 0.89 | transcript=PVX_122755.1 | gene=PVX_122755 | organism=Plasmodium_vivax_Sal-1 | gene_product=translocation protein SEC63, putative | transcript_product=translocation protein SEC63, putative | location=Pv_Sal1_chr14:839917-842079(-) | protein_length=720 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122755.1-p1      -            720 9149at5820           -            300   5.8e-08   30.7   0.1   2   2       6.6   1.5e+03   -3.5   0.0   140   154   548   562   543   570 0.79 | transcript=PVX_122755.1 | gene=PVX_122755 | organism=Plasmodium_vivax_Sal-1 | gene_product=translocation protein SEC63, putative | transcript_product=translocation protein SEC63, putative | location=Pv_Sal1_chr14:839917-842079(-) | protein_length=720 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114815.1-p1      -            201 9149at5820           -            300   1.2e-06   26.4   2.1   1   1   7.6e-09   1.7e-06   25.9   2.1     1    73     2    69     2   104 0.74 | transcript=PVX_114815.1 | gene=PVX_114815 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr11:613597-615229(-) | protein_length=201 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094340.1-p1      -           1793 9149at5820           -            300   6.9e-06   23.9   0.6   1   1   7.2e-08   1.6e-05   22.7   0.6     3    73   927   990   925  1010 0.90 | transcript=PVX_094340.1 | gene=PVX_094340 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=Pv_Sal1_chr08:161562-167084(+) | protein_length=1793 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097645.1-p1      -            177 9149at5820           -            300   1.3e-05   23.0   0.3   1   1   1.2e-07   2.8e-05   21.9   0.0     3    38    10    45     8    63 0.83 | transcript=PVX_097645.1 | gene=PVX_097645 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:1278651-1279184(-) | protein_length=177 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099420.1-p1      -            263 9149at5820           -            300    0.0016   16.1   0.0   1   1   1.2e-05    0.0027   15.4   0.0     9    65   118   174   109   185 0.90 | transcript=PVX_099420.1 | gene=PVX_099420 | organism=Plasmodium_vivax_Sal-1 | gene_product=co-chaperone Hsc20, putative | transcript_product=co-chaperone Hsc20, putative | location=Pv_Sal1_chr07:760908-763062(-) | protein_length=263 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092765.1-p1      -            321 9149at5820           -            300    0.0036   14.9   1.3   1   3   1.6e-05    0.0036   14.9   1.3     2    69    37    95    36   100 0.80 | transcript=PVX_092765.1 | gene=PVX_092765 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=Pv_Sal1_chr09:1711274-1712385(+) | protein_length=321 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092765.1-p1      -            321 9149at5820           -            300    0.0036   14.9   1.3   2   3       1.8     4e+02   -1.6   0.1   249   286   179   216   145   228 0.66 | transcript=PVX_092765.1 | gene=PVX_092765 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=Pv_Sal1_chr09:1711274-1712385(+) | protein_length=321 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092765.1-p1      -            321 9149at5820           -            300    0.0036   14.9   1.3   3   3         7   1.6e+03   -3.5   0.0    42    63   249   271   235   274 0.67 | transcript=PVX_092765.1 | gene=PVX_092765 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=Pv_Sal1_chr09:1711274-1712385(+) | protein_length=321 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122195.1-p1      -            337 9149at5820           -            300    0.0042   14.8   1.8   1   2   1.9e-05    0.0042   14.8   1.8     4    74   119   185   117   197 0.82 | transcript=PVX_122195.1 | gene=PVX_122195 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=Pv_Sal1_chr14:368243-369256(-) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122195.1-p1      -            337 9149at5820           -            300    0.0042   14.8   1.8   2   2         5   1.1e+03   -3.1   5.0    30    61   302   332   274   336 0.48 | transcript=PVX_122195.1 | gene=PVX_122195 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=Pv_Sal1_chr14:368243-369256(-) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085365.1-p1      -            383 9149at5820           -            300      0.02   12.5   0.0   1   2   0.00073      0.16    9.5   0.0     1    42    12    58    12    69 0.72 | transcript=PVX_085365.1 | gene=PVX_085365 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr13:1138380-1139531(+) | protein_length=383 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085365.1-p1      -            383 9149at5820           -            300      0.02   12.5   0.0   2   2      0.54   1.2e+02    0.1   0.0    44    74    84   114    78   134 0.80 | transcript=PVX_085365.1 | gene=PVX_085365 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr13:1138380-1139531(+) | protein_length=383 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9149at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9149at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9149at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:50:01 2026
# [ok]
