#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9   1  34     2e-15   1.1e-11   40.6   0.3     1    47     3    49     3    55 0.95 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  12  34   1.1e-12     6e-09   31.5   0.0   576   642  1114  1192  1110  1195 0.82 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  13  34   7.4e-13   4.1e-09   32.0   0.0   642   691  1230  1284  1227  1290 0.85 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  14  34   2.4e-12   1.3e-08   30.3   0.1   683   742  1323  1397  1321  1401 0.82 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  15  34   3.5e-22   1.9e-18   63.0   0.0   762   833  1580  1652  1576  1662 0.94 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  16  34   3.3e-09   1.8e-05   19.9   0.5   854   920  1789  1871  1772  1879 0.70 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  17  34   1.7e-09   9.4e-06   20.9   0.0   920   962  1977  2029  1972  2035 0.78 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  18  34   2.6e-28   1.4e-24   83.3   3.1   962  1051  2179  2287  2176  2294 0.87 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  19  34     3e-25   1.7e-21   73.1   0.1  1050  1144  2486  2604  2481  2626 0.83 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  20  34   3.8e-23   2.1e-19   66.2   0.0  1155  1262  2785  2932  2779  2941 0.76 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  21  34  1.3e-105  7.4e-102  339.7  12.3  1261  1532  3063  3381  3050  3387 0.89 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  22  34   5.5e-21   3.1e-17   59.0   0.4  1532  1577  3414  3459  3411  3465 0.95 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  23  34   5.1e-43   2.8e-39  132.1   8.3  1571  1666  3481  3577  3477  3582 0.94 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  24  34   3.8e-58   2.1e-54  182.3   4.0  1663  1767  3627  3731  3624  3733 0.97 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  25  34   7.4e-17   4.1e-13   45.3   0.2  1773  1830  3829  3886  3789  3896 0.82 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  26  34   7.7e-64   4.2e-60  201.2   0.3  1830  1990  3921  4122  3916  4127 0.84 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  27  34   6.4e-36   3.6e-32  108.5   0.6  1986  2078  4154  4254  4147  4261 0.87 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  28  34   2.1e-99   1.2e-95  319.2  13.6  2078  2289  4294  4515  4291  4522 0.95 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  29  34   1.2e-36   6.7e-33  110.9   0.0  2285  2374  4537  4629  4533  4643 0.87 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  30  34   1.9e-63   1.1e-59  199.9   8.2  2372  2506  4726  4870  4722  4889 0.91 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  31  34   6.9e-11   3.8e-07   25.5   0.3  2500  2533  4910  4943  4904  4947 0.89 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  32  34   3.1e-32   1.7e-28   96.3   0.0  2533  2604  4979  5052  4974  5061 0.90 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  33  34  2.8e-108  1.5e-104  348.6  24.9  2612  2823  5093  5322  5082  5331 0.92 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089960.1-p1      -           5438 86at5820             -           2862         0 2987.9 213.9  34  34   2.2e-11   1.2e-07   27.1   2.4  2829  2862  5405  5438  5400  5438 0.92 | transcript=PVX_089960.1 | gene=PVX_089960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:972932-989248(+) | protein_length=5438 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/86at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/86at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/86at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:48:11 2026
# [ok]
