#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_000530.1-p1      -           5244 44at5820             -           3972         0 7357.5 637.8   1  12   3.1e-67   2.8e-64  214.9  16.2     1   138     1   158     1   168 0.93 | transcript=PVX_000530.1 | gene=PVX_000530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:496561-514371(-) | protein_length=5244 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000530.1-p1      -           5244 44at5820             -           3972         0 7357.5 637.8  12  12   8.2e-23   7.6e-20   67.5   0.5  3917  3972  5185  5244  5180  5244 0.88 | transcript=PVX_000530.1 | gene=PVX_000530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:496561-514371(-) | protein_length=5244 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 44at5820             -           3972  3.1e-155  516.8 232.7   1  10         6   5.5e+03  -18.5  21.9   526   678   102   256    51   330 0.67 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 44at5820             -           3972  3.1e-155  516.8 232.7   2  10         6   5.5e+03  -14.7  16.8  2422  2630   753   964   689   976 0.62 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 44at5820             -           3972  3.1e-155  516.8 232.7   3  10         6   5.5e+03  -17.0  24.5   649   844  1367  1558  1310  1564 0.71 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 44at5820             -           3972  3.1e-155  516.8 232.7   4  10   2.2e-16     2e-13   46.1  22.9   850  1089  1617  1857  1609  1867 0.86 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 44at5820             -           3972  3.1e-155  516.8 232.7   5  10   3.7e-66   3.4e-63  211.3  21.1  1204  1559  2025  2383  1974  2397 0.91 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 44at5820             -           3972  3.1e-155  516.8 232.7   6  10   9.2e-19   8.5e-16   54.0  11.4  1616  1859  2457  2698  2452  2710 0.83 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 44at5820             -           3972  3.1e-155  516.8 232.7   7  10   3.6e-11   3.3e-08   28.8  20.6  2063  2312  2976  3251  2945  3270 0.72 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 44at5820             -           3972  3.1e-155  516.8 232.7   8  10   6.1e-49   5.6e-46  154.2  62.9  2314  3048  3317  4071  3306  4102 0.81 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 44at5820             -           3972  3.1e-155  516.8 232.7   9  10   1.5e-10   1.4e-07   26.8   8.9  3084  3241  4258  4418  4232  4423 0.84 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 44at5820             -           3972  3.1e-155  516.8 232.7  10  10   9.6e-33   8.9e-30  100.4  37.0  3393  3967  4619  5267  4481  5271 0.71 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081792.1-p1      -           5031 44at5820             -           3972  4.5e-152  506.3 123.9   1   6         6   5.5e+03  -11.1   8.0  1140  1322   637   828   519   861 0.62 | transcript=PVX_081792.1 | gene=PVX_081792 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr02:656130-671435(+) | protein_length=5031 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081792.1-p1      -           5031 44at5820             -           3972  4.5e-152  506.3 123.9   2   6   2.8e-88   2.5e-85  284.8  22.7   820  1515  1465  2180  1300  2184 0.84 | transcript=PVX_081792.1 | gene=PVX_081792 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr02:656130-671435(+) | protein_length=5031 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081792.1-p1      -           5031 44at5820             -           3972  4.5e-152  506.3 123.9   3   6   1.2e-22   1.1e-19   67.0   0.1  1623  1791  2286  2456  2252  2470 0.84 | transcript=PVX_081792.1 | gene=PVX_081792 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr02:656130-671435(+) | protein_length=5031 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081792.1-p1      -           5031 44at5820             -           3972  4.5e-152  506.3 123.9   4   6   3.6e-43   3.3e-40  135.0  55.3  2270  3355  2983  4144  2972  4167 0.72 | transcript=PVX_081792.1 | gene=PVX_081792 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr02:656130-671435(+) | protein_length=5031 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081792.1-p1      -           5031 44at5820             -           3972  4.5e-152  506.3 123.9   5   6   1.5e-18   1.4e-15   53.3   2.4  3396  3694  4222  4537  4197  4554 0.74 | transcript=PVX_081792.1 | gene=PVX_081792 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr02:656130-671435(+) | protein_length=5031 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081792.1-p1      -           5031 44at5820             -           3972  4.5e-152  506.3 123.9   6   6      0.55   5.1e+02   -5.0   1.0  3737  3839  4684  4790  4680  4797 0.70 | transcript=PVX_081792.1 | gene=PVX_081792 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr02:656130-671435(+) | protein_length=5031 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 44at5820             -           3972  6.6e-145  482.5 211.4   1  14         6   5.5e+03   -9.5  10.2   911  1030    57   179    18   181 0.74 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 44at5820             -           3972  6.6e-145  482.5 211.4   2  14         6   5.5e+03  -21.1  20.1   612   929   289   371   224   420 0.37 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 44at5820             -           3972  6.6e-145  482.5 211.4   3  14         6   5.5e+03  -14.0  16.3  2173  2288   700   819   658   826 0.69 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 44at5820             -           3972  6.6e-145  482.5 211.4   4  14         6   5.5e+03  -41.3  50.0   638   930  1015  1310   973  1327 0.42 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 44at5820             -           3972  6.6e-145  482.5 211.4   5  14       4.8   4.4e+03   -8.1   4.1   772   831  1385  1450  1381  1453 0.80 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 44at5820             -           3972  6.6e-145  482.5 211.4   6  14         6   5.5e+03  -14.7  19.7   515   622  1570  1676  1555  1695 0.58 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 44at5820             -           3972  6.6e-145  482.5 211.4   7  14         6   5.5e+03  -19.8  41.1   618   843  1734  1960  1681  1971 0.74 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 44at5820             -           3972  6.6e-145  482.5 211.4   8  14   2.2e-79   2.1e-76  255.2  51.2   840  1563  2057  2790  2049  2809 0.87 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 44at5820             -           3972  6.6e-145  482.5 211.4   9  14   2.1e-22   1.9e-19   66.1  13.5  1605  1861  2796  3049  2786  3073 0.80 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 44at5820             -           3972  6.6e-145  482.5 211.4  10  14   0.00073      0.67    4.6   7.1  2015  2190  3327  3512  3311  3611 0.68 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 44at5820             -           3972  6.6e-145  482.5 211.4  11  14   4.3e-10   3.9e-07   25.3   6.9  2322  2474  3793  3955  3784  3971 0.86 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 44at5820             -           3972  6.6e-145  482.5 211.4  12  14   2.7e-46   2.5e-43  145.4  81.7  2489  3305  4043  4909  3974  4934 0.79 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 44at5820             -           3972  6.6e-145  482.5 211.4  13  14     7e-21   6.4e-18   61.1  26.2  3387  3732  5091  5446  5054  5455 0.87 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 44at5820             -           3972  6.6e-145  482.5 211.4  14  14   0.00024      0.22    6.2   5.8  3778  3949  5617  5826  5586  5849 0.60 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091760.1-p1      -           5331 44at5820             -           3972    3e-113  377.5 290.1   1   9   1.9e-17   1.8e-14   49.6  60.0   652  1092  1071  1521  1056  1536 0.80 | transcript=PVX_091760.1 | gene=PVX_091760 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr09:799004-815190(+) | protein_length=5331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091760.1-p1      -           5331 44at5820             -           3972    3e-113  377.5 290.1   2   9      0.19   1.8e+02   -3.5  11.0  1175  1270  1657  1760  1619  1766 0.74 | transcript=PVX_091760.1 | gene=PVX_091760 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr09:799004-815190(+) | protein_length=5331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091760.1-p1      -           5331 44at5820             -           3972    3e-113  377.5 290.1   3   9   1.3e-68   1.2e-65  219.5  20.4  1273  1898  1810  2417  1778  2456 0.81 | transcript=PVX_091760.1 | gene=PVX_091760 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr09:799004-815190(+) | protein_length=5331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091760.1-p1      -           5331 44at5820             -           3972    3e-113  377.5 290.1   4   9     1e-10   9.4e-08   27.3  58.7  2040  2537  2478  3031  2427  3040 0.71 | transcript=PVX_091760.1 | gene=PVX_091760 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr09:799004-815190(+) | protein_length=5331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091760.1-p1      -           5331 44at5820             -           3972    3e-113  377.5 290.1   5   9   2.4e-12   2.3e-09   32.7  38.1  2555  2949  3114  3522  3103  3541 0.77 | transcript=PVX_091760.1 | gene=PVX_091760 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr09:799004-815190(+) | protein_length=5331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091760.1-p1      -           5331 44at5820             -           3972    3e-113  377.5 290.1   6   9   2.5e-13   2.3e-10   36.0  30.9  2965  3237  3624  3906  3609  3915 0.82 | transcript=PVX_091760.1 | gene=PVX_091760 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr09:799004-815190(+) | protein_length=5331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091760.1-p1      -           5331 44at5820             -           3972    3e-113  377.5 290.1   7   9     0.078        72   -2.2   0.3  3391  3433  4453  4495  4441  4511 0.90 | transcript=PVX_091760.1 | gene=PVX_091760 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr09:799004-815190(+) | protein_length=5331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091760.1-p1      -           5331 44at5820             -           3972    3e-113  377.5 290.1   8   9   1.5e-15   1.4e-12   43.4   5.7  3482  3669  4592  4782  4579  4793 0.80 | transcript=PVX_091760.1 | gene=PVX_091760 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr09:799004-815190(+) | protein_length=5331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091760.1-p1      -           5331 44at5820             -           3972    3e-113  377.5 290.1   9   9   7.4e-08   6.8e-05   17.8   6.5  3737  3901  5033  5227  5026  5236 0.70 | transcript=PVX_091760.1 | gene=PVX_091760 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr09:799004-815190(+) | protein_length=5331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1   1  15         6   5.5e+03  -57.0  63.4   351   808    60   554    51   575 0.52 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1   2  15         6   5.5e+03 -127.2 161.0    99   996   402  1326   304  1342 0.56 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1   3  15   1.3e-05     0.012   10.3  53.3   791  1095  1421  1718  1395  1733 0.81 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1   4  15    0.0018       1.7    3.2  21.9  1105  1271  1798  1952  1790  1962 0.63 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1   5  15   6.1e-19   5.6e-16   54.6  12.9  1271  1395  2264  2390  2240  2413 0.87 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1   6  15   1.1e-12   9.8e-10   33.9  19.2  1410  1586  2577  2755  2572  2783 0.81 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
