#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_100660.1-p1      -           1889 1364at5820           -            992         0 1319.0  52.1   1  14   4.4e-53   4.8e-50  168.7   1.0     1   124     1   126     1   135 0.83 | transcript=PVX_100660.1 | gene=PVX_100660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2279366-2285035(+) | protein_length=1889 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100660.1-p1      -           1889 1364at5820           -            992         0 1319.0  52.1  12  14   5.2e-08   5.8e-05   19.4   0.0   766   799  1574  1607  1572  1610 0.94 | transcript=PVX_100660.1 | gene=PVX_100660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2279366-2285035(+) | protein_length=1889 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100660.1-p1      -           1889 1364at5820           -            992         0 1319.0  52.1  13  14   1.6e-76   1.7e-73  246.3   0.3   800   939  1642  1792  1639  1795 0.94 | transcript=PVX_100660.1 | gene=PVX_100660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2279366-2285035(+) | protein_length=1889 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100660.1-p1      -           1889 1364at5820           -            992         0 1319.0  52.1  14  14   2.2e-25   2.4e-22   77.0   0.5   939   992  1836  1889  1830  1889 0.96 | transcript=PVX_100660.1 | gene=PVX_100660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2279366-2285035(+) | protein_length=1889 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094465.1-p1      -           1539 1364at5820           -            992   1.9e-29  100.5   0.0   1   2   0.00022      0.24    7.5   0.0   664   754   945  1038   894  1045 0.68 | transcript=PVX_094465.1 | gene=PVX_094465 | organism=Plasmodium_vivax_Sal-1 | gene_product=regulator of nonsense transcripts, putative | transcript_product=regulator of nonsense transcripts, putative | location=Pv_Sal1_chr08:268169-272788(-) | protein_length=1539 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094465.1-p1      -           1539 1364at5820           -            992   1.9e-29  100.5   0.0   2   2   1.7e-29   1.9e-26   90.6   0.0   807   978  1047  1231  1042  1239 0.83 | transcript=PVX_094465.1 | gene=PVX_094465 | organism=Plasmodium_vivax_Sal-1 | gene_product=regulator of nonsense transcripts, putative | transcript_product=regulator of nonsense transcripts, putative | location=Pv_Sal1_chr08:268169-272788(-) | protein_length=1539 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091010.1-p1      -           1089 1364at5820           -            992   5.2e-21   72.6  30.3   1   3       1.5   1.7e+03   -5.3   2.9   206   270    74   139    63   195 0.62 | transcript=PVX_091010.1 | gene=PVX_091010 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:166681-169950(-) | protein_length=1089 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091010.1-p1      -           1089 1364at5820           -            992   5.2e-21   72.6  30.3   2   3   1.5e-11   1.7e-08   31.2  17.0   510   768   397   662   382   692 0.69 | transcript=PVX_091010.1 | gene=PVX_091010 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:166681-169950(-) | protein_length=1089 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091010.1-p1      -           1089 1364at5820           -            992   5.2e-21   72.6  30.3   3   3   3.2e-19   3.5e-16   56.6   5.4   858   989   932  1074   912  1077 0.81 | transcript=PVX_091010.1 | gene=PVX_091010 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:166681-169950(-) | protein_length=1089 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087715.1-p1      -           2329 1364at5820           -            992   1.8e-15   54.2   0.0   1   7      0.26   2.9e+02   -2.7   4.7   644   700    34    91    20   103 0.76 | transcript=PVX_087715.1 | gene=PVX_087715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:56108-63097(+) | protein_length=2329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087715.1-p1      -           2329 1364at5820           -            992   1.8e-15   54.2   0.0   2   7       3.1   3.4e+03   -6.3   6.4   217   268   362   413   347   414 0.79 | transcript=PVX_087715.1 | gene=PVX_087715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:56108-63097(+) | protein_length=2329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087715.1-p1      -           2329 1364at5820           -            992   1.8e-15   54.2   0.0   3   7     0.075        83   -0.9   2.7   187   267   780   860   754   877 0.65 | transcript=PVX_087715.1 | gene=PVX_087715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:56108-63097(+) | protein_length=2329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087715.1-p1      -           2329 1364at5820           -            992   1.8e-15   54.2   0.0   4   7         5   5.5e+03   -9.0  13.6   147   270   904  1029   894  1056 0.74 | transcript=PVX_087715.1 | gene=PVX_087715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:56108-63097(+) | protein_length=2329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087715.1-p1      -           2329 1364at5820           -            992   1.8e-15   54.2   0.0   5   7      0.11   1.2e+02   -1.4   0.0   510   592  1819  1887  1792  1904 0.71 | transcript=PVX_087715.1 | gene=PVX_087715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:56108-63097(+) | protein_length=2329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087715.1-p1      -           2329 1364at5820           -            992   1.8e-15   54.2   0.0   6   7   0.00088      0.98    5.4   0.1   663   755  1933  2025  1902  2029 0.62 | transcript=PVX_087715.1 | gene=PVX_087715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:56108-63097(+) | protein_length=2329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087715.1-p1      -           2329 1364at5820           -            992   1.8e-15   54.2   0.0   7   7   1.6e-18   1.8e-15   54.2   0.0   801   970  2028  2215  2025  2242 0.78 | transcript=PVX_087715.1 | gene=PVX_087715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:56108-63097(+) | protein_length=2329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 1364at5820           -            992   2.3e-09   34.0  12.2   1   7      0.87   9.7e+02   -4.5   2.0   264   320    85   142    52   149 0.73 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 1364at5820           -            992   2.3e-09   34.0  12.2   2   7       1.4   1.5e+03   -5.1   2.4   177   237   329   392   311   401 0.62 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 1364at5820           -            992   2.3e-09   34.0  12.2   3   7      0.35   3.8e+02   -3.1   0.7   561   591   902   933   900   934 0.77 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 1364at5820           -            992   2.3e-09   34.0  12.2   4   7   1.8e-07    0.0002   17.7   3.5   659   753   977  1075   952  1083 0.76 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 1364at5820           -            992   2.3e-09   34.0  12.2   5   7   3.8e-05     0.043   10.0   1.5   785   833  1067  1115  1061  1131 0.90 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 1364at5820           -            992   2.3e-09   34.0  12.2   6   7   1.2e-11   1.3e-08   31.5   1.5   858   940  1212  1305  1202  1328 0.76 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 1364at5820           -            992   2.3e-09   34.0  12.2   7   7   9.6e-06     0.011   11.9   0.3   944   987  1360  1403  1355  1410 0.88 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1364at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1364at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1364at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:01 2026
# [ok]
