#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0   1  25   1.1e-59     6e-56  188.0   0.2     8   166    83   288    79   297 0.78 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  12  25   4.5e-48   2.5e-44  149.5   0.4   941  1054  1739  1858  1733  1862 0.93 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  13  25   5.3e-21   2.9e-17   59.7   0.0  1063  1137  1912  2001  1878  2005 0.76 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  14  25   0.00054         3    3.3   0.0  1137  1169  2033  2066  2018  2070 0.84 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  15  25   1.2e-35   6.4e-32  108.3   0.1  1177  1259  2163  2247  2157  2254 0.94 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  16  25   2.8e-39   1.6e-35  120.3   0.3  1259  1349  2301  2394  2299  2397 0.94 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  17  25   5.6e-13   3.1e-09   33.1   0.4  1346  1397  2451  2507  2447  2519 0.87 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  18  25    0.0023        12    1.2   0.0  1397  1428  2623  2654  2619  2662 0.81 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  19  25   3.7e-12     2e-08   30.4   0.1  1419  1470  2692  2743  2685  2755 0.86 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  20  25   1.3e-70   6.9e-67  224.3  12.9  1468  1615  2803  2954  2796  2960 0.92 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  21  25   2.2e-35   1.2e-31  107.4   0.4  1617  1701  3060  3147  3037  3160 0.89 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  22  25   1.3e-82   7.2e-79  264.0   0.1  1700  1874  3176  3356  3171  3361 0.94 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  23  25   2.4e-52   1.3e-48  163.7   3.3  1870  1977  3459  3566  3448  3580 0.93 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  24  25   8.9e-05      0.49    5.9   5.0  1980  2022  3957  4000  3946  4004 0.80 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116550.1-p1      -           4142 132at5820            -           2134         0 2478.1 156.0  25  25   1.4e-72   7.8e-69  230.7   0.3  2001  2134  4008  4142  3998  4142 0.94 | transcript=PVX_116550.1 | gene=PVX_116550 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1066310-1079022(-) | protein_length=4142 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/132at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/132at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/132at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:29:18 2026
# [ok]
