#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_111050.1-p1      -            706 4451at5820           -            552  1.8e-275  913.2  34.9   1   2   1.5e-07     6e-05   20.3   2.4     1    27    20    46    20    52 0.90 | transcript=PVX_111050.1 | gene=PVX_111050 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr06:758041-760161(+) | protein_length=706 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101450.1-p1      -            558 4451at5820           -            552   1.2e-10   39.1   0.9   3   3         1   4.1e+02   -2.3   0.0   354   391   247   284   218   297 0.64 | transcript=PVX_101450.1 | gene=PVX_101450 | organism=Plasmodium_vivax_Sal-1 | gene_product=coronin, putative | transcript_product=coronin, putative | location=Pv_Sal1_chr14:2900350-2902407(+) | protein_length=558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 4451at5820           -            552   7.3e-08   29.9  11.3   1   6    0.0064       2.5    5.0   0.0   134   169    67   101    41   109 0.80 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 4451at5820           -            552   7.3e-08   29.9  11.3   2   6   1.4e-05    0.0055   13.8   0.0   135   179   110   153   103   155 0.90 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 4451at5820           -            552   7.3e-08   29.9  11.3   3   6     4e-05     0.016   12.3   0.3   136   178   154   194   151   233 0.74 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 4451at5820           -            552   7.3e-08   29.9  11.3   4   6     0.055        22    1.9   0.1   134   178   196   240   190   250 0.82 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 4451at5820           -            552   7.3e-08   29.9  11.3   5   6     0.067        26    1.7   0.2   140   171   243   272   239   286 0.83 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 4451at5820           -            552   7.3e-08   29.9  11.3   6   6      0.27   1.1e+02   -0.3   0.0   375   390   301   316   278   321 0.73 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123965.1-p1      -            643 4451at5820           -            552   1.1e-07   29.3  11.7   1   4   8.2e-05     0.032   11.3   0.2   232   279   361   407   322   413 0.85 | transcript=PVX_123965.1 | gene=PVX_123965 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr14:1932493-1934424(+) | protein_length=643 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123965.1-p1      -            643 4451at5820           -            552   1.1e-07   29.3  11.7   2   4   1.7e-05    0.0068   13.5   0.3   241   279   413   457   406   463 0.73 | transcript=PVX_123965.1 | gene=PVX_123965 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr14:1932493-1934424(+) | protein_length=643 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123965.1-p1      -            643 4451at5820           -            552   1.1e-07   29.3  11.7   3   4    0.0004      0.16    9.0   1.0   131   185   459   513   457   523 0.78 | transcript=PVX_123965.1 | gene=PVX_123965 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr14:1932493-1934424(+) | protein_length=643 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123965.1-p1      -            643 4451at5820           -            552   1.1e-07   29.3  11.7   4   4      0.13        52    0.7   0.0   152   170   562   580   541   592 0.86 | transcript=PVX_123965.1 | gene=PVX_123965 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr14:1932493-1934424(+) | protein_length=643 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100830.1-p1      -            507 4451at5820           -            552   2.1e-07   28.4   2.4   1   2   0.00015     0.061   10.4   0.3   131   170   277   316   269   324 0.88 | transcript=PVX_100830.1 | gene=PVX_100830 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2412994-2414836(+) | protein_length=507 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100830.1-p1      -            507 4451at5820           -            552   2.1e-07   28.4   2.4   2   2   9.5e-07   0.00038   17.7   0.1   136   180   325   370   316   450 0.84 | transcript=PVX_100830.1 | gene=PVX_100830 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2412994-2414836(+) | protein_length=507 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119545.1-p1      -            498 4451at5820           -            552   4.4e-07   27.3  10.2   1   4   0.00017     0.069   10.2   1.0   131   167   248   283   117   300 0.82 | transcript=PVX_119545.1 | gene=PVX_119545 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=Pv_Sal1_chr08:1390913-1392409(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119545.1-p1      -            498 4451at5820           -            552   4.4e-07   27.3  10.2   2   4      0.11        44    0.9   0.0   136   173   299   335   291   342 0.79 | transcript=PVX_119545.1 | gene=PVX_119545 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=Pv_Sal1_chr08:1390913-1392409(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119545.1-p1      -            498 4451at5820           -            552   4.4e-07   27.3  10.2   3   4   8.2e-07   0.00032   17.9   0.1   211   285   358   425   349   451 0.77 | transcript=PVX_119545.1 | gene=PVX_119545 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=Pv_Sal1_chr08:1390913-1392409(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119545.1-p1      -            498 4451at5820           -            552   4.4e-07   27.3  10.2   4   4     0.097        38    1.1   0.1   243   272   469   497   444   498 0.63 | transcript=PVX_119545.1 | gene=PVX_119545 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=Pv_Sal1_chr08:1390913-1392409(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082410.1-p1      -            533 4451at5820           -            552   6.4e-05   20.2   0.8   1   3      0.01         4    4.4   0.0   134   171   382   419   367   427 0.89 | transcript=PVX_082410.1 | gene=PVX_082410 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 P55 subunit, putative | transcript_product=chromatin assembly factor 1 P55 subunit, putative | location=Pv_Sal1_chr12:943725-945326(+) | protein_length=533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082410.1-p1      -            533 4451at5820           -            552   6.4e-05   20.2   0.8   2   3   2.2e-05    0.0086   13.2   0.1   137   176   429   469   422   476 0.89 | transcript=PVX_082410.1 | gene=PVX_082410 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 P55 subunit, putative | transcript_product=chromatin assembly factor 1 P55 subunit, putative | location=Pv_Sal1_chr12:943725-945326(+) | protein_length=533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082410.1-p1      -            533 4451at5820           -            552   6.4e-05   20.2   0.8   3   3       2.5   9.9e+02   -3.5   0.0   136   170   494   528   492   530 0.65 | transcript=PVX_082410.1 | gene=PVX_082410 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 P55 subunit, putative | transcript_product=chromatin assembly factor 1 P55 subunit, putative | location=Pv_Sal1_chr12:943725-945326(+) | protein_length=533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083090.1-p1      -            644 4451at5820           -            552   9.9e-05   19.6   2.9   1   4       1.6   6.2e+02   -2.9   1.1   465   496    97   125    82   167 0.54 | transcript=PVX_083090.1 | gene=PVX_083090 | organism=Plasmodium_vivax_Sal-1 | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=Pv_Sal1_chr12:417792-419726(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083090.1-p1      -            644 4451at5820           -            552   9.9e-05   19.6   2.9   2   4      0.18        73    0.2   0.1   139   179   244   282   234   306 0.69 | transcript=PVX_083090.1 | gene=PVX_083090 | organism=Plasmodium_vivax_Sal-1 | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=Pv_Sal1_chr12:417792-419726(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083090.1-p1      -            644 4451at5820           -            552   9.9e-05   19.6   2.9   3   4   2.5e-07   9.9e-05   19.6   2.9   133   282   426   554   422   564 0.85 | transcript=PVX_083090.1 | gene=PVX_083090 | organism=Plasmodium_vivax_Sal-1 | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=Pv_Sal1_chr12:417792-419726(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083090.1-p1      -            644 4451at5820           -            552   9.9e-05   19.6   2.9   4   4     0.033        13    2.7   0.3   241   296   556   611   550   634 0.70 | transcript=PVX_083090.1 | gene=PVX_083090 | organism=Plasmodium_vivax_Sal-1 | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=Pv_Sal1_chr12:417792-419726(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089225.1-p1      -            324 4451at5820           -            552   0.00012   19.3   3.4   1   2    0.0001      0.04   11.0   0.2   131   171   115   153   111   163 0.78 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089225.1-p1      -            324 4451at5820           -            552   0.00012   19.3   3.4   2   2    0.0031       1.2    6.0   0.1   107   164   276   320   174   324 0.64 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113565.1-p1      -            361 4451at5820           -            552    0.0038   14.3   1.1   1   2   0.00083      0.33    8.0   0.1   134   187   188   240   172   247 0.83 | transcript=PVX_113565.1 | gene=PVX_113565 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr11:1697877-1700429(+) | protein_length=361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113565.1-p1      -            361 4451at5820           -            552    0.0038   14.3   1.1   2   2    0.0013       0.5    7.3   0.1   132   277   230   268   223   360 0.83 | transcript=PVX_113565.1 | gene=PVX_113565 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr11:1697877-1700429(+) | protein_length=361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096225.1-p1      -            644 4451at5820           -            552    0.0055   13.8   0.5   1   2      0.42   1.7e+02   -1.0   0.0    81   118   220   259   190   267 0.66 | transcript=PVX_096225.1 | gene=PVX_096225 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:680616-682550(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096225.1-p1      -            644 4451at5820           -            552    0.0055   13.8   0.5   2   2   4.4e-05     0.017   12.2   0.1   254   293   356   394   312   421 0.79 | transcript=PVX_096225.1 | gene=PVX_096225 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:680616-682550(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089605.1-p1      -            458 4451at5820           -            552     0.011   12.8   0.3   1   3      0.59   2.3e+02   -1.4   0.0    42    70   151   180   135   192 0.77 | transcript=PVX_089605.1 | gene=PVX_089605 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr05:693181-694557(+) | protein_length=458 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089605.1-p1      -            458 4451at5820           -            552     0.011   12.8   0.3   2   3     0.018       7.1    3.6   0.0   135   170   324   359   308   366 0.83 | transcript=PVX_089605.1 | gene=PVX_089605 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr05:693181-694557(+) | protein_length=458 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089605.1-p1      -            458 4451at5820           -            552     0.011   12.8   0.3   3   3    0.0031       1.2    6.1   0.0   132   170   365   403   361   419 0.85 | transcript=PVX_089605.1 | gene=PVX_089605 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr05:693181-694557(+) | protein_length=458 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4451at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4451at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4451at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:41 2026
# [ok]
