#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_089225.1-p1      -            324 8053at5820           -            274  5.5e-157  519.5   9.9   1   1  1.4e-158  1.9e-156  517.7   9.9     1   274    21   324    21   324 0.94 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080315.1-p1      -           1240 8053at5820           -            274   1.8e-17   62.0  12.2   3   4    0.0051       0.7    7.5   0.2   214   271  1143  1203  1132  1206 0.77 | transcript=PVX_080315.1 | gene=PVX_080315 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:572047-575769(-) | protein_length=1240 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080315.1-p1      -           1240 8053at5820           -            274   1.8e-17   62.0  12.2   4   4      0.11        15    3.1   0.0    23    50  1186  1213  1169  1220 0.67 | transcript=PVX_080315.1 | gene=PVX_080315 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:572047-575769(-) | protein_length=1240 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080690.1-p1      -            646 8053at5820           -            274     8e-14   50.0  12.8   1   3   0.00014     0.019   12.7   0.7    11    98   362   449   356   452 0.71 | transcript=PVX_080690.1 | gene=PVX_080690 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD-repeat potein, putative | transcript_product=WD-repeat potein, putative | location=Pv_Sal1_chr10:888282-891797(-) | protein_length=646 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080690.1-p1      -            646 8053at5820           -            274     8e-14   50.0  12.8   2   3   1.7e-13   2.3e-11   41.9   1.7    14   129   449   565   443   581 0.90 | transcript=PVX_080690.1 | gene=PVX_080690 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD-repeat potein, putative | transcript_product=WD-repeat potein, putative | location=Pv_Sal1_chr10:888282-891797(-) | protein_length=646 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080690.1-p1      -            646 8053at5820           -            274     8e-14   50.0  12.8   3   3      0.43        60    1.2   0.2    67   117   585   635   576   643 0.64 | transcript=PVX_080690.1 | gene=PVX_080690 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD-repeat potein, putative | transcript_product=WD-repeat potein, putative | location=Pv_Sal1_chr10:888282-891797(-) | protein_length=646 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_093625.1-p1      -           1068 8053at5820           -            274   1.3e-13   49.3   7.9   1   6   3.1e-06   0.00043   18.1   0.0    11    84   160   235   153   277 0.80 | transcript=PVX_093625.1 | gene=PVX_093625 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:695036-698242(+) | protein_length=1068 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_093625.1-p1      -           1068 8053at5820           -            274   1.3e-13   49.3   7.9   2   6       4.6   6.4e+02   -2.2   0.0   211   258   306   354   295   369 0.70 | transcript=PVX_093625.1 | gene=PVX_093625 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:695036-698242(+) | protein_length=1068 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_093625.1-p1      -           1068 8053at5820           -            274   1.3e-13   49.3   7.9   3   6     2e-06   0.00027   18.7   0.1   212   269   418   475   414   480 0.92 | transcript=PVX_093625.1 | gene=PVX_093625 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:695036-698242(+) | protein_length=1068 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_093625.1-p1      -           1068 8053at5820           -            274   1.3e-13   49.3   7.9   4   6   0.00018     0.025   12.3   0.0   200   272   519   595   514   597 0.79 | transcript=PVX_093625.1 | gene=PVX_093625 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:695036-698242(+) | protein_length=1068 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_093625.1-p1      -           1068 8053at5820           -            274   1.3e-13   49.3   7.9   5   6       3.4   4.8e+02   -1.8   0.0   168   185   627   644   602   652 0.67 | transcript=PVX_093625.1 | gene=PVX_093625 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:695036-698242(+) | protein_length=1068 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_093625.1-p1      -           1068 8053at5820           -            274   1.3e-13   49.3   7.9   6   6       1.1   1.5e+02   -0.1   0.1   213   237   723   747   678   863 0.71 | transcript=PVX_093625.1 | gene=PVX_093625 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr01:695036-698242(+) | protein_length=1068 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119245.1-p1      -            595 8053at5820           -            274     9e-13   46.5  11.5   1   4       5.6   7.7e+02   -2.4   0.1    86   114   112   140    69   155 0.77 | transcript=PVX_119245.1 | gene=PVX_119245 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing regulatory protein, putative | transcript_product=splicing regulatory protein, putative | location=Pv_Sal1_chr08:1633597-1635600(+) | protein_length=595 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119245.1-p1      -            595 8053at5820           -            274     9e-13   46.5  11.5   2   4     4e-12   5.6e-10   37.4   1.2     9   129   276   397   270   416 0.89 | transcript=PVX_119245.1 | gene=PVX_119245 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing regulatory protein, putative | transcript_product=splicing regulatory protein, putative | location=Pv_Sal1_chr08:1633597-1635600(+) | protein_length=595 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119245.1-p1      -            595 8053at5820           -            274     9e-13   46.5  11.5   3   4   0.00015      0.02   12.6   0.0   218   267   422   471   415   478 0.91 | transcript=PVX_119245.1 | gene=PVX_119245 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing regulatory protein, putative | transcript_product=splicing regulatory protein, putative | location=Pv_Sal1_chr08:1633597-1635600(+) | protein_length=595 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119245.1-p1      -            595 8053at5820           -            274     9e-13   46.5  11.5   4   4      0.96   1.3e+02    0.1   0.1   204   244   494   541   486   572 0.59 | transcript=PVX_119245.1 | gene=PVX_119245 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing regulatory protein, putative | transcript_product=splicing regulatory protein, putative | location=Pv_Sal1_chr08:1633597-1635600(+) | protein_length=595 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123645.1-p1      -            612 8053at5820           -            274   2.7e-12   45.0  16.3   1   3       2.7   3.7e+02   -1.4   0.1    56    82   134   161    86   181 0.50 | transcript=PVX_123645.1 | gene=PVX_123645 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA splicing factor PRP17, putative | transcript_product=pre-mRNA splicing factor PRP17, putative | location=Pv_Sal1_chr14:1616515-1618353(+) | protein_length=612 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123645.1-p1      -            612 8053at5820           -            274   2.7e-12   45.0  16.3   2   3   9.5e-10   1.3e-07   29.6   3.1    39   265   305   514   296   522 0.71 | transcript=PVX_123645.1 | gene=PVX_123645 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA splicing factor PRP17, putative | transcript_product=pre-mRNA splicing factor PRP17, putative | location=Pv_Sal1_chr14:1616515-1618353(+) | protein_length=612 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123645.1-p1      -            612 8053at5820           -            274   2.7e-12   45.0  16.3   3   3   3.1e-05    0.0044   14.8   3.0    51   125   533   612   499   612 0.70 | transcript=PVX_123645.1 | gene=PVX_123645 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA splicing factor PRP17, putative | transcript_product=pre-mRNA splicing factor PRP17, putative | location=Pv_Sal1_chr14:1616515-1618353(+) | protein_length=612 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083090.1-p1      -            644 8053at5820           -            274   3.5e-12   44.6  15.5   1   4     0.058       8.1    4.1   1.4   110   190   256   338   253   343 0.64 | transcript=PVX_083090.1 | gene=PVX_083090 | organism=Plasmodium_vivax_Sal-1 | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=Pv_Sal1_chr12:417792-419726(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083090.1-p1      -            644 8053at5820           -            274   3.5e-12   44.6  15.5   2   4    0.0002     0.027   12.2   0.1   240   270   426   456   420   461 0.85 | transcript=PVX_083090.1 | gene=PVX_083090 | organism=Plasmodium_vivax_Sal-1 | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=Pv_Sal1_chr12:417792-419726(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083090.1-p1      -            644 8053at5820           -            274   3.5e-12   44.6  15.5   3   4   3.8e-07   5.2e-05   21.1   0.2    54   129   470   549   459   564 0.76 | transcript=PVX_083090.1 | gene=PVX_083090 | organism=Plasmodium_vivax_Sal-1 | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=Pv_Sal1_chr12:417792-419726(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083090.1-p1      -            644 8053at5820           -            274   3.5e-12   44.6  15.5   4   4   0.00047     0.065   10.9   0.8    24    79   570   624   551   632 0.76 | transcript=PVX_083090.1 | gene=PVX_083090 | organism=Plasmodium_vivax_Sal-1 | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=Pv_Sal1_chr12:417792-419726(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119545.1-p1      -            498 8053at5820           -            274   7.5e-12   43.5  10.9   1   4    0.0042      0.58    7.8   0.2   203   269   210   279   191   286 0.79 | transcript=PVX_119545.1 | gene=PVX_119545 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=Pv_Sal1_chr08:1390913-1392409(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119545.1-p1      -            498 8053at5820           -            274   7.5e-12   43.5  10.9   2   4     0.015       2.1    6.0   0.0   240   272   296   328   288   330 0.85 | transcript=PVX_119545.1 | gene=PVX_119545 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=Pv_Sal1_chr08:1390913-1392409(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119545.1-p1      -            498 8053at5820           -            274   7.5e-12   43.5  10.9   3   4   1.1e-08   1.5e-06   26.1   0.4   217   272   357   412   346   414 0.90 | transcript=PVX_119545.1 | gene=PVX_119545 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=Pv_Sal1_chr08:1390913-1392409(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119545.1-p1      -            498 8053at5820           -            274   7.5e-12   43.5  10.9   4   4    0.0033      0.45    8.2   0.1    19    81   431   494   423   498 0.78 | transcript=PVX_119545.1 | gene=PVX_119545 | organism=Plasmodium_vivax_Sal-1 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=Pv_Sal1_chr08:1390913-1392409(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113505.1-p1      -           1398 8053at5820           -            274   9.4e-11   39.9   8.3   1   3   0.00075       0.1   10.3   0.1    83   269    36   117    23   129 0.53 | transcript=PVX_113505.1 | gene=PVX_113505 | organism=Plasmodium_vivax_Sal-1 | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=Pv_Sal1_chr11:1747148-1751978(-) | protein_length=1398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113505.1-p1      -           1398 8053at5820           -            274   9.4e-11   39.9   8.3   2   3   0.00014     0.019   12.7   0.1   150   236   130   214   126   277 0.67 | transcript=PVX_113505.1 | gene=PVX_113505 | organism=Plasmodium_vivax_Sal-1 | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=Pv_Sal1_chr11:1747148-1751978(-) | protein_length=1398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113505.1-p1      -           1398 8053at5820           -            274   9.4e-11   39.9   8.3   3   3   8.3e-06    0.0011   16.7   0.6     9   119   243   356   235   370 0.70 | transcript=PVX_113505.1 | gene=PVX_113505 | organism=Plasmodium_vivax_Sal-1 | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=Pv_Sal1_chr11:1747148-1751978(-) | protein_length=1398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111390.1-p1      -            629 8053at5820           -            274   5.4e-10   37.4   0.0   1   2     3e-09   4.1e-07   28.0   0.9    58   235   338   497   332   527 0.78 | transcript=PVX_111390.1 | gene=PVX_111390 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=Pv_Sal1_chr06:504070-505959(-) | protein_length=629 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111390.1-p1      -            629 8053at5820           -            274   5.4e-10   37.4   0.0   2   2      0.13        17    3.0   0.0    64   126   513   579   498   583 0.67 | transcript=PVX_111390.1 | gene=PVX_111390 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=Pv_Sal1_chr06:504070-505959(-) | protein_length=629 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094875.1-p1      -           1150 8053at5820           -            274   8.6e-10   36.7  26.2   1   5       1.1   1.5e+02   -0.1   0.1   229   271   222   262   204   295 0.60 | transcript=PVX_094875.1 | gene=PVX_094875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:589071-592741(-) | protein_length=1150 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094875.1-p1      -           1150 8053at5820           -            274   8.6e-10   36.7  26.2   2   5      0.55        77    0.8   0.2    90   128   451   493   411   502 0.73 | transcript=PVX_094875.1 | gene=PVX_094875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:589071-592741(-) | protein_length=1150 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094875.1-p1      -           1150 8053at5820           -            274   8.6e-10   36.7  26.2   3   5   5.1e-07   7.1e-05   20.6   2.4    40   146   559   670   542   681 0.80 | transcript=PVX_094875.1 | gene=PVX_094875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:589071-592741(-) | protein_length=1150 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094875.1-p1      -           1150 8053at5820           -            274   8.6e-10   36.7  26.2   4   5   3.1e-07   4.2e-05   21.4   2.9     9   125   683   798   681   801 0.91 | transcript=PVX_094875.1 | gene=PVX_094875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:589071-592741(-) | protein_length=1150 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094875.1-p1      -           1150 8053at5820           -            274   8.6e-10   36.7  26.2   5   5      0.22        31    2.1   0.2    45    90   800   844   792   863 0.75 | transcript=PVX_094875.1 | gene=PVX_094875 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:589071-592741(-) | protein_length=1150 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084870.1-p1      -            509 8053at5820           -            274   4.4e-09   34.4  17.8   1   3   3.1e-05    0.0043   14.8   2.7    77   186   115   223    81   237 0.76 | transcript=PVX_084870.1 | gene=PVX_084870 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 P55 subunit, putative | transcript_product=chromatin assembly factor 1 P55 subunit, putative | location=Pv_Sal1_chr13:743462-745566(-) | protein_length=509 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
