#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_081360.1-p1      -            332 9364at5820           -            241  4.8e-121  401.4  14.7   1   3   3.5e-14   1.8e-11   42.7   0.1     1    32    23    54    23    61 0.93 | transcript=PVX_081360.1 | gene=PVX_081360 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr02:272628-274888(+) | protein_length=332 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100980.1-p1      -            259 9364at5820           -            241   1.7e-10   39.5   9.9   1   1   4.2e-12   2.1e-09   35.9   9.2    11   225    13   240     4   249 0.69 | transcript=PVX_100980.1 | gene=PVX_100980 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr14:2561522-2563294(+) | protein_length=259 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000870.1-p1      -            380 9364at5820           -            241     2e-08   32.7  31.0   1   4     0.018         9    4.4   2.0   158   191     9    40     1    70 0.43 | transcript=PVX_000870.1 | gene=PVX_000870 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr03:237649-239081(+) | protein_length=380 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000870.1-p1      -            380 9364at5820           -            241     2e-08   32.7  31.0   2   4   1.4e-10   6.9e-08   30.9   4.6    33   150    72   190    60   203 0.87 | transcript=PVX_000870.1 | gene=PVX_000870 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr03:237649-239081(+) | protein_length=380 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000870.1-p1      -            380 9364at5820           -            241     2e-08   32.7  31.0   3   4   0.00013     0.063   11.4   0.3     5    67   219   280   214   302 0.63 | transcript=PVX_000870.1 | gene=PVX_000870 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr03:237649-239081(+) | protein_length=380 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000870.1-p1      -            380 9364at5820           -            241     2e-08   32.7  31.0   4   4      0.22   1.1e+02    0.8   4.2    28    71   334   379   321   380 0.82 | transcript=PVX_000870.1 | gene=PVX_000870 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr03:237649-239081(+) | protein_length=380 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098880.1-p1      -            515 9364at5820           -            241   4.9e-08   31.4  18.5   1   4   0.00013     0.063   11.4   0.5     3    77    92   174    90   179 0.82 | transcript=PVX_098880.1 | gene=PVX_098880 | organism=Plasmodium_vivax_Sal-1 | gene_product=transporter, putative | transcript_product=transporter, putative | location=Pv_Sal1_chr07:327459-329195(+) | protein_length=515 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098880.1-p1      -            515 9364at5820           -            241   4.9e-08   31.4  18.5   2   4    0.0046       2.3    6.3   1.2   163   226   222   286   209   310 0.72 | transcript=PVX_098880.1 | gene=PVX_098880 | organism=Plasmodium_vivax_Sal-1 | gene_product=transporter, putative | transcript_product=transporter, putative | location=Pv_Sal1_chr07:327459-329195(+) | protein_length=515 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098880.1-p1      -            515 9364at5820           -            241   4.9e-08   31.4  18.5   3   4    0.0066       3.3    5.8   0.4   161   197   419   455   401   466 0.69 | transcript=PVX_098880.1 | gene=PVX_098880 | organism=Plasmodium_vivax_Sal-1 | gene_product=transporter, putative | transcript_product=transporter, putative | location=Pv_Sal1_chr07:327459-329195(+) | protein_length=515 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098880.1-p1      -            515 9364at5820           -            241   4.9e-08   31.4  18.5   4   4   6.4e-07   0.00032   18.9   0.3    31    71   466   506   454   513 0.86 | transcript=PVX_098880.1 | gene=PVX_098880 | organism=Plasmodium_vivax_Sal-1 | gene_product=transporter, putative | transcript_product=transporter, putative | location=Pv_Sal1_chr07:327459-329195(+) | protein_length=515 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089165.1-p1      -            318 9364at5820           -            241   6.5e-06   24.5   0.1   1   2   5.5e-06    0.0027   15.9   0.0    91   239    48   209    30   211 0.66 | transcript=PVX_089165.1 | gene=PVX_089165 | organism=Plasmodium_vivax_Sal-1 | gene_product=dicarboxylate/tricarboxylate carrier, putative | transcript_product=dicarboxylate/tricarboxylate carrier, putative | location=Pv_Sal1_chr05:356094-357050(-) | protein_length=318 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089165.1-p1      -            318 9364at5820           -            241   6.5e-06   24.5   0.1   2   2   0.00017     0.086   11.0   0.1    90   217   142   287   127   309 0.63 | transcript=PVX_089165.1 | gene=PVX_089165 | organism=Plasmodium_vivax_Sal-1 | gene_product=dicarboxylate/tricarboxylate carrier, putative | transcript_product=dicarboxylate/tricarboxylate carrier, putative | location=Pv_Sal1_chr05:356094-357050(-) | protein_length=318 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115395.1-p1      -            494 9364at5820           -            241   1.1e-05   23.7  11.8   1   6     0.018       9.3    4.3   0.0   159   188    13    46     4    59 0.68 | transcript=PVX_115395.1 | gene=PVX_115395 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr11:104655-106139(+) | protein_length=494 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115395.1-p1      -            494 9364at5820           -            241   1.1e-05   23.7  11.8   2   6       2.4   1.2e+03   -2.6   0.0    96   125    93   122    89   149 0.68 | transcript=PVX_115395.1 | gene=PVX_115395 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr11:104655-106139(+) | protein_length=494 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115395.1-p1      -            494 9364at5820           -            241   1.1e-05   23.7  11.8   3   6      0.31   1.6e+02    0.3   0.0   193   219   214   240   204   258 0.68 | transcript=PVX_115395.1 | gene=PVX_115395 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr11:104655-106139(+) | protein_length=494 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115395.1-p1      -            494 9364at5820           -            241   1.1e-05   23.7  11.8   4   6      0.39   1.9e+02   -0.0   0.0    12   187   304   323   289   340 0.57 | transcript=PVX_115395.1 | gene=PVX_115395 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr11:104655-106139(+) | protein_length=494 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115395.1-p1      -            494 9364at5820           -            241   1.1e-05   23.7  11.8   5   6   0.00024      0.12   10.5   3.1   108   207   338   454   317   457 0.69 | transcript=PVX_115395.1 | gene=PVX_115395 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr11:104655-106139(+) | protein_length=494 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115395.1-p1      -            494 9364at5820           -            241   1.1e-05   23.7  11.8   6   6    0.0006       0.3    9.2   0.1    39    73   456   490   450   494 0.87 | transcript=PVX_115395.1 | gene=PVX_115395 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr11:104655-106139(+) | protein_length=494 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123820.1-p1      -            306 9364at5820           -            241   1.6e-05   23.2   6.6   1   2    0.0051       2.6    6.2   2.2   112   141   124   153     5   162 0.62 | transcript=PVX_123820.1 | gene=PVX_123820 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr14:1821609-1822529(+) | protein_length=306 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123820.1-p1      -            306 9364at5820           -            241   1.6e-05   23.2   6.6   2   2   2.9e-06    0.0015   16.8   0.1   164   236   225   302   218   306 0.65 | transcript=PVX_123820.1 | gene=PVX_123820 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr14:1821609-1822529(+) | protein_length=306 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_254300-t26_1-p1  -            353 9364at5820           -            241   2.7e-05   22.4   7.0   1   2    0.0096       4.8    5.2   2.5   112   141   124   153     7   162 0.68 | transcript=PVX_254300-t26_1 | gene=PVX_254300 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01001108:1-1062(-) | protein_length=353 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_254300-t26_1-p1  -            353 9364at5820           -            241   2.7e-05   22.4   7.0   2   2   2.6e-06    0.0013   16.9   0.1   164   239   225   305   218   307 0.67 | transcript=PVX_254300-t26_1 | gene=PVX_254300 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01001108:1-1062(-) | protein_length=353 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9364at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9364at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9364at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:50:52 2026
# [ok]
