#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_002690.1-p1      -            952 6510at5820           -            617  5.5e-261  866.1  94.5   1   5   7.2e-81   1.3e-77  260.4  30.4     2   215     6   247     5   254 0.88 | transcript=PVX_002690.1 | gene=PVX_002690 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:189522-192863(+) | protein_length=952 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099640.1-p1      -           1239 6510at5820           -            617   4.8e-06   24.0  28.7   3   5   4.6e-05     0.086   10.0   4.9   215   284   497   574   485   581 0.74 | transcript=PVX_099640.1 | gene=PVX_099640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:933425-937628(-) | protein_length=1239 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099640.1-p1      -           1239 6510at5820           -            617   4.8e-06   24.0  28.7   4   5         3   5.5e+03   -6.8   5.9   281   364   791   873   772   878 0.47 | transcript=PVX_099640.1 | gene=PVX_099640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:933425-937628(-) | protein_length=1239 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099640.1-p1      -           1239 6510at5820           -            617   4.8e-06   24.0  28.7   5   5   2.6e-09   4.8e-06   24.0  28.7   382   587   966  1185   945  1202 0.71 | transcript=PVX_099640.1 | gene=PVX_099640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:933425-937628(-) | protein_length=1239 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6510at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6510at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6510at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:17 2026
# [ok]
