#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_100005.1-p1      -           4239 102at5820            -           3017         0 4740.6 619.3   1  15    6e-175  8.3e-172  571.7  78.4     1   385     1   437     1   470 0.88 | transcript=PVX_100005.1 | gene=PVX_100005 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1182213-1195735(+) | protein_length=4239 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100005.1-p1      -           4239 102at5820            -           3017         0 4740.6 619.3  12  15    8e-118  1.1e-114  382.1  35.2  1803  2015  2783  3016  2772  3050 0.89 | transcript=PVX_100005.1 | gene=PVX_100005 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1182213-1195735(+) | protein_length=4239 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100005.1-p1      -           4239 102at5820            -           3017         0 4740.6 619.3  13  15    2e-264  2.8e-261  868.6 101.3  2011  2509  3059  3614  3047  3627 0.90 | transcript=PVX_100005.1 | gene=PVX_100005 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1182213-1195735(+) | protein_length=4239 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100005.1-p1      -           4239 102at5820            -           3017         0 4740.6 619.3  14  15   2.9e-44     4e-41  138.1  23.6  2510  2603  3669  3766  3654  3781 0.83 | transcript=PVX_100005.1 | gene=PVX_100005 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1182213-1195735(+) | protein_length=4239 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100005.1-p1      -           4239 102at5820            -           3017         0 4740.6 619.3  15  15  1.6e-279  2.2e-276  918.7  86.2  2584  3017  3787  4225  3770  4225 0.97 | transcript=PVX_100005.1 | gene=PVX_100005 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1182213-1195735(+) | protein_length=4239 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097985.1-p1      -           2237 102at5820            -           3017   4.4e-05   18.5   7.5   1   3   5.5e-07   0.00076   14.4   0.3  2176  2226   232   280   227   283 0.88 | transcript=PVX_097985.1 | gene=PVX_097985 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanidine nucleotide exchange factor, putative | transcript_product=guanidine nucleotide exchange factor, putative | location=Pv_Sal1_chr10:996753-1003466(+) | protein_length=2237 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097985.1-p1      -           2237 102at5820            -           3017   4.4e-05   18.5   7.5   2   3     6e-05     0.083    7.6   0.3  2173  2223   363   413   345   425 0.85 | transcript=PVX_097985.1 | gene=PVX_097985 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanidine nucleotide exchange factor, putative | transcript_product=guanidine nucleotide exchange factor, putative | location=Pv_Sal1_chr10:996753-1003466(+) | protein_length=2237 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097985.1-p1      -           2237 102at5820            -           3017   4.4e-05   18.5   7.5   3   3     0.045        62   -1.9   0.1  2180  2223   681   724   676   728 0.89 | transcript=PVX_097985.1 | gene=PVX_097985 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanidine nucleotide exchange factor, putative | transcript_product=guanidine nucleotide exchange factor, putative | location=Pv_Sal1_chr10:996753-1003466(+) | protein_length=2237 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092485.1-p1      -            456 102at5820            -           3017     0.012   10.4  18.3   1   5     0.024        33   -1.0   0.7  2173  2222   152   208   127   230 0.59 | transcript=PVX_092485.1 | gene=PVX_092485 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1423217-1424587(-) | protein_length=456 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092485.1-p1      -            456 102at5820            -           3017     0.012   10.4  18.3   2   5     0.057        79   -2.3   0.0  2180  2216   220   256   202   262 0.87 | transcript=PVX_092485.1 | gene=PVX_092485 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1423217-1424587(-) | protein_length=456 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092485.1-p1      -            456 102at5820            -           3017     0.012   10.4  18.3   3   5     1e-05     0.014   10.1   1.2  2175  2240   269   334   254   336 0.87 | transcript=PVX_092485.1 | gene=PVX_092485 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1423217-1424587(-) | protein_length=456 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092485.1-p1      -            456 102at5820            -           3017     0.012   10.4  18.3   4   5   0.00043      0.59    4.8   1.1  2347  2385   333   373   331   394 0.74 | transcript=PVX_092485.1 | gene=PVX_092485 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1423217-1424587(-) | protein_length=456 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092485.1-p1      -            456 102at5820            -           3017     0.012   10.4  18.3   5   5   6.7e-05     0.092    7.5   0.1  2199  2230   402   433   376   436 0.88 | transcript=PVX_092485.1 | gene=PVX_092485 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1423217-1424587(-) | protein_length=456 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092370.1-p1      -            960 102at5820            -           3017       1.8    3.2  20.2   1   3   9.1e-05      0.13    7.0   3.8  2927  2966    25    64    15    68 0.92 | transcript=PVX_092370.1 | gene=PVX_092370 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1316937-1320001(-) | protein_length=960 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092370.1-p1      -            960 102at5820            -           3017       1.8    3.2  20.2   2   3   8.5e-05      0.12    7.1   0.5  2172  2220    80   128    66   136 0.83 | transcript=PVX_092370.1 | gene=PVX_092370 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1316937-1320001(-) | protein_length=960 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092370.1-p1      -            960 102at5820            -           3017       1.8    3.2  20.2   3   3     0.037        50   -1.6   2.2  2174  2222   276   324   266   441 0.78 | transcript=PVX_092370.1 | gene=PVX_092370 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1316937-1320001(-) | protein_length=960 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/102at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/102at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/102at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:25:34 2026
# [ok]
