#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_094740.1-p1      -            381 10889at5820          -            305  7.4e-129  427.8  67.6   1   2   7.7e-50   1.8e-47  160.5  37.2     1   154     5   161     5   171 0.65 | transcript=PVX_094740.1 | gene=PVX_094740 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:496098-498183(-) | protein_length=381 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003690.1-p1      -            191 10889at5820          -            305   1.2e-20   72.5  16.3   2   2   5.6e-21   1.3e-18   65.8  10.4   188   290    68   170    62   175 0.95 | transcript=PVX_003690.1 | gene=PVX_003690 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:682408-683596(+) | protein_length=191 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117385.1-p1      -            326 10889at5820          -            305   4.5e-12   44.3  36.4   1   4   1.5e-05    0.0035   15.1   3.1    41    79    49    87    25    91 0.85 | transcript=PVX_117385.1 | gene=PVX_117385 | organism=Plasmodium_vivax_Sal-1 | gene_product=phosphatidylinositol-4-phosphate 5-kinase, putative | transcript_product=phosphatidylinositol-4-phosphate 5-kinase, putative | location=Pv_Sal1_chr12:1843903-1845413(+) | protein_length=326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117385.1-p1      -            326 10889at5820          -            305   4.5e-12   44.3  36.4   2   4   1.2e-07   2.9e-05   22.0   3.2    36    95    90   149    87   159 0.86 | transcript=PVX_117385.1 | gene=PVX_117385 | organism=Plasmodium_vivax_Sal-1 | gene_product=phosphatidylinositol-4-phosphate 5-kinase, putative | transcript_product=phosphatidylinositol-4-phosphate 5-kinase, putative | location=Pv_Sal1_chr12:1843903-1845413(+) | protein_length=326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117385.1-p1      -            326 10889at5820          -            305   4.5e-12   44.3  36.4   3   4   0.00052      0.13   10.0   9.6    26    84   151   207   137   211 0.77 | transcript=PVX_117385.1 | gene=PVX_117385 | organism=Plasmodium_vivax_Sal-1 | gene_product=phosphatidylinositol-4-phosphate 5-kinase, putative | transcript_product=phosphatidylinositol-4-phosphate 5-kinase, putative | location=Pv_Sal1_chr12:1843903-1845413(+) | protein_length=326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117385.1-p1      -            326 10889at5820          -            305   4.5e-12   44.3  36.4   4   4   2.2e-06   0.00053   17.8  14.6   196   289   169   265   161   271 0.83 | transcript=PVX_117385.1 | gene=PVX_117385 | organism=Plasmodium_vivax_Sal-1 | gene_product=phosphatidylinositol-4-phosphate 5-kinase, putative | transcript_product=phosphatidylinositol-4-phosphate 5-kinase, putative | location=Pv_Sal1_chr12:1843903-1845413(+) | protein_length=326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099715.1-p1      -           1180 10889at5820          -            305   3.2e-09   35.0  17.6   1   3   3.7e-10   8.8e-08   30.2   8.1   183   271    13   103     1   105 0.78 | transcript=PVX_099715.1 | gene=PVX_099715 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=Pv_Sal1_chr07:986561-990636(+) | protein_length=1180 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099715.1-p1      -           1180 10889at5820          -            305   3.2e-09   35.0  17.6   2   3    0.0009      0.22    9.3   1.7   190   227    91   127    85   141 0.83 | transcript=PVX_099715.1 | gene=PVX_099715 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=Pv_Sal1_chr07:986561-990636(+) | protein_length=1180 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099715.1-p1      -           1180 10889at5820          -            305   3.2e-09   35.0  17.6   3   3      0.18        44    1.7   0.2   132   162   787   813   772   861 0.41 | transcript=PVX_099715.1 | gene=PVX_099715 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=Pv_Sal1_chr07:986561-990636(+) | protein_length=1180 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085845.1-p1      -            799 10889at5820          -            305   2.1e-08   32.3  20.6   1   2   8.7e-11   2.1e-08   32.3  20.6   128   276    54   205    29   223 0.74 | transcript=PVX_085845.1 | gene=PVX_085845 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1565957-1568737(+) | protein_length=799 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085845.1-p1      -            799 10889at5820          -            305   2.1e-08   32.3  20.6   2   2      0.44   1.1e+02    0.4  10.4    98   181   564   650   524   666 0.39 | transcript=PVX_085845.1 | gene=PVX_085845 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1565957-1568737(+) | protein_length=799 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085209.1-p1      -            148 10889at5820          -            305   5.8e-06   24.3   0.4   1   2   2.4e-08   5.8e-06   24.3   0.4   248   281    12    45     5    48 0.91 | transcript=PVX_085209.1 | gene=PVX_085209 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-associated protein, putative | transcript_product=dynein-associated protein, putative | location=Pv_Sal1_chr13:1015550-1016492(+) | protein_length=148 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085209.1-p1      -            148 10889at5820          -            305   5.8e-06   24.3   0.4   2   2      0.17        41    1.8   0.9   240   262    49    71    47   107 0.75 | transcript=PVX_085209.1 | gene=PVX_085209 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein-associated protein, putative | transcript_product=dynein-associated protein, putative | location=Pv_Sal1_chr13:1015550-1016492(+) | protein_length=148 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123260.1-p1      -            567 10889at5820          -            305   5.8e-06   24.3  28.0   1   2       2.7   6.4e+02   -2.1   8.0    96   167    24    95     2   122 0.48 | transcript=PVX_123260.1 | gene=PVX_123260 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein phosphatase PPM5, putative | transcript_product=protein phosphatase PPM5, putative | location=Pv_Sal1_chr14:1281486-1284883(+) | protein_length=567 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123260.1-p1      -            567 10889at5820          -            305   5.8e-06   24.3  28.0   2   2   2.4e-08   5.8e-06   24.3  28.0    76   215   248   391   190   400 0.68 | transcript=PVX_123260.1 | gene=PVX_123260 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein phosphatase PPM5, putative | transcript_product=protein phosphatase PPM5, putative | location=Pv_Sal1_chr14:1281486-1284883(+) | protein_length=567 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_112635-t26_1-p1  -            207 10889at5820          -            305    0.0004   18.2   1.8   1   1   2.2e-06   0.00054   17.8   1.8   108   202    22   119     8   127 0.41 | transcript=PVX_112635-t26_1 | gene=PVX_112635 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000025:7698-8321(-) | protein_length=207 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_099590.1-p1      -            409 10889at5820          -            305   0.00082   17.2   1.3   1   1   6.3e-06    0.0015   16.3   1.3   122   193    81   155    60   168 0.51 | transcript=PVX_099590.1 | gene=PVX_099590 | organism=Plasmodium_vivax_Sal-1 | gene_product=lipoate-protein ligase 2, putative | transcript_product=lipoate-protein ligase 2, putative | location=Pv_Sal1_chr07:899007-900236(+) | protein_length=409 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090910.1-p1      -            630 10889at5820          -            305    0.0018   16.1  43.9   1   3   3.2e-05    0.0077   14.0  15.5    75   174   197   291   176   316 0.46 | transcript=PVX_090910.1 | gene=PVX_090910 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:88362-90254(+) | protein_length=630 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090910.1-p1      -            630 10889at5820          -            305    0.0018   16.1  43.9   2   3   3.2e-05    0.0076   14.0  12.8    71   179   385   494   334   505 0.52 | transcript=PVX_090910.1 | gene=PVX_090910 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:88362-90254(+) | protein_length=630 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090910.1-p1      -            630 10889at5820          -            305    0.0018   16.1  43.9   3   3       2.6   6.1e+02   -2.1   0.8    53    86   581   618   570   629 0.53 | transcript=PVX_090910.1 | gene=PVX_090910 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:88362-90254(+) | protein_length=630 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101345.1-p1      -            400 10889at5820          -            305    0.0072   14.1  32.9   1   2    0.0088       2.1    6.0   6.6   106   171    73   134     2   161 0.53 | transcript=PVX_101345.1 | gene=PVX_101345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2813255-2814966(+) | protein_length=400 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101345.1-p1      -            400 10889at5820          -            305    0.0072   14.1  32.9   2   2     3e-05    0.0072   14.1  18.3    87   182   241   339   227   371 0.53 | transcript=PVX_101345.1 | gene=PVX_101345 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2813255-2814966(+) | protein_length=400 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122947.1-p1      -            244 10889at5820          -            305     0.017   12.9  16.2   1   1   9.3e-05     0.022   12.5  16.2    84   171    65   150    13   177 0.55 | transcript=PVX_122947.1 | gene=PVX_122947 | organism=Plasmodium_vivax_Sal-1 | gene_product=calmodulin, putative | transcript_product=calmodulin, putative | location=Pv_Sal1_chr14:1024055-1025199(-) | protein_length=244 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084975.1-p1      -            769 10889at5820          -            305       2.1    6.0  26.7   1   2     0.003      0.72    7.5  22.4    87   160   191   262   176   307 0.50 | transcript=PVX_084975.1 | gene=PVX_084975 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:819031-821502(-) | protein_length=769 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084975.1-p1      -            769 10889at5820          -            305       2.1    6.0  26.7   2   2       1.1   2.7e+02   -0.9   0.1   125   182   453   512   438   524 0.48 | transcript=PVX_084975.1 | gene=PVX_084975 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:819031-821502(-) | protein_length=769 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000615.1-p1      -            517 10889at5820          -            305       2.3    5.9  14.3   1   2   0.00072      0.17    9.6   2.4    99   183   129   223   106   242 0.36 | transcript=PVX_000615.1 | gene=PVX_000615 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:432262-433815(+) | protein_length=517 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000615.1-p1      -            517 10889at5820          -            305       2.3    5.9  14.3   2   2      0.17        42    1.8   4.3   104   148   284   330   251   369 0.39 | transcript=PVX_000615.1 | gene=PVX_000615 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:432262-433815(+) | protein_length=517 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095210.1-p1      -            445 10889at5820          -            305       2.4    5.8   6.0   1   2    0.0018      0.43    8.3   2.0   115   186   230   298   219   304 0.54 | transcript=PVX_095210.1 | gene=PVX_095210 | organism=Plasmodium_vivax_Sal-1 | gene_product=nicotinamidase, putative | transcript_product=nicotinamidase, putative | location=Pv_Sal1_chr08:892033-893370(-) | protein_length=445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095210.1-p1      -            445 10889at5820          -            305       2.4    5.8   6.0   2   2       3.6   8.6e+02   -2.6   0.1   154   178   357   381   349   387 0.61 | transcript=PVX_095210.1 | gene=PVX_095210 | organism=Plasmodium_vivax_Sal-1 | gene_product=nicotinamidase, putative | transcript_product=nicotinamidase, putative | location=Pv_Sal1_chr08:892033-893370(-) | protein_length=445 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113620.1-p1      -            660 10889at5820          -            305       2.9    5.6   9.5   1   1     0.029       7.1    4.3   9.5    87   155    56   124    43   158 0.52 | transcript=PVX_113620.1 | gene=PVX_113620 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1638036-1640207(-) | protein_length=660 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_086225.1-p1      -            132 10889at5820          -            305       2.9    5.5  19.8   1   1     0.014       3.3    5.4  19.8    92   164    17    84     2   114 0.39 | transcript=PVX_086225.1 | gene=PVX_086225 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1932389-1932922(-) | protein_length=132 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114625.1-p1      -            513 10889at5820          -            305       3.4    5.3  14.6   1   1     0.029       7.1    4.3  14.6    88   170    12    94     4   116 0.35 | transcript=PVX_114625.1 | gene=PVX_114625 | organism=Plasmodium_vivax_Sal-1 | gene_product=microtubule-associated protein ytm1 homologue, putative | transcript_product=microtubule-associated protein ytm1 homologue, putative | location=Pv_Sal1_chr11:759675-761216(-) | protein_length=513 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116610.1-p1      -            177 10889at5820          -            305       3.8    5.2  13.9   1   1    0.0086       2.1    6.0  12.2   108   198    21   113     2   124 0.52 | transcript=PVX_116610.1 | gene=PVX_116610 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr12:1143674-1144207(-) | protein_length=177 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098060.1-p1      -            747 10889at5820          -            305       4.9    4.8  56.2   1   3       3.2   7.6e+02   -2.4   1.7   160   178    65    83    55   100 0.54 | transcript=PVX_098060.1 | gene=PVX_098060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:932042-935030(-) | protein_length=747 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098060.1-p1      -            747 10889at5820          -            305       4.9    4.8  56.2   2   3   4.2e-05      0.01   13.6  30.8    73   172   245   353   230   366 0.42 | transcript=PVX_098060.1 | gene=PVX_098060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:932042-935030(-) | protein_length=747 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098060.1-p1      -            747 10889at5820          -            305       4.9    4.8  56.2   3   3     0.047        11    3.6   8.3   123   152   444   473   425   518 0.48 | transcript=PVX_098060.1 | gene=PVX_098060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:932042-935030(-) | protein_length=747 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085567.1-p1      -            228 10889at5820          -            305       5.7    4.6  21.9   1   1     0.031       7.5    4.2  21.9    85   170    68   150    40   170 0.47 | transcript=PVX_085567.1 | gene=PVX_085567 | organism=Plasmodium_vivax_Sal-1 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=Pv_Sal1_chr13:1286917-1288472(-) | protein_length=228 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094830.1-p1      -            250 10889at5820          -            305       6.1    4.5  27.0   1   1     0.038       9.2    3.9  27.0    83   170    54   143    21   154 0.46 | transcript=PVX_094830.1 | gene=PVX_094830 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:556192-557288(+) | protein_length=250 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10889at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10889at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10889at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:27:43 2026
# [ok]
