#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_002860.1-p1      -            477 7442at5820           -            347  9.1e-156  516.6  22.3   1   4   4.8e-65   5.4e-62  208.2   8.0     1   111     1   111     1   121 0.98 | transcript=PVX_002860.1 | gene=PVX_002860 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:333998-336034(+) | protein_length=477 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114750.1-p1      -            692 7442at5820           -            347     4e-05   21.2   7.7   2   2   1.4e-07   0.00015   19.2   3.2    43   114   257   332   251   417 0.80 | transcript=PVX_114750.1 | gene=PVX_114750 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine protein phosphatase 5, putative | transcript_product=serine/threonine protein phosphatase 5, putative | location=Pv_Sal1_chr11:665738-667816(-) | protein_length=692 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7442at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7442at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7442at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:47:35 2026
# [ok]
