#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_091760.1-p1      -           5331 45at5820             -           4216         0 8347.5 305.3   1  13   5.2e-59   3.2e-56  187.7   0.0     1   118     8   157     8   167 0.97 | transcript=PVX_091760.1 | gene=PVX_091760 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr09:799004-815190(+) | protein_length=5331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091760.1-p1      -           5331 45at5820             -           4216         0 8347.5 305.3  12  13   8.7e-46   5.3e-43  143.8   1.3  3825  3915  4873  4963  4870  4971 0.93 | transcript=PVX_091760.1 | gene=PVX_091760 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr09:799004-815190(+) | protein_length=5331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091760.1-p1      -           5331 45at5820             -           4216         0 8347.5 305.3  13  13  1.8e-186  1.1e-183  610.7  10.7  3911  4216  5020  5331  5007  5331 0.98 | transcript=PVX_091760.1 | gene=PVX_091760 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr09:799004-815190(+) | protein_length=5331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 45at5820             -           4216         0 1389.7 208.5   1   9         9   5.5e+03  -23.7  27.1   679   874    71   271    43   308 0.63 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 45at5820             -           4216         0 1389.7 208.5   2   9         9   5.5e+03  -10.0  15.5  3352  3487   424   573   403   605 0.52 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 45at5820             -           4216         0 1389.7 208.5   3   9         9   5.5e+03  -17.0  19.1   762   902  1372  1501  1316  1567 0.44 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 45at5820             -           4216         0 1389.7 208.5   4   9   5.9e-30   3.6e-27   91.2  16.7   979  1221  1616  1858  1600  1881 0.85 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 45at5820             -           4216         0 1389.7 208.5   5   9    7e-123  4.3e-120  399.7  23.2  1247  1695  1932  2382  1926  2397 0.93 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 45at5820             -           4216         0 1389.7 208.5   6   9   1.1e-46   6.6e-44  146.8   8.7  1716  1948  2467  2701  2452  2709 0.83 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 45at5820             -           4216         0 1389.7 208.5   7   9   1.7e-34     1e-31  106.3  20.5  2017  2304  2943  3234  2936  3250 0.89 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 45at5820             -           4216         0 1389.7 208.5   8   9   1.4e-86   8.4e-84  279.2  60.6  2335  3178  3314  4102  3306  4110 0.90 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111560.1-p1      -           5274 45at5820             -           4216         0 1389.7 208.5   9   9  3.3e-139    2e-136  453.9  38.8  3179  4214  4249  5270  4247  5274 0.86 | transcript=PVX_111560.1 | gene=PVX_111560 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr06:360352-376176(-) | protein_length=5274 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 45at5820             -           4216  2.6e-296  984.6 235.8   1  10         9   5.5e+03  -14.7  14.8   794   879   299   383   227   422 0.47 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 45at5820             -           4216  2.6e-296  984.6 235.8   2  10         9   5.5e+03  -33.5  42.4   604   891   986  1295   962  1474 0.61 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 45at5820             -           4216  2.6e-296  984.6 235.8   3  10         9   5.5e+03  -41.9  62.7   602   960  1563  1937  1554  1979 0.61 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 45at5820             -           4216  2.6e-296  984.6 235.8   4  10  1.1e-148    7e-146  485.3  62.8   974  1926  2065  3024  2044  3070 0.85 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 45at5820             -           4216  2.6e-296  984.6 235.8   5  10     1e-36   6.4e-34  113.6  18.2  2003  2349  3327  3687  3321  3700 0.83 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 45at5820             -           4216  2.6e-296  984.6 235.8   6  10   3.2e-18     2e-15   52.3   7.5  2337  2501  3786  3954  3777  3970 0.92 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 45at5820             -           4216  2.6e-296  984.6 235.8   7  10   9.3e-84   5.7e-81  269.8  70.2  2508  3342  4034  4840  4008  4849 0.87 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 45at5820             -           4216  2.6e-296  984.6 235.8   8  10   2.3e-05     0.014    9.6   0.6  3394  3458  4851  4915  4841  4935 0.88 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 45at5820             -           4216  2.6e-296  984.6 235.8   9  10   2.6e-39   1.6e-36  122.3  27.9  3486  3947  5049  5488  5015  5510 0.81 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098710.1-p1      -           5861 45at5820             -           4216  2.6e-296  984.6 235.8  10  10   2.4e-11   1.4e-08   29.5   9.2  3956  4214  5610  5859  5596  5861 0.67 | transcript=PVX_098710.1 | gene=PVX_098710 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Pv_Sal1_chr07:154973-172558(-) | protein_length=5861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081792.1-p1      -           5031 45at5820             -           4216  2.3e-259  861.9 108.4   1   6  7.9e-101   4.9e-98  326.5  35.8   671  1656  1191  2182  1135  2185 0.80 | transcript=PVX_081792.1 | gene=PVX_081792 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr02:656130-671435(+) | protein_length=5031 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081792.1-p1      -           5031 45at5820             -           4216  2.3e-259  861.9 108.4   2   6   3.9e-40   2.4e-37  125.0   0.1  1662  1880  2229  2459  2221  2482 0.86 | transcript=PVX_081792.1 | gene=PVX_081792 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr02:656130-671435(+) | protein_length=5031 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081792.1-p1      -           5031 45at5820             -           4216  2.3e-259  861.9 108.4   3   6  1.2e-107  7.3e-105  349.1  48.2  2007  3513  2701  4156  2687  4164 0.83 | transcript=PVX_081792.1 | gene=PVX_081792 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr02:656130-671435(+) | protein_length=5031 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081792.1-p1      -           5031 45at5820             -           4216  2.3e-259  861.9 108.4   4   6   7.3e-23   4.5e-20   67.7   0.7  3561  3815  4255  4516  4214  4530 0.80 | transcript=PVX_081792.1 | gene=PVX_081792 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr02:656130-671435(+) | protein_length=5031 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081792.1-p1      -           5031 45at5820             -           4216  2.3e-259  861.9 108.4   5   6   0.00019      0.12    6.5   0.2  3929  4032  4688  4790  4649  4804 0.78 | transcript=PVX_081792.1 | gene=PVX_081792 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr02:656130-671435(+) | protein_length=5031 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081792.1-p1      -           5031 45at5820             -           4216  2.3e-259  861.9 108.4   6   6     0.046        28   -1.3   0.0  4053  4089  4883  4919  4876  4947 0.78 | transcript=PVX_081792.1 | gene=PVX_081792 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr02:656130-671435(+) | protein_length=5031 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000530.1-p1      -           5244 45at5820             -           4216  7.4e-112  372.3 432.0   1   9         9   5.5e+03  -17.1  16.2   437   664   252   471   207   545 0.54 | transcript=PVX_000530.1 | gene=PVX_000530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:496561-514371(-) | protein_length=5244 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000530.1-p1      -           5244 45at5820             -           4216  7.4e-112  372.3 432.0   2   9   1.1e-07   6.7e-05   17.3 137.1   600  1229   566  1212   456  1287 0.73 | transcript=PVX_000530.1 | gene=PVX_000530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:496561-514371(-) | protein_length=5244 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000530.1-p1      -           5244 45at5820             -           4216  7.4e-112  372.3 432.0   3   9     7e-32   4.3e-29   97.6  18.8  1303  1543  1350  1577  1343  1583 0.87 | transcript=PVX_000530.1 | gene=PVX_000530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:496561-514371(-) | protein_length=5244 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000530.1-p1      -           5244 45at5820             -           4216  7.4e-112  372.3 432.0   4   9   3.1e-18   1.9e-15   52.3   8.2  1556  1696  1660  1808  1649  1815 0.81 | transcript=PVX_000530.1 | gene=PVX_000530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:496561-514371(-) | protein_length=5244 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000530.1-p1      -           5244 45at5820             -           4216  7.4e-112  372.3 432.0   5   9   1.4e-17   8.5e-15   50.2  25.5  1692  1971  1961  2264  1956  2278 0.72 | transcript=PVX_000530.1 | gene=PVX_000530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:496561-514371(-) | protein_length=5244 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000530.1-p1      -           5244 45at5820             -           4216  7.4e-112  372.3 432.0   6   9   7.2e-45   4.4e-42  140.7 102.6  2000  3153  2576  3787  2571  3795 0.84 | transcript=PVX_000530.1 | gene=PVX_000530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:496561-514371(-) | protein_length=5244 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000530.1-p1      -           5244 45at5820             -           4216  7.4e-112  372.3 432.0   7   9     0.014       8.8    0.3  20.2  3164  3363  3972  4166  3969  4192 0.78 | transcript=PVX_000530.1 | gene=PVX_000530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:496561-514371(-) | protein_length=5244 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000530.1-p1      -           5244 45at5820             -           4216  7.4e-112  372.3 432.0   8   9   0.00032       0.2    5.8  15.5  3510  3711  4450  4642  4421  4659 0.80 | transcript=PVX_000530.1 | gene=PVX_000530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:496561-514371(-) | protein_length=5244 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000530.1-p1      -           5244 45at5820             -           4216  7.4e-112  372.3 432.0   9   9   7.2e-24   4.5e-21   71.0  26.8  3727  4117  4768  5123  4753  5152 0.83 | transcript=PVX_000530.1 | gene=PVX_000530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:496561-514371(-) | protein_length=5244 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 45at5820             -           4216     2e-81  271.4 266.3   1  17         9   5.5e+03  -55.8  75.6   623  1173    84   660    70   677 0.66 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 45at5820             -           4216     2e-81  271.4 266.3   2  17         9   5.5e+03  -29.6  40.8   671   920   684   943   661   988 0.75 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 45at5820             -           4216     2e-81  271.4 266.3   3  17         9   5.5e+03  -40.2  51.7   775  1082   995  1305   940  1327 0.58 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 45at5820             -           4216     2e-81  271.4 266.3   4  17   1.3e-10   7.8e-08   27.1  47.0   894  1234  1396  1728  1381  1742 0.81 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 45at5820             -           4216     2e-81  271.4 266.3   5  17   8.3e-06    0.0051   11.1  19.5  1245  1403  1793  1949  1769  1962 0.78 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 45at5820             -           4216     2e-81  271.4 266.3   6  17   3.1e-27   1.9e-24   82.2   6.6  1414  1542  2267  2395  2237  2426 0.86 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 45at5820             -           4216     2e-81  271.4 266.3   7  17     7e-10   4.3e-07   24.6  15.4  1555  1758  2582  2796  2577  2810 0.80 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 45at5820             -           4216     2e-81  271.4 266.3   8  17   3.6e-16   2.2e-13   45.5  24.1  1750  2023  2945  3226  2936  3263 0.79 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 45at5820             -           4216     2e-81  271.4 266.3   9  17       1.9   1.2e+03   -6.7   6.0   123   216  3245  3336  3221  3391 0.75 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 45at5820             -           4216     2e-81  271.4 266.3  10  17     9e-07   0.00056   14.3  20.5  1992  2135  3408  3555  3363  3567 0.83 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
