#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_080080.1-p1      -            529 5614at5820           -            453  4.2e-281  930.7  37.3   1   2   3.7e-83   9.3e-81  270.3   0.6     7   141    23   158     9   173 0.92 | transcript=PVX_080080.1 | gene=PVX_080080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:348408-350329(-) | protein_length=529 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092455.1-p1      -            381 5614at5820           -            453   1.1e-11   42.6   2.7   2   2       9.6   2.4e+03   -4.6   2.7   143   169   336   349   299   372 0.49 | transcript=PVX_092455.1 | gene=PVX_092455 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr09:1394400-1396156(-) | protein_length=381 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081840.1-p1      -            420 5614at5820           -            453     2e-11   41.8   0.4   1   1   1.2e-13   2.9e-11   41.2   0.4   147   217    84   158    44   166 0.87 | transcript=PVX_081840.1 | gene=PVX_081840 | organism=Plasmodium_vivax_Sal-1 | gene_product=heat shock protein, putative | transcript_product=heat shock protein, putative | location=Pv_Sal1_chr02:737767-739792(-) | protein_length=420 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099370.1-p1      -            378 5614at5820           -            453   2.7e-11   41.3   0.2   1   2   1.1e-13   2.7e-11   41.3   0.2   143   215    48   120    44   149 0.87 | transcript=PVX_099370.1 | gene=PVX_099370 | organism=Plasmodium_vivax_Sal-1 | gene_product=DNAJ-like molecular chaperone protein, putative | transcript_product=DNAJ-like molecular chaperone protein, putative | location=Pv_Sal1_chr07:723075-725006(+) | protein_length=378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099370.1-p1      -            378 5614at5820           -            453   2.7e-11   41.3   0.2   2   2         2     5e+02   -2.4   0.9   132   184   254   306   242   320 0.58 | transcript=PVX_099370.1 | gene=PVX_099370 | organism=Plasmodium_vivax_Sal-1 | gene_product=DNAJ-like molecular chaperone protein, putative | transcript_product=DNAJ-like molecular chaperone protein, putative | location=Pv_Sal1_chr07:723075-725006(+) | protein_length=378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091110.1-p1      -            549 5614at5820           -            453   1.1e-10   39.3   1.0   1   2   4.4e-13   1.1e-10   39.3   1.0   148   214    34    98    30   103 0.92 | transcript=PVX_091110.1 | gene=PVX_091110 | organism=Plasmodium_vivax_Sal-1 | gene_product=heat shock protein DnaJ homologue Pfj2, putative | transcript_product=heat shock protein DnaJ homologue Pfj2, putative | location=Pv_Sal1_chr09:269997-271646(-) | protein_length=549 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091110.1-p1      -            549 5614at5820           -            453   1.1e-10   39.3   1.0   2   2       3.1   7.8e+02   -3.0   5.0   119   252   170   315   164   352 0.60 | transcript=PVX_091110.1 | gene=PVX_091110 | organism=Plasmodium_vivax_Sal-1 | gene_product=heat shock protein DnaJ homologue Pfj2, putative | transcript_product=heat shock protein DnaJ homologue Pfj2, putative | location=Pv_Sal1_chr09:269997-271646(-) | protein_length=549 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000775.1-p1      -            648 5614at5820           -            453   1.4e-10   39.0   0.0   1   1   8.3e-13   2.1e-10   38.4   0.0   146   214    82   150    72   158 0.92 | transcript=PVX_000775.1 | gene=PVX_000775 | organism=Plasmodium_vivax_Sal-1 | gene_product=chaperone DNAJ protein, putative | transcript_product=chaperone DNAJ protein, putative | location=Pv_Sal1_chr03:316760-318706(+) | protein_length=648 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085755.1-p1      -            381 5614at5820           -            453   3.4e-10   37.7   1.6   1   2   1.3e-12   3.4e-10   37.7   1.6   143   219    50   129    46   156 0.85 | transcript=PVX_085755.1 | gene=PVX_085755 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr13:1497068-1498582(-) | protein_length=381 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085755.1-p1      -            381 5614at5820           -            453   3.4e-10   37.7   1.6   2   2     0.092        23    2.0   0.2   130   168   290   325   248   347 0.75 | transcript=PVX_085755.1 | gene=PVX_085755 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr13:1497068-1498582(-) | protein_length=381 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094470.1-p1      -            723 5614at5820           -            453     3e-09   34.6   2.4   1   2   1.2e-11     3e-09   34.6   2.4   146   214     6    80     3    86 0.87 | transcript=PVX_094470.1 | gene=PVX_094470 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr08:276121-278292(-) | protein_length=723 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094470.1-p1      -            723 5614at5820           -            453     3e-09   34.6   2.4   2   2      0.25        64    0.6   2.6   107   142   138   173   123   215 0.87 | transcript=PVX_094470.1 | gene=PVX_094470 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr08:276121-278292(-) | protein_length=723 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114815.1-p1      -            201 5614at5820           -            453   5.9e-07   27.0   1.0   1   1   3.8e-09   9.5e-07   26.4   1.0   148   201     2    55     1    78 0.87 | transcript=PVX_114815.1 | gene=PVX_114815 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr11:613597-615229(-) | protein_length=201 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122755.1-p1      -            720 5614at5820           -            453   9.3e-07   26.4   0.2   1   2   1.3e-08   3.3e-06   24.6   0.0   150   213   131   195   124   204 0.91 | transcript=PVX_122755.1 | gene=PVX_122755 | organism=Plasmodium_vivax_Sal-1 | gene_product=translocation protein SEC63, putative | transcript_product=translocation protein SEC63, putative | location=Pv_Sal1_chr14:839917-842079(-) | protein_length=720 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122755.1-p1      -            720 5614at5820           -            453   9.3e-07   26.4   0.2   2   2       1.2     3e+02   -1.7   0.1   354   385   512   543   504   561 0.81 | transcript=PVX_122755.1 | gene=PVX_122755 | organism=Plasmodium_vivax_Sal-1 | gene_product=translocation protein SEC63, putative | transcript_product=translocation protein SEC63, putative | location=Pv_Sal1_chr14:839917-842079(-) | protein_length=720 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094340.1-p1      -           1793 5614at5820           -            453   1.4e-06   25.8   5.2   1   1   1.2e-08   2.9e-06   24.7   5.2   106   217   884   991   874  1019 0.86 | transcript=PVX_094340.1 | gene=PVX_094340 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=Pv_Sal1_chr08:161562-167084(+) | protein_length=1793 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122195.1-p1      -            337 5614at5820           -            453   6.3e-06   23.7   4.7   1   3   2.5e-08   6.3e-06   23.7   4.7   101   219    68   191    60   196 0.81 | transcript=PVX_122195.1 | gene=PVX_122195 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=Pv_Sal1_chr14:368243-369256(-) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122195.1-p1      -            337 5614at5820           -            453   6.3e-06   23.7   4.7   2   3       5.9   1.5e+03   -4.0  13.1   121   196   196   269   191   299 0.67 | transcript=PVX_122195.1 | gene=PVX_122195 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=Pv_Sal1_chr14:368243-369256(-) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122195.1-p1      -            337 5614at5820           -            453   6.3e-06   23.7   4.7   3   3       1.3   3.4e+02   -1.8   0.3   164   203   285   331   276   336 0.57 | transcript=PVX_122195.1 | gene=PVX_122195 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ protein, putative | transcript_product=DnaJ protein, putative | location=Pv_Sal1_chr14:368243-369256(-) | protein_length=337 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118690.1-p1      -            300 5614at5820           -            453   1.4e-05   22.6   0.1   1   1   7.9e-08     2e-05   22.0   0.1   175   227     3    60     1    75 0.76 | transcript=PVX_118690.1 | gene=PVX_118690 | organism=Plasmodium_vivax_Sal-1 | gene_product=40 kDa heat shock protein, putative | transcript_product=40 kDa heat shock protein, putative | location=Pv_Sal1_chr12:2986888-2987943(+) | protein_length=300 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116820.1-p1      -            339 5614at5820           -            453   0.00015   19.1  10.9   1   3   9.7e-06    0.0024   15.1   0.1   148   197     8    58     2    83 0.74 | transcript=PVX_116820.1 | gene=PVX_116820 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr12:1319034-1320053(-) | protein_length=339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116820.1-p1      -            339 5614at5820           -            453   0.00015   19.1  10.9   2   3   0.00017     0.044   11.0   0.6   183   214   113   144   105   206 0.87 | transcript=PVX_116820.1 | gene=PVX_116820 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr12:1319034-1320053(-) | protein_length=339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116820.1-p1      -            339 5614at5820           -            453   0.00015   19.1  10.9   3   3       3.2   8.1e+02   -3.1   1.0   124   166   280   321   271   330 0.60 | transcript=PVX_116820.1 | gene=PVX_116820 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr12:1319034-1320053(-) | protein_length=339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114160.1-p1      -            358 5614at5820           -            453   0.00069   16.9   3.9   1   1     4e-06     0.001   16.4   3.9   147   264    70   182    44   201 0.74 | transcript=PVX_114160.1 | gene=PVX_114160 | organism=Plasmodium_vivax_Sal-1 | gene_product=DnaJ domain containing protein | transcript_product=DnaJ domain containing protein | location=Pv_Sal1_chr11:1208018-1209094(+) | protein_length=358 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097645.1-p1      -            177 5614at5820           -            453    0.0012   16.1   0.6   1   1   6.5e-06    0.0016   15.7   0.6   150   236    10   106     5   138 0.66 | transcript=PVX_097645.1 | gene=PVX_097645 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr10:1278651-1279184(-) | protein_length=177 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5614at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5614at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5614at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:35 2026
# [ok]
