#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_084300.1-p1      -            910 3859at5820           -            494  1.4e-245  814.0  78.7   1   4   2.4e-24   1.7e-21   74.9  10.0     1    61     1    65     1    69 0.90 | transcript=PVX_084300.1 | gene=PVX_084300 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:156239-158971(-) | protein_length=910 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117450.1-p1      -            644 3859at5820           -            494   6.4e-12   43.3  17.5   1   3   1.4e-10   9.5e-08   29.6   2.0   338   445    80   176    73   207 0.79 | transcript=PVX_117450.1 | gene=PVX_117450 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr12:1882118-1884052(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117450.1-p1      -            644 3859at5820           -            494   6.4e-12   43.3  17.5   2   3   1.9e-05     0.013   12.6   0.3   373   446   212   283   192   291 0.83 | transcript=PVX_117450.1 | gene=PVX_117450 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr12:1882118-1884052(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117450.1-p1      -            644 3859at5820           -            494   6.4e-12   43.3  17.5   3   3   4.6e-05     0.031   11.3   0.8   395   461   340   406   337   417 0.88 | transcript=PVX_117450.1 | gene=PVX_117450 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr12:1882118-1884052(-) | protein_length=644 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091905.1-p1      -            588 3859at5820           -            494   9.4e-10   36.2  24.5   1   3   5.4e-08   3.7e-05   21.0   3.7   334   442    77   180    52   185 0.73 | transcript=PVX_091905.1 | gene=PVX_091905 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr09:934926-937683(-) | protein_length=588 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091905.1-p1      -            588 3859at5820           -            494   9.4e-10   36.2  24.5   2   3    0.0078       5.4    4.0   8.4   342   442   190   295   168   299 0.77 | transcript=PVX_091905.1 | gene=PVX_091905 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr09:934926-937683(-) | protein_length=588 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091905.1-p1      -            588 3859at5820           -            494   9.4e-10   36.2  24.5   3   3   1.5e-07    0.0001   19.6   0.6   394   471   300   382   298   401 0.79 | transcript=PVX_091905.1 | gene=PVX_091905 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr09:934926-937683(-) | protein_length=588 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123360.1-p1      -            586 3859at5820           -            494   1.4e-08   32.2  20.7   1   4      0.92   6.3e+02   -2.9   0.5   193   218     4    26     1    46 0.56 | transcript=PVX_123360.1 | gene=PVX_123360 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1392036-1393796(-) | protein_length=586 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123360.1-p1      -            586 3859at5820           -            494   1.4e-08   32.2  20.7   2   4   1.6e-05     0.011   12.8   2.3   337   441   146   245   139   253 0.73 | transcript=PVX_123360.1 | gene=PVX_123360 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1392036-1393796(-) | protein_length=586 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123360.1-p1      -            586 3859at5820           -            494   1.4e-08   32.2  20.7   3   4   6.9e-05     0.048   10.7   0.1   410   442   327   359   293   363 0.83 | transcript=PVX_123360.1 | gene=PVX_123360 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1392036-1393796(-) | protein_length=586 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123360.1-p1      -            586 3859at5820           -            494   1.4e-08   32.2  20.7   4   4   4.6e-08   3.2e-05   21.2   0.5   393   461   363   434   360   447 0.78 | transcript=PVX_123360.1 | gene=PVX_123360 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1392036-1393796(-) | protein_length=586 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_227290-t26_1-p1  -            633 3859at5820           -            494   2.2e-08   31.7  20.7   1   4       1.4   9.9e+02   -3.5   0.5   194   218     5    26     2    45 0.56 | transcript=PVX_227290-t26_1 | gene=PVX_227290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000497:1-1902(-) | protein_length=633 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_227290-t26_1-p1  -            633 3859at5820           -            494   2.2e-08   31.7  20.7   2   4   1.9e-05     0.013   12.6   2.3   337   441   146   245   139   252 0.72 | transcript=PVX_227290-t26_1 | gene=PVX_227290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000497:1-1902(-) | protein_length=633 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_227290-t26_1-p1  -            633 3859at5820           -            494   2.2e-08   31.7  20.7   3   4   7.6e-05     0.053   10.6   0.1   410   442   327   359   293   363 0.83 | transcript=PVX_227290-t26_1 | gene=PVX_227290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000497:1-1902(-) | protein_length=633 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_227290-t26_1-p1  -            633 3859at5820           -            494   2.2e-08   31.7  20.7   4   4   2.5e-09   1.7e-06   25.4   2.3   375   461   344   434   344   446 0.76 | transcript=PVX_227290-t26_1 | gene=PVX_227290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000497:1-1902(-) | protein_length=633 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_111590.1-p1      -            874 3859at5820           -            494   0.00027   18.2  34.3   1   6   6.1e-07   0.00042   17.5   8.2   343   444    88   187     7   194 0.72 | transcript=PVX_111590.1 | gene=PVX_111590 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr06:344792-347416(+) | protein_length=874 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111590.1-p1      -            874 3859at5820           -            494   0.00027   18.2  34.3   2   6   0.00075      0.52    7.3   0.1   339   389   196   241   186   245 0.83 | transcript=PVX_111590.1 | gene=PVX_111590 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr06:344792-347416(+) | protein_length=874 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111590.1-p1      -            874 3859at5820           -            494   0.00027   18.2  34.3   3   6     0.064        44    1.0   0.3   228   262   311   345   301   354 0.79 | transcript=PVX_111590.1 | gene=PVX_111590 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr06:344792-347416(+) | protein_length=874 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111590.1-p1      -            874 3859at5820           -            494   0.00027   18.2  34.3   4   6     0.002       1.4    5.9   0.2   333   368   363   397   352   405 0.75 | transcript=PVX_111590.1 | gene=PVX_111590 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr06:344792-347416(+) | protein_length=874 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111590.1-p1      -            874 3859at5820           -            494   0.00027   18.2  34.3   5   6     0.014        10    3.1   0.1   239   272   416   449   412   468 0.81 | transcript=PVX_111590.1 | gene=PVX_111590 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr06:344792-347416(+) | protein_length=874 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111590.1-p1      -            874 3859at5820           -            494   0.00027   18.2  34.3   6   6      0.52   3.6e+02   -2.1   0.2   334   397   684   741   663   759 0.74 | transcript=PVX_111590.1 | gene=PVX_111590 | organism=Plasmodium_vivax_Sal-1 | gene_product=kelch domain-containing protein | transcript_product=kelch domain-containing protein | location=Pv_Sal1_chr06:344792-347416(+) | protein_length=874 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3859at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3859at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3859at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:05 2026
# [ok]
