#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_082625.1-p1      -           1256 3047at5820           -            724         0 1139.6  70.0   1   6   1.4e-27   1.3e-24   85.0   7.9     1    76    33   123    33   126 0.90 | transcript=PVX_082625.1 | gene=PVX_082625 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:793837-797804(-) | protein_length=1256 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091010.1-p1      -           1089 3047at5820           -            724   6.3e-27   92.7  40.9   4   4   1.5e-23   1.4e-20   71.8   5.3   586   707   932  1063   922  1069 0.86 | transcript=PVX_091010.1 | gene=PVX_091010 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:166681-169950(-) | protein_length=1089 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 3047at5820           -            724   3.4e-16   57.2  31.5   1   5         1   9.3e+02   -3.7   1.5   347   381   324   361   302   378 0.68 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 3047at5820           -            724   3.4e-16   57.2  31.5   2   5   0.00023      0.21    8.3   0.0   365   405   627   667   613   676 0.79 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 3047at5820           -            724   3.4e-16   57.2  31.5   3   5   3.5e-10   3.2e-07   27.6   6.8   462   567  1018  1125   959  1131 0.77 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 3047at5820           -            724   3.4e-16   57.2  31.5   4   5   5.6e-10   5.1e-07   26.9   0.6   582   664  1208  1305  1183  1318 0.74 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094730.1-p1      -           1756 3047at5820           -            724   3.4e-16   57.2  31.5   5   5   6.6e-05     0.061   10.1   0.4   670   711  1361  1402  1351  1412 0.86 | transcript=PVX_094730.1 | gene=PVX_094730 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:485565-490835(-) | protein_length=1756 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100660.1-p1      -           1889 3047at5820           -            724     7e-07   26.5   2.0   1   4      0.27   2.5e+02   -1.8   0.0   385   405  1224  1244  1222  1252 0.84 | transcript=PVX_100660.1 | gene=PVX_100660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2279366-2285035(+) | protein_length=1889 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100660.1-p1      -           1889 3047at5820           -            724     7e-07   26.5   2.0   2   4      0.16   1.5e+02   -1.1   0.4   452   499  1459  1507  1447  1511 0.83 | transcript=PVX_100660.1 | gene=PVX_100660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2279366-2285035(+) | protein_length=1889 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100660.1-p1      -           1889 3047at5820           -            724     7e-07   26.5   2.0   3   4   2.4e-08   2.3e-05   21.5   0.0   587   662  1712  1791  1664  1798 0.86 | transcript=PVX_100660.1 | gene=PVX_100660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2279366-2285035(+) | protein_length=1889 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100660.1-p1      -           1889 3047at5820           -            724     7e-07   26.5   2.0   4   4     0.034        31    1.2   0.0   668   705  1840  1877  1832  1886 0.85 | transcript=PVX_100660.1 | gene=PVX_100660 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2279366-2285035(+) | protein_length=1889 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3047at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3047at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3047at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:04 2026
# [ok]
