#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_117320.1-p1      -            742 5136at5820           -            488  1.2e-219  728.4  66.0   1   4   5.8e-51   2.7e-48  163.2   1.1     1   102    17   118    17   123 0.97 | transcript=PVX_117320.1 | gene=PVX_117320 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1769066-1771294(+) | protein_length=742 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101335.1-p1      -            424 5136at5820           -            488   3.4e-06   24.4   0.0   2   2   1.5e-07   6.8e-05   20.1   0.0   379   421   230   272   223   295 0.87 | transcript=PVX_101335.1 | gene=PVX_101335 | organism=Plasmodium_vivax_Sal-1 | gene_product=26S protease regulatory subunit 8, putative | transcript_product=26S protease regulatory subunit 8, putative | location=Pv_Sal1_chr14:2806816-2808090(-) | protein_length=424 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089640.1-p1      -            392 5136at5820           -            488   2.3e-05   21.6   4.9   1   3      0.18        85   -0.0   2.0   155   222    24    95     2   107 0.65 | transcript=PVX_089640.1 | gene=PVX_089640 | organism=Plasmodium_vivax_Sal-1 | gene_product=26S proteasome AAA-ATPase subunit RPT3, putative | transcript_product=26S proteasome AAA-ATPase subunit RPT3, putative | location=Pv_Sal1_chr05:716662-718025(-) | protein_length=392 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089640.1-p1      -            392 5136at5820           -            488   2.3e-05   21.6   4.9   2   3    0.0042       1.9    5.4   0.1   326   348   171   193   162   200 0.82 | transcript=PVX_089640.1 | gene=PVX_089640 | organism=Plasmodium_vivax_Sal-1 | gene_product=26S proteasome AAA-ATPase subunit RPT3, putative | transcript_product=26S proteasome AAA-ATPase subunit RPT3, putative | location=Pv_Sal1_chr05:716662-718025(-) | protein_length=392 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089640.1-p1      -            392 5136at5820           -            488   2.3e-05   21.6   4.9   3   3   3.8e-06    0.0017   15.4   0.0   385   426   206   247   193   287 0.81 | transcript=PVX_089640.1 | gene=PVX_089640 | organism=Plasmodium_vivax_Sal-1 | gene_product=26S proteasome AAA-ATPase subunit RPT3, putative | transcript_product=26S proteasome AAA-ATPase subunit RPT3, putative | location=Pv_Sal1_chr05:716662-718025(-) | protein_length=392 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085820.1-p1      -           1186 5136at5820           -            488    0.0001   19.5   0.8   1   3      0.11        52    0.7   1.3   398   447   483   544   464   556 0.65 | transcript=PVX_085820.1 | gene=PVX_085820 | organism=Plasmodium_vivax_Sal-1 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=Pv_Sal1_chr13:1539282-1542842(-) | protein_length=1186 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085820.1-p1      -           1186 5136at5820           -            488    0.0001   19.5   0.8   2   3      0.13        59    0.5   0.0   319   355   804   841   773   847 0.75 | transcript=PVX_085820.1 | gene=PVX_085820 | organism=Plasmodium_vivax_Sal-1 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=Pv_Sal1_chr13:1539282-1542842(-) | protein_length=1186 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085820.1-p1      -           1186 5136at5820           -            488    0.0001   19.5   0.8   3   3   2.2e-07    0.0001   19.5   0.8   384   427   846   890   833   898 0.80 | transcript=PVX_085820.1 | gene=PVX_085820 | organism=Plasmodium_vivax_Sal-1 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=Pv_Sal1_chr13:1539282-1542842(-) | protein_length=1186 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117590.1-p1      -            439 5136at5820           -            488   0.00047   17.3   0.0   1   2       2.5   1.2e+03   -3.8   5.2   236   269    36    71     5   175 0.43 | transcript=PVX_117590.1 | gene=PVX_117590 | organism=Plasmodium_vivax_Sal-1 | gene_product=vacuolar protein sorting-associated protein 4, putative | transcript_product=vacuolar protein sorting-associated protein 4, putative | location=Pv_Sal1_chr12:1980846-1982165(+) | protein_length=439 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117590.1-p1      -            439 5136at5820           -            488   0.00047   17.3   0.0   2   2     1e-06   0.00047   17.3   0.0   381   422   181   222   151   234 0.85 | transcript=PVX_117590.1 | gene=PVX_117590 | organism=Plasmodium_vivax_Sal-1 | gene_product=vacuolar protein sorting-associated protein 4, putative | transcript_product=vacuolar protein sorting-associated protein 4, putative | location=Pv_Sal1_chr12:1980846-1982165(+) | protein_length=439 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114095.1-p1      -            822 5136at5820           -            488   0.00078   16.6   0.1   1   5       1.3   6.2e+02   -2.9   0.1    14    97    69   152    61   154 0.59 | transcript=PVX_114095.1 | gene=PVX_114095 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 48 homologue, putative | transcript_product=cell division cycle protein 48 homologue, putative | location=Pv_Sal1_chr11:1248239-1250874(+) | protein_length=822 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114095.1-p1      -            822 5136at5820           -            488   0.00078   16.6   0.1   2   5      0.45   2.1e+02   -1.3   0.0   326   345   240   259   233   263 0.83 | transcript=PVX_114095.1 | gene=PVX_114095 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 48 homologue, putative | transcript_product=cell division cycle protein 48 homologue, putative | location=Pv_Sal1_chr11:1248239-1250874(+) | protein_length=822 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114095.1-p1      -            822 5136at5820           -            488   0.00078   16.6   0.1   3   5   0.00023      0.11    9.5   0.0   388   427   278   317   272   332 0.88 | transcript=PVX_114095.1 | gene=PVX_114095 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 48 homologue, putative | transcript_product=cell division cycle protein 48 homologue, putative | location=Pv_Sal1_chr11:1248239-1250874(+) | protein_length=822 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114095.1-p1      -            822 5136at5820           -            488   0.00078   16.6   0.1   4   5      0.22     1e+02   -0.3   0.0   328   357   515   544   505   548 0.74 | transcript=PVX_114095.1 | gene=PVX_114095 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 48 homologue, putative | transcript_product=cell division cycle protein 48 homologue, putative | location=Pv_Sal1_chr11:1248239-1250874(+) | protein_length=822 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114095.1-p1      -            822 5136at5820           -            488   0.00078   16.6   0.1   5   5      0.11        50    0.7   0.0   392   420   555   583   548   588 0.89 | transcript=PVX_114095.1 | gene=PVX_114095 | organism=Plasmodium_vivax_Sal-1 | gene_product=cell division cycle protein 48 homologue, putative | transcript_product=cell division cycle protein 48 homologue, putative | location=Pv_Sal1_chr11:1248239-1250874(+) | protein_length=822 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119275.1-p1      -            785 5136at5820           -            488    0.0035   14.4   6.3   1   3      0.25   1.1e+02   -0.5   0.1   387   422   326   369   316   375 0.77 | transcript=PVX_119275.1 | gene=PVX_119275 | organism=Plasmodium_vivax_Sal-1 | gene_product=N-ethylmaleimide-sensitive fusion protein, putative | transcript_product=N-ethylmaleimide-sensitive fusion protein, putative | location=Pv_Sal1_chr08:1598361-1600718(+) | protein_length=785 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119275.1-p1      -            785 5136at5820           -            488    0.0035   14.4   6.3   2   3    0.0021      0.98    6.3   0.1   329   350   572   593   543   606 0.75 | transcript=PVX_119275.1 | gene=PVX_119275 | organism=Plasmodium_vivax_Sal-1 | gene_product=N-ethylmaleimide-sensitive fusion protein, putative | transcript_product=N-ethylmaleimide-sensitive fusion protein, putative | location=Pv_Sal1_chr08:1598361-1600718(+) | protein_length=785 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119275.1-p1      -            785 5136at5820           -            488    0.0035   14.4   6.3   3   3   0.00045      0.21    8.6   0.3   397   424   617   644   608   648 0.89 | transcript=PVX_119275.1 | gene=PVX_119275 | organism=Plasmodium_vivax_Sal-1 | gene_product=N-ethylmaleimide-sensitive fusion protein, putative | transcript_product=N-ethylmaleimide-sensitive fusion protein, putative | location=Pv_Sal1_chr08:1598361-1600718(+) | protein_length=785 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088250.1-p1      -            988 5136at5820           -            488     0.017   12.2   0.1   1   2      0.12        57    0.5   0.0   327   349   746   768   743   781 0.85 | transcript=PVX_088250.1 | gene=PVX_088250 | organism=Plasmodium_vivax_Sal-1 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=Pv_Sal1_chr01:535081-538220(+) | protein_length=988 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088250.1-p1      -            988 5136at5820           -            488     0.017   12.2   0.1   2   2   0.00034      0.16    9.0   0.0   384   421   779   817   770   821 0.83 | transcript=PVX_088250.1 | gene=PVX_088250 | organism=Plasmodium_vivax_Sal-1 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=Pv_Sal1_chr01:535081-538220(+) | protein_length=988 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094615.1-p1      -            447 5136at5820           -            488     0.017   12.1   0.6   1   3       1.1   4.9e+02   -2.6   0.2   283   321    68   106    63   111 0.77 | transcript=PVX_094615.1 | gene=PVX_094615 | organism=Plasmodium_vivax_Sal-1 | gene_product=26S protease regulatory subunit 4, putative | transcript_product=26S protease regulatory subunit 4, putative | location=Pv_Sal1_chr08:393308-394940(-) | protein_length=447 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094615.1-p1      -            447 5136at5820           -            488     0.017   12.1   0.6   2   3      0.14        66    0.3   0.0   325   348   224   247   218   258 0.84 | transcript=PVX_094615.1 | gene=PVX_094615 | organism=Plasmodium_vivax_Sal-1 | gene_product=26S protease regulatory subunit 4, putative | transcript_product=26S protease regulatory subunit 4, putative | location=Pv_Sal1_chr08:393308-394940(-) | protein_length=447 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094615.1-p1      -            447 5136at5820           -            488     0.017   12.1   0.6   3   3   0.00034      0.16    9.0   0.0   387   422   262   297   253   307 0.91 | transcript=PVX_094615.1 | gene=PVX_094615 | organism=Plasmodium_vivax_Sal-1 | gene_product=26S protease regulatory subunit 4, putative | transcript_product=26S protease regulatory subunit 4, putative | location=Pv_Sal1_chr08:393308-394940(-) | protein_length=447 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122410.1-p1      -            420 5136at5820           -            488     0.039   11.0   0.2   1   3       1.2   5.4e+02   -2.7   0.1   169   204    67   102    64   111 0.78 | transcript=PVX_122410.1 | gene=PVX_122410 | organism=Plasmodium_vivax_Sal-1 | gene_product=26S protease regulatory subunit 7, putative | transcript_product=26S protease regulatory subunit 7, putative | location=Pv_Sal1_chr14:539131-540623(-) | protein_length=420 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122410.1-p1      -            420 5136at5820           -            488     0.039   11.0   0.2   2   3      0.37   1.7e+02   -1.1   0.0   324   344   193   213   186   219 0.80 | transcript=PVX_122410.1 | gene=PVX_122410 | organism=Plasmodium_vivax_Sal-1 | gene_product=26S protease regulatory subunit 7, putative | transcript_product=26S protease regulatory subunit 7, putative | location=Pv_Sal1_chr14:539131-540623(-) | protein_length=420 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122410.1-p1      -            420 5136at5820           -            488     0.039   11.0   0.2   3   3   0.00047      0.22    8.5   0.0   380   421   225   266   214   274 0.86 | transcript=PVX_122410.1 | gene=PVX_122410 | organism=Plasmodium_vivax_Sal-1 | gene_product=26S protease regulatory subunit 7, putative | transcript_product=26S protease regulatory subunit 7, putative | location=Pv_Sal1_chr14:539131-540623(-) | protein_length=420 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5136at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5136at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5136at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:40:26 2026
# [ok]
