#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5   1  16  1.2e-181  6.6e-178  592.3  78.7     1   351     1   403     1   411 0.90 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5  12  16  5.5e-104  3.1e-100  334.7  21.5  1440  1657  2643  2883  2634  2897 0.91 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5  13  16   8.4e-19   4.7e-15   52.2   0.1  1656  1728  2936  3019  2929  3027 0.78 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5  14  16   7.3e-67   4.1e-63  211.6  22.8  1706  1869  3114  3284  3098  3299 0.85 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5  15  16  8.2e-114  4.5e-110  367.3  43.5  1842  2094  3287  3567  3280  3575 0.89 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5  16  16   1.7e-16   9.3e-13   44.6   0.2  2104  2139  3659  3694  3644  3694 0.94 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/363at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/363at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/363at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:44 2026
# [ok]
