#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_089055.1-p1      -           8564 24at5820             -           4512         0 7730.9 813.5   1  39   1.5e-49     9e-47  156.3   2.1     1    81     1    81     1    88 0.98 | transcript=PVX_089055.1 | gene=PVX_089055 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr05:260009-285703(+) | protein_length=8564 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089055.1-p1      -           8564 24at5820             -           4512         0 7730.9 813.5  32  39   1.2e-56   7.7e-54  179.8   3.5  3300  3425  6501  6625  6498  6635 0.91 | transcript=PVX_089055.1 | gene=PVX_089055 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr05:260009-285703(+) | protein_length=8564 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089055.1-p1      -           8564 24at5820             -           4512         0 7730.9 813.5  33  39   8.4e-27   5.2e-24   80.8  28.5  3364  3500  6697  6846  6696  6857 0.76 | transcript=PVX_089055.1 | gene=PVX_089055 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr05:260009-285703(+) | protein_length=8564 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089055.1-p1      -           8564 24at5820             -           4512         0 7730.9 813.5  34  39  5.4e-112  3.3e-109  363.5   1.3  3497  3708  6952  7176  6937  7181 0.92 | transcript=PVX_089055.1 | gene=PVX_089055 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr05:260009-285703(+) | protein_length=8564 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089055.1-p1      -           8564 24at5820             -           4512         0 7730.9 813.5  35  39   5.9e-38   3.6e-35  117.8   8.8  3700  3795  7224  7343  7217  7349 0.84 | transcript=PVX_089055.1 | gene=PVX_089055 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr05:260009-285703(+) | protein_length=8564 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089055.1-p1      -           8564 24at5820             -           4512         0 7730.9 813.5  36  39     3e-74   1.8e-71  238.3   7.5  3792  3942  7409  7593  7397  7600 0.85 | transcript=PVX_089055.1 | gene=PVX_089055 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr05:260009-285703(+) | protein_length=8564 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089055.1-p1      -           8564 24at5820             -           4512         0 7730.9 813.5  37  39   9.4e-26   5.8e-23   77.3   2.0  3939  3990  7665  7716  7655  7725 0.88 | transcript=PVX_089055.1 | gene=PVX_089055 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr05:260009-285703(+) | protein_length=8564 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089055.1-p1      -           8564 24at5820             -           4512         0 7730.9 813.5  38  39   1.3e-48   8.2e-46  153.1   3.3  3984  4074  7825  7915  7817  7933 0.92 | transcript=PVX_089055.1 | gene=PVX_089055 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr05:260009-285703(+) | protein_length=8564 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089055.1-p1      -           8564 24at5820             -           4512         0 7730.9 813.5  39  39         0         0 1081.1  13.7  4067  4512  8119  8564  8109  8564 0.99 | transcript=PVX_089055.1 | gene=PVX_089055 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr05:260009-285703(+) | protein_length=8564 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091605.1-p1      -           1991 24at5820             -           4512   2.7e-46  154.7   7.0   1   2   1.7e-09   1.1e-06   23.3   2.4  4159  4301  1389  1538  1338  1552 0.79 | transcript=PVX_091605.1 | gene=PVX_091605 | organism=Plasmodium_vivax_Sal-1 | gene_product=ubiquitin-protein ligase, putative | transcript_product=ubiquitin-protein ligase, putative | location=Pv_Sal1_chr09:637966-643941(+) | protein_length=1991 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091605.1-p1      -           1991 24at5820             -           4512   2.7e-46  154.7   7.0   2   2   1.7e-42     1e-39  132.9   0.1  4325  4509  1808  1988  1802  1990 0.95 | transcript=PVX_091605.1 | gene=PVX_091605 | organism=Plasmodium_vivax_Sal-1 | gene_product=ubiquitin-protein ligase, putative | transcript_product=ubiquitin-protein ligase, putative | location=Pv_Sal1_chr09:637966-643941(+) | protein_length=1991 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087775.1-p1      -           3825 24at5820             -           4512     1e-24   83.1   6.6   1   6         9   5.5e+03  -25.5  38.8  2897  2933   132   168   122   172 0.57 | transcript=PVX_087775.1 | gene=PVX_087775 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr01:137109-150030(-) | protein_length=3825 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087775.1-p1      -           3825 24at5820             -           4512     1e-24   83.1   6.6   2   6         9   5.5e+03  -26.4  48.1  2899  2935   165   202   162   221 0.60 | transcript=PVX_087775.1 | gene=PVX_087775 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr01:137109-150030(-) | protein_length=3825 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087775.1-p1      -           3825 24at5820             -           4512     1e-24   83.1   6.6   3   6         9   5.5e+03  -11.9   7.9  1740  1794   443   498   398   512 0.61 | transcript=PVX_087775.1 | gene=PVX_087775 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr01:137109-150030(-) | protein_length=3825 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087775.1-p1      -           3825 24at5820             -           4512     1e-24   83.1   6.6   4   6         4   2.4e+03   -7.8  16.9  2877  2952  3067  3141  3047  3159 0.71 | transcript=PVX_087775.1 | gene=PVX_087775 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr01:137109-150030(-) | protein_length=3825 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087775.1-p1      -           3825 24at5820             -           4512     1e-24   83.1   6.6   5   6         9   5.5e+03  -14.4  17.1  2785  2929  3380  3517  3358  3550 0.58 | transcript=PVX_087775.1 | gene=PVX_087775 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr01:137109-150030(-) | protein_length=3825 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087775.1-p1      -           3825 24at5820             -           4512     1e-24   83.1   6.6   6   6   1.6e-27     1e-24   83.1   6.6  4243  4509  3551  3822  3544  3824 0.82 | transcript=PVX_087775.1 | gene=PVX_087775 | organism=Plasmodium_vivax_Sal-1 | gene_product=E3 ubiquitin-protein ligase, putative | transcript_product=E3 ubiquitin-protein ligase, putative | location=Pv_Sal1_chr01:137109-150030(-) | protein_length=3825 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_106720-t26_1-p1  -            220 24at5820             -           4512     0.023    8.9  11.3   1   1   4.4e-05     0.027    8.7  11.3  2896  2964    46   118    19   145 0.52 | transcript=PVX_106720-t26_1 | gene=PVX_106720 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000046:2203-2991(-) | protein_length=220 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_089765.1-p1      -            428 24at5820             -           4512     0.066    7.4  19.9   1   1   0.00014     0.085    7.0  19.9  2892  3031   124   275   110   295 0.51 | transcript=PVX_089765.1 | gene=PVX_089765 | organism=Plasmodium_vivax_Sal-1 | gene_product=RAD protein (Pv-fam-e) | transcript_product=RAD protein (Pv-fam-e) | location=Pv_Sal1_chr05:815232-816708(-) | protein_length=428 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101375.1-p1      -             58 24at5820             -           4512      0.14    6.3  11.7   1   1   0.00025      0.15    6.2  11.7  2904  2942    13    51    10    57 0.69 | transcript=PVX_101375.1 | gene=PVX_101375 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr14:2835429-2835762(+) | protein_length=58 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100995.1-p1      -            571 24at5820             -           4512       5.1    1.1  26.1   1   1    0.0098         6    0.9  26.1  2812  2944   281   398   250   532 0.61 | transcript=PVX_100995.1 | gene=PVX_100995 | organism=Plasmodium_vivax_Sal-1 | gene_product=TPR domain containing protein | transcript_product=TPR domain containing protein | location=Pv_Sal1_chr14:2571947-2573662(+) | protein_length=571 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098023.1-p1      -            143 24at5820             -           4512       5.1    1.1  11.5   1   1    0.0093       5.7    1.0  11.5  2892  2946    72   126    52   137 0.50 | transcript=PVX_098023.1 | gene=PVX_098023 | organism=Plasmodium_vivax_Sal-1 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=Pv_Sal1_chr10:962975-963665(+) | protein_length=143 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117795.1-p1      -            266 24at5820             -           4512       6.7    0.7  16.0   1   1     0.016       9.6    0.2  16.0  2896  2971   186   259   163   264 0.64 | transcript=PVX_117795.1 | gene=PVX_117795 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2145004-2146476(-) | protein_length=266 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/24at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/24at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/24at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:27 2026
# [ok]
