tName	tStart	tEnd	qName	qStart	qEnd	strand	score
GCA_900093555.2#1#LT635613.2#0	22250	23596	GCA_900093535.1#1#LT615257.1#0	24492	25820	+	1080
GCA_900093555.2#1#LT635613.2#0	33733	34647	GCA_900093535.1#1#FLYI01000046.1#0	1196	2110	-	1134
GCA_900093555.2#1#LT635613.2#0	33733	34647	GCA_900093535.1#1#FLYI01000068.1#0	11773	13787	+	1136
GCA_900093555.2#1#LT635613.2#0	36656	40294	GCA_900093535.1#1#FLYI01000083.1#0	0	3640	+	3878
GCA_900093555.2#1#LT635613.2#0	40357	41526	GCA_900093535.1#1#FLYI01000083.1#0	3691	4860	+	1167
GCA_900093555.2#1#LT635613.2#0	77225	78292	GCA_900093535.1#1#FLYI01000436.1#0	203	1269	-	1007
GCA_900093555.2#1#LT635613.2#0	44393	326592	GCA_900093535.1#1#LT615257.1#0	60510	348414	+	273984
GCA_900093555.2#1#LT635613.2#0	326592	818165	GCA_900093535.1#1#LT615257.1#0	343357	841131	+	481358
GCA_900093555.2#1#LT635613.2#0	828357	863247	GCA_900093535.1#1#LT615257.1#0	853690	873090	+	12356
GCA_900093555.2#1#LT635613.2#0	944916	946063	GCA_900093535.1#1#FLYI01000072.1#0	457	1604	-	1193
GCA_900093555.2#1#LT635613.2#0	945601	948346	GCA_900093535.1#1#FLYI01000124.1#0	2259	3534	-	1182
GCA_900093555.2#1#LT635613.2#0	1003398	1004846	GCA_900093535.1#1#FLYI01000107.1#0	3304	4752	-	1446
GCA_900093555.2#1#LT635613.2#0	1006738	1008237	GCA_900093535.1#1#FLYI01000107.1#0	2	1501	-	1499
GCA_900093555.2#1#LT635613.2#0	1007124	1008237	GCA_900093535.1#1#FLYI01000170.1#0	3288	4401	+	1113
GCA_900093555.2#1#LT635613.2#0	1007124	1008237	GCA_900093535.1#1#FLYI01000299.1#0	2	1115	-	1113
GCA_900093555.2#1#LT635613.2#0	1012646	1014482	GCA_900093535.1#1#FLYI01000186.1#0	2259	4095	+	1834
GCA_900093555.2#1#LT635614.2#0	857	48571	GCA_900093535.1#1#LT615258.1#0	1016002	1060842	-	38265
GCA_900093555.2#1#LT635614.2#0	48648	207687	GCA_900093535.1#1#LT615258.1#0	66	159419	+	150064
GCA_900093555.2#1#LT635614.2#0	215978	273158	GCA_900093535.1#1#LT615258.1#0	167723	224700	+	56503
GCA_900093555.2#1#LT635614.2#0	275937	902053	GCA_900093535.1#1#LT615258.1#0	233113	858543	+	615837
GCA_900093555.2#1#LT635614.2#0	902075	903811	GCA_900093535.1#1#LT615258.1#0	858543	860275	+	1489
GCA_900093555.2#1#LT635614.2#0	902224	903811	GCA_900093535.1#1#FLYI01000298.1#0	117	1709	-	1361
GCA_900093555.2#1#LT635614.2#0	902591	960537	GCA_900093535.1#1#LT615265.1#0	466198	524063	-	56994
GCA_900093555.2#1#LT635615.1#0	114642	121255	GCA_900093535.1#1#FLYI01000485.1#0	214	6828	-	6528
GCA_900093555.2#1#LT635615.1#0	149058	223623	GCA_900093535.1#1#LT615259.1#0	70054	151614	+	65311
GCA_900093555.2#1#LT635615.1#0	225919	238169	GCA_900093535.1#1#LT615259.1#0	153889	166130	+	12158
GCA_900093555.2#1#LT635615.1#0	243778	1067911	GCA_900093535.1#1#LT615259.1#0	172320	993207	+	798688
GCA_900093555.2#1#LT635616.2#0	101331	1140509	GCA_900093535.1#1#LT615260.1#0	21	1037619	+	1013694
GCA_900093555.2#1#LT635616.2#0	1161999	1163138	GCA_900093535.1#1#FLYI01000426.1#0	6	1175	+	1108
GCA_900093555.2#1#LT635616.2#0	1140509	1612476	GCA_900093535.1#1#LT615260.1#0	1030599	1506347	+	457911
GCA_900093555.2#1#LT635616.2#0	1613294	1614297	GCA_900093535.1#1#LT615258.1#0	984430	985433	+	1001
GCA_900093555.2#1#LT635617.2#0	8444	119328	GCA_900093535.1#1#LT615261.1#0	38226	157821	+	106285
GCA_900093555.2#1#LT635617.2#0	119767	124632	GCA_900093535.1#1#LT615261.1#0	154789	159840	+	5104
GCA_900093555.2#1#LT635617.2#0	126224	1092166	GCA_900093535.1#1#LT615261.1#0	161429	1128505	+	947247
GCA_900093555.2#1#LT635617.2#0	1092894	1094910	GCA_900093535.1#1#LT615261.1#0	1129259	1135196	+	2413
GCA_900093555.2#1#LT635617.2#0	1096166	1097500	GCA_900093535.1#1#LT615261.1#0	1132531	1135118	+	1838
GCA_900093555.2#1#LT635617.2#0	1098086	1101064	GCA_900093535.1#1#LT615261.1#0	1134451	1137429	+	3401
GCA_900093555.2#1#LT635617.2#0	1101435	1103163	GCA_900093535.1#1#LT615261.1#0	1137800	1141633	+	1880
GCA_900093555.2#1#LT635617.2#0	1107962	1109640	GCA_900093535.1#1#LT615269.1#0	728	3864	-	1709
GCA_900093555.2#1#LT635617.2#0	1109043	1111789	GCA_900093535.1#1#FLYI01000026.1#0	1020	4731	+	2837
GCA_900093555.2#1#LT635617.2#0	1109772	1111789	GCA_900093535.1#1#LT615269.1#0	0	2053	-	2035
GCA_900093555.2#1#LT635617.2#0	1109043	1111912	GCA_900093535.1#1#LT615261.1#0	1145124	1148831	+	2962
GCA_900093555.2#1#LT635617.2#0	1114889	1116068	GCA_900093535.1#1#LT615261.1#0	1150160	1151339	+	1219
GCA_900093555.2#1#LT635618.2#0	454	2061	GCA_900093535.1#1#LT615263.1#0	6577	7983	+	1404
GCA_900093555.2#1#LT635618.2#0	454	2061	GCA_900093535.1#1#FLYI01000219.1#0	1482	2888	-	1404
GCA_900093555.2#1#LT635618.2#0	4564	8347	GCA_900093535.1#1#LT615259.1#0	1002581	1009225	-	2866
GCA_900093555.2#1#LT635618.2#0	15466	16095	GCA_900093535.1#1#LT615262.1#0	5223	6518	+	1068
GCA_900093555.2#1#LT635618.2#0	16673	18209	GCA_900093535.1#1#LT615262.1#0	5899	7964	+	1634
GCA_900093555.2#1#LT635618.2#0	18219	19473	GCA_900093535.1#1#LT615262.1#0	7974	9228	+	1246
GCA_900093555.2#1#LT635618.2#0	22011	123562	GCA_900093535.1#1#LT615262.1#0	11754	118516	+	101607
GCA_900093555.2#1#LT635618.2#0	123565	128562	GCA_900093535.1#1#LT615262.1#0	113599	118596	+	5734
GCA_900093555.2#1#LT635618.2#0	128566	190064	GCA_900093535.1#1#LT615262.1#0	118600	180190	+	63923
GCA_900093555.2#1#LT635618.2#0	190094	196597	GCA_900093535.1#1#LT615262.1#0	180220	190400	+	7335
GCA_900093555.2#1#LT635618.2#0	196618	909896	GCA_900093535.1#1#LT615262.1#0	186760	899740	+	709961
GCA_900093555.2#1#LT635618.2#0	910963	915472	GCA_900093535.1#1#LT615262.1#0	900802	909604	+	5154
GCA_900093555.2#1#LT635618.2#0	916295	1173003	GCA_900093535.1#1#LT615262.1#0	906134	1161913	+	253063
GCA_900093555.2#1#LT635618.2#0	1173577	1178155	GCA_900093535.1#1#LT615262.1#0	1162487	1167053	+	4529
GCA_900093555.2#1#LT635618.2#0	1178728	1211636	GCA_900093535.1#1#LT615262.1#0	1167626	1200391	+	31966
GCA_900093555.2#1#LT635618.2#0	1212200	1217580	GCA_900093535.1#1#LT615262.1#0	1200953	1209109	+	5456
GCA_900093555.2#1#LT635618.2#0	1218043	1252842	GCA_900093535.1#1#LT615262.1#0	1206726	1247184	+	33785
GCA_900093555.2#1#LT635618.2#0	1252960	1256803	GCA_900093535.1#1#LT615262.1#0	1242195	1250507	+	4492
GCA_900093555.2#1#LT635618.2#0	1258083	1588395	GCA_900093535.1#1#LT615262.1#0	1247260	1578225	+	323210
GCA_900093555.2#1#LT635618.2#0	1599307	1600470	GCA_900093535.1#1#FLYI01000086.1#0	1290	2672	+	1445
GCA_900093555.2#1#LT635618.2#0	1599229	1600532	GCA_900093535.1#1#FLYI01000256.1#0	2160	3465	+	1433
GCA_900093555.2#1#LT635618.2#0	1599133	1600558	GCA_900093535.1#1#FLYI01000285.1#0	0	292	-	1570
GCA_900093555.2#1#LT635618.2#0	1599229	1600761	GCA_900093535.1#1#FLYI01000270.1#0	1417	2949	+	1816
GCA_900093555.2#1#LT635618.2#0	1601461	1602371	GCA_900093535.1#1#FLYI01000008.1#0	14678	17538	-	1095
GCA_900093555.2#1#LT635618.2#0	1602596	1605241	GCA_900093535.1#1#FLYI01000086.1#0	4663	9585	+	2964
GCA_900093555.2#1#LT635618.2#0	1634965	1642232	GCA_900093535.1#1#FLYI01000333.1#0	61785	69632	-	5419
GCA_900093555.2#1#LT635619.1#0	0	1752	GCA_900093535.1#1#LT615263.1#0	21680	24389	+	2832
GCA_900093555.2#1#LT635619.1#0	1756	4384	GCA_900093535.1#1#LT615263.1#0	23434	26064	+	3546
GCA_900093555.2#1#LT635619.1#0	4386	57533	GCA_900093535.1#1#LT615263.1#0	26066	79654	+	51051
GCA_900093555.2#1#LT635619.1#0	115435	117139	GCA_900093535.1#1#FLYI01000346.1#0	0	1729	+	1688
GCA_900093555.2#1#LT635619.1#0	139318	140495	GCA_900093535.1#1#FLYI01000349.1#0	454	1631	-	1173
GCA_900093555.2#1#LT635619.1#0	57563	140879	GCA_900093535.1#1#LT615263.1#0	88605	173502	+	82077
GCA_900093555.2#1#LT635619.1#0	1116402	1117732	GCA_900093535.1#1#FLYI01000341.1#0	2	1330	+	1324
GCA_900093555.2#1#LT635619.1#0	140881	1171820	GCA_900093535.1#1#LT615263.1#0	173504	1207290	+	1016994
GCA_900093555.2#1#LT635619.1#0	1171721	1334511	GCA_900093535.1#1#LT615256.1#0	176789	339501	-	161355
GCA_900093555.2#1#LT635619.1#0	1334516	1335934	GCA_900093535.1#1#LT615256.1#0	175391	176789	-	1364
GCA_900093555.2#1#LT635619.1#0	1334511	1568465	GCA_900093535.1#1#LT615263.1#0	1217734	1454159	+	226271
GCA_900093555.2#1#LT635619.1#0	1568490	1571990	GCA_900093535.1#1#LT615263.1#0	1450485	1456512	+	4085
GCA_900093555.2#1#LT635619.1#0	1572006	1574373	GCA_900093535.1#1#LT615263.1#0	1450473	1457585	+	2985
GCA_900093555.2#1#LT635619.1#0	1574392	1760071	GCA_900093535.1#1#LT615263.1#0	1456538	1642185	+	180413
GCA_900093555.2#1#LT635619.1#0	1762754	1788690	GCA_900093535.1#1#LT615263.1#0	1636422	1661462	+	22610
GCA_900093555.2#1#LT635620.2#0	31346	33462	GCA_900093535.1#1#FLYI01000479.1#0	14316	16432	+	2090
GCA_900093555.2#1#LT635620.2#0	33464	34594	GCA_900093535.1#1#FLYI01000479.1#0	16434	17564	+	1126
GCA_900093555.2#1#LT635620.2#0	34596	36420	GCA_900093535.1#1#FLYI01000479.1#0	17566	19394	+	1818
GCA_900093555.2#1#LT635620.2#0	38246	42865	GCA_900093535.1#1#FLYI01000479.1#0	21223	25842	+	4412
GCA_900093555.2#1#LT635620.2#0	42867	45432	GCA_900093535.1#1#FLYI01000479.1#0	25844	28409	+	2565
GCA_900093555.2#1#LT635620.2#0	49149	50502	GCA_900093535.1#1#FLYI01000001.1#0	17199	18536	-	1066
GCA_900093555.2#1#LT635620.2#0	49409	50722	GCA_900093535.1#1#FLYI01000084.1#0	2179	3487	+	1081
GCA_900093555.2#1#LT635620.2#0	51115	54683	GCA_900093535.1#1#FLYI01000001.1#0	13028	16596	-	3555
GCA_900093555.2#1#LT635620.2#0	55444	63654	GCA_900093535.1#1#FLYI01000001.1#0	4072	12266	-	7136
GCA_900093555.2#1#LT635620.2#0	63538	65679	GCA_900093535.1#1#FLYI01000104.1#0	0	2139	+	2108
GCA_900093555.2#1#LT635620.2#0	64495	66808	GCA_900093535.1#1#FLYI01000001.1#0	912	3227	-	2297
GCA_900093555.2#1#LT635620.2#0	72394	75379	GCA_900093535.1#1#FLYI01000514.1#0	18302	21287	-	2979
GCA_900093555.2#1#LT635620.2#0	72661	75379	GCA_900093535.1#1#FLYI01000048.1#0	11075	13793	-	2712
GCA_900093555.2#1#LT635620.2#0	75381	76711	GCA_900093535.1#1#FLYI01000048.1#0	9743	11073	-	1328
GCA_900093555.2#1#LT635620.2#0	75381	76711	GCA_900093535.1#1#FLYI01000514.1#0	16970	18300	-	1328
GCA_900093555.2#1#LT635620.2#0	83471	84625	GCA_900093535.1#1#FLYI01000048.1#0	1806	2960	-	1154
GCA_900093555.2#1#LT635620.2#0	86512	87514	GCA_900093535.1#1#FLYI01000100.1#0	0	1002	+	1000
GCA_900093555.2#1#LT635620.2#0	110657	165531	GCA_900093535.1#1#LT615264.1#0	2129	57357	+	45898
GCA_900093555.2#1#LT635620.2#0	266735	989448	GCA_900093535.1#1#LT615264.1#0	135352	859433	+	707611
GCA_900093555.2#1#LT635620.2#0	989626	991080	GCA_900093535.1#1#FLYI01000354.1#0	243	1697	+	1446
GCA_900093555.2#1#LT635620.2#0	989648	1704649	GCA_900093535.1#1#LT615264.1#0	859875	1574422	+	703005
GCA_900093555.2#1#LT635620.2#0	1704762	1708617	GCA_900093535.1#1#LT615264.1#0	1574535	1583203	+	4676
GCA_900093555.2#1#LT635620.2#0	1709810	1713650	GCA_900093535.1#1#LT615264.1#0	1579600	1583434	+	4652
GCA_900093555.2#1#LT635620.2#0	1715664	2333862	GCA_900093535.1#1#LT615264.1#0	1585448	2202446	+	611862
GCA_900093555.2#1#LT635620.2#0	2338268	2350024	GCA_900093535.1#1#LT615264.1#0	2206802	2218560	+	11735
GCA_900093555.2#1#LT635620.2#0	2353919	2385987	GCA_900093535.1#1#LT615264.1#0	2222346	2254612	+	31213
GCA_900093555.2#1#LT635620.2#0	2387363	2388837	GCA_900093535.1#1#LT615264.1#0	2255743	2258830	+	1596
GCA_900093555.2#1#LT635621.2#0	117592	133112	GCA_900093535.1#1#LT615265.1#0	263278	279870	+	11761
GCA_900093555.2#1#LT635621.2#0	134263	308317	GCA_900093535.1#1#LT615265.1#0	288548	462427	+	172680
GCA_900093555.2#1#LT635621.2#0	311161	1414518	GCA_900093535.1#1#LT615265.1#0	525565	1629152	+	1077527
GCA_900093555.2#1#LT635621.2#0	1414520	1416693	GCA_900093535.1#1#LT615265.1#0	1629154	1631386	+	2096
GCA_900093555.2#1#LT635621.2#0	1434853	1449320	GCA_900093535.1#1#LT615265.1#0	1680070	1696054	+	11116
GCA_900093555.2#1#LT635621.2#0	1449331	1614637	GCA_900093535.1#1#LT615265.1#0	1690973	1864061	+	155236
GCA_900093555.2#1#LT635622.1#0	5802	780785	GCA_900093535.1#1#LT615266.1#0	26405	807458	+	763793
GCA_900093555.2#1#LT635622.1#0	780850	783587	GCA_900093535.1#1#LT615266.1#0	807521	807697	+	3702
GCA_900093555.2#1#LT635622.1#0	783873	786135	GCA_900093535.1#1#LT615266.1#0	802325	808070	+	3294
GCA_900093555.2#1#LT635622.1#0	786737	1209455	GCA_900093535.1#1#LT615266.1#0	802325	1230834	+	418626
GCA_900093555.2#1#LT635622.1#0	1209457	1211239	GCA_900093535.1#1#FLYI01000282.1#0	0	1876	-	1774
GCA_900093555.2#1#LT635622.1#0	1209457	1211301	GCA_900093535.1#1#LT615266.1#0	1230836	1233315	+	1836
GCA_900093555.2#1#LT635622.1#0	1825747	1826761	GCA_900093535.1#1#FLYI01000337.1#0	658	1672	-	1014
GCA_900093555.2#1#LT635622.1#0	1211362	2240018	GCA_900093535.1#1#LT615266.1#0	1233445	2262764	+	1004816
GCA_900093555.2#1#LT635622.1#0	2242328	2247125	GCA_900093535.1#1#LT615266.1#0	2277689	2282459	+	3701
GCA_900093555.2#1#LT635622.1#0	2266575	2267628	GCA_900093535.1#1#LT615266.1#0	2302449	2303704	+	1047
GCA_900093555.2#1#LT635622.1#0	2267181	2269185	GCA_900093535.1#1#FLYI01000079.1#0	0	1868	+	1627
GCA_900093555.2#1#LT635622.1#0	2267181	2269964	GCA_900093535.1#1#LT615263.1#0	1671008	1673658	+	2345
GCA_900093555.2#1#LT635623.1#0	13760	22112	GCA_900093535.1#1#FLYI01000024.1#0	5281	10809	+	4505
GCA_900093555.2#1#LT635623.1#0	22114	26475	GCA_900093535.1#1#FLYI01000024.1#0	10811	15172	+	4359
GCA_900093555.2#1#LT635623.1#0	23508	26475	GCA_900093535.1#1#FLYI01000210.1#0	44709	47676	+	2965
GCA_900093555.2#1#LT635623.1#0	47394	50724	GCA_900093535.1#1#LT615267.1#0	16542	20286	+	2751
GCA_900093555.2#1#LT635623.1#0	51106	56083	GCA_900093535.1#1#LT615267.1#0	20673	29550	+	5925
GCA_900093555.2#1#LT635623.1#0	987283	989202	GCA_900093535.1#1#FLYI01000306.1#0	0	1913	-	1809
GCA_900093555.2#1#LT635623.1#0	56203	1232305	GCA_900093535.1#1#LT615267.1#0	25773	1200917	+	1153183
GCA_900093555.2#1#LT635623.1#0	1232351	1240161	GCA_900093535.1#1#LT615267.1#0	1197608	1205291	+	7635
GCA_900093555.2#1#LT635623.1#0	1240206	3219870	GCA_900093535.1#1#LT615267.1#0	1205336	3187831	+	1960213
GCA_900093555.2#1#LT635623.1#0	3233781	3262316	GCA_900093535.1#1#FLYI01000482.1#0	190	28786	+	25477
GCA_900093555.2#1#LT635623.1#0	3266861	3270050	GCA_900093535.1#1#FLYI01000043.1#0	5087	8273	-	3008
GCA_900093555.2#1#LT635623.1#0	3327457	3342912	GCA_900093535.1#1#FLYI01000066.1#0	10140	25603	-	11656
GCA_900093555.2#1#LT635624.2#0	25424	193290	GCA_900093535.1#1#LT615268.1#0	108292	279700	+	165745
GCA_900093555.2#1#LT635624.2#0	193418	198920	GCA_900093535.1#1#LT615268.1#0	277292	282694	+	5379
GCA_900093555.2#1#LT635624.2#0	199352	395766	GCA_900093535.1#1#LT615268.1#0	283126	482382	+	197490
GCA_900093555.2#1#LT635624.2#0	396386	401626	GCA_900093535.1#1#LT615268.1#0	479675	484856	+	6044
GCA_900093555.2#1#LT635624.2#0	403174	509424	GCA_900093535.1#1#LT615268.1#0	486404	592641	+	105293
GCA_900093555.2#1#LT635624.2#0	509463	514753	GCA_900093535.1#1#LT615268.1#0	592577	599217	+	5322
GCA_900093555.2#1#LT635624.2#0	517293	519964	GCA_900093535.1#1#LT615268.1#0	600434	603087	+	2651
GCA_900093555.2#1#LT635624.2#0	523082	809797	GCA_900093535.1#1#LT615268.1#0	606179	895598	+	285606
GCA_900093555.2#1#LT635624.2#0	809799	847377	GCA_900093535.1#1#LT615268.1#0	1051786	1091146	+	38566
GCA_900093555.2#1#LT635624.2#0	847478	978687	GCA_900093535.1#1#LT615268.1#0	1084816	1221806	+	128358
GCA_900093555.2#1#LT635624.2#0	978813	985041	GCA_900093535.1#1#LT615268.1#0	1221929	1231733	+	6882
GCA_900093555.2#1#LT635624.2#0	985323	1083300	GCA_900093535.1#1#LT615268.1#0	1228300	1326950	+	98599
GCA_900093555.2#1#LT635624.2#0	1083405	1091726	GCA_900093535.1#1#LT615268.1#0	1326667	1337564	+	8978
GCA_900093555.2#1#LT635624.2#0	1091831	1125740	GCA_900093535.1#1#LT615268.1#0	1335266	1370516	+	33684
GCA_900093555.2#1#LT635624.2#0	1125764	1126985	GCA_900093535.1#1#LT615268.1#0	1369217	1374048	+	1338
GCA_900093555.2#1#LT635624.2#0	1127085	1134676	GCA_900093535.1#1#LT615268.1#0	1370523	1379789	+	8148
GCA_900093555.2#1#LT635624.2#0	1134721	1160358	GCA_900093535.1#1#LT615268.1#0	1378023	1403520	+	26134
GCA_900093555.2#1#LT635624.2#0	1160397	1166296	GCA_900093535.1#1#LT615268.1#0	1403559	1411451	+	6307
GCA_900093555.2#1#LT635624.2#0	1166335	1239746	GCA_900093535.1#1#LT615268.1#0	1409452	1484812	+	74001
GCA_900093555.2#1#LT635624.2#0	1244328	1246355	GCA_900093535.1#1#LT615268.1#0	1484369	1491513	+	1859
GCA_900093555.2#1#LT635624.2#0	1248078	1410916	GCA_900093535.1#1#LT615268.1#0	1491631	1654316	+	160935
GCA_900093555.2#1#LT635624.2#0	1414346	1417044	GCA_900093535.1#1#LT615268.1#0	1657747	1660445	+	2692
GCA_900093555.2#1#LT635624.2#0	1419515	1488284	GCA_900093535.1#1#LT615268.1#0	1662916	1736506	+	70328
GCA_900093555.2#1#LT635624.2#0	1489553	1494362	GCA_900093535.1#1#LT615268.1#0	1732909	1737718	+	4828
GCA_900093555.2#1#LT635624.2#0	1496599	2118357	GCA_900093535.1#1#LT615268.1#0	1739969	2365283	+	619678
GCA_900093555.2#1#LT635624.2#0	2118764	2123407	GCA_900093535.1#1#LT615268.1#0	2361628	2366271	+	5368
GCA_900093555.2#1#LT635624.2#0	2123862	2125273	GCA_900093535.1#1#LT615268.1#0	2366726	2368137	+	1403
GCA_900093555.2#1#LT635624.2#0	2126404	2131420	GCA_900093535.1#1#LT615268.1#0	2369264	2375558	+	5474
GCA_900093555.2#1#LT635624.2#0	2131661	2223064	GCA_900093535.1#1#LT615268.1#0	2374517	2466381	+	86431
GCA_900093555.2#1#LT635624.2#0	2223084	2224547	GCA_900093535.1#1#LT615268.1#0	2465756	2471647	+	1596
GCA_900093555.2#1#LT635624.2#0	2224557	2234353	GCA_900093535.1#1#LT615268.1#0	2471609	2485376	+	7862
GCA_900093555.2#1#LT635624.2#0	2234355	2237624	GCA_900093535.1#1#LT615268.1#0	2482804	2485416	+	2841
GCA_900093555.2#1#LT635624.2#0	2240923	2243079	GCA_900093535.1#1#FLYI01000222.1#0	273201	275359	+	2036
GCA_900093555.2#1#LT635625.2#0	650	23370	GCA_900093535.1#1#LT615269.1#0	31290	53991	+	22663
GCA_900093555.2#1#LT635625.2#0	23885	24912	GCA_900093535.1#1#LT615269.1#0	54506	55533	+	1019
GCA_900093555.2#1#LT635625.2#0	25248	26487	GCA_900093535.1#1#LT615269.1#0	55869	57106	+	1233
GCA_900093555.2#1#LT635625.2#0	32404	33879	GCA_900093535.1#1#LT615269.1#0	63027	64502	+	1475
GCA_900093555.2#1#LT635625.2#0	836912	838441	GCA_900093535.1#1#FLYI01000357.1#0	32	1588	-	1404
GCA_900093555.2#1#LT635625.2#0	2875714	2876908	GCA_900093535.1#1#FLYI01000351.1#0	379	1573	-	1192
GCA_900093555.2#1#LT635625.2#0	40793	3195842	GCA_900093535.1#1#LT615269.1#0	71136	3237676	+	3113364
GCA_900093555.2#1#LT635625.2#0	3195883	3199218	GCA_900093535.1#1#LT615269.1#0	3230685	3237995	+	3560
GCA_900093555.2#1#LT635625.2#0	3199244	3202877	GCA_900093535.1#1#LT615269.1#0	3230683	3238509	+	3942
GCA_900093555.2#1#LT635625.2#0	3202916	3283501	GCA_900093535.1#1#LT615269.1#0	3230683	3318971	+	79797
GCA_900093555.2#1#LT635625.2#0	3286864	3287779	GCA_900093535.1#1#LT615269.1#0	6347	8817	-	1094
GCA_900093555.2#1#LT635625.2#0	3288291	3289424	GCA_900093535.1#1#LT615269.1#0	3323629	3324762	+	1129
GCA_900093555.2#1#LT635625.2#0	3304752	3306207	GCA_900093535.1#1#FLYI01000026.1#0	12447	15780	+	1865
GCA_900093555.2#1#LT635625.2#0	3311288	3312290	GCA_900093535.1#1#FLYI01000026.1#0	16785	18365	+	1267
GCA_900093555.2#1#LT635625.2#0	3323433	3324734	GCA_900093535.1#1#FLYI01000229.1#0	43	1342	+	1026
GCA_900093555.2#1#LT635625.2#0	3323433	3324734	GCA_900093535.1#1#FLYI01000230.1#0	43	1342	+	1026
GCA_900093555.2#1#LT635625.2#0	3323433	3324734	GCA_900093535.1#1#FLYI01000245.1#0	43	1342	+	1026
GCA_900093555.2#1#LT635625.2#0	3325404	3328351	GCA_900093535.1#1#FLYI01000131.1#0	2010	5069	+	2603
GCA_900093555.2#1#LT635625.2#0	3332813	3335838	GCA_900093535.1#1#FLYI01000004.1#0	2220	5286	+	2984
GCA_900093555.2#1#LT635625.2#0	3342871	3344454	GCA_900093535.1#1#FLYI01000019.1#0	2538	4121	-	1577
GCA_900093555.2#1#FLZR02000001.1#0	12891	104624	GCA_900093535.1#1#FLYI01000111.1#0	215455	311691	-	89759
GCA_900093555.2#1#FLZR02000001.1#0	152552	167270	GCA_900093535.1#1#FLYI01000111.1#0	145276	159974	-	12972
GCA_900093555.2#1#FLZR02000002.1#0	245984	305021	GCA_900093535.1#1#FLYI01000222.1#0	167728	226733	+	51225
GCA_900093555.2#1#FLZR02000003.1#0	12390	18179	GCA_900093535.1#1#FLYI01000144.1#0	23418	29735	+	3255
GCA_900093555.2#1#FLZR02000004.1#0	6244	7658	GCA_900093535.1#1#FLYI01000144.1#0	59804	62762	+	1443
GCA_900093555.2#1#FLZR02000004.1#0	53328	64759	GCA_900093535.1#1#FLYI01000504.1#0	16461	23253	+	2602
GCA_900093555.2#1#FLZR02000004.1#0	64833	71769	GCA_900093535.1#1#FLYI01000053.1#0	4295	11214	+	6247
GCA_900093555.2#1#FLZR02000004.1#0	70262	71769	GCA_900093535.1#1#FLYI01000179.1#0	2066	3573	-	1476
GCA_900093555.2#1#FLZR02000004.1#0	81624	85160	GCA_900093535.1#1#LT615256.1#0	1038546	1043539	+	2236
