tName	tStart	tEnd	qName	qStart	qEnd	strand	score
GCA_900093555.2#1#LT635616.2#0	93528	1140509	GCA_914969965.1#1#CAJZCX010000010.1#0	124578	1176040	+	1026605
GCA_900093555.2#1#LT635616.2#0	1140509	1614295	GCA_914969965.1#1#CAJZCX010000010.1#0	1168937	1646633	+	460648
GCA_900093555.2#1#LT635617.2#0	8444	119328	GCA_914969965.1#1#CAJZCX010000012.1#0	76007	195554	+	106233
GCA_900093555.2#1#LT635617.2#0	119767	124632	GCA_914969965.1#1#CAJZCX010000012.1#0	192585	197563	+	5114
GCA_900093555.2#1#LT635617.2#0	126224	246649	GCA_914969965.1#1#CAJZCX010000012.1#0	199153	319815	+	116779
GCA_900093555.2#1#LT635617.2#0	246829	1090040	GCA_914969965.1#1#CAJZCX010000012.1#0	320070	1162398	+	826826
GCA_900093555.2#1#LT635617.2#0	1094125	1094976	GCA_914969965.1#1#CAJZCX010000003.1#0	61782	66499	-	1224
GCA_900093555.2#1#LT635617.2#0	1094092	1095222	GCA_914969965.1#1#CAJZCX010000012.1#0	1164438	1169155	+	1498
GCA_900093555.2#1#LT635617.2#0	1100401	1101498	GCA_914969965.1#1#CAJZCX010000003.1#0	59113	60210	-	1091
GCA_900093555.2#1#LT635617.2#0	1100401	1101670	GCA_914969965.1#1#CAJZCX010000012.1#0	1170727	1171996	+	1263
GCA_900093555.2#1#LT635617.2#0	1109043	1111384	GCA_914969965.1#1#CAJZCX010000003.1#0	3383290	3387013	+	2405
GCA_900093555.2#1#LT635618.2#0	3441	4985	GCA_914969965.1#1#CAJZCX010000009.1#0	42300	44729	+	1769
GCA_900093555.2#1#LT635618.2#0	6078	6792	GCA_914969965.1#1#CAJZCX010000014.1#0	1241314	1242887	-	1018
GCA_900093555.2#1#LT635618.2#0	15482	17952	GCA_914969965.1#1#CAJZCX010000011.1#0	121090	125176	+	3285
GCA_900093555.2#1#LT635618.2#0	17954	21584	GCA_914969965.1#1#CAJZCX010000011.1#0	125178	131027	+	4329
GCA_900093555.2#1#LT635618.2#0	21586	23841	GCA_914969965.1#1#CAJZCX010000011.1#0	128810	131063	+	2976
GCA_900093555.2#1#LT635618.2#0	23975	190064	GCA_914969965.1#1#CAJZCX010000011.1#0	131198	297722	+	169036
GCA_900093555.2#1#LT635618.2#0	190094	196597	GCA_914969965.1#1#CAJZCX010000011.1#0	297752	308012	+	7376
GCA_900093555.2#1#LT635618.2#0	196618	909896	GCA_914969965.1#1#CAJZCX010000011.1#0	304373	1018554	+	709322
GCA_900093555.2#1#LT635618.2#0	910963	915472	GCA_914969965.1#1#CAJZCX010000011.1#0	1019621	1028350	+	5140
GCA_900093555.2#1#LT635618.2#0	916295	1173003	GCA_914969965.1#1#CAJZCX010000011.1#0	1024902	1281002	+	253728
GCA_900093555.2#1#LT635618.2#0	1173577	1178155	GCA_914969965.1#1#CAJZCX010000011.1#0	1281576	1286122	+	4509
GCA_900093555.2#1#LT635618.2#0	1178728	1211636	GCA_914969965.1#1#CAJZCX010000011.1#0	1286695	1319681	+	32117
GCA_900093555.2#1#LT635618.2#0	1212200	1217580	GCA_914969965.1#1#CAJZCX010000011.1#0	1320243	1328435	+	5449
GCA_900093555.2#1#LT635618.2#0	1218043	1252624	GCA_914969965.1#1#CAJZCX010000011.1#0	1326052	1366410	+	33912
GCA_900093555.2#1#LT635618.2#0	1252960	1256544	GCA_914969965.1#1#CAJZCX010000011.1#0	1361659	1370051	+	4124
GCA_900093555.2#1#LT635618.2#0	1258083	1488389	GCA_914969965.1#1#CAJZCX010000011.1#0	1366804	1601721	+	227497
GCA_900093555.2#1#LT635618.2#0	1488537	1572061	GCA_914969965.1#1#CAJZCX010000011.1#0	1594636	1681630	+	79952
GCA_900093555.2#1#LT635618.2#0	1572540	1574274	GCA_914969965.1#1#CAJZCX010000011.1#0	1682048	1683645	+	1582
GCA_900093555.2#1#LT635618.2#0	1574276	1575530	GCA_914969965.1#1#CAJZCX010000011.1#0	1683647	1684901	+	1254
GCA_900093555.2#1#LT635618.2#0	1576128	1577836	GCA_914969965.1#1#CAJZCX010000011.1#0	1685481	1687191	+	1706
GCA_900093555.2#1#LT635618.2#0	1573809	1578021	GCA_914969965.1#1#CAJZCX010000013.1#0	50921	55150	-	4204
GCA_900093555.2#1#LT635618.2#0	1578828	1580542	GCA_914969965.1#1#CAJZCX010000013.1#0	48396	50114	-	1708
GCA_900093555.2#1#LT635618.2#0	1577838	1580569	GCA_914969965.1#1#CAJZCX010000011.1#0	1687193	1689928	+	2725
GCA_900093555.2#1#LT635618.2#0	1582416	1584779	GCA_914969965.1#1#CAJZCX010000011.1#0	1691793	1694278	+	1629
GCA_900093555.2#1#LT635618.2#0	1584781	1588107	GCA_914969965.1#1#CAJZCX010000011.1#0	1694280	1697615	+	3543
GCA_900093555.2#1#LT635619.1#0	0	1752	GCA_914969965.1#1#CAJZCX010000009.1#0	55101	57810	+	2832
GCA_900093555.2#1#LT635619.1#0	1756	3199	GCA_914969965.1#1#CAJZCX010000009.1#0	56855	58300	+	2367
GCA_900093555.2#1#LT635619.1#0	3497	57533	GCA_914969965.1#1#CAJZCX010000009.1#0	58598	113136	+	52064
GCA_900093555.2#1#LT635619.1#0	57563	1568465	GCA_914969965.1#1#CAJZCX010000009.1#0	122089	1640044	+	1485882
GCA_900093555.2#1#LT635619.1#0	1568490	1571990	GCA_914969965.1#1#CAJZCX010000009.1#0	1636496	1642407	+	4013
GCA_900093555.2#1#LT635619.1#0	1572006	1574373	GCA_914969965.1#1#CAJZCX010000009.1#0	1636484	1643499	+	2912
GCA_900093555.2#1#LT635619.1#0	1574392	1753473	GCA_914969965.1#1#CAJZCX010000009.1#0	1642433	1822111	+	176607
GCA_900093555.2#1#LT635619.1#0	1760073	1762757	GCA_914969965.1#1#CAJZCX010000009.1#0	1828736	1831439	+	2597
GCA_900093555.2#1#LT635619.1#0	1769278	1804436	GCA_914969965.1#1#CAJZCX010000009.1#0	1837975	1873745	+	33510
GCA_900093555.2#1#LT635620.2#0	31205	33400	GCA_914969965.1#1#CAJZCX010000007.1#0	72075	74270	+	2195
GCA_900093555.2#1#LT635620.2#0	33426	34496	GCA_914969965.1#1#CAJZCX010000007.1#0	74296	75364	+	1068
GCA_900093555.2#1#LT635620.2#0	34072	36318	GCA_914969965.1#1#CAJZCX010000018.1#0	239755	242003	-	2240
GCA_900093555.2#1#LT635620.2#0	35212	36782	GCA_914969965.1#1#CAJZCX010000007.1#0	76082	77652	+	1566
GCA_900093555.2#1#LT635620.2#0	37359	38762	GCA_914969965.1#1#CAJZCX010000018.1#0	237306	238713	-	1284
GCA_900093555.2#1#LT635620.2#0	39147	40319	GCA_914969965.1#1#CAJZCX010000007.1#0	80014	81186	+	1169
GCA_900093555.2#1#LT635620.2#0	45339	70894	GCA_914969965.1#1#CAJZCX010000007.1#0	86190	111749	+	21796
GCA_900093555.2#1#LT635620.2#0	75377	76711	GCA_914969965.1#1#CAJZCX010000007.1#0	116237	117608	+	1277
GCA_900093555.2#1#LT635620.2#0	78758	81335	GCA_914969965.1#1#CAJZCX010000018.1#0	219631	222214	-	2465
GCA_900093555.2#1#LT635620.2#0	81708	85022	GCA_914969965.1#1#CAJZCX010000007.1#0	122649	125971	+	3312
GCA_900093555.2#1#LT635620.2#0	85024	86434	GCA_914969965.1#1#CAJZCX010000007.1#0	125973	127383	+	1410
GCA_900093555.2#1#LT635620.2#0	86824	88030	GCA_914969965.1#1#CAJZCX010000007.1#0	127773	128979	+	1204
GCA_900093555.2#1#LT635620.2#0	88032	89060	GCA_914969965.1#1#CAJZCX010000007.1#0	128981	130009	+	1028
GCA_900093555.2#1#LT635620.2#0	110813	158324	GCA_914969965.1#1#CAJZCX010000007.1#0	151754	199639	+	38465
GCA_900093555.2#1#LT635620.2#0	202451	216800	GCA_914969965.1#1#CAJZCX010000007.1#0	218893	233247	+	13546
GCA_900093555.2#1#LT635620.2#0	260976	1704649	GCA_914969965.1#1#CAJZCX010000007.1#0	274916	1719671	+	1418013
GCA_900093555.2#1#LT635620.2#0	1704762	1708617	GCA_914969965.1#1#CAJZCX010000007.1#0	1719786	1728499	+	4672
GCA_900093555.2#1#LT635620.2#0	1709810	1713650	GCA_914969965.1#1#CAJZCX010000007.1#0	1724882	1728730	+	4664
GCA_900093555.2#1#LT635620.2#0	1715664	2333862	GCA_914969965.1#1#CAJZCX010000007.1#0	1730744	2349022	+	611202
GCA_900093555.2#1#LT635621.2#0	126883	133112	GCA_914969965.1#1#CAJZCX010000005.1#0	1064677	1070913	+	5733
GCA_900093555.2#1#LT635621.2#0	133417	1416693	GCA_914969965.1#1#CAJZCX010000005.1#0	1077988	2363448	+	1257670
GCA_900093555.2#1#LT635621.2#0	1421445	1429253	GCA_914969965.1#1#CAJZCX010000005.1#0	2368020	2376586	+	5797
GCA_900093555.2#1#LT635621.2#0	1430335	1614630	GCA_914969965.1#1#CAJZCX010000005.1#0	2376598	2562089	+	173987
GCA_900093555.2#1#LT635622.1#0	5802	780785	GCA_914969965.1#1#CAJZCX010000008.1#0	34964	816100	+	761911
GCA_900093555.2#1#LT635622.1#0	780850	783587	GCA_914969965.1#1#CAJZCX010000008.1#0	816163	816339	+	3704
GCA_900093555.2#1#LT635622.1#0	783873	786135	GCA_914969965.1#1#CAJZCX010000008.1#0	810967	816712	+	3292
GCA_900093555.2#1#LT635622.1#0	786737	2190541	GCA_914969965.1#1#CAJZCX010000008.1#0	810967	2219368	+	1374963
GCA_900093555.2#1#LT635622.1#0	2239754	2251788	GCA_914969965.1#1#CAJZCX010000011.1#0	1791413	1807295	+	9348
GCA_900093555.2#1#LT635622.1#0	2261532	2265553	GCA_914969965.1#1#CAJZCX010000011.1#0	1813321	1817307	+	2938
GCA_900093555.2#1#LT635622.1#0	2266404	2269878	GCA_914969965.1#1#CAJZCX010000011.1#0	1818148	1821493	+	3063
GCA_900093555.2#1#LT635623.1#0	21924	26475	GCA_914969965.1#1#CAJZCX010000017.1#0	143607	148158	+	4549
GCA_900093555.2#1#LT635623.1#0	47394	50724	GCA_914969965.1#1#CAJZCX010000004.1#0	593646	597433	+	3039
GCA_900093555.2#1#LT635623.1#0	51106	56083	GCA_914969965.1#1#CAJZCX010000004.1#0	597820	606722	+	5795
GCA_900093555.2#1#LT635623.1#0	56203	1232351	GCA_914969965.1#1#CAJZCX010000004.1#0	602936	1785384	+	1153787
GCA_900093555.2#1#LT635623.1#0	1232361	3219870	GCA_914969965.1#1#CAJZCX010000004.1#0	1777255	3767928	+	1967670
GCA_900093555.2#1#LT635623.1#0	3233781	3262318	GCA_914969965.1#1#CAJZCX010000004.1#0	3794196	3822763	+	25692
GCA_900093555.2#1#LT635623.1#0	3269169	3270843	GCA_914969965.1#1#CAJZCX010000009.1#0	9048	10853	-	1157
GCA_900093555.2#1#LT635623.1#0	3269958	3271476	GCA_914969965.1#1#CAJZCX010000011.1#0	73082	74720	-	1103
GCA_900093555.2#1#LT635624.2#0	30672	193418	GCA_914969965.1#1#CAJZCX010000006.1#0	110862	280002	+	160891
GCA_900093555.2#1#LT635624.2#0	193517	395766	GCA_914969965.1#1#CAJZCX010000006.1#0	274154	479428	+	203372
GCA_900093555.2#1#LT635624.2#0	396386	401626	GCA_914969965.1#1#CAJZCX010000006.1#0	476721	481913	+	6068
GCA_900093555.2#1#LT635624.2#0	403174	509424	GCA_914969965.1#1#CAJZCX010000006.1#0	483461	589990	+	105398
GCA_900093555.2#1#LT635624.2#0	509463	514773	GCA_914969965.1#1#CAJZCX010000006.1#0	589926	596564	+	5340
GCA_900093555.2#1#LT635624.2#0	517293	520015	GCA_914969965.1#1#CAJZCX010000006.1#0	597781	600517	+	2716
GCA_900093555.2#1#LT635624.2#0	523082	978687	GCA_914969965.1#1#CAJZCX010000006.1#0	603581	1061923	+	453056
GCA_900093555.2#1#LT635624.2#0	978813	985041	GCA_914969965.1#1#CAJZCX010000006.1#0	1062044	1071969	+	7066
GCA_900093555.2#1#LT635624.2#0	985323	1083294	GCA_914969965.1#1#CAJZCX010000006.1#0	1068536	1167433	+	98496
GCA_900093555.2#1#LT635624.2#0	1083298	1087203	GCA_914969965.1#1#CAJZCX010000006.1#0	1175664	1175788	+	3760
GCA_900093555.2#1#LT635624.2#0	1087209	1091847	GCA_914969965.1#1#CAJZCX010000006.1#0	1167085	1178039	+	5397
GCA_900093555.2#1#LT635624.2#0	1091850	1125740	GCA_914969965.1#1#CAJZCX010000006.1#0	1167079	1210815	+	33734
GCA_900093555.2#1#LT635624.2#0	1125764	1126985	GCA_914969965.1#1#CAJZCX010000006.1#0	1209488	1214402	+	1225
GCA_900093555.2#1#LT635624.2#0	1127085	1134676	GCA_914969965.1#1#CAJZCX010000006.1#0	1210822	1220139	+	8116
GCA_900093555.2#1#LT635624.2#0	1134721	1160358	GCA_914969965.1#1#CAJZCX010000006.1#0	1218373	1243870	+	26091
GCA_900093555.2#1#LT635624.2#0	1160397	1166296	GCA_914969965.1#1#CAJZCX010000006.1#0	1243909	1251832	+	6325
GCA_900093555.2#1#LT635624.2#0	1166335	1193021	GCA_914969965.1#1#CAJZCX010000006.1#0	1249802	1280511	+	26166
GCA_900093555.2#1#LT635624.2#0	1193023	1239746	GCA_914969965.1#1#CAJZCX010000006.1#0	1280529	1325100	+	47623
GCA_900093555.2#1#LT635624.2#0	1244328	1246355	GCA_914969965.1#1#CAJZCX010000006.1#0	1324681	1331782	+	1874
GCA_900093555.2#1#LT635624.2#0	1248078	1410916	GCA_914969965.1#1#CAJZCX010000006.1#0	1331900	1494383	+	160447
GCA_900093555.2#1#LT635624.2#0	1414346	1417044	GCA_914969965.1#1#CAJZCX010000006.1#0	1497810	1500508	+	2696
GCA_900093555.2#1#LT635624.2#0	1419515	1488284	GCA_914969965.1#1#CAJZCX010000006.1#0	1502979	1576672	+	70441
GCA_900093555.2#1#LT635624.2#0	1489553	1494362	GCA_914969965.1#1#CAJZCX010000006.1#0	1573075	1577884	+	4817
GCA_900093555.2#1#LT635624.2#0	1496563	2118357	GCA_914969965.1#1#CAJZCX010000006.1#0	1580092	2204798	+	617185
GCA_900093555.2#1#LT635624.2#0	2118764	2123407	GCA_914969965.1#1#CAJZCX010000006.1#0	2201143	2205786	+	5368
GCA_900093555.2#1#LT635624.2#0	2123862	2125273	GCA_914969965.1#1#CAJZCX010000006.1#0	2206241	2207652	+	1403
GCA_900093555.2#1#LT635624.2#0	2126404	2131420	GCA_914969965.1#1#CAJZCX010000006.1#0	2208781	2215077	+	5476
GCA_900093555.2#1#LT635624.2#0	2131661	2221039	GCA_914969965.1#1#CAJZCX010000006.1#0	2214036	2303535	+	84133
GCA_900093555.2#1#LT635624.2#0	2221508	2223002	GCA_914969965.1#1#CAJZCX010000009.1#0	1974355	1976378	+	2028
GCA_900093555.2#1#LT635624.2#0	2223703	2226880	GCA_914969965.1#1#CAJZCX010000006.1#0	2306038	2309359	+	3578
GCA_900093555.2#1#LT635624.2#0	2239871	2242042	GCA_914969965.1#1#CAJZCX010000006.1#0	2323352	2325530	+	2090
GCA_900093555.2#1#LT635625.2#0	650	23370	GCA_914969965.1#1#CAJZCX010000003.1#0	79022	101727	+	22602
GCA_900093555.2#1#LT635625.2#0	23885	24912	GCA_914969965.1#1#CAJZCX010000003.1#0	102242	103269	+	1023
GCA_900093555.2#1#LT635625.2#0	25246	26487	GCA_914969965.1#1#CAJZCX010000003.1#0	103601	104844	+	1237
GCA_900093555.2#1#LT635625.2#0	32414	33857	GCA_914969965.1#1#CAJZCX010000003.1#0	110773	112216	+	1443
GCA_900093555.2#1#LT635625.2#0	40828	3195842	GCA_914969965.1#1#CAJZCX010000003.1#0	115544	3284764	+	3113057
GCA_900093555.2#1#LT635625.2#0	3195883	3199218	GCA_914969965.1#1#CAJZCX010000003.1#0	3277774	3285123	+	3566
GCA_900093555.2#1#LT635625.2#0	3199244	3202877	GCA_914969965.1#1#CAJZCX010000003.1#0	3277772	3285609	+	3884
GCA_900093555.2#1#LT635625.2#0	3202916	3244966	GCA_914969965.1#1#CAJZCX010000003.1#0	3277772	3326896	+	41177
GCA_900093555.2#1#LT635625.2#0	3248036	3286060	GCA_914969965.1#1#CAJZCX010000003.1#0	3338696	3376694	+	38041
GCA_900093555.2#1#LT635625.2#0	3287022	3288094	GCA_914969965.1#1#CAJZCX010000003.1#0	55428	57717	-	1253
GCA_900093555.2#1#LT635625.2#0	3288291	3290176	GCA_914969965.1#1#CAJZCX010000003.1#0	3378783	3380670	+	1872
GCA_900093555.2#1#LT635625.2#0	3316773	3317742	GCA_914969965.1#1#CAJZCX010000014.1#0	1291237	1292208	+	1087
GCA_900093555.2#1#LT635625.2#0	3316773	3319015	GCA_914969965.1#1#CAJZCX010000013.1#0	1246248	1248492	+	2380
GCA_900093555.2#1#LT635625.2#0	3342871	3344451	GCA_914969965.1#1#CAJZCX010000003.1#0	3445577	3447157	+	1450
GCA_900093555.2#1#FLZR02000001.1#0	12891	116506	GCA_914969965.1#1#CAJZCX010000017.1#0	394916	498052	+	100324
GCA_900093555.2#1#FLZR02000001.1#0	159142	178672	GCA_914969965.1#1#CAJZCX010000017.1#0	544127	560304	+	12744
GCA_900093555.2#1#FLZR02000002.1#0	240984	306236	GCA_914969965.1#1#CAJZCX010000005.1#0	225820	285349	-	49751
GCA_900093555.2#1#FLZR02000003.1#0	14740	16449	GCA_914969965.1#1#CAJZCX010000015.1#0	114989	116692	-	1558
GCA_900093555.2#1#FLZR02000003.1#0	16838	18179	GCA_914969965.1#1#CAJZCX010000015.1#0	113259	114600	-	1339
GCA_900093555.2#1#FLZR02000004.1#0	11308	12320	GCA_914969965.1#1#CAJZCX010000004.1#0	373196	374210	-	1058
GCA_900093555.2#1#FLZR02000004.1#0	11308	12320	GCA_914969965.1#1#CAJZCX010000011.1#0	76688	77702	-	1010
GCA_900093555.2#1#FLZR02000004.1#0	52922	57656	GCA_914969965.1#1#CAJZCX010000004.1#0	48924	57862	-	1685
GCA_900093555.2#1#FLZR02000004.1#0	57660	61006	GCA_914969965.1#1#CAJZCX010000004.1#0	48911	54532	-	1061
GCA_900093555.2#1#FLZR02000004.1#0	72154	93687	GCA_914969965.1#1#CAJZCX010000018.1#0	35460	65241	+	18765
GCA_900093555.2#1#FLZR02000004.1#0	94652	99810	GCA_914969965.1#1#CAJZCX010000018.1#0	57027	65253	+	1726
GCA_900093555.2#1#FLZR02000004.1#0	100185	103913	GCA_914969965.1#1#CAJZCX010000018.1#0	56469	65061	+	3386
GCA_900093555.2#1#FLZR02000004.1#0	104619	110737	GCA_914969965.1#1#CAJZCX010000018.1#0	65764	71906	+	4413
GCA_900093555.2#1#FLZR02000004.1#0	146873	148101	GCA_914969965.1#1#CAJZCX010000017.1#0	122511	123741	-	1107
GCA_900093555.2#1#FLZR02000004.1#0	173601	180331	GCA_914969965.1#1#CAJZCX010000013.1#0	151443	162777	-	5368
GCA_900093555.2#1#FLZR02000005.1#0	27448	41208	GCA_914969965.1#1#CAJZCX010000011.1#0	51569	65340	+	10623
GCA_900093555.2#1#FLZR02000007.1#0	23496	25815	GCA_914969965.1#1#CAJZCX010000014.1#0	28147	30194	-	1406
GCA_900093555.2#1#FLZR02000007.1#0	33718	43671	GCA_914969965.1#1#CAJZCX010000004.1#0	3861005	3870992	+	6913
GCA_900093555.2#1#FLZR02000007.1#0	135903	140785	GCA_914969965.1#1#CAJZCX010000009.1#0	1958504	1961550	+	4301
GCA_900093555.2#1#FLZR02000007.1#0	136087	140887	GCA_914969965.1#1#CAJZCX010000003.1#0	3744150	3747764	+	4117
GCA_900093555.2#1#FLZR02000007.1#0	142083	142497	GCA_914969965.1#1#CAJZCX010000004.1#0	355168	359513	-	1076
GCA_900093555.2#1#FLZR02000007.1#0	142083	142525	GCA_914969965.1#1#CAJZCX010000009.1#0	1962559	1967187	+	1114
GCA_900093555.2#1#FLZR02000007.1#0	143951	144411	GCA_914969965.1#1#CAJZCX010000009.1#0	1967001	1967191	+	1258
GCA_900093555.2#1#FLZR02000008.1#0	1808	3168	GCA_914969965.1#1#CAJZCX010000015.1#0	115762	117103	+	1289
GCA_900093555.2#1#FLZR02000008.1#0	3269	5008	GCA_914969965.1#1#CAJZCX010000015.1#0	117222	118961	+	1735
GCA_900093555.2#1#FLZR02000008.1#0	9130	10428	GCA_914969965.1#1#CAJZCX010000018.1#0	13167	14465	-	1294
GCA_900093555.2#1#FLZR02000008.1#0	9966	11652	GCA_914969965.1#1#CAJZCX010000015.1#0	123832	125329	+	1395
GCA_900093555.2#1#FLZR02000008.1#0	12494	15008	GCA_914969965.1#1#CAJZCX010000015.1#0	126163	128287	+	2099
GCA_900093555.2#1#FLZR02000008.1#0	14046	15252	GCA_914969965.1#1#CAJZCX010000012.1#0	23966	25172	+	1204
GCA_900093555.2#1#FLZR02000008.1#0	15413	17389	GCA_914969965.1#1#CAJZCX010000003.1#0	4010688	4012667	-	1944
GCA_900093555.2#1#FLZR02000008.1#0	15710	17389	GCA_914969965.1#1#CAJZCX010000015.1#0	128989	130671	+	1647
GCA_900093555.2#1#FLZR02000008.1#0	19226	20530	GCA_914969965.1#1#CAJZCX010000018.1#0	4207	5489	-	1176
GCA_900093555.2#1#FLZR02000008.1#0	20800	21877	GCA_914969965.1#1#CAJZCX010000012.1#0	28665	29742	+	1077
GCA_900093555.2#1#FLZR02000008.1#0	20800	21928	GCA_914969965.1#1#CAJZCX010000018.1#0	4361	5489	-	1128
GCA_900093555.2#1#FLZR02000008.1#0	25475	28482	GCA_914969965.1#1#CAJZCX010000003.1#0	4003231	4006238	-	3007
GCA_900093555.2#1#FLZR02000008.1#0	25497	29241	GCA_914969965.1#1#CAJZCX010000015.1#0	135160	138904	+	3742
GCA_900093555.2#1#FLZR02000008.1#0	29243	30882	GCA_914969965.1#1#CAJZCX010000015.1#0	138906	140545	+	1639
GCA_900093555.2#1#FLZR02000008.1#0	28484	33318	GCA_914969965.1#1#CAJZCX010000003.1#0	3998395	4003229	-	4832
GCA_900093555.2#1#FLZR02000008.1#0	31687	33647	GCA_914969965.1#1#CAJZCX010000015.1#0	141350	143310	+	1960
