tName	tStart	tEnd	qName	qStart	qEnd	strand	score
GCA_900093555.2#1#LT635615.1#0	225919	238163	GCA_900093545.1#1#LT615242.1#0	136803	149072	+	12195
GCA_900093555.2#1#LT635615.1#0	243778	1067911	GCA_900093545.1#1#LT615242.1#0	154870	978099	+	799749
GCA_900093555.2#1#LT635616.2#0	15505	17860	GCA_900093545.1#1#FLYH01000126.1#0	456	2998	+	1459
GCA_900093555.2#1#LT635616.2#0	93319	1140509	GCA_900093545.1#1#LT615243.1#0	28527	1073952	+	1019790
GCA_900093555.2#1#LT635616.2#0	1140509	1594666	GCA_900093545.1#1#LT615243.1#0	1066910	1523807	+	441458
GCA_900093555.2#1#LT635616.2#0	1594762	1596950	GCA_900093545.1#1#LT615243.1#0	1523915	1526142	+	2040
GCA_900093555.2#1#LT635616.2#0	1596945	1598791	GCA_900093545.1#1#FLYH01000013.1#0	567	2413	+	1824
GCA_900093555.2#1#LT635616.2#0	1613055	1614297	GCA_900093545.1#1#FLYH01000298.1#0	2671	3915	+	1189
GCA_900093555.2#1#LT635617.2#0	4625	5920	GCA_900093545.1#1#FLYH01000060.1#0	1454	3202	+	1291
GCA_900093555.2#1#LT635617.2#0	6052	8444	GCA_900093545.1#1#FLYH01000060.1#0	3330	6263	+	2282
GCA_900093555.2#1#LT635617.2#0	12258	119328	GCA_900093545.1#1#LT615244.1#0	6545	117816	+	104638
GCA_900093555.2#1#LT635617.2#0	119767	124632	GCA_900093545.1#1#LT615244.1#0	114800	119827	+	5005
GCA_900093555.2#1#LT635617.2#0	126224	248676	GCA_900093545.1#1#LT615244.1#0	121416	243945	+	117725
GCA_900093555.2#1#LT635617.2#0	248676	1092166	GCA_900093545.1#1#LT615244.1#0	303445	1143308	+	819806
GCA_900093555.2#1#LT635617.2#0	1092736	1093881	GCA_900093545.1#1#LT615244.1#0	1143878	1145023	+	1135
GCA_900093555.2#1#LT635617.2#0	1094143	1095440	GCA_900093545.1#1#LT615244.1#0	1145285	1149970	+	1690
GCA_900093555.2#1#LT635617.2#0	1096326	1097447	GCA_900093545.1#1#LT615244.1#0	1147468	1149892	+	1617
GCA_900093555.2#1#LT635617.2#0	1097656	1099264	GCA_900093545.1#1#LT615244.1#0	1148795	1150403	+	2017
GCA_900093555.2#1#LT635617.2#0	1099277	1101672	GCA_900093545.1#1#LT615252.1#0	3301360	3303750	+	2012
GCA_900093555.2#1#LT635617.2#0	1102673	1103626	GCA_900093545.1#1#FLYH01000142.1#0	1013	3537	+	1079
GCA_900093555.2#1#LT635617.2#0	1105785	1107764	GCA_900093545.1#1#FLYH01000142.1#0	3972	5673	+	1372
GCA_900093555.2#1#LT635617.2#0	1111059	1112512	GCA_900093545.1#1#FLYH01000206.1#0	1648	5904	+	1205
GCA_900093555.2#1#LT635617.2#0	1115147	1117059	GCA_900093545.1#1#FLYH01000206.1#0	3620	6852	+	1320
GCA_900093555.2#1#LT635618.2#0	15482	18904	GCA_900093545.1#1#LT615245.1#0	3566	7932	+	4165
GCA_900093555.2#1#LT635618.2#0	19609	21116	GCA_900093545.1#1#LT615245.1#0	8637	12399	+	1992
GCA_900093555.2#1#LT635618.2#0	21996	23377	GCA_900093545.1#1#LT615245.1#0	11015	12409	+	1717
GCA_900093555.2#1#LT635618.2#0	23379	190064	GCA_900093545.1#1#LT615245.1#0	12411	179375	+	169587
GCA_900093555.2#1#LT635618.2#0	190094	196597	GCA_900093545.1#1#LT615245.1#0	179405	189553	+	7316
GCA_900093555.2#1#LT635618.2#0	196618	899042	GCA_900093545.1#1#LT615245.1#0	185961	891444	+	698195
GCA_900093555.2#1#LT635618.2#0	899044	909896	GCA_900093545.1#1#LT615245.1#0	885421	899658	+	10392
GCA_900093555.2#1#LT635618.2#0	910963	915472	GCA_900093545.1#1#LT615245.1#0	900725	909522	+	5103
GCA_900093555.2#1#LT635618.2#0	916295	1173003	GCA_900093545.1#1#LT615245.1#0	906032	1162635	+	253681
GCA_900093555.2#1#LT635618.2#0	1173577	1178155	GCA_900093545.1#1#LT615245.1#0	1163209	1167755	+	4511
GCA_900093555.2#1#LT635618.2#0	1178728	1211636	GCA_900093545.1#1#LT615245.1#0	1168328	1202458	+	32217
GCA_900093555.2#1#LT635618.2#0	1212200	1217580	GCA_900093545.1#1#LT615245.1#0	1203022	1211256	+	5483
GCA_900093555.2#1#LT635618.2#0	1218043	1252624	GCA_900093545.1#1#LT615245.1#0	1208885	1248120	+	33714
GCA_900093555.2#1#LT635618.2#0	1252960	1256078	GCA_900093545.1#1#LT615245.1#0	1244543	1252260	+	3398
GCA_900093555.2#1#LT635618.2#0	1256982	1257740	GCA_900093545.1#1#LT615245.1#0	1244524	1252274	+	1047
GCA_900093555.2#1#LT635618.2#0	1259065	1260929	GCA_900093545.1#1#LT615245.1#0	1247720	1254562	+	1630
GCA_900093555.2#1#LT635618.2#0	1261342	1482093	GCA_900093545.1#1#LT615245.1#0	1254869	1477563	+	216418
GCA_900093555.2#1#LT635618.2#0	1482567	1572908	GCA_900093545.1#1#LT615245.1#0	1478022	1566923	+	86847
GCA_900093555.2#1#LT635618.2#0	1576849	1580475	GCA_900093545.1#1#LT615245.1#0	1567985	1571611	+	3624
GCA_900093555.2#1#LT635619.1#0	355	1752	GCA_900093545.1#1#LT615246.1#0	865	3219	+	2381
GCA_900093555.2#1#LT635619.1#0	1756	4384	GCA_900093545.1#1#LT615246.1#0	2264	4894	+	3544
GCA_900093555.2#1#LT635619.1#0	4386	57533	GCA_900093545.1#1#LT615246.1#0	4896	58438	+	50985
GCA_900093555.2#1#LT635619.1#0	57563	616697	GCA_900093545.1#1#LT615246.1#0	67393	628602	+	551987
GCA_900093555.2#1#LT635619.1#0	617105	1568465	GCA_900093545.1#1#LT615246.1#0	636121	1590841	+	932879
GCA_900093555.2#1#LT635619.1#0	1568490	1571990	GCA_900093545.1#1#LT615246.1#0	1587262	1593213	+	4091
GCA_900093555.2#1#LT635619.1#0	1572006	1574373	GCA_900093545.1#1#LT615246.1#0	1587250	1594305	+	2946
GCA_900093555.2#1#LT635619.1#0	1574392	1760071	GCA_900093545.1#1#LT615246.1#0	1593239	1779147	+	180975
GCA_900093555.2#1#LT635619.1#0	1762754	1790015	GCA_900093545.1#1#LT615246.1#0	1773490	1799833	+	22964
GCA_900093555.2#1#LT635620.2#0	17992	23868	GCA_900093545.1#1#FLYH01000024.1#0	3155	6387	+	1420
GCA_900093555.2#1#LT635620.2#0	24587	26380	GCA_900093545.1#1#FLYH01000024.1#0	5476	7263	+	1723
GCA_900093555.2#1#LT635620.2#0	29288	42634	GCA_900093545.1#1#LT615247.1#0	3031	16402	+	12701
GCA_900093555.2#1#LT635620.2#0	42812	77733	GCA_900093545.1#1#LT615247.1#0	16553	26547	+	9189
GCA_900093555.2#1#LT635620.2#0	78749	86867	GCA_900093545.1#1#LT615247.1#0	27561	35665	+	6671
GCA_900093555.2#1#LT635620.2#0	86974	89627	GCA_900093545.1#1#LT615247.1#0	35770	38444	+	1928
GCA_900093555.2#1#LT635620.2#0	90813	92615	GCA_900093545.1#1#LT615247.1#0	39624	45152	+	1577
GCA_900093555.2#1#LT635620.2#0	92938	94707	GCA_900093545.1#1#LT615247.1#0	40023	45152	+	1897
GCA_900093555.2#1#LT635620.2#0	94936	96344	GCA_900093545.1#1#LT615247.1#0	43750	45482	+	1431
GCA_900093555.2#1#LT635620.2#0	96593	103985	GCA_900093545.1#1#LT615247.1#0	45407	52715	+	4749
GCA_900093555.2#1#LT635620.2#0	110638	158591	GCA_900093545.1#1#LT615247.1#0	59605	107952	+	41053
GCA_900093555.2#1#LT635620.2#0	229273	1704649	GCA_900093545.1#1#LT615247.1#0	152358	1640138	+	1443325
GCA_900093555.2#1#LT635620.2#0	1704762	1708617	GCA_900093545.1#1#LT615247.1#0	1640251	1648906	+	4676
GCA_900093555.2#1#LT635620.2#0	1709810	1713650	GCA_900093545.1#1#LT615247.1#0	1645307	1649137	+	4644
GCA_900093555.2#1#LT635620.2#0	1715664	2335306	GCA_900093545.1#1#LT615247.1#0	1651151	2273297	+	616979
GCA_900093555.2#1#LT635620.2#0	2335366	2336839	GCA_900093545.1#1#LT615247.1#0	2273352	2274822	+	1443
GCA_900093555.2#1#LT635620.2#0	2339215	2350035	GCA_900093545.1#1#FLYH01000111.1#0	1820	12640	+	10793
GCA_900093555.2#1#LT635620.2#0	2351040	2352392	GCA_900093545.1#1#FLYH01000222.1#0	213	1565	+	1352
GCA_900093555.2#1#LT635620.2#0	2354456	2384852	GCA_900093545.1#1#FLYH01000294.1#0	774	31065	+	29946
GCA_900093555.2#1#LT635621.2#0	117592	133112	GCA_900093545.1#1#LT615241.1#0	966962	982400	-	12243
GCA_900093555.2#1#LT635621.2#0	133918	1416799	GCA_900093545.1#1#LT615248.1#0	449	1289052	+	1256718
GCA_900093555.2#1#LT635621.2#0	1418235	1419963	GCA_900093545.1#1#FLYH01000167.1#0	2578	7924	+	1525
GCA_900093555.2#1#LT635621.2#0	1422184	1423675	GCA_900093545.1#1#LT615248.1#0	1293554	1295092	+	1350
GCA_900093555.2#1#LT635621.2#0	1448827	1595586	GCA_900093545.1#1#LT615248.1#0	1343445	1488449	+	139939
GCA_900093555.2#1#LT635621.2#0	1644952	1648990	GCA_900093545.1#1#FLYH01000096.1#0	79	4150	-	2191
GCA_900093555.2#1#LT635622.1#0	5802	20187	GCA_900093545.1#1#FLYH01000133.1#0	9689	21957	+	10784
GCA_900093555.2#1#LT635622.1#0	20779	22172	GCA_900093545.1#1#FLYH01000133.1#0	21957	23350	+	1389
GCA_900093555.2#1#LT635622.1#0	21891	780785	GCA_900093545.1#1#LT615249.1#0	1611	764847	+	746855
GCA_900093555.2#1#LT635622.1#0	780852	783887	GCA_900093545.1#1#LT615249.1#0	759479	765459	+	4177
GCA_900093555.2#1#LT635622.1#0	783887	786135	GCA_900093545.1#1#LT615249.1#0	759580	764845	+	3303
GCA_900093555.2#1#LT635622.1#0	786200	1644021	GCA_900093545.1#1#LT615249.1#0	764910	1621008	+	842672
GCA_900093555.2#1#LT635622.1#0	1645546	2229535	GCA_900093545.1#1#LT615249.1#0	1655458	2243054	+	565521
GCA_900093555.2#1#LT635622.1#0	2229707	2240224	GCA_900093545.1#1#LT615249.1#0	2235028	2249263	+	9114
GCA_900093555.2#1#LT635622.1#0	2242410	2247226	GCA_900093545.1#1#LT615249.1#0	2251440	2256346	+	3693
GCA_900093555.2#1#LT635623.1#0	47366	50724	GCA_900093545.1#1#LT615250.1#0	23445	27236	+	3031
GCA_900093555.2#1#LT635623.1#0	51106	56083	GCA_900093545.1#1#LT615250.1#0	27618	36527	+	5717
GCA_900093555.2#1#LT635623.1#0	56203	1232305	GCA_900093545.1#1#LT615250.1#0	32743	1209444	+	1152400
GCA_900093555.2#1#LT635623.1#0	1232351	1240161	GCA_900093545.1#1#LT615250.1#0	1206208	1213921	+	7569
GCA_900093555.2#1#LT635623.1#0	1240206	3219068	GCA_900093545.1#1#LT615250.1#0	1213966	3191074	+	1956538
GCA_900093555.2#1#LT635623.1#0	3235173	3262318	GCA_900093545.1#1#LT615250.1#0	3209320	3236420	+	24248
GCA_900093555.2#1#LT635624.2#0	25426	193290	GCA_900093545.1#1#LT615251.1#0	20340	191135	+	165723
GCA_900093555.2#1#LT635624.2#0	193418	198920	GCA_900093545.1#1#LT615251.1#0	188737	194127	+	5297
GCA_900093555.2#1#LT635624.2#0	199352	395766	GCA_900093545.1#1#LT615251.1#0	194559	394153	+	197872
GCA_900093555.2#1#LT635624.2#0	396386	401626	GCA_900093545.1#1#LT615251.1#0	391429	396625	+	6048
GCA_900093555.2#1#LT635624.2#0	403174	509424	GCA_900093545.1#1#LT615251.1#0	398173	504636	+	105301
GCA_900093555.2#1#LT635624.2#0	509463	514773	GCA_900093545.1#1#LT615251.1#0	504572	511210	+	5332
GCA_900093555.2#1#LT635624.2#0	517355	520015	GCA_900093545.1#1#LT615251.1#0	512492	515196	+	2570
GCA_900093555.2#1#LT635624.2#0	523082	978672	GCA_900093545.1#1#LT615251.1#0	518260	976181	+	453434
GCA_900093555.2#1#LT635624.2#0	978813	985041	GCA_900093545.1#1#LT615251.1#0	976320	986219	+	6965
GCA_900093555.2#1#LT635624.2#0	985297	1083294	GCA_900093545.1#1#LT615251.1#0	982760	1081321	+	97805
GCA_900093555.2#1#LT635624.2#0	1083440	1125740	GCA_900093545.1#1#LT615251.1#0	1077952	1125035	+	42656
GCA_900093555.2#1#LT635624.2#0	1125764	1126985	GCA_900093545.1#1#LT615251.1#0	1123769	1128572	+	1273
GCA_900093555.2#1#LT635624.2#0	1127085	1134676	GCA_900093545.1#1#LT615251.1#0	1125042	1134312	+	8271
GCA_900093555.2#1#LT635624.2#0	1134721	1166259	GCA_900093545.1#1#LT615251.1#0	1132546	1164014	+	32026
GCA_900093555.2#1#LT635624.2#0	1166296	1239746	GCA_900093545.1#1#LT615251.1#0	1158109	1239498	+	71908
GCA_900093555.2#1#LT635624.2#0	1244328	1246355	GCA_900093545.1#1#LT615251.1#0	1239031	1246253	+	1884
GCA_900093555.2#1#LT635624.2#0	1248078	1410916	GCA_900093545.1#1#LT615251.1#0	1246371	1408767	+	160932
GCA_900093555.2#1#LT635624.2#0	1414346	1417044	GCA_900093545.1#1#LT615251.1#0	1412253	1414951	+	2698
GCA_900093555.2#1#LT635624.2#0	1419515	1488284	GCA_900093545.1#1#LT615251.1#0	1417432	1491193	+	70311
GCA_900093555.2#1#LT635624.2#0	1489553	1494362	GCA_900093545.1#1#LT615251.1#0	1487596	1492405	+	4836
GCA_900093555.2#1#LT635624.2#0	1496599	1678344	GCA_900093545.1#1#LT615251.1#0	1494590	1678705	+	181046
GCA_900093555.2#1#LT635624.2#0	1678483	2118357	GCA_900093545.1#1#LT615251.1#0	1678827	2122646	+	439017
GCA_900093555.2#1#LT635624.2#0	2118764	2123407	GCA_900093545.1#1#LT615251.1#0	2118959	2123634	+	5368
GCA_900093555.2#1#LT635624.2#0	2123862	2125273	GCA_900093545.1#1#LT615251.1#0	2124091	2125502	+	1405
GCA_900093555.2#1#LT635624.2#0	2126404	2131420	GCA_900093545.1#1#LT615251.1#0	2126631	2132929	+	5488
GCA_900093555.2#1#LT635624.2#0	2131661	2210903	GCA_900093545.1#1#LT615251.1#0	2131888	2211028	+	75569
GCA_900093555.2#1#LT635624.2#0	2227930	2229305	GCA_900093545.1#1#FLYH01000127.1#0	14836	16211	-	1414
GCA_900093555.2#1#LT635624.2#0	2231170	2232252	GCA_900093545.1#1#FLYH01000127.1#0	10319	12968	-	1615
GCA_900093555.2#1#LT635624.2#0	2232600	2233438	GCA_900093545.1#1#FLYH01000127.1#0	10697	11535	-	1061
GCA_900093555.2#1#LT635624.2#0	2235452	2237624	GCA_900093545.1#1#FLYH01000127.1#0	4671	6852	-	2273
GCA_900093555.2#1#LT635624.2#0	2239996	2241291	GCA_900093545.1#1#FLYH01000124.1#0	9695	10992	-	1067
GCA_900093555.2#1#LT635624.2#0	2248195	2248868	GCA_900093545.1#1#FLYH01000124.1#0	0	1789	-	1206
GCA_900093555.2#1#LT635625.2#0	650	23370	GCA_900093545.1#1#LT615252.1#0	16179	38884	+	22577
GCA_900093555.2#1#LT635625.2#0	23885	24912	GCA_900093545.1#1#LT615252.1#0	39399	40426	+	1023
GCA_900093555.2#1#LT635625.2#0	25246	26487	GCA_900093545.1#1#LT615252.1#0	40758	41999	+	1237
GCA_900093555.2#1#LT635625.2#0	32414	33857	GCA_900093545.1#1#LT615252.1#0	47718	49161	+	1441
GCA_900093555.2#1#LT635625.2#0	40793	3195842	GCA_900093545.1#1#LT615252.1#0	55820	3220024	+	3116765
GCA_900093555.2#1#LT635625.2#0	3195883	3199218	GCA_900093545.1#1#LT615252.1#0	3213029	3220343	+	3556
GCA_900093555.2#1#LT635625.2#0	3199244	3202877	GCA_900093545.1#1#LT615252.1#0	3213027	3220857	+	3938
GCA_900093555.2#1#LT635625.2#0	3202916	3281945	GCA_900093545.1#1#LT615252.1#0	3213027	3300757	+	78448
GCA_900093555.2#1#LT635625.2#0	3283401	3286060	GCA_900093545.1#1#LT615252.1#0	3301360	3304019	+	2659
GCA_900093555.2#1#LT635625.2#0	3289867	3291554	GCA_900093545.1#1#FLYH01000142.1#0	3996	5673	+	1385
GCA_900093555.2#1#LT635625.2#0	3294114	3295309	GCA_900093545.1#1#FLYH01000142.1#0	7933	9158	+	1259
GCA_900093555.2#1#LT635625.2#0	3334269	3335972	GCA_900093545.1#1#FLYH01000101.1#0	20	1765	+	1633
GCA_900093555.2#1#FLZR02000001.1#0	12893	116442	GCA_900093545.1#1#FLYH01000022.1#0	215281	323102	-	100246
GCA_900093555.2#1#FLZR02000002.1#0	241018	292747	GCA_900093545.1#1#FLYH01000177.1#0	121502	173140	+	44880
GCA_900093555.2#1#FLZR02000002.1#0	298260	302982	GCA_900093545.1#1#FLYH01000258.1#0	1048	5629	+	1826
GCA_900093555.2#1#FLZR02000002.1#0	305626	315234	GCA_900093545.1#1#FLYH01000171.1#0	12	6833	-	5797
GCA_900093555.2#1#FLZR02000003.1#0	14740	18614	GCA_900093545.1#1#FLYH01000214.1#0	171	4209	-	2673
GCA_900093555.2#1#FLZR02000003.1#0	20768	25118	GCA_900093545.1#1#FLYH01000237.1#0	3391	7727	-	4018
GCA_900093555.2#1#FLZR02000003.1#0	44302	53008	GCA_900093545.1#1#FLYH01000128.1#0	227	6104	-	1570
GCA_900093555.2#1#FLZR02000004.1#0	6615	8856	GCA_900093545.1#1#FLYH01000113.1#0	4889	10738	+	2451
GCA_900093555.2#1#FLZR02000004.1#0	53782	55820	GCA_900093545.1#1#FLYH01000163.1#0	1385	3546	+	2034
GCA_900093555.2#1#FLZR02000004.1#0	58219	59045	GCA_900093545.1#1#FLYH01000094.1#0	15359	20697	-	1018
GCA_900093555.2#1#FLZR02000004.1#0	81624	85467	GCA_900093545.1#1#LT615239.1#0	878998	886659	+	2649
GCA_900093555.2#1#FLZR02000004.1#0	92602	93897	GCA_900093545.1#1#FLYH01000012.1#0	11031	12592	-	1316
GCA_900093555.2#1#FLZR02000004.1#0	95175	99810	GCA_900093545.1#1#LT615239.1#0	891490	899195	+	1651
GCA_900093555.2#1#FLZR02000004.1#0	100185	103928	GCA_900093545.1#1#LT615239.1#0	890708	899015	+	3471
GCA_900093555.2#1#FLZR02000004.1#0	104615	117303	GCA_900093545.1#1#LT615239.1#0	899702	909389	+	8626
GCA_900093555.2#1#FLZR02000004.1#0	140368	144194	GCA_900093545.1#1#FLYH01000152.1#0	32	4811	+	3704
GCA_900093555.2#1#FLZR02000004.1#0	145022	148101	GCA_900093545.1#1#FLYH01000194.1#0	2550	4465	-	1677
GCA_900093555.2#1#FLZR02000004.1#0	173601	180786	GCA_900093545.1#1#FLYH01000121.1#0	30251	38663	-	5947
GCA_900093555.2#1#FLZR02000004.1#0	184270	186280	GCA_900093545.1#1#FLYH01000265.1#0	0	2574	-	1489
GCA_900093555.2#1#FLZR02000005.1#0	27640	41208	GCA_900093545.1#1#FLYH01000078.1#0	8119	21758	+	10743
GCA_900093555.2#1#FLZR02000006.1#0	75442	83205	GCA_900093545.1#1#FLYH01000230.1#0	121	6807	+	4398
GCA_900093555.2#1#FLZR02000007.1#0	23952	25103	GCA_900093545.1#1#FLYH01000345.1#0	5795	9953	-	1151
GCA_900093555.2#1#FLZR02000007.1#0	23834	30176	GCA_900093545.1#1#FLYH01000169.1#0	116	2717	-	1850
GCA_900093555.2#1#FLZR02000007.1#0	33718	43720	GCA_900093545.1#1#FLYH01000168.1#0	5957	14670	-	6658
GCA_900093555.2#1#FLZR02000007.1#0	135965	140373	GCA_900093545.1#1#LT615241.1#0	1425851	1430046	+	3548
GCA_900093555.2#1#FLZR02000007.1#0	143721	144405	GCA_900093545.1#1#FLYH01000043.1#0	3825	5775	+	1320
GCA_900093555.2#1#FLZR02000008.1#0	1040	3168	GCA_900093545.1#1#FLYH01000214.1#0	2533	5057	+	1542
GCA_900093555.2#1#FLZR02000008.1#0	6020	12161	GCA_900093545.1#1#FLYH01000112.1#0	0	5841	-	5008
GCA_900093555.2#1#FLZR02000008.1#0	18927	40811	GCA_900093545.1#1#FLYH01000202.1#0	2495	12906	-	11502
GCA_900093555.2#1#FLZR02000008.1#0	45066	57343	GCA_900093545.1#1#FLYH01000164.1#0	0	11839	-	11317
GCA_900093555.2#1#FLZR02000009.1#0	38341	43244	GCA_900093545.1#1#FLYH01000084.1#0	23734	28637	-	4827
GCA_900093555.2#1#FLZR02000009.1#0	49942	57918	GCA_900093545.1#1#FLYH01000084.1#0	8776	16725	-	5822
GCA_900093555.2#1#FLZR02000011.1#0	0	43940	GCA_900093545.1#1#LT615241.1#0	1274857	1318742	+	43206
GCA_900093555.2#1#FLZR02000011.1#0	46827	81249	GCA_900093545.1#1#LT615241.1#0	1326723	1364791	+	34362
GCA_900093555.2#1#FLZR02000011.1#0	81249	82482	GCA_900093545.1#1#LT615241.1#0	1358199	1365629	+	1881
GCA_900093555.2#1#FLZR02000011.1#0	82754	87630	GCA_900093545.1#1#LT615241.1#0	1361372	1367518	+	5250
GCA_900093555.2#1#FLZR02000011.1#0	88217	119379	GCA_900093545.1#1#LT615241.1#0	1368069	1399164	+	28865
GCA_900093555.2#1#FLZR02000011.1#0	119381	121673	GCA_900093545.1#1#LT615241.1#0	1399166	1401476	+	2255
GCA_900093555.2#1#FLZR02000011.1#0	121675	129795	GCA_900093545.1#1#LT615241.1#0	1401478	1409588	+	7749
GCA_900093555.2#1#FLZR02000011.1#0	135571	138206	GCA_900093545.1#1#LT615241.1#0	1415760	1419317	+	3660
GCA_900093555.2#1#FLZR02000012.1#0	2388	8039	GCA_900093545.1#1#FLYH01000209.1#0	2	5230	-	2214
GCA_900093555.2#1#FLZR02000012.1#0	16879	21981	GCA_900093545.1#1#FLYH01000290.1#0	1160	4062	+	1724
GCA_900093555.2#1#FLZR02000012.1#0	112902	114953	GCA_900093545.1#1#FLYH01000057.1#0	1832	3883	-	2015
GCA_900093555.2#1#FLZR02000013.1#0	46375	50644	GCA_900093545.1#1#FLYH01000155.1#0	100047	104316	+	4267
GCA_900093555.2#1#FLZR02000013.1#0	55872	67665	GCA_900093545.1#1#FLYH01000155.1#0	111063	122854	+	12386
GCA_900093555.2#1#FLZR02000013.1#0	67665	69337	GCA_900093545.1#1#FLYH01000066.1#0	65	1737	+	1672
GCA_900093555.2#1#FLZR02000013.1#0	69542	81243	GCA_900093545.1#1#FLYH01000155.1#0	124741	136534	+	11506
GCA_900093555.2#1#FLZR02000013.1#0	94134	97123	GCA_900093545.1#1#FLYH01000065.1#0	121	2379	-	1724
GCA_900093555.2#1#FLZR02000013.1#0	101603	104802	GCA_900093545.1#1#FLYH01000064.1#0	1074	5890	-	1745
GCA_900093555.2#1#FLZR02000013.1#0	105923	108651	GCA_900093545.1#1#FLYH01000063.1#0	13190	16020	-	2549
GCA_900093555.2#1#FLZR02000014.1#0	6859	8203	GCA_900093545.1#1#FLYH01000260.1#0	1071	2755	-	1344
GCA_900093555.2#1#FLZR02000015.1#0	45191	46360	GCA_900093545.1#1#FLYH01000071.1#0	13029	14194	-	1099
GCA_900093555.2#1#FLZR02000015.1#0	50215	51656	GCA_900093545.1#1#FLYH01000071.1#0	7152	8593	-	1441
GCA_900093555.2#1#FLZR02000015.1#0	51658	54652	GCA_900093545.1#1#FLYH01000071.1#0	4157	7150	-	2725
GCA_900093555.2#1#FLZR02000015.1#0	74053	79102	GCA_900093545.1#1#FLYH01000140.1#0	2407	7955	+	3773
GCA_900093555.2#1#FLZR02000015.1#0	79966	82488	GCA_900093545.1#1#FLYH01000140.1#0	8813	11332	+	2039
GCA_900093555.2#1#FLZR02000016.1#0	60400	63070	GCA_900093545.1#1#LT615241.1#0	1435508	1440009	+	1283
GCA_900093555.2#1#FLZR02000017.1#0	4874	52666	GCA_900093545.1#1#FLYH01000022.1#0	329633	376428	+	42017
GCA_900093555.2#1#FLZR02000017.1#0	76501	81153	GCA_900093545.1#1#FLYH01000088.1#0	16598	21485	-	4425
GCA_900093555.2#1#FLZR02000017.1#0	87091	88554	GCA_900093545.1#1#FLYH01000032.1#0	875	2319	+	1160
