run_accession	fastq_ftp	fastq_bytes	fastq_md5
ERR022864	ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022864/ERR022864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR022/ERR022864/ERR022864_2.fastq.gz	419477602;379105688	baea0943e9db15e68ecfa86db26ab9c9;10b0de307e579657dd94d8242ce1ea5a
ERR021981	ftp.sra.ebi.ac.uk/vol1/fastq/ERR021/ERR021981/ERR021981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR021/ERR021981/ERR021981_2.fastq.gz	392241770;331821276	d86ed1f1831c7abf0cbeb483e9d6f741;467ee0f52aca1bdf752ed5697965bb3d
ERR054088	ftp.sra.ebi.ac.uk/vol1/fastq/ERR054/ERR054088/ERR054088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR054/ERR054088/ERR054088_2.fastq.gz	136419588;137277757	62882a3f641d04e730dc7e96c8487525;d4f084d7f59213267b83f91dcd696a02
ERR054082	ftp.sra.ebi.ac.uk/vol1/fastq/ERR054/ERR054082/ERR054082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR054/ERR054082/ERR054082_2.fastq.gz	437208780;442421154	ad5e51ef508d0709622394181ae315f2;a9555cdd52392aac711b598e46f4efbc
ERR034096	ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034096/ERR034096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR034/ERR034096/ERR034096_2.fastq.gz	2100265545;1987743422	e46775dda9881c19871c60679bb7633a;78db1ab431a57946e2b459ca5f1ae936
ERR054085	ftp.sra.ebi.ac.uk/vol1/fastq/ERR054/ERR054085/ERR054085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR054/ERR054085/ERR054085_2.fastq.gz	832202912;841906657	d1e92c2c381c4e480cdcbcb9575c10ae;723b3db10ae17734fb8673dd3906d256
ERR1035497	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/007/ERR1035497/ERR1035497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/007/ERR1035497/ERR1035497_2.fastq.gz	882502743;919724734	6a9854bbb6be178afaa462f4e6acec20;abcb41e61595dd7db27db86aa68179c8
ERR1035499	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/009/ERR1035499/ERR1035499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/009/ERR1035499/ERR1035499_2.fastq.gz	814611715;844573591	12829b91340bd54f5398a171de054d23;7dc3f46b0129a519d10e51deff6e4d30
ERR1035495	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/005/ERR1035495/ERR1035495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/005/ERR1035495/ERR1035495_2.fastq.gz	465860656;484992513	39b8341b146dc91b8a3a27197701f98f;eba076bf640a577b48634235008a7d39
ERR054087	ftp.sra.ebi.ac.uk/vol1/fastq/ERR054/ERR054087/ERR054087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR054/ERR054087/ERR054087_2.fastq.gz	407523217;410236879	aacfcd4b776b679d3cf9798825640ed2;c6039f15608e2eeae94d3454e1a427a3
ERR054080	ftp.sra.ebi.ac.uk/vol1/fastq/ERR054/ERR054080/ERR054080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR054/ERR054080/ERR054080_2.fastq.gz	247947104;249230156	5f3a3b1ff1323c25487f4a8e5556e1a6;6098c81ef69fd135c371306cbc262ef0
ERR1035500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/000/ERR1035500/ERR1035500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/000/ERR1035500/ERR1035500_2.fastq.gz	1121082220;1160714704	9d8d933f0a4aacaf55be943ca6850e88;5ba26884783736c9134b0d4b2264dbc9
ERR054089	ftp.sra.ebi.ac.uk/vol1/fastq/ERR054/ERR054089/ERR054089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR054/ERR054089/ERR054089_2.fastq.gz	780659918;790931783	70dd6a6d9a73b4167f82be076984d1aa;9f38e71b099498e0ebef576e808f22cb
ERR1035502	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/002/ERR1035502/ERR1035502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/002/ERR1035502/ERR1035502_2.fastq.gz	1260276642;1309281829	5804522a9a20a72f1a6ffb4b2d659533;2943ad9ce0833dd221bd7c5b0845bb70
ERR1035508	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/008/ERR1035508/ERR1035508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/008/ERR1035508/ERR1035508_2.fastq.gz	462951519;481575523	8d2c6325f2aa9b5445efb74653ed9181;e5f4e5f30a5608a362dccaec609682a7
ERR1035513	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/003/ERR1035513/ERR1035513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/003/ERR1035513/ERR1035513_2.fastq.gz	377448576;390686320	78edd88f07525fea82e302b6720a20aa;c038f4427756288afaa08148b863cc74
ERR1035510	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/000/ERR1035510/ERR1035510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/000/ERR1035510/ERR1035510_2.fastq.gz	1720346313;1791112549	37e9eaadd211baa66b92ad7e52cb3879;d9c09c5bfb4dfbe723a87277852ff342
ERR1035511	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/001/ERR1035511/ERR1035511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/001/ERR1035511/ERR1035511_2.fastq.gz	1506315612;1561301121	b15925976a61b97817fd87992b826f2c;86731c56ed5e5fe62858b9aebde7e93b
ERR1035518	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/008/ERR1035518/ERR1035518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/008/ERR1035518/ERR1035518_2.fastq.gz	1014196269;1054342122	773445035f39603aa6e8d4d4139ce0e3;5b5563c226df29b414ef34ba38846d5e
ERR1035514	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/004/ERR1035514/ERR1035514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/004/ERR1035514/ERR1035514_2.fastq.gz	1130170890;1171717570	0b200039b8c5a27c13920acdba3a6e81;7c422aeec576ad395c6a03b1973f9693
ERR1035507	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/007/ERR1035507/ERR1035507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/007/ERR1035507/ERR1035507_2.fastq.gz	1503977801;1570269802	33432cd59545f2b18c09e138fa5cffc1;258685c24ea180c7d18199b6d6ef3ad1
ERR1035504	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/004/ERR1035504/ERR1035504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/004/ERR1035504/ERR1035504_2.fastq.gz	770619744;798036612	03c97cb35c2ff525f24c4be2502a416f;8f0f44bc76d71b3d8e6f6add4c652ed5
ERR1035512	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/002/ERR1035512/ERR1035512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/002/ERR1035512/ERR1035512_2.fastq.gz	1161515417;1204342223	c9c99025a93522cdc726bc814226d6f7;bcc287f3764dd8f17b63724223a8e8ba
ERR1035515	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/005/ERR1035515/ERR1035515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/005/ERR1035515/ERR1035515_2.fastq.gz	627947307;646955315	bfcad7eeb17cc800b4a4dd8807d27cac;779336e57f77a53e3197c675eb7da4ed
ERR1035517	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/007/ERR1035517/ERR1035517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/007/ERR1035517/ERR1035517_2.fastq.gz	1244627989;1291053234	7759ce28fcabbb563906a1a9b9477d6c;e8a74d634e35432f9312d3b38b2462bc
ERR1035519	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/009/ERR1035519/ERR1035519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/009/ERR1035519/ERR1035519_2.fastq.gz	1002999527;1041024781	141e31d8f951f13a599b69e642cc42a8;2cd8e2b3e553d49d3b51bc91fac99b25
ERR1035523	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/003/ERR1035523/ERR1035523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/003/ERR1035523/ERR1035523_2.fastq.gz	373261568;387102987	b314c07a699d6d23b97c98b04afe8ca0;d851e95c3fc775976dac661c89159123
ERR1035526	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/006/ERR1035526/ERR1035526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/006/ERR1035526/ERR1035526_2.fastq.gz	1171575233;1216020344	42b49c6cd346ef739b72fa8ab11c7d37;dc97e4b40f192290b7dcaba28ecd1404
ERR1035521	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/001/ERR1035521/ERR1035521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/001/ERR1035521/ERR1035521_2.fastq.gz	223395639;232177535	f06fe374fa2a6ac961702534de435474;7ac0ea7f2050e278dbf396bb07fc11af
ERR1035525	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/005/ERR1035525/ERR1035525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/005/ERR1035525/ERR1035525_2.fastq.gz	1058079537;1101242311	a51627e68e005709f50cb4b3c192d85a;31e63774d9e886e6912235b625d811bf
ERR1035524	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/004/ERR1035524/ERR1035524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/004/ERR1035524/ERR1035524_2.fastq.gz	583596690;604862025	e931d94a7548d345d48066db9fefee15;2518025a155d0287d0f7af0b5268a8d0
ERR1035522	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/002/ERR1035522/ERR1035522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/002/ERR1035522/ERR1035522_2.fastq.gz	209178420;216727086	a683f23975201e153c3173ff71b33a7d;66d040523d8829963e3bd62f9653f8a7
ERR1035532	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/002/ERR1035532/ERR1035532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/002/ERR1035532/ERR1035532_2.fastq.gz	698045609;726544148	c68bad8c3683509b5c7b489739d43b9c;a0a505d797cd32b0a0bb0d053592f3d2
ERR1035534	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/004/ERR1035534/ERR1035534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/004/ERR1035534/ERR1035534_2.fastq.gz	441247975;457673491	abd5a5b7331e2f3f21968185facf3a2a;88a51a97df66dfbca37ad247b15c6ace
ERR1035531	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/001/ERR1035531/ERR1035531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/001/ERR1035531/ERR1035531_2.fastq.gz	1465333694;1517591580	cce262bfb45927d42bd7afab2a887c29;bb5ae60c7f4ee152bd188cb58d793e09
ERR1035530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/000/ERR1035530/ERR1035530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/000/ERR1035530/ERR1035530_2.fastq.gz	970590673;1008895056	4b60e17a43341371a3697ffe91e7ccd3;c54d3c98d7d76fd48dad0019af73551c
ERR1035529	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/009/ERR1035529/ERR1035529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/009/ERR1035529/ERR1035529_2.fastq.gz	140660426;146084797	029405001e91d020a85de29dd94f2502;ccfb80c9997288118a2a32a11e4ef57c
ERR1035533	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/003/ERR1035533/ERR1035533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/003/ERR1035533/ERR1035533_2.fastq.gz	656964050;681480330	52f13e6d23da034e78b5f3d2cf51c275;fb3c70ce35fe6300299ee0dccb9e66a0
ERR1035535	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/005/ERR1035535/ERR1035535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/005/ERR1035535/ERR1035535_2.fastq.gz	1380668704;1434330773	d9e269705f7f66d5c02d46a5011ea304;cc145a8dbc64f3fc29db44ae790d40e6
ERR1045263	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1045263/ERR1045263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1045263/ERR1045263_2.fastq.gz	1632280537;1656762169	fe0aac9e734f8582f85fffa7309b4b36;87e6428e83d0c4c05f013ae232c8d75a
ERR1045265	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1045265/ERR1045265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1045265/ERR1045265_2.fastq.gz	695823219;707762043	97f3bab815ec25cf2a11b19cb68a4a8d;71b922e78deec5bd2254107f2155fadb
ERR1035537	ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/007/ERR1035537/ERR1035537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/007/ERR1035537/ERR1035537_2.fastq.gz	1610552968;1665535843	65958111ffb401891bc116193ea14574;b2b977f02a4da3b76cac7f4317b749c6
ERR1045264	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1045264/ERR1045264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1045264/ERR1045264_2.fastq.gz	645990141;656486219	ddd70f688223e0b7a26f41267257bf45;97cae1debe8bbe3f533eb200a164c750
ERR1045277	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1045277/ERR1045277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1045277/ERR1045277_2.fastq.gz	2245976903;2276197359	2bd7c7405a9995ea667cabcf86077590;a83388a161f8dc570ca441b9f5c47a63
ERR1045272	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1045272/ERR1045272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1045272/ERR1045272_2.fastq.gz	909704508;924456704	3b41371be0dab56ca2a3b1363e194d07;0e5e110e5013d2a81c6caf2cdd1d6e45
ERR1045274	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1045274/ERR1045274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1045274/ERR1045274_2.fastq.gz	167086666;168625145	f17349d38c444172bced8ae7025809fa;727b97d0e6450ac2aa442837dc79c3fc
ERR1045270	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1045270/ERR1045270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1045270/ERR1045270_2.fastq.gz	331410865;336702898	aae52b5f851040808906e741650c73f9;4f25f662c881ea68a954effec3365d6e
ERR1045275	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1045275/ERR1045275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1045275/ERR1045275_2.fastq.gz	2555398348;2596373197	85aca2c97f0f28428851607f88a31c2e;1b1157b19f3e186e46c8bd689f78205d
ERR1045276	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1045276/ERR1045276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1045276/ERR1045276_2.fastq.gz	2180401391;2213453706	79d6cf56d385d6359f987b80559a2fcb;cef84a9d62c7e8c85cb7bd6ea5fdbead
ERR1045278	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1045278/ERR1045278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1045278/ERR1045278_2.fastq.gz	1649897919;1671913422	57f4c29f4d09f325de1bd3789d2a61e4;0190249289fa7e756c512e643883d9f2
ERR1045279	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1045279/ERR1045279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1045279/ERR1045279_2.fastq.gz	265908075;269111906	5f2e0bb9b744a7bf7117c9b601816384;ca315dfc71c1f531867aef3fa1d9b9a1
ERR1045289	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1045289/ERR1045289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1045289/ERR1045289_2.fastq.gz	1134693766;1154934171	633990e1b9ccb9efa5013ee4fbca3719;1e68925cd29cf0117716a87fd5bb398b
ERR1045290	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1045290/ERR1045290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1045290/ERR1045290_2.fastq.gz	1756973089;1785301804	1084095942e43e33f426aeb255ad72ae;b0d0ec9112faf4ca3e364c449c3ecffd
ERR1045294	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1045294/ERR1045294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1045294/ERR1045294_2.fastq.gz	2313510432;2353825822	8d9974c122fbdbff01aafeaf3e69be07;ba47cb2d7377d480f60e2bf37bf9200d
ERR1045292	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1045292/ERR1045292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1045292/ERR1045292_2.fastq.gz	853605112;867682796	602002d2081c1a48d21e4c9b18819c4d;d9bbdf6a1e18da6072ba5f14f1d38cba
ERR1045299	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1045299/ERR1045299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1045299/ERR1045299_2.fastq.gz	5123438453;5166652538	4b1b0fa5e0b325e3ea77484ce0c5775b;54c4437fa88487a231f299d707d69306
ERR1106593	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/003/ERR1106593/ERR1106593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/003/ERR1106593/ERR1106593_2.fastq.gz	1086057300;1105210545	cab9feabd4329b7a3fb9d5f2677d2f8e;ae2d40cff6c2bf87d49fb4b3e7ff9e28
ERR1045297	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1045297/ERR1045297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1045297/ERR1045297_2.fastq.gz	749774120;763066992	a140f41c705dd44c422d1e85512c27a3;5621164fb7d6c11671f0b918dd7b5109
ERR1106591	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/001/ERR1106591/ERR1106591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/001/ERR1106591/ERR1106591_2.fastq.gz	1080479713;1102467763	cf6df5f3b116d2e4a9f9903136bb6ca8;4972405d762f093c951933e8733bed23
ERR1106592	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/002/ERR1106592/ERR1106592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/002/ERR1106592/ERR1106592_2.fastq.gz	1066254805;1086596152	6767831628ede286b552e59ec1cf571e;5ae6b6c4fe3946331adee9102630a0f5
ERR1106588	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/008/ERR1106588/ERR1106588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/008/ERR1106588/ERR1106588_2.fastq.gz	1188924171;1214782779	876f1c9db02c681b37ae2236ab6f81cc;3e092d9c6bf6df9b1e00c97a8dbd188f
ERR1106589	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/009/ERR1106589/ERR1106589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/009/ERR1106589/ERR1106589_2.fastq.gz	527420037;541702357	b7c255bd96a58b68eec58890e3f3e042;0c67af2d5acddf511d4508186ef14af2
ERR1106594	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/004/ERR1106594/ERR1106594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/004/ERR1106594/ERR1106594_2.fastq.gz	596274388;607098667	75336dbd6d6fb5be6b81fe466758c528;b2ce47a922ca28f51a3b40c673e214e7
ERR1106596	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/006/ERR1106596/ERR1106596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/006/ERR1106596/ERR1106596_2.fastq.gz	1016657159;1031745417	1b8858c525e05de22ad26bc175a655bb;47d357b38c523774a60cc5e05a9c8868
ERR1106595	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/005/ERR1106595/ERR1106595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/005/ERR1106595/ERR1106595_2.fastq.gz	644399785;655841021	05b66e643329ee20eb32757cf6bdc0aa;2ef0ab74bb9d39dd5f026c2686c3385f
ERR1106602	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/002/ERR1106602/ERR1106602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/002/ERR1106602/ERR1106602_2.fastq.gz	138082463;140436549	c2aa6015bf2c6b2d6ac7a3c93116ae9e;7962599e2784e8b40415e914cd543fa2
ERR1106597	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/007/ERR1106597/ERR1106597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/007/ERR1106597/ERR1106597_2.fastq.gz	488989711;500873453	b800d53279f240b6857c2f667a3f5876;08d65c5e58333f955e40dabc87e684b9
ERR1106603	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/003/ERR1106603/ERR1106603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/003/ERR1106603/ERR1106603_2.fastq.gz	870192402;884815641	cab5972d9331e37747c3f7353c036199;1c3839a35eecd69134ddeff820d6c715
ERR1106598	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/008/ERR1106598/ERR1106598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/008/ERR1106598/ERR1106598_2.fastq.gz	1454391099;1477192768	da370f74a20e072a5ca8c4965948447a;082adcd03a3e3f73142bbb2b332037ea
ERR1106599	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/009/ERR1106599/ERR1106599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/009/ERR1106599/ERR1106599_2.fastq.gz	1327846477;1356331863	8357ce5767652db8b67389216e5bc784;ed7d5863edda47ff297e0887e8004e20
ERR1106600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/000/ERR1106600/ERR1106600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/000/ERR1106600/ERR1106600_2.fastq.gz	1261614738;1286776837	8de731db723fe5e750b723d465053825;0025d111b66ea2c1c6ad11425d775c48
ERR1106604	ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/004/ERR1106604/ERR1106604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR110/004/ERR1106604/ERR1106604_2.fastq.gz	1167312065;1187369898	9289070df0afd5366c9f94912078d272;413e17f4f345ccd31decd1b0340b5a60
