Sample	Study	Site	First-level administrative division	Country	Lat	Long	Year	ENA	All samples same individual	Population	% callable	QC pass	Exclusion reason	Is returning traveller
IVC09-OM-0012	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316034	IVC09-OM-0012	ESEA	88.14	True	Analysis_set	False
IVC09-OM-0015	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316036	IVC09-OM-0015	ESEA	88.15	True	Analysis_set	False
IVC09-OM-0018	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316041	IVC09-OM-0018	ESEA	90.22	True	Analysis_set	False
IVC09-OM-0032	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316044	IVC09-OM-0032	ESEA	90.67	True	Analysis_set	False
IVC09-OM-0044	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316048	IVC09-OM-0044	ESEA	88.18	True	Analysis_set	False
IVC09-OM-0046	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316051	IVC09-OM-0046	ESEA	88.9	True	Analysis_set	False
IVC09-OM-0074	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316083	IVC09-OM-0074	ESEA	42.12	False	Less_than_50pc_callable	False
IVC09-OM-0076	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316087	IVC09-OM-0076	ESEA	90.06	True	Analysis_set	False
IVC09-OM-0078	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316091	IVC09-OM-0078	ESEA	89.06	True	Analysis_set	False
IVC09-OM-0092	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316095	IVC09-OM-0092	ESEA	89.32	True	Analysis_set	False
IVC09-OM-0093	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316098	IVC09-OM-0093	ESEA	83.24	True	Analysis_set	False
IVC09-OM-0099	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316101	IVC09-OM-0099	ESEA	87.01	True	Analysis_set	False
IVC09-OM-0105	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316108	IVC09-OM-0105	ESEA	7.94	False	Less_than_50pc_callable	False
IVC09-OM-0108	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316111	IVC09-OM-0108	ESEA	30.67	False	Less_than_50pc_callable	False
IVC09-OM-0114	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316115	IVC09-OM-0114	ESEA	82.34	True	Analysis_set	False
IVC09-OM-0115	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316117	IVC09-OM-0115	ESEA	91.02	True	Analysis_set	False
IVC09-OM-0118	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316172	IVC09-OM-0118	ESEA	87.67	True	Analysis_set	False
IVC09-OM-0124	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316252	IVC09-OM-0124	ESEA	82.92	True	Analysis_set	False
IVC09-OM-0125	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316299	IVC09-OM-0125	ESEA	26.23	False	Less_than_50pc_callable	False
IVC09-OM-0141	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316344	IVC09-OM-0141	ESEA	87.87	True	Analysis_set	False
IVC09-OM-0142	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316398	IVC09-OM-0142	ESEA	91.73	True	Analysis_set	False
IVC09-OM-0143	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316422	IVC09-OM-0143	ESEA	88.14	True	Analysis_set	False
IVC09-OM-0146	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316531	IVC09-OM-0146	ESEA	87.07	True	Analysis_set	False
IVC09-OM-0164	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316564	IVC09-OM-0164	ESEA	89.03	True	Analysis_set	False
IVC09-OM-0192	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316625	IVC09-OM-0192	ESEA	90.37	True	Analysis_set	False
IVC09-OM-0208	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316658	IVC09-OM-0208	ESEA	91.19	True	Analysis_set	False
IVC09-OM-0214	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316724	IVC09-OM-0214	ESEA	88.24	True	Analysis_set	False
IVC09-OM-0220	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316755	IVC09-OM-0220	ESEA	88.84	True	Analysis_set	False
IVC09-OM-0236	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316807	IVC09-OM-0236	ESEA	87.76	True	Analysis_set	False
IVC09-OM-0244	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316839	IVC09-OM-0244	ESEA	90.49	True	Analysis_set	False
IVC09-OM-0245	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2009	SRR2316865	IVC09-OM-0245	ESEA	89.5	True	Analysis_set	False
IVC10-BB-0014	X0002-PV-KH-PAROBEK2016	Battambang	Cambodia: Battambang	Cambodia	12.94	103.1	2010	SRR2315849	IVC10-BB-0014	ESEA	88.93	True	Analysis_set	False
IVC10-BB-0016	X0002-PV-KH-PAROBEK2016	Battambang	Cambodia: Battambang	Cambodia	12.94	103.1	2010	SRR2316038	IVC10-BB-0016	ESEA	76.71	True	Analysis_set	False
IVC10-BB-0017	X0002-PV-KH-PAROBEK2016	Battambang	Cambodia: Battambang	Cambodia	12.94	103.1	2010	SRR2316105	IVC10-BB-0017	ESEA	87.64	True	Analysis_set	False
IVC10-BB-0019	X0002-PV-KH-PAROBEK2016	Battambang	Cambodia: Battambang	Cambodia	12.94	103.1	2010	SRR2316478	IVC10-BB-0019	ESEA	82.97	True	Analysis_set	False
IVC10-BB-0021	X0002-PV-KH-PAROBEK2016	Battambang	Cambodia: Battambang	Cambodia	12.94	103.1	2010	SRR2316872	IVC10-BB-0021	ESEA	89.07	True	Analysis_set	False
IVC10-BB-0023	X0002-PV-KH-PAROBEK2016	Battambang	Cambodia: Battambang	Cambodia	12.94	103.1	2010	SRR2316895	IVC10-BB-0023	ESEA	86.66	True	Analysis_set	False
IVC10-BB-0034	X0002-PV-KH-PAROBEK2016	Battambang	Cambodia: Battambang	Cambodia	12.94	103.1	2010	SRR2317109	IVC10-BB-0034	ESEA	88.93	True	Analysis_set	False
IVC10-BB-0035	X0002-PV-KH-PAROBEK2016	Battambang	Cambodia: Battambang	Cambodia	12.94	103.1	2010	SRR2317489	IVC10-BB-0035	ESEA	87.71	True	Analysis_set	False
IVC10-OM-0269	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316867	IVC10-OM-0269	ESEA	88.61	True	Analysis_set	False
IVC10-OM-0270	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316875	IVC10-OM-0270	ESEA	87.83	True	Analysis_set	False
IVC10-OM-0271	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316879	IVC10-OM-0271	ESEA	87.78	True	Analysis_set	False
IVC10-OM-0273	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316883	IVC10-OM-0273	ESEA	89.7	True	Analysis_set	False
IVC10-OM-0275	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316887	IVC10-OM-0275	ESEA	88.97	True	Analysis_set	False
IVC10-OM-0282	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316889	IVC10-OM-0282	ESEA	89.23	True	Analysis_set	False
IVC10-OM-0283	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316890	IVC10-OM-0283	ESEA	89.74	True	Analysis_set	False
IVC10-OM-0284	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316891	IVC10-OM-0284	ESEA	90.65	True	Analysis_set	False
IVC10-OM-0292	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316892	IVC10-OM-0292	ESEA	88.09	True	Analysis_set	False
IVC10-OM-0296	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316893	IVC10-OM-0296	ESEA	88.01	True	Analysis_set	False
IVC10-OM-0299	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316894	IVC10-OM-0299	ESEA	89.33	True	Analysis_set	False
IVC10-OM-0300	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316920	IVC10-OM-0300	ESEA	91.16	True	Analysis_set	False
IVC10-OM-0302	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316921	IVC10-OM-0302	ESEA	43.71	False	Less_than_50pc_callable	False
IVC10-OM-0303	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316922	IVC10-OM-0303	ESEA	64.38	True	Analysis_set	False
IVC10-OM-0304	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316923	IVC10-OM-0304	ESEA	90.83	True	Analysis_set	False
IVC10-OM-0305	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316924	IVC10-OM-0305	ESEA	87.69	True	Analysis_set	False
IVC10-OM-0310	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316925	IVC10-OM-0310	ESEA	91.63	True	Analysis_set	False
IVC10-OM-0312	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316926	IVC10-OM-0312	ESEA	88.31	True	Analysis_set	False
IVC10-OM-0313	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2316970	IVC10-OM-0313	ESEA	88.23	True	Analysis_set	False
IVC10-OM-0314	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2317000	IVC10-OM-0314	ESEA	87.21	True	Analysis_set	False
IVC10-OM-0317	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2317001	IVC10-OM-0317	ESEA	88.02	True	Analysis_set	False
IVC10-OM-0322	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2317142	IVC10-OM-0322	ESEA	93.75	True	Analysis_set	False
IVC10-OM-0325	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2317171	IVC10-OM-0325	ESEA	80.23	True	Analysis_set	False
IVC10-OM-0339	X0002-PV-KH-PAROBEK2016	Oddar Meanchey	Cambodia: Oddar Meanchey	Cambodia	14.2	103.8	2010	SRR2317223	IVC10-OM-0339	ESEA	91.52	True	Analysis_set	False
