tName	tStart	tEnd	qName	qStart	qEnd	strand	score
GCA_900093555.2#1#LT635619.1#0	0	53434	GCA_949152365.1#1#CASCJQ010000008.1#0	360895	415146	+	51942
GCA_900093555.2#1#LT635619.1#0	53434	1647109	GCA_949152365.1#1#CASCJQ010000008.1#0	424401	2022889	+	1578115
GCA_900093555.2#1#LT635620.2#0	26108	89490	GCA_949152365.1#1#CASCJQ010000009.1#0	58914	122146	+	56224
GCA_900093555.2#1#LT635620.2#0	106730	155492	GCA_949152365.1#1#CASCJQ010000009.1#0	139328	182995	+	37498
GCA_900093555.2#1#LT635620.2#0	210617	227814	GCA_949152365.1#1#CASCJQ010000009.1#0	217724	234881	+	14620
GCA_900093555.2#1#LT635620.2#0	248504	2253359	GCA_949152365.1#1#CASCJQ010000009.1#0	255585	2265922	+	1985301
GCA_900093555.2#1#LT635621.2#0	87629	89539	GCA_949152365.1#1#CASCJQ010000010.1#0	132159	134070	+	1703
GCA_900093555.2#1#LT635621.2#0	90113	92970	GCA_949152365.1#1#CASCJQ010000021.1#0	148245	151099	-	2852
GCA_900093555.2#1#LT635621.2#0	92972	94660	GCA_949152365.1#1#CASCJQ010000021.1#0	146555	148243	-	1684
GCA_900093555.2#1#LT635621.2#0	97601	106277	GCA_949152365.1#1#CASCJQ010000010.1#0	142148	154147	+	6610
GCA_900093555.2#1#LT635621.2#0	114143	115703	GCA_949152365.1#1#CASCJQ010000010.1#0	161983	163536	+	1373
GCA_900093555.2#1#LT635621.2#0	114408	115707	GCA_949152365.1#1#CASCJQ010000021.1#0	134718	136010	-	1149
GCA_900093555.2#1#LT635621.2#0	115953	117906	GCA_949152365.1#1#CASCJQ010000010.1#0	163786	165754	+	1700
GCA_900093555.2#1#LT635621.2#0	118007	121890	GCA_949152365.1#1#CASCJQ010000021.1#0	128457	132407	-	1783
GCA_900093555.2#1#LT635621.2#0	117986	122805	GCA_949152365.1#1#CASCJQ010000010.1#0	165834	170727	+	2623
GCA_900093555.2#1#LT635621.2#0	126499	128094	GCA_949152365.1#1#CASCJQ010000021.1#0	122250	123847	-	1470
GCA_900093555.2#1#LT635621.2#0	128094	130500	GCA_949152365.1#1#CASCJQ010000021.1#0	113322	115737	-	1988
GCA_900093555.2#1#LT635621.2#0	137078	1357053	GCA_949152365.1#1#CASCJQ010000010.1#0	190456	1418363	+	1204974
GCA_900093555.2#1#LT635621.2#0	1358218	1360332	GCA_949152365.1#1#CASCJQ010000010.1#0	1425931	1428031	+	1925
GCA_900093555.2#1#LT635621.2#0	1365505	1503463	GCA_949152365.1#1#CASCJQ010000010.1#0	1432488	1572264	+	132822
GCA_900093555.2#1#LT635621.2#0	1551815	1568598	GCA_949152365.1#1#CASCJQ010000005.1#0	187530	209962	-	16045
GCA_900093555.2#1#LT635622.1#0	53826	2118208	GCA_949152365.1#1#CASCJQ010000011.1#0	4622	2072432	+	2043503
GCA_900093555.2#1#LT635622.1#0	2127157	2142658	GCA_949152365.1#1#CASCJQ010000011.1#0	2081928	2097404	+	12134
GCA_900093555.2#1#LT635623.1#0	48502	3049558	GCA_949152365.1#1#CASCJQ010000012.1#0	34916	3038952	+	2975999
GCA_900093555.2#1#LT635623.1#0	3066705	3102225	GCA_949152365.1#1#CASCJQ010000012.1#0	3067940	3103476	+	32649
GCA_900093555.2#1#LT635623.1#0	3125337	3127044	GCA_949152365.1#1#CASCJQ010000018.1#0	202676	204383	-	1705
GCA_900093555.2#1#LT635623.1#0	3127164	3130217	GCA_949152365.1#1#CASCJQ010000011.1#0	2638496	2641549	+	3049
GCA_900093555.2#1#LT635623.1#0	3130174	3133299	GCA_949152365.1#1#CASCJQ010000018.1#0	196423	199548	-	3111
GCA_900093555.2#1#LT635623.1#0	3133848	3134913	GCA_949152365.1#1#CASCJQ010000018.1#0	194809	195874	-	1065
GCA_900093555.2#1#LT635623.1#0	3135894	3137301	GCA_949152365.1#1#CASCJQ010000018.1#0	192416	193823	-	1405
GCA_900093555.2#1#LT635624.2#0	28910	2060477	GCA_949152365.1#1#CASCJQ010000013.1#0	502585	2536797	+	2014281
GCA_900093555.2#1#LT635625.2#0	58	25015	GCA_949152365.1#1#CASCJQ010000014.1#0	123122	148064	+	24878
GCA_900093555.2#1#LT635625.2#0	26215	27275	GCA_949152365.1#1#CASCJQ010000014.1#0	149266	150326	+	1058
GCA_900093555.2#1#LT635625.2#0	31186	33175	GCA_949152365.1#1#CASCJQ010000014.1#0	154242	156231	+	1980
GCA_900093555.2#1#LT635625.2#0	37553	3115422	GCA_949152365.1#1#CASCJQ010000014.1#0	160376	3244776	+	3053169
GCA_900093555.2#1#LT635625.2#0	3135963	3138065	GCA_949152365.1#1#CASCJQ010000023.1#0	40511	42603	+	1597
GCA_900093555.2#1#LT635625.2#0	3139465	3141381	GCA_949152365.1#1#CASCJQ010000014.1#0	81205	83227	-	1531
GCA_900093555.2#1#LT635625.2#0	3140157	3158914	GCA_949152365.1#1#CASCJQ010000023.1#0	44529	63187	+	14115
GCA_900093555.2#1#FLZR02000001.1#0	20404	110605	GCA_949152365.1#1#CASCJQ010000013.1#0	29187	119411	+	89554
GCA_900093555.2#1#FLZR02000001.1#0	125622	157403	GCA_949152365.1#1#CASCJQ010000013.1#0	147311	179125	+	28460
GCA_900093555.2#1#FLZR02000001.1#0	263995	276947	GCA_949152365.1#1#CASCJQ010000013.1#0	246937	259826	+	11554
GCA_900093555.2#1#FLZR02000001.1#0	357166	371467	GCA_949152365.1#1#CASCJQ010000013.1#0	293495	306343	+	11830
GCA_900093555.2#1#FLZR02000001.1#0	371467	390090	GCA_949152365.1#1#CASCJQ010000013.1#0	430080	449312	+	15450
GCA_900093555.2#1#FLZR02000001.1#0	392854	412715	GCA_949152365.1#1#CASCJQ010000013.1#0	354364	374230	+	18751
GCA_900093555.2#1#FLZR02000002.1#0	64548	87307	GCA_949152365.1#1#CASCJQ010000020.1#0	136243	159025	+	19513
GCA_900093555.2#1#FLZR02000002.1#0	111573	144928	GCA_949152365.1#1#CASCJQ010000020.1#0	10875	44219	-	32227
GCA_900093555.2#1#FLZR02000002.1#0	252881	306656	GCA_949152365.1#1#CASCJQ010000021.1#0	49270	108270	-	50287
GCA_900093555.2#1#FLZR02000003.1#0	30683	47500	GCA_949152365.1#1#CASCJQ010000018.1#0	321676	338377	+	14718
GCA_900093555.2#1#FLZR02000004.1#0	76357	91167	GCA_949152365.1#1#CASCJQ010000009.1#0	2270435	2287376	+	11275
GCA_900093555.2#1#FLZR02000004.1#0	132775	151581	GCA_949152365.1#1#CASCJQ010000006.1#0	1541646	1560462	+	18492
GCA_900093555.2#1#FLZR02000007.1#0	36218	39402	GCA_949152365.1#1#CASCJQ010000011.1#0	2283807	2287041	+	2688
GCA_900093555.2#1#FLZR02000007.1#0	43766	45354	GCA_949152365.1#1#CASCJQ010000011.1#0	2291408	2293056	+	1143
GCA_900093555.2#1#FLZR02000007.1#0	84432	111956	GCA_949152365.1#1#CASCJQ010000011.1#0	2230780	2259083	+	27424
GCA_900093555.2#1#FLZR02000008.1#0	397	49534	GCA_949152365.1#1#CASCJQ010000001.1#0	357472	402388	+	42200
GCA_900093555.2#1#FLZR02000008.1#0	63502	94175	GCA_949152365.1#1#CASCJQ010000018.1#0	109413	140188	+	29278
GCA_900093555.2#1#FLZR02000009.1#0	61694	62775	GCA_949152365.1#1#CASCJQ010000018.1#0	89902	90983	-	1079
GCA_900093555.2#1#FLZR02000009.1#0	65665	67334	GCA_949152365.1#1#CASCJQ010000018.1#0	85340	87009	-	1641
GCA_900093555.2#1#FLZR02000009.1#0	67252	69159	GCA_949152365.1#1#CASCJQ010000009.1#0	9388	11295	-	1905
GCA_900093555.2#1#FLZR02000009.1#0	67336	72200	GCA_949152365.1#1#CASCJQ010000018.1#0	80477	85338	-	4727
GCA_900093555.2#1#FLZR02000009.1#0	72170	73374	GCA_949152365.1#1#CASCJQ010000009.1#0	5189	6380	-	1001
GCA_900093555.2#1#FLZR02000009.1#0	79005	90183	GCA_949152365.1#1#CASCJQ010000004.1#0	216775	228576	+	10111
GCA_900093555.2#1#FLZR02000011.1#0	0	69595	GCA_949152365.1#1#CASCJQ010000003.1#0	880086	954089	+	68293
GCA_900093555.2#1#FLZR02000011.1#0	72274	73451	GCA_949152365.1#1#CASCJQ010000003.1#0	956773	957950	+	1162
GCA_900093555.2#1#FLZR02000011.1#0	73295	74329	GCA_949152365.1#1#CASCJQ010000018.1#0	42731	43761	-	1009
GCA_900093555.2#1#FLZR02000011.1#0	74467	75670	GCA_949152365.1#1#CASCJQ010000018.1#0	41390	42593	-	1201
GCA_900093555.2#1#FLZR02000011.1#0	79955	81266	GCA_949152365.1#1#CASCJQ010000018.1#0	35812	37131	-	1309
GCA_900093555.2#1#FLZR02000011.1#0	83969	85057	GCA_949152365.1#1#CASCJQ010000018.1#0	31992	33080	-	1086
GCA_900093555.2#1#FLZR02000011.1#0	85316	86813	GCA_949152365.1#1#CASCJQ010000018.1#0	30238	31733	-	1454
GCA_900093555.2#1#FLZR02000011.1#0	87406	89712	GCA_949152365.1#1#CASCJQ010000003.1#0	971851	974193	+	2255
GCA_900093555.2#1#FLZR02000011.1#0	103451	105561	GCA_949152365.1#1#CASCJQ010000018.1#0	11461	13584	-	2104
GCA_900093555.2#1#FLZR02000011.1#0	107194	115281	GCA_949152365.1#1#CASCJQ010000003.1#0	991512	999579	+	7729
GCA_900093555.2#1#FLZR02000012.1#0	103493	111654	GCA_949152365.1#1#CASCJQ010000006.1#0	185680	193655	-	2649
GCA_900093555.2#1#FLZR02000013.1#0	98272	99735	GCA_949152365.1#1#CASCJQ010000022.1#0	121045	122506	-	1459
GCA_900093555.2#1#FLZR02000013.1#0	109209	116443	GCA_949152365.1#1#CASCJQ010000022.1#0	106363	112303	-	3338
GCA_900093555.2#1#FLZR02000017.1#0	997	19304	GCA_949152365.1#1#CASCJQ010000013.1#0	2579	16874	-	12606
GCA_900093555.2#1#FLZR02000017.1#0	77943	85952	GCA_949152365.1#1#CASCJQ010000002.1#0	975077	983114	+	6975
GCA_900093555.2#1#FLZR02000017.1#0	85954	87105	GCA_949152365.1#1#CASCJQ010000002.1#0	983116	984267	+	1151
GCA_900093555.2#1#FLZR02000017.1#0	85060	87120	GCA_949152365.1#1#CASCJQ010000004.1#0	157615	159676	-	2002
GCA_900093555.2#1#FLZR02000017.1#0	87122	88570	GCA_949152365.1#1#CASCJQ010000004.1#0	156165	157613	-	1441
GCA_900093555.2#1#FLZR02000017.1#0	87107	89406	GCA_949152365.1#1#CASCJQ010000002.1#0	984269	986568	+	2273
GCA_900093555.2#1#FLZR02000017.1#0	89408	90901	GCA_949152365.1#1#CASCJQ010000002.1#0	986570	988063	+	1479
GCA_900093555.2#1#FLZR02000017.1#0	89766	91823	GCA_949152365.1#1#CASCJQ010000004.1#0	152700	154971	-	2041
GCA_900093555.2#1#FLZR02000017.1#0	94164	95709	GCA_949152365.1#1#CASCJQ010000002.1#0	991541	993086	+	1543
GCA_900093555.2#1#FLZR02000018.1#0	3029	5525	GCA_949152365.1#1#CASCJQ010000011.1#0	2198999	2202158	+	2171
GCA_900093555.2#1#FLZR02000022.1#0	17223	28195	GCA_949152365.1#1#CASCJQ010000011.1#0	2141599	2153624	+	10294
GCA_900093555.2#1#FLZR02000026.1#0	20935	59850	GCA_949152365.1#1#CASCJQ010000001.1#0	361699	400586	+	26451
GCA_900093555.2#1#FLZR02000027.1#0	21750	35756	GCA_949152365.1#1#CASCJQ010000011.1#0	2418162	2432222	+	13067
GCA_900093555.2#1#FLZR02000029.1#0	8317	19721	GCA_949152365.1#1#CASCJQ010000006.1#0	1403233	1420069	+	10578
GCA_900093555.2#1#FLZR02000030.1#0	0	15726	GCA_949152365.1#1#CASCJQ010000005.1#0	3593	19244	+	14226
GCA_900093555.2#1#FLZR02000030.1#0	20457	24520	GCA_949152365.1#1#CASCJQ010000022.1#0	131847	133895	-	1233
GCA_900093555.2#1#FLZR02000030.1#0	24610	25701	GCA_949152365.1#1#CASCJQ010000004.1#0	233911	235002	+	1089
GCA_900093555.2#1#FLZR02000030.1#0	24616	26585	GCA_949152365.1#1#CASCJQ010000013.1#0	2589125	2591094	-	1965
GCA_900093555.2#1#FLZR02000030.1#0	31464	32732	GCA_949152365.1#1#CASCJQ010000013.1#0	2582855	2584123	-	1262
GCA_900093555.2#1#FLZR02000030.1#0	36189	37590	GCA_949152365.1#1#CASCJQ010000011.1#0	2537957	2539469	-	1008
GCA_900093555.2#1#FLZR02000030.1#0	47687	50854	GCA_949152365.1#1#CASCJQ010000013.1#0	2564903	2567763	-	2506
GCA_900093555.2#1#FLZR02000031.1#0	1517	5306	GCA_949152365.1#1#CASCJQ010000018.1#0	243226	247020	-	3173
GCA_900093555.2#1#FLZR02000031.1#0	28077	31823	GCA_949152365.1#1#CASCJQ010000011.1#0	2514595	2515656	+	1004
GCA_900093555.2#1#FLZR02000042.1#0	6052	8590	GCA_949152365.1#1#CASCJQ010000006.1#0	1449223	1451761	-	2461
GCA_900093555.2#1#FLZR02000042.1#0	8592	10039	GCA_949152365.1#1#CASCJQ010000006.1#0	1447774	1449221	-	1441
GCA_900093555.2#1#FLZR02000042.1#0	8571	10516	GCA_949152365.1#1#CASCJQ010000017.1#0	287123	289068	-	1937
GCA_900093555.2#1#FLZR02000042.1#0	10041	12023	GCA_949152365.1#1#CASCJQ010000006.1#0	1445790	1447772	-	1976
GCA_900093555.2#1#FLZR02000042.1#0	10811	12267	GCA_949152365.1#1#CASCJQ010000017.1#0	285372	286828	-	1452
GCA_900093555.2#1#FLZR02000042.1#0	12025	14914	GCA_949152365.1#1#CASCJQ010000006.1#0	1442899	1445788	-	2881
GCA_900093555.2#1#FLZR02000042.1#0	13245	15713	GCA_949152365.1#1#CASCJQ010000011.1#0	2789302	2791770	-	2458
GCA_900093555.2#1#FLZR02000042.1#0	15265	16588	GCA_949152365.1#1#CASCJQ010000017.1#0	281051	282374	-	1319
GCA_900093555.2#1#FLZR02000042.1#0	15850	17258	GCA_949152365.1#1#CASCJQ010000011.1#0	2787755	2789165	-	1381
GCA_900093555.2#1#FLZR02000042.1#0	17704	19258	GCA_949152365.1#1#CASCJQ010000017.1#0	277435	279938	-	1192
GCA_900093555.2#1#FLZR02000042.1#0	18160	19969	GCA_949152365.1#1#CASCJQ010000011.1#0	2784098	2786856	-	1438
GCA_900093555.2#1#FLZR02000046.1#0	20115	23075	GCA_949152365.1#1#CASCJQ010000018.1#0	227095	228702	-	1605
GCA_900093555.2#1#FLZR02000046.1#0	24175	25983	GCA_949152365.1#1#CASCJQ010000018.1#0	224349	225992	-	1030
GCA_900093555.2#1#FLZR02000046.1#0	26060	27801	GCA_949152365.1#1#CASCJQ010000011.1#0	2513570	2515301	+	1324
GCA_900093555.2#1#FLZR02000048.1#0	6176	22085	GCA_949152365.1#1#CASCJQ010000011.1#0	2079706	2097404	+	9061
GCA_900093555.2#1#FLZR02000049.1#0	2476	4739	GCA_949152365.1#1#CASCJQ010000001.1#0	3410	7869	+	1798
GCA_900093555.2#1#FLZR02000049.1#0	10452	11929	GCA_949152365.1#1#CASCJQ010000001.1#0	13577	15224	+	1174
GCA_900093555.2#1#FLZR02000049.1#0	11931	14833	GCA_949152365.1#1#CASCJQ010000001.1#0	15226	18868	+	2413
GCA_900093555.2#1#FLZR02000049.1#0	15506	16764	GCA_949152365.1#1#CASCJQ010000006.1#0	1476317	1477573	-	1254
GCA_900093555.2#1#FLZR02000049.1#0	17436	18578	GCA_949152365.1#1#CASCJQ010000001.1#0	21478	22549	+	1046
GCA_900093555.2#1#FLZR02000049.1#0	17421	18598	GCA_949152365.1#1#CASCJQ010000006.1#0	1474556	1475662	-	1079
GCA_900093555.2#1#FLZR02000052.1#0	10667	11865	GCA_949152365.1#1#CASCJQ010000014.1#0	98036	99252	+	1194
GCA_900093555.2#1#FLZR02000052.1#0	19652	20669	GCA_949152365.1#1#CASCJQ010000006.1#0	1294479	1295496	-	1015
GCA_900093555.2#1#FLZR02000052.1#0	19700	20807	GCA_949152365.1#1#CASCJQ010000014.1#0	106148	107255	+	1105
GCA_900093555.2#1#FLZR02000052.1#0	21043	22365	GCA_949152365.1#1#CASCJQ010000014.1#0	107491	108813	+	1322
GCA_900093555.2#1#FLZR02000055.1#0	1457	3194	GCA_949152365.1#1#CASCJQ010000018.1#0	224349	227188	+	1439
GCA_900093555.2#1#FLZR02000055.1#0	6548	7924	GCA_949152365.1#1#CASCJQ010000018.1#0	230882	232401	+	1074
GCA_900093555.2#1#FLZR02000056.1#0	1700	7470	GCA_949152365.1#1#CASCJQ010000011.1#0	2367049	2372872	+	5523
GCA_900093555.2#1#FLZR02000056.1#0	5582	7553	GCA_949152365.1#1#CASCJQ010000006.1#0	1340327	1342351	+	1969
GCA_900093555.2#1#FLZR02000056.1#0	7555	16663	GCA_949152365.1#1#CASCJQ010000006.1#0	1342353	1351455	+	8834
GCA_900093555.2#1#FLZR02000058.1#0	2382	4985	GCA_949152365.1#1#CASCJQ010000009.1#0	6514	8743	-	1248
GCA_900093555.2#1#FLZR02000058.1#0	563	4996	GCA_949152365.1#1#CASCJQ010000018.1#0	80630	86083	-	2390
GCA_900093555.2#1#FLZR02000058.1#0	8575	9771	GCA_949152365.1#1#CASCJQ010000018.1#0	77840	79036	-	1177
GCA_900093555.2#1#FLZR02000058.1#0	11587	14372	GCA_949152365.1#1#CASCJQ010000018.1#0	73510	76297	-	2659
GCA_900093555.2#1#FLZR02000059.1#0	6904	14882	GCA_949152365.1#1#CASCJQ010000011.1#0	2122667	2130693	-	7729
GCA_900093555.2#1#FLZR02000061.1#0	0	1199	GCA_949152365.1#1#CASCJQ010000011.1#0	2484160	2485359	+	1197
GCA_900093555.2#1#FLZR02000061.1#0	6641	7988	GCA_949152365.1#1#CASCJQ010000005.1#0	20722	22071	-	1340
GCA_900093555.2#1#FLZR02000062.1#0	4916	9517	GCA_949152365.1#1#CASCJQ010000017.1#0	75163	79758	+	2414
GCA_900093555.2#1#FLZR02000062.1#0	10497	12400	GCA_949152365.1#1#CASCJQ010000011.1#0	2513984	2515844	+	1683
GCA_900093555.2#1#FLZR02000062.1#0	12720	15458	GCA_949152365.1#1#CASCJQ010000011.1#0	2516164	2517752	+	1220
GCA_900093555.2#1#FLZR02000064.1#0	0	8574	GCA_949152365.1#1#CASCJQ010000018.1#0	321939	331394	-	6767
GCA_900093555.2#1#FLZR02000065.1#0	7584	9451	GCA_949152365.1#1#CASCJQ010000003.1#0	1043181	1045211	+	1681
GCA_900093555.2#1#FLZR02000065.1#0	9642	10982	GCA_949152365.1#1#CASCJQ010000008.1#0	322690	324544	-	1000
GCA_900093555.2#1#FLZR02000065.1#0	7951	11037	GCA_949152365.1#1#CASCJQ010000006.1#0	1646826	1650585	+	2538
GCA_900093555.2#1#FLZR02000068.1#0	2061	3343	GCA_949152365.1#1#CASCJQ010000014.1#0	113093	114298	+	1201
GCA_900093555.2#1#FLZR02000071.1#0	2755	7232	GCA_949152365.1#1#CASCJQ010000004.1#0	1484835	1489314	-	4453
GCA_900093555.2#1#FLZR02000072.1#0	0	8236	GCA_949152365.1#1#CASCJQ010000004.1#0	477003	487170	+	6643
GCA_900093555.2#1#FLZR02000073.1#0	429	9626	GCA_949152365.1#1#CASCJQ010000006.1#0	181105	193655	-	3626
GCA_900093555.2#1#FLZR02000074.1#0	585	2197	GCA_949152365.1#1#CASCJQ010000006.1#0	247439	248967	-	1359
GCA_900093555.2#1#FLZR02000074.1#0	789	2654	GCA_949152365.1#1#CASCJQ010000011.1#0	2106422	2108140	+	1567
GCA_900093555.2#1#FLZR02000074.1#0	2215	3797	GCA_949152365.1#1#CASCJQ010000006.1#0	245902	247421	-	1509
GCA_900093555.2#1#FLZR02000074.1#0	2656	4548	GCA_949152365.1#1#CASCJQ010000011.1#0	2108142	2109723	+	1578
GCA_900093555.2#1#FLZR02000074.1#0	6912	8351	GCA_949152365.1#1#CASCJQ010000011.1#0	2112335	2113774	+	1257
GCA_900093555.2#1#FLZR02000077.1#0	0	1081	GCA_949152365.1#1#CASCJQ010000014.1#0	81120	82201	+	1081
GCA_900093555.2#1#FLZR02000077.1#0	85	1480	GCA_949152365.1#1#CASCJQ010000023.1#0	44529	45924	-	1393
GCA_900093555.2#1#FLZR02000077.1#0	1083	2107	GCA_949152365.1#1#CASCJQ010000014.1#0	82203	83227	+	1022
GCA_900093555.2#1#FLZR02000077.1#0	2496	3651	GCA_949152365.1#1#CASCJQ010000023.1#0	42330	43400	-	1059
GCA_900093555.2#1#FLZR02000082.1#0	0	2178	GCA_949152365.1#1#CASCJQ010000006.1#0	1328371	1331155	+	1758
GCA_900093555.2#1#FLZR02000085.1#0	3	2394	GCA_949152365.1#1#CASCJQ010000011.1#0	2090046	2095669	+	2005
GCA_900093555.2#1#FLZR02000085.1#0	4039	6128	GCA_949152365.1#1#CASCJQ010000011.1#0	2098269	2102432	+	2203
GCA_900093555.2#1#FLZR02000087.1#0	0	4934	GCA_949152365.1#1#CASCJQ010000001.1#0	392569	403013	+	2963
GCA_900093555.2#1#FLZR02000089.1#0	707	4969	GCA_949152365.1#1#CASCJQ010000001.1#0	408454	412826	-	3526
GCA_900093555.2#1#FLZR02000093.1#0	0	4315	GCA_949152365.1#1#CASCJQ010000003.1#0	920205	924523	-	4168
GCA_900093555.2#1#FLZR02000096.1#0	712	2139	GCA_949152365.1#1#CASCJQ010000011.1#0	2369124	2370551	+	1423
GCA_900093555.2#1#FLZR02000101.1#0	995	4241	GCA_949152365.1#1#CASCJQ010000005.1#0	12663	15827	-	2690
GCA_900093555.2#1#FLZR02000103.1#0	0	4099	GCA_949152365.1#1#CASCJQ010000011.1#0	2886887	2898123	+	3726
