#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477977.1         -           1387 2198at5820           -            663    2e-239  794.9  74.3   1  10   8.6e-10   1.7e-06   25.1   0.0     2    34   188   220   187   228 0.91 | transcript=PVW1_110039000_t1 | gene=PVW1_110039000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1445717-1449880(+) | protein_length=1387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477096.1         -            845 2198at5820           -            663   2.7e-07   27.8   2.4   2   2    0.0017       3.5    4.3   0.3   575   628   766   819   709   827 0.85 | transcript=PVW1_090040400_t1 | gene=PVW1_090040400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1549286-1551823(-) | protein_length=845 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472180.1         -            303 2198at5820           -            663      0.13    9.1  12.6   1   3     8e-06     0.016   12.0   4.0   247   353    42   155    13   164 0.80 | transcript=PVW1_140036000_t1 | gene=PVW1_140036000 | organism=Plasmodium_vivax_PvW1 | gene_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK87] | transcript_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK87] | location=CAJZCX010000003:1346023-1348521(+) | protein_length=303 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472180.1         -            303 2198at5820           -            663      0.13    9.1  12.6   2   3      0.19   3.9e+02   -2.5   0.0   449   476   187   214   160   224 0.74 | transcript=PVW1_140036000_t1 | gene=PVW1_140036000 | organism=Plasmodium_vivax_PvW1 | gene_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK87] | transcript_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK87] | location=CAJZCX010000003:1346023-1348521(+) | protein_length=303 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472180.1         -            303 2198at5820           -            663      0.13    9.1  12.6   3   3     0.023        47    0.6   0.6   576   631   229   290   225   303 0.63 | transcript=PVW1_140036000_t1 | gene=PVW1_140036000 | organism=Plasmodium_vivax_PvW1 | gene_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK87] | transcript_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK87] | location=CAJZCX010000003:1346023-1348521(+) | protein_length=303 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2198at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2198at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2198at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:34:28 2026
# [ok]
