#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9471860.1         -            626 4799at5820           -            470  1.4e-301  998.6  30.5   1   1  9.3e-304  1.6e-301  998.4  30.5     1   470   153   626   153   626 0.99 | transcript=PVW1_140014400_t1 | gene=PVW1_140014400 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DBP6, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1K6] | transcript_product=ATP-dependent RNA helicase DBP6, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1K6] | location=CAJZCX010000003:443768-445648(+) | protein_length=626 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472607.1         -            731 4799at5820           -            470   2.1e-28   97.8  11.2   1   1   2.7e-30   4.5e-28   96.7  11.2    36   367   142   499   108   522 0.70 | transcript=PVW1_140075100_t1 | gene=PVW1_140075100 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DRS1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HLB8] | transcript_product=ATP-dependent RNA helicase DRS1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HLB8] | location=CAJZCX010000003:2980436-2982631(+) | protein_length=731 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474908.1         -           1009 4799at5820           -            470   5.7e-28   96.4   0.0   1   2     6e-16     1e-13   49.4   0.0    34   177   620   765   591   774 0.83 | transcript=PVW1_100039500_t1 | gene=PVW1_100039500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1606696-1609725(+) | protein_length=1009 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474908.1         -           1009 4799at5820           -            470   5.7e-28   96.4   0.0   2   2   1.6e-14   2.7e-12   44.7   0.1   246   370   849   975   845   989 0.84 | transcript=PVW1_100039500_t1 | gene=PVW1_100039500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1606696-1609725(+) | protein_length=1009 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474786.1         -            667 4799at5820           -            470   4.2e-26   90.2   0.0   1   1   4.2e-27   7.1e-25   86.2   0.0    37   369   257   591   224   597 0.80 | transcript=PVW1_100029800_t1 | gene=PVW1_100029800 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | transcript_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | location=CAJZCX010000005:1177217-1179220(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472179.1         -            918 4799at5820           -            470   6.6e-25   86.3   9.8   1   2   8.3e-05     0.014   12.6   0.1    10    63   350   400   343   409 0.83 | transcript=PVW1_140035900_t1 | gene=PVW1_140035900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1337528-1340284(-) | protein_length=918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472179.1         -            918 4799at5820           -            470   6.6e-25   86.3   9.8   2   2   9.4e-22   1.6e-19   68.5   6.6    63   362   420   732   414   767 0.74 | transcript=PVW1_140035900_t1 | gene=PVW1_140035900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1337528-1340284(-) | protein_length=918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479052.1         -            430 4799at5820           -            470   9.4e-24   82.5   2.0   1   1   7.2e-26   1.2e-23   82.1   2.0    70   359   128   405   123   418 0.83 | transcript=PVW1_080024700_t1 | gene=PVW1_080024700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:901653-902945(-) | protein_length=430 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472486.1         -            847 4799at5820           -            470   9.9e-24   82.4   9.1   1   2   2.3e-18   3.8e-16   57.4   3.3     2   196    99   296    98   312 0.80 | transcript=PVW1_140065400_t1 | gene=PVW1_140065400 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DBP9, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A305] | transcript_product=ATP-dependent RNA helicase DBP9, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A305] | location=CAJZCX010000003:2639809-2642352(-) | protein_length=847 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472486.1         -            847 4799at5820           -            470   9.9e-24   82.4   9.1   2   2     2e-09   3.3e-07   27.9   0.3   309   385   513   593   508   626 0.86 | transcript=PVW1_140065400_t1 | gene=PVW1_140065400 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DBP9, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A305] | transcript_product=ATP-dependent RNA helicase DBP9, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A305] | location=CAJZCX010000003:2639809-2642352(-) | protein_length=847 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482597.1         -            473 4799at5820           -            470   1.9e-23   81.4   3.1   1   2    0.0081       1.4    6.1   0.0    35    63    96   124    71   130 0.85 | transcript=PVW1_040021300_t1 | gene=PVW1_040021300 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase UAP56, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSV3] | transcript_product=ATP-dependent RNA helicase UAP56, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSV3] | location=CAJZCX010000013:701999-703558(+) | protein_length=473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482597.1         -            473 4799at5820           -            470   1.9e-23   81.4   3.1   2   2     2e-23   3.5e-21   74.0   2.3    68   361   160   448   149   464 0.83 | transcript=PVW1_040021300_t1 | gene=PVW1_040021300 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase UAP56, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSV3] | transcript_product=ATP-dependent RNA helicase UAP56, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GSV3] | location=CAJZCX010000013:701999-703558(+) | protein_length=473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483337.1         -           1175 4799at5820           -            470   6.2e-23   79.8  20.2   1   4   2.5e-16   4.3e-14   50.6   6.4     2   212   225   446   224   454 0.84 | transcript=PVW1_030017800_t1 | gene=PVW1_030017800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:585943-589470(-) | protein_length=1175 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483337.1         -           1175 4799at5820           -            470   6.2e-23   79.8  20.2   2   4      0.01       1.8    5.7   0.4   221   274   645   697   632   720 0.79 | transcript=PVW1_030017800_t1 | gene=PVW1_030017800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:585943-589470(-) | protein_length=1175 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483337.1         -           1175 4799at5820           -            470   6.2e-23   79.8  20.2   3   4   7.8e-08   1.3e-05   22.6   0.1   288   358   844   917   825   943 0.81 | transcript=PVW1_030017800_t1 | gene=PVW1_030017800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:585943-589470(-) | protein_length=1175 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483337.1         -           1175 4799at5820           -            470   6.2e-23   79.8  20.2   4   4     0.002      0.34    8.1   0.1   389   461  1019  1091  1016  1096 0.91 | transcript=PVW1_030017800_t1 | gene=PVW1_030017800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:585943-589470(-) | protein_length=1175 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473708.1         -            787 4799at5820           -            470   7.6e-20   69.6  11.6   1   1   5.3e-21   8.9e-19   66.1  11.6     7   365   381   764   376   779 0.75 | transcript=PVW1_120062700_t1 | gene=PVW1_120062700 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DBP5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHB4] | transcript_product=ATP-dependent RNA helicase DBP5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHB4] | location=CAJZCX010000004:2414428-2416791(-) | protein_length=787 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481375.1         -            643 4799at5820           -            470   3.7e-16   57.4   2.7   1   2      0.34        57    0.7   0.0    12    54   149   188   140   195 0.79 | transcript=PVW1_060013000_t1 | gene=PVW1_060013000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:332780-334711(-) | protein_length=643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481375.1         -            643 4799at5820           -            470   3.7e-16   57.4   2.7   2   2   1.5e-17   2.5e-15   54.7   1.7    62   352   264   550   261   564 0.76 | transcript=PVW1_060013000_t1 | gene=PVW1_060013000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:332780-334711(-) | protein_length=643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479034.1         -            761 4799at5820           -            470     2e-15   55.0   8.1   1   3       1.2     2e+02   -1.1   0.0    37    57   293   313   284   321 0.84 | transcript=PVW1_080023900_t1 | gene=PVW1_080023900 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWD3] | transcript_product=ATP-dependent RNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWD3] | location=CAJZCX010000009:869163-871691(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479034.1         -            761 4799at5820           -            470     2e-15   55.0   8.1   2   3   1.5e-10   2.6e-08   31.6   2.1    67   205   377   509   372   525 0.88 | transcript=PVW1_080023900_t1 | gene=PVW1_080023900 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWD3] | transcript_product=ATP-dependent RNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWD3] | location=CAJZCX010000009:869163-871691(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479034.1         -            761 4799at5820           -            470     2e-15   55.0   8.1   3   3   9.6e-09   1.6e-06   25.6   0.2   297   358   598   659   564   698 0.78 | transcript=PVW1_080023900_t1 | gene=PVW1_080023900 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWD3] | transcript_product=ATP-dependent RNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWD3] | location=CAJZCX010000009:869163-871691(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484990.1         -           1250 4799at5820           -            470   2.5e-14   51.4   1.9   1   4    0.0074       1.2    6.2   0.0    31    61    60    90    46    98 0.83 | transcript=PVW1_010017700_t1 | gene=PVW1_010017700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:571523-575275(+) | protein_length=1250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484990.1         -           1250 4799at5820           -            470   2.5e-14   51.4   1.9   2   4      0.18        30    1.7   0.0    67    86   135   154   131   162 0.85 | transcript=PVW1_010017700_t1 | gene=PVW1_010017700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:571523-575275(+) | protein_length=1250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484990.1         -           1250 4799at5820           -            470   2.5e-14   51.4   1.9   3   4     0.012       2.1    5.5   0.0   147   189   287   329   272   360 0.80 | transcript=PVW1_010017700_t1 | gene=PVW1_010017700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:571523-575275(+) | protein_length=1250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484990.1         -           1250 4799at5820           -            470   2.5e-14   51.4   1.9   4   4   4.8e-11   8.1e-09   33.2   0.2   283   359   634   713   586   725 0.79 | transcript=PVW1_010017700_t1 | gene=PVW1_010017700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:571523-575275(+) | protein_length=1250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475993.1         -            995 4799at5820           -            470   2.4e-13   48.1  36.8   1   6     0.016       2.7    5.1   0.0    33    65    83   115    65   123 0.86 | transcript=PVW1_130036300_t1 | gene=PVW1_130036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1345108-1348095(-) | protein_length=995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475993.1         -            995 4799at5820           -            470   2.4e-13   48.1  36.8   2   6   8.4e-05     0.014   12.6   4.0    63   186   236   383   226   406 0.64 | transcript=PVW1_130036300_t1 | gene=PVW1_130036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1345108-1348095(-) | protein_length=995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475993.1         -            995 4799at5820           -            470   2.4e-13   48.1  36.8   3   6    0.0045      0.76    6.9   1.1   216   277   450   508   444   529 0.85 | transcript=PVW1_130036300_t1 | gene=PVW1_130036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1345108-1348095(-) | protein_length=995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475993.1         -            995 4799at5820           -            470   2.4e-13   48.1  36.8   4   6     3e-13   5.1e-11   40.5   6.7   265   376   543   662   520   672 0.79 | transcript=PVW1_130036300_t1 | gene=PVW1_130036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1345108-1348095(-) | protein_length=995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475993.1         -            995 4799at5820           -            470   2.4e-13   48.1  36.8   5   6       1.7   2.8e+02   -1.6   0.1   347   398   749   798   738   818 0.80 | transcript=PVW1_130036300_t1 | gene=PVW1_130036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1345108-1348095(-) | protein_length=995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475993.1         -            995 4799at5820           -            470   2.4e-13   48.1  36.8   6   6       7.8   1.3e+03   -3.8   0.1   137   205   913   980   908   989 0.58 | transcript=PVW1_130036300_t1 | gene=PVW1_130036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1345108-1348095(-) | protein_length=995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
