#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479282.1         -           3783 240at5820            -           2846         0 3736.0  89.6   1   5    6e-183    1e-180  601.3  20.5     2   392     2   487     1   501 0.88 | transcript=PVW1_080038000_t1 | gene=PVW1_080038000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1435627-1447203(+) | protein_length=3783 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475175.1         -            944 240at5820            -           2846   0.00013   17.0  40.7   3   3   7.9e-07   0.00013   17.0  40.7  1128  1347   579   791   536   799 0.44 | transcript=PVW1_100057300_t1 | gene=PVW1_100057300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2321080-2323914(-) | protein_length=944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476556.1         -            630 240at5820            -           2846   0.00014   17.0  37.8   1   2   1.7e-05    0.0028   12.6  15.0  1256  1343   214   300   184   329 0.54 | transcript=PVW1_090010500_t1 | gene=PVW1_090010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:327394-329286(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476556.1         -            630 240at5820            -           2846   0.00014   17.0  37.8   2   2   8.9e-05     0.015   10.2  14.8  1233  1350   381   498   367   508 0.44 | transcript=PVW1_090010500_t1 | gene=PVW1_090010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:327394-329286(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475004.1         -            750 240at5820            -           2846   0.00032   15.8  38.3   1   3       2.6   4.5e+02   -4.6   0.8  1756  1780    58    82    52   111 0.53 | transcript=PVW1_100048000_t1 | gene=PVW1_100048000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1958773-1961753(-) | protein_length=750 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475004.1         -            750 240at5820            -           2846   0.00032   15.8  38.3   2   3   1.9e-06   0.00032   15.8  38.3  1247  1361   251   367   239   386 0.37 | transcript=PVW1_100048000_t1 | gene=PVW1_100048000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1958773-1961753(-) | protein_length=750 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475004.1         -            750 240at5820            -           2846   0.00032   15.8  38.3   3   3    0.0042       0.7    4.7   9.8  1261  1317   441   498   422   605 0.47 | transcript=PVW1_100048000_t1 | gene=PVW1_100048000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1958773-1961753(-) | protein_length=750 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478828.1         -            381 240at5820            -           2846   0.00045   15.3  33.4   1   1   3.3e-06   0.00056   14.9  33.4  1218  1383   101   265    51   273 0.55 | transcript=PVW1_080015800_t1 | gene=PVW1_080015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:517891-519976(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479965.1         -            298 240at5820            -           2846    0.0043   12.0  64.2   1   1   2.7e-05    0.0046   11.9  64.2  1138  1322   109   294    68   298 0.41 | transcript=PVW1_050034200_t1 | gene=PVW1_050034200 | organism=Plasmodium_vivax_PvW1 | gene_product=RanBD1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTT4] | transcript_product=RanBD1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTT4] | location=CAJZCX010000010:1227612-1228881(+) | protein_length=298 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481813.1         -            441 240at5820            -           2846     0.016   10.1  29.7   1   1   0.00012     0.021    9.7  29.7  1209  1338   246   379   218   412 0.51 | transcript=PVW1_060027000_t1 | gene=PVW1_060027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:895199-896524(+) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482442.1         -            364 240at5820            -           2846     0.027    9.4   8.5   1   1   0.00017      0.03    9.2   8.5  1177  1334    27   193     2   298 0.48 | transcript=PVW1_040015500_t1 | gene=PVW1_040015500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:474390-475484(+) | protein_length=364 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472562.1         -            400 240at5820            -           2846     0.032    9.1  31.0   1   2   0.00067      0.11    7.3   3.1  1253  1362    74   183    24   187 0.44 | transcript=PVW1_140072700_t1 | gene=PVW1_140072700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2885109-2886834(+) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472562.1         -            400 240at5820            -           2846     0.032    9.1  31.0   2   2   0.00049     0.083    7.7  20.1  1242  1326   238   317   215   346 0.35 | transcript=PVW1_140072700_t1 | gene=PVW1_140072700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2885109-2886834(+) | protein_length=400 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471785.1         -            374 240at5820            -           2846     0.034    9.0  37.3   1   2   1.1e-05    0.0019   13.2  30.9  1176  1304    70   197    12   255 0.53 | transcript=PVW1_140008400_t1 | gene=PVW1_140008400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:161318-162779(+) | protein_length=374 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471785.1         -            374 240at5820            -           2846     0.034    9.0  37.3   2   2      0.14        24   -0.4   0.4   228   304   292   368   276   373 0.56 | transcript=PVW1_140008400_t1 | gene=PVW1_140008400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:161318-162779(+) | protein_length=374 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479207.1         -            596 240at5820            -           2846     0.034    9.0   4.9   1   2      0.27        45   -1.3   0.1  2216  2258   128   173   107   187 0.68 | transcript=PVW1_080032500_t1 | gene=PVW1_080032500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1239350-1241140(+) | protein_length=596 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479207.1         -            596 240at5820            -           2846     0.034    9.0   4.9   2   2   8.7e-05     0.015   10.2   2.0  1217  1343   434   558   350   572 0.59 | transcript=PVW1_080032500_t1 | gene=PVW1_080032500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1239350-1241140(+) | protein_length=596 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472128.1         -            436 240at5820            -           2846      0.05    8.5  13.9   1   1   0.00039     0.067    8.1  13.9  1238  1355    72   191    61   199 0.52 | transcript=PVW1_140031200_t1 | gene=PVW1_140031200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1132369-1133679(-) | protein_length=436 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480303.1         -            304 240at5820            -           2846      0.11    7.3  20.9   1   1    0.0008      0.13    7.0  20.9  1094  1292    96   301    91   304 0.39 | transcript=PVW1_070009100_t1 | gene=PVW1_070009100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:241937-243026(+) | protein_length=304 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485082.1         -           1671 240at5820            -           2846      0.13    7.1  32.6   1   2   4.4e-05    0.0075   11.2   3.8  1261  1453   987  1184   886  1208 0.60 | transcript=PVW1_010021000_t1 | gene=PVW1_010021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:722226-730500(-) | protein_length=1671 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485082.1         -           1671 240at5820            -           2846      0.13    7.1  32.6   2   2     0.039       6.5    1.5  21.0  1256  1324  1217  1281  1210  1305 0.32 | transcript=PVW1_010021000_t1 | gene=PVW1_010021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:722226-730500(-) | protein_length=1671 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475150.1         -            298 240at5820            -           2846      0.14    7.0  55.3   1   1   0.00091      0.15    6.9  55.3  1152  1333    51   233    16   281 0.45 | transcript=PVW1_100054800_t1 | gene=PVW1_100054800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2235926-2236822(-) | protein_length=298 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480841.1         -            266 240at5820            -           2846      0.17    6.7  29.9   1   1    0.0012       0.2    6.5  29.9  1139  1322    57   237    32   262 0.52 | transcript=PVW1_070041700_t1 | gene=PVW1_070041700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1525543-1526597(-) | protein_length=266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474018.1         -            340 240at5820            -           2846      0.22    6.3  15.5   1   1    0.0017      0.28    6.0  15.5  1248  1375    29   158    18   170 0.43 | transcript=PVW1_120082900_t1 | gene=PVW1_120082900 | organism=Plasmodium_vivax_PvW1 | gene_product=Copper transport protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHX4] | transcript_product=Copper transport protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHX4] | location=CAJZCX010000004:3313500-3314687(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477015.1         -            740 240at5820            -           2846      0.26    6.1  37.2   1   1     0.003      0.51    5.1  37.2  1246  1358   195   320   177   331 0.31 | transcript=PVW1_090036400_t1 | gene=PVW1_090036400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1372841-1375136(-) | protein_length=740 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472195.1         -            381 240at5820            -           2846      0.34    5.7  41.3   1   1     0.003       0.5    5.2  41.3  1196  1403    15   220     2   233 0.53 | transcript=PVW1_140037500_t1 | gene=PVW1_140037500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1430157-1431302(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484044.1         -           1224 240at5820            -           2846      0.46    5.3  46.8   1   2   1.1e-05    0.0018   13.2  35.8  1197  1305   500   610   480   659 0.44 | transcript=PVW1_020015800_t1 | gene=PVW1_020015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:487044-490718(-) | protein_length=1224 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484044.1         -           1224 240at5820            -           2846      0.46    5.3  46.8   2   2      0.99   1.7e+02   -3.2   3.2   625   641  1133  1149   983  1215 0.57 | transcript=PVW1_020015800_t1 | gene=PVW1_020015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:487044-490718(-) | protein_length=1224 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476958.1         -            310 240at5820            -           2846       0.8    4.5  34.7   1   1     0.005      0.84    4.4  34.7  1174  1314    67   210    20   299 0.58 | transcript=PVW1_090031800_t1 | gene=PVW1_090031800 | organism=Plasmodium_vivax_PvW1 | gene_product=Large ribosomal subunit processing factor, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ1] | transcript_product=Large ribosomal subunit processing factor, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ1] | location=CAJZCX010000007:1198889-1200227(+) | protein_length=310 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479897.1         -            435 240at5820            -           2846       1.6    3.5  27.2   1   1     0.015       2.5    2.8  27.2  1219  1301    86   166    37   207 0.51 | transcript=PVW1_050027900_t1 | gene=PVW1_050027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:947645-949142(-) | protein_length=435 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474786.1         -            667 240at5820            -           2846         2    3.1  25.7   1   1     0.017       2.8    2.7  25.7  1236  1347    34   143     3   167 0.46 | transcript=PVW1_100029800_t1 | gene=PVW1_100029800 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | transcript_product=ATP-dependent RNA helicase DDX41, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDT1] | location=CAJZCX010000005:1177217-1179220(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483218.1         -            844 240at5820            -           2846       2.3    3.0  31.6   1   1      0.02       3.4    2.4  31.6  1233  1289   348   409   302   423 0.26 | transcript=PVW1_030012900_t1 | gene=PVW1_030012900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:408354-411065(-) | protein_length=844 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481570.1         -           1785 240at5820            -           2846       2.7    2.7  20.9   1   1     0.023       3.9    2.2  20.9  1152  1306  1156  1316  1129  1350 0.38 | transcript=PVW1_060018500_t1 | gene=PVW1_060018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:592170-597527(-) | protein_length=1785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476281.1         -            132 240at5820            -           2846         3    2.6  20.7   1   1     0.019       3.2    2.5  20.7  1253  1330    13    89     1   109 0.37 | transcript=PVW1_130051200_t1 | gene=PVW1_130051200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:2036889-2037422(-) | protein_length=132 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471921.1         -            158 240at5820            -           2846         3    2.6  21.1   1   1     0.018         3    2.6  21.1  1243  1311    89   154    45   158 0.42 | transcript=PVW1_140017900_t1 | gene=PVW1_140017900 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJQ0] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJQ0] | location=CAJZCX010000003:590167-590643(-) | protein_length=158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484756.1         -            325 240at5820            -           2846       3.4    2.4  14.1   1   1     0.023       3.8    2.2  14.1  1150  1317    20   193    10   263 0.40 | transcript=PVW1_010011900_t1 | gene=PVW1_010011900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:362668-363645(+) | protein_length=325 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472519.1         -            205 240at5820            -           2846       3.4    2.4  30.9   1   1     0.024         4    2.2  30.9   395  1318    37   167    21   203 0.34 | transcript=PVW1_140068300_t1 | gene=PVW1_140068300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2734847-2735812(+) | protein_length=205 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477760.1         -             82 240at5820            -           2846       5.3    1.8   8.9   1   1     0.034       5.7    1.6   8.9  1254  1295    26    67     7    77 0.30 | transcript=PVW1_110025700_t1 | gene=PVW1_110025700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:900530-900778(+) | protein_length=82 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475019.1         -            143 240at5820            -           2846       6.6    1.4  18.7   1   1     0.039       6.6    1.4  18.7  1232  1293    51   112     2   136 0.38 | transcript=PVW1_100048700_t1 | gene=PVW1_100048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1989656-1990346(+) | protein_length=143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476223.1         -            219 240at5820            -           2846         7    1.4   8.3   1   1     0.049       8.2    1.1   8.3  1231  1317    65   149    38   173 0.33 | transcript=PVW1_130046200_t1 | gene=PVW1_130046200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1820654-1821672(+) | protein_length=219 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473345.1         -            420 240at5820            -           2846         9    1.0  24.0   1   1     0.072        12    0.6  24.0  1156  1310    61   215    39   245 0.29 | transcript=PVW1_120033800_t1 | gene=PVW1_120033800 | organism=Plasmodium_vivax_PvW1 | gene_product=MSP7_C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGR1] | transcript_product=MSP7_C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGR1] | location=CAJZCX010000004:1260917-1262179(+) | protein_length=420 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/240at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/240at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/240at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:54 2026
# [ok]
