#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475149.1         -            441 13894at5820          -            261  1.6e-119  397.0  87.2   1   2    3e-104  7.4e-102  339.1  54.5     1   207     7   245     7   246 0.92 | transcript=PVW1_100054700_t1 | gene=PVW1_100054700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2232588-2234127(+) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477625.1         -            392 13894at5820          -            261     1e-09   37.1   9.8   4   4       4.2     1e+03   -2.3   0.2   114   146   355   387   344   391 0.75 | transcript=PVW1_110016500_t1 | gene=PVW1_110016500 | organism=Plasmodium_vivax_PvW1 | gene_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | transcript_product=Poly(A)-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEV7] | location=CAJZCX010000008:475180-477837(+) | protein_length=392 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474926.1         -            316 13894at5820          -            261   2.5e-09   35.8  60.9   1   3   1.8e-10   4.3e-08   31.7   0.1    16   113    18   111     5   131 0.80 | transcript=PVW1_100040800_t1 | gene=PVW1_100040800 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | transcript_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | location=CAJZCX010000005:1653998-1655155(+) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474926.1         -            316 13894at5820          -            261   2.5e-09   35.8  60.9   2   3    0.0003     0.074   11.3  20.6    47   143   144   249   141   252 0.78 | transcript=PVW1_100040800_t1 | gene=PVW1_100040800 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | transcript_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | location=CAJZCX010000005:1653998-1655155(+) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474926.1         -            316 13894at5820          -            261   2.5e-09   35.8  60.9   3   3       1.3     3e+02   -0.5  33.2   111   176   245   313   242   316 0.73 | transcript=PVW1_100040800_t1 | gene=PVW1_100040800 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | transcript_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | location=CAJZCX010000005:1653998-1655155(+) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476615.1         -            753 13894at5820          -            261   3.6e-09   35.3   0.1   1   3       6.8   1.6e+03   -2.9   2.0   227   250   195   218   161   236 0.50 | transcript=PVW1_090013000_t1 | gene=PVW1_090013000 | organism=Plasmodium_vivax_PvW1 | gene_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | transcript_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | location=CAJZCX010000007:421812-425393(+) | protein_length=753 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476615.1         -            753 13894at5820          -            261   3.6e-09   35.3   0.1   2   3   2.8e-05    0.0068   14.7   3.2    10    83   367   439   363   497 0.84 | transcript=PVW1_090013000_t1 | gene=PVW1_090013000 | organism=Plasmodium_vivax_PvW1 | gene_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | transcript_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | location=CAJZCX010000007:421812-425393(+) | protein_length=753 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476615.1         -            753 13894at5820          -            261   3.6e-09   35.3   0.1   3   3   1.5e-11   3.6e-09   35.3   0.1     7    82   664   740   659   752 0.89 | transcript=PVW1_090013000_t1 | gene=PVW1_090013000 | organism=Plasmodium_vivax_PvW1 | gene_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | transcript_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | location=CAJZCX010000007:421812-425393(+) | protein_length=753 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476258.1         -            119 13894at5820          -            261   1.4e-08   33.4   0.1   1   2       8.4   2.1e+03   -3.3   0.5   235   237     9    11     2    27 0.43 | transcript=PVW1_130049300_t1 | gene=PVW1_130049300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | location=CAJZCX010000006:1961744-1962472(-) | protein_length=119 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476258.1         -            119 13894at5820          -            261   1.4e-08   33.4   0.1   2   2   5.7e-11   1.4e-08   33.4   0.1    13    79    42   108    33   119 0.85 | transcript=PVW1_130049300_t1 | gene=PVW1_130049300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | location=CAJZCX010000006:1961744-1962472(-) | protein_length=119 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475964.1         -            471 13894at5820          -            261   7.3e-07   27.7   0.5   1   2   2.9e-06   0.00071   17.9   0.0     2    78    16    92    15   105 0.89 | transcript=PVW1_130035400_t1 | gene=PVW1_130035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1310034-1311703(+) | protein_length=471 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475964.1         -            471 13894at5820          -            261   7.3e-07   27.7   0.5   2   2     0.003      0.72    8.1   0.2     8    87   109   187   101   199 0.86 | transcript=PVW1_130035400_t1 | gene=PVW1_130035400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1310034-1311703(+) | protein_length=471 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478612.1         -            318 13894at5820          -            261   4.6e-06   25.1  50.8   1   1   1.9e-08   4.6e-06   25.1  50.8     2   235    82   304    81   317 0.57 | transcript=PVW1_080007500_t1 | gene=PVW1_080007500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | location=CAJZCX010000009:169507-172597(+) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480575.1         -            475 13894at5820          -            261   9.8e-06   24.0   0.4   1   2       6.1   1.5e+03   -2.8   0.1   214   231   129   146   103   173 0.61 | transcript=PVW1_070025800_t1 | gene=PVW1_070025800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:933774-935396(+) | protein_length=475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480575.1         -            475 13894at5820          -            261   9.8e-06   24.0   0.4   2   2   8.5e-08   2.1e-05   23.0   0.0     6    87   303   388   285   436 0.87 | transcript=PVW1_070025800_t1 | gene=PVW1_070025800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:933774-935396(+) | protein_length=475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477014.1         -            156 13894at5820          -            261     1e-05   24.0  12.3   1   1   7.6e-08   1.8e-05   23.1  12.3     8   139     6   151     3   156 0.66 | transcript=PVW1_090036300_t1 | gene=PVW1_090036300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | location=CAJZCX010000007:1370808-1371278(-) | protein_length=156 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481402.1         -            544 13894at5820          -            261   1.8e-05   23.1   4.3   1   2   7.4e-08   1.8e-05   23.1   4.3    22   106    29   112    17   137 0.88 | transcript=PVW1_060013900_t1 | gene=PVW1_060013900 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9M8] | transcript_product=Serine/arginine-rich splicing factor 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9M8] | location=CAJZCX010000012:405114-407882(-) | protein_length=544 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481402.1         -            544 13894at5820          -            261   1.8e-05   23.1   4.3   2   2      0.59   1.4e+02    0.5  50.9    42   228   141   330   122   349 0.61 | transcript=PVW1_060013900_t1 | gene=PVW1_060013900 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9M8] | transcript_product=Serine/arginine-rich splicing factor 4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9M8] | location=CAJZCX010000012:405114-407882(-) | protein_length=544 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479718.1         -            292 13894at5820          -            261   2.5e-05   22.7   0.4   1   2     0.015       3.6    5.8   0.0    25    67    26    67     8    76 0.82 | transcript=PVW1_050016100_t1 | gene=PVW1_050016100 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | location=CAJZCX010000010:512076-513290(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479718.1         -            292 13894at5820          -            261   2.5e-05   22.7   0.4   2   2   2.2e-05    0.0053   15.1   0.1    25    81   174   229   167   238 0.83 | transcript=PVW1_050016100_t1 | gene=PVW1_050016100 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | location=CAJZCX010000010:512076-513290(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477660.1         -            513 13894at5820          -            261   4.9e-05   21.7  16.4   1   3    0.0075       1.8    6.7   0.0    21    69   103   151    85   160 0.88 | transcript=PVW1_110018000_t1 | gene=PVW1_110018000 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | transcript_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | location=CAJZCX010000008:563805-565527(+) | protein_length=513 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477660.1         -            513 13894at5820          -            261   4.9e-05   21.7  16.4   2   3   0.00019     0.046   12.0   0.0    18    71   199   252   185   273 0.83 | transcript=PVW1_110018000_t1 | gene=PVW1_110018000 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | transcript_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | location=CAJZCX010000008:563805-565527(+) | protein_length=513 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477660.1         -            513 13894at5820          -            261   4.9e-05   21.7  16.4   3   3     0.001      0.24    9.6   0.0    26    87   392   452   385   483 0.77 | transcript=PVW1_110018000_t1 | gene=PVW1_110018000 | organism=Plasmodium_vivax_PvW1 | gene_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | transcript_product=CUGBP Elav-like family member 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF05] | location=CAJZCX010000008:563805-565527(+) | protein_length=513 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480787.1         -            725 13894at5820          -            261   0.00017   20.0   0.0   1   1   1.5e-06   0.00036   18.9   0.0     6    83     7    84     3    89 0.93 | transcript=PVW1_070038500_t1 | gene=PVW1_070038500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB28] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB28] | location=CAJZCX010000011:1415765-1417942(+) | protein_length=725 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480669.1         -            287 13894at5820          -            261   0.00099   17.4   6.4   1   3       1.6   3.9e+02   -0.9   0.0    80   105    21    47    12    63 0.75 | transcript=PVW1_070034400_t1 | gene=PVW1_070034400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | location=CAJZCX010000011:1258338-1260221(+) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480669.1         -            287 13894at5820          -            261   0.00099   17.4   6.4   2   3   2.8e-05    0.0069   14.7   1.2    23    84    63   118    48   145 0.75 | transcript=PVW1_070034400_t1 | gene=PVW1_070034400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | location=CAJZCX010000011:1258338-1260221(+) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480669.1         -            287 13894at5820          -            261   0.00099   17.4   6.4   3   3     0.036       8.8    4.5   0.1    25    81   229   284   222   287 0.85 | transcript=PVW1_070034400_t1 | gene=PVW1_070034400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | location=CAJZCX010000011:1258338-1260221(+) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479878.1         -            361 13894at5820          -            261    0.0012   17.2   0.1   1   2   4.9e-06    0.0012   17.2   0.1     3    79   115   189   113   211 0.84 | transcript=PVW1_050026200_t1 | gene=PVW1_050026200 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | location=CAJZCX010000010:889935-892352(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479878.1         -            361 13894at5820          -            261    0.0012   17.2   0.1   2   2     0.021       5.2    5.2   0.1    20    79   216   273   201   296 0.75 | transcript=PVW1_050026200_t1 | gene=PVW1_050026200 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X6] | location=CAJZCX010000010:889935-892352(-) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477508.1         -            448 13894at5820          -            261    0.0012   17.1  37.1   1   2       1.7   4.2e+02   -1.0   0.9   130   158    61    89    53    95 0.67 | transcript=PVW1_110010300_t1 | gene=PVW1_110010300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEU1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEU1] | location=CAJZCX010000008:220414-221760(-) | protein_length=448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477508.1         -            448 13894at5820          -            261    0.0012   17.1  37.1   2   2     5e-06    0.0012   17.1  37.1     7   214    99   304    92   308 0.70 | transcript=PVW1_110010300_t1 | gene=PVW1_110010300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEU1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEU1] | location=CAJZCX010000008:220414-221760(-) | protein_length=448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472320.1         -            110 13894at5820          -            261    0.0023   16.3   0.2   1   1   1.2e-05    0.0029   15.9   0.2     8    80    16    85    11   108 0.85 | transcript=PVW1_140049400_t1 | gene=PVW1_140049400 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKM2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HKM2] | location=CAJZCX010000003:1934377-1934965(-) | protein_length=110 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473942.1         -            786 13894at5820          -            261    0.0029   15.9   0.0   1   2   1.2e-05    0.0029   15.9   0.0     8    78    31   101    25   116 0.89 | transcript=PVW1_120076300_t1 | gene=PVW1_120076300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | location=CAJZCX010000004:2999228-3002288(-) | protein_length=786 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473942.1         -            786 13894at5820          -            261    0.0029   15.9   0.0   2   2       6.7   1.6e+03   -2.9   2.7   176   213   162   200   153   222 0.45 | transcript=PVW1_120076300_t1 | gene=PVW1_120076300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | location=CAJZCX010000004:2999228-3002288(-) | protein_length=786 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473602.1         -            911 13894at5820          -            261    0.0031   15.8   0.0   1   1   1.3e-05    0.0031   15.8   0.0     8    88   676   756   671   762 0.93 | transcript=PVW1_120052600_t1 | gene=PVW1_120052600 | organism=Plasmodium_vivax_PvW1 | gene_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | transcript_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | location=CAJZCX010000004:1966612-1969347(+) | protein_length=911 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480606.1         -            202 13894at5820          -            261    0.0044   15.3   0.0   1   1   3.1e-05    0.0076   14.5   0.0     7    65    72   130    66   167 0.87 | transcript=PVW1_070028800_t1 | gene=PVW1_070028800 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAQ6] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAQ6] | location=CAJZCX010000011:1050271-1051729(-) | protein_length=202 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479889.1         -            236 13894at5820          -            261    0.0062   14.8   0.0   1   3       2.3   5.5e+02   -1.4   0.7   171   188     3    20     1    35 0.73 | transcript=PVW1_050027200_t1 | gene=PVW1_050027200 | organism=Plasmodium_vivax_PvW1 | gene_product=Nuclear cap-binding protein subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN2] | transcript_product=Nuclear cap-binding protein subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN2] | location=CAJZCX010000010:924537-925395(+) | protein_length=236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479889.1         -            236 13894at5820          -            261    0.0062   14.8   0.0   2   3   2.6e-05    0.0062   14.8   0.0     9    79    37   107    29   116 0.90 | transcript=PVW1_050027200_t1 | gene=PVW1_050027200 | organism=Plasmodium_vivax_PvW1 | gene_product=Nuclear cap-binding protein subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN2] | transcript_product=Nuclear cap-binding protein subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN2] | location=CAJZCX010000010:924537-925395(+) | protein_length=236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
