#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472329.1         -           1143 1289at5820           -            955         0 1797.0  50.3   1   3    2e-138  1.5e-135  452.2  12.6     6   254    37   308    33   316 0.94 | transcript=PVW1_140050300_t1 | gene=PVW1_140050300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1969199-1973142(+) | protein_length=1143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477539.1         -            534 1289at5820           -            955   1.6e-10   38.4   1.1   1   1   4.4e-13   3.3e-10   37.3   1.1   371   508    99   237    62   251 0.81 | transcript=PVW1_110012000_t1 | gene=PVW1_110012000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:290867-292471(+) | protein_length=534 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477241.1         -            359 1289at5820           -            955   1.6e-10   38.3  13.4   1   2   2.2e-12   1.7e-09   35.0   6.3    13   121    10   123     2   143 0.83 | transcript=PVW1_090049700_t1 | gene=PVW1_090049700 | organism=Plasmodium_vivax_PvW1 | gene_product=ThiF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDG0] | transcript_product=ThiF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDG0] | location=CAJZCX010000007:1985487-1986566(+) | protein_length=359 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477241.1         -            359 1289at5820           -            955   1.6e-10   38.3  13.4   2   2   0.00036      0.27    7.8   0.1   260   339   248   336   232   356 0.67 | transcript=PVW1_090049700_t1 | gene=PVW1_090049700 | organism=Plasmodium_vivax_PvW1 | gene_product=ThiF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDG0] | transcript_product=ThiF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDG0] | location=CAJZCX010000007:1985487-1986566(+) | protein_length=359 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476955.1         -           1216 1289at5820           -            955   0.00064   16.5   0.1   1   1   1.2e-06   0.00095   15.9   0.1   370   445   754   830   746   844 0.83 | transcript=PVW1_090031500_t1 | gene=PVW1_090031500 | organism=Plasmodium_vivax_PvW1 | gene_product=Autophagy-related protein 7, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCX4] | transcript_product=Autophagy-related protein 7, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCX4] | location=CAJZCX010000007:1186605-1190368(-) | protein_length=1216 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473143.1         -            585 1289at5820           -            955     0.034   10.8   4.1   1   1   6.2e-05     0.047   10.3   4.1    15   148     6   158     2   170 0.77 | transcript=PVW1_120019000_t1 | gene=PVW1_120019000 | organism=Plasmodium_vivax_PvW1 | gene_product=ThiF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HG38] | transcript_product=ThiF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HG38] | location=CAJZCX010000004:649066-650823(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1289at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1289at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1289at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:28:11 2026
# [ok]
