#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473726.1         -            583 7466at5820           -            378  1.4e-169  562.6  56.2   1   6   4.5e-09   1.4e-06   26.1   0.2     3    40     6    46     1    63 0.77 | transcript=PVW1_120063700_t1 | gene=PVW1_120063700 | organism=Plasmodium_vivax_PvW1 | gene_product=Cysteine proteinase [Source:UniProtKB/TrEMBL;Acc:Q6J153] | transcript_product=Cysteine proteinase [Source:UniProtKB/TrEMBL;Acc:Q6J153] | location=CAJZCX010000004:2448322-2450073(-) | protein_length=583 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476737.1         -            690 7466at5820           -            378   1.5e-13   49.1  10.5   2   3   7.1e-05     0.023   12.3   0.2   180   254   381   469   342   474 0.67 | transcript=PVW1_090021900_t1 | gene=PVW1_090021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:778466-780538(-) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476737.1         -            690 7466at5820           -            378   1.5e-13   49.1  10.5   3   3   1.6e-13   5.3e-11   40.8   3.0   302   359   602   658   594   670 0.86 | transcript=PVW1_090021900_t1 | gene=PVW1_090021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:778466-780538(-) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483181.1         -            762 7466at5820           -            378   1.2e-12   46.1  12.8   1   3   2.9e-10   9.2e-08   30.1   0.6   169   243   367   450   340   465 0.74 | transcript=PVW1_030011200_t1 | gene=PVW1_030011200 | organism=Plasmodium_vivax_PvW1 | gene_product=Dipeptidyl peptidase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H775] | transcript_product=Dipeptidyl peptidase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H775] | location=CAJZCX010000014:327464-329880(-) | protein_length=762 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483181.1         -            762 7466at5820           -            378   1.2e-12   46.1  12.8   2   3    0.0036       1.1    6.7   0.1   262   326   601   682   587   699 0.68 | transcript=PVW1_030011200_t1 | gene=PVW1_030011200 | organism=Plasmodium_vivax_PvW1 | gene_product=Dipeptidyl peptidase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H775] | transcript_product=Dipeptidyl peptidase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H775] | location=CAJZCX010000014:327464-329880(-) | protein_length=762 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483181.1         -            762 7466at5820           -            378   1.2e-12   46.1  12.8   3   3   1.5e-05    0.0048   14.5   2.4   330   361   713   744   702   748 0.86 | transcript=PVW1_030011200_t1 | gene=PVW1_030011200 | organism=Plasmodium_vivax_PvW1 | gene_product=Dipeptidyl peptidase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H775] | transcript_product=Dipeptidyl peptidase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H775] | location=CAJZCX010000014:327464-329880(-) | protein_length=762 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482684.1         -            706 7466at5820           -            378   1.8e-11   42.3  11.3   1   3     0.067        21    2.5   1.1    11    72   119   183   108   197 0.64 | transcript=PVW1_040024500_t1 | gene=PVW1_040024500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:838360-841201(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482684.1         -            706 7466at5820           -            378   1.8e-11   42.3  11.3   2   3   0.00025     0.081   10.5   0.2   183   202   263   282   232   302 0.80 | transcript=PVW1_040024500_t1 | gene=PVW1_040024500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:838360-841201(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482684.1         -            706 7466at5820           -            378   1.8e-11   42.3  11.3   3   3   1.1e-11   3.4e-09   34.8   0.3   276   356   401   489   380   503 0.74 | transcript=PVW1_040024500_t1 | gene=PVW1_040024500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:838360-841201(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482658.1         -           1077 7466at5820           -            378   2.1e-10   38.8   7.6   1   2   0.00052      0.17    9.5   0.7   180   252   577   659   563   665 0.72 | transcript=PVW1_040023700_t1 | gene=PVW1_040023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:804102-807930(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482658.1         -           1077 7466at5820           -            378   2.1e-10   38.8   7.6   2   2   5.2e-11   1.7e-08   32.5   1.1   309   357   745   794   713   806 0.83 | transcript=PVW1_040023700_t1 | gene=PVW1_040023700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:804102-807930(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482650.1         -           1219 7466at5820           -            378   1.4e-09   36.0   5.1   1   2     0.002      0.63    7.6   0.7   180   255   671   756   657   763 0.73 | transcript=PVW1_040023300_t1 | gene=PVW1_040023300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:782523-786545(+) | protein_length=1219 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482650.1         -           1219 7466at5820           -            378   1.4e-09   36.0   5.1   2   2     3e-10   9.5e-08   30.0   0.3   288   356   816   887   802   892 0.83 | transcript=PVW1_040023300_t1 | gene=PVW1_040023300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:782523-786545(+) | protein_length=1219 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482671.1         -           1048 7466at5820           -            378   7.5e-09   33.7   6.2   1   2    0.0022      0.72    7.4   0.9   178   256   538   626   516   641 0.74 | transcript=PVW1_040024100_t1 | gene=PVW1_040024100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:817336-821145(+) | protein_length=1048 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482671.1         -           1048 7466at5820           -            378   7.5e-09   33.7   6.2   2   2   9.4e-10     3e-07   28.4   0.4   288   357   685   757   674   775 0.78 | transcript=PVW1_040024100_t1 | gene=PVW1_040024100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:817336-821145(+) | protein_length=1048 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482661.1         -           1044 7466at5820           -            378   1.4e-08   32.8   3.8   1   2    0.0024      0.76    7.3   0.4   179   255   536   622   524   638 0.73 | transcript=PVW1_040023800_t1 | gene=PVW1_040023800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:808868-812674(+) | protein_length=1044 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482661.1         -           1044 7466at5820           -            378   1.4e-08   32.8   3.8   2   2   4.7e-09   1.5e-06   26.1   0.2   316   356   713   753   687   759 0.88 | transcript=PVW1_040023800_t1 | gene=PVW1_040023800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:808868-812674(+) | protein_length=1044 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482652.1         -           1077 7466at5820           -            378   4.7e-08   31.0   3.5   1   3    0.0052       1.7    6.2   0.5   179   255   567   653   551   668 0.71 | transcript=PVW1_040023400_t1 | gene=PVW1_040023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:788809-792503(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482652.1         -           1077 7466at5820           -            378   4.7e-08   31.0   3.5   2   3   2.5e-08     8e-06   23.7   0.2   314   356   742   784   707   789 0.85 | transcript=PVW1_040023400_t1 | gene=PVW1_040023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:788809-792503(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482652.1         -           1077 7466at5820           -            378   4.7e-08   31.0   3.5   3   3       2.2     7e+02   -2.4   0.0    45    96   967  1018   963  1023 0.83 | transcript=PVW1_040023400_t1 | gene=PVW1_040023400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:788809-792503(+) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482674.1         -           1100 7466at5820           -            378     7e-08   30.5   4.3   1   2    0.0012      0.38    8.3   0.5   180   255   570   655   554   663 0.75 | transcript=PVW1_040024200_t1 | gene=PVW1_040024200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:822354-826155(+) | protein_length=1100 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482674.1         -           1100 7466at5820           -            378     7e-08   30.5   4.3   2   2   3.4e-08   1.1e-05   23.3   0.2   316   356   746   786   701   791 0.83 | transcript=PVW1_040024200_t1 | gene=PVW1_040024200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:822354-826155(+) | protein_length=1100 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482680.1         -           1061 7466at5820           -            378   9.4e-08   30.1   4.1   1   3       1.1   3.6e+02   -1.5   1.7    45   103   333   390   330   428 0.59 | transcript=PVW1_040024400_t1 | gene=PVW1_040024400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:832470-836268(+) | protein_length=1061 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482680.1         -           1061 7466at5820           -            378   9.4e-08   30.1   4.1   2   3    0.0013       0.4    8.2   0.6   179   222   530   577   505   627 0.67 | transcript=PVW1_040024400_t1 | gene=PVW1_040024400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:832470-836268(+) | protein_length=1061 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482680.1         -           1061 7466at5820           -            378   9.4e-08   30.1   4.1   3   3   2.9e-10   9.4e-08   30.1   4.1   284   356   672   747   633   756 0.84 | transcript=PVW1_040024400_t1 | gene=PVW1_040024400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:832470-836268(+) | protein_length=1061 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482677.1         -           1011 7466at5820           -            378     3e-07   28.4  16.3   1   3       2.8     9e+02   -2.8   0.8   115   154   386   424   350   431 0.66 | transcript=PVW1_040024300_t1 | gene=PVW1_040024300 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4FI00] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4FI00] | location=CAJZCX010000013:827659-831254(+) | protein_length=1011 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482677.1         -           1011 7466at5820           -            378     3e-07   28.4  16.3   2   3   0.00019      0.06   11.0   0.5   180   239   572   637   548   655 0.68 | transcript=PVW1_040024300_t1 | gene=PVW1_040024300 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4FI00] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4FI00] | location=CAJZCX010000013:827659-831254(+) | protein_length=1011 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482677.1         -           1011 7466at5820           -            378     3e-07   28.4  16.3   3   3   1.9e-09     6e-07   27.4   2.3   286   356   715   788   703   800 0.82 | transcript=PVW1_040024300_t1 | gene=PVW1_040024300 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4FI00] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4FI00] | location=CAJZCX010000013:827659-831254(+) | protein_length=1011 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482648.1         -           1014 7466at5820           -            378     6e-07   27.4   0.5   1   3     0.038        12    3.4   0.4   179   240   525   592   511   596 0.76 | transcript=PVW1_040023200_t1 | gene=PVW1_040023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | location=CAJZCX010000013:777893-781391(+) | protein_length=1014 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482648.1         -           1014 7466at5820           -            378     6e-07   27.4   0.5   2   3   1.9e-09     6e-07   27.4   0.5   310   356   695   742   661   747 0.80 | transcript=PVW1_040023200_t1 | gene=PVW1_040023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | location=CAJZCX010000013:777893-781391(+) | protein_length=1014 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482648.1         -           1014 7466at5820           -            378     6e-07   27.4   0.5   3   3       3.7   1.2e+03   -3.2   0.1   343   368   986  1013   982  1014 0.80 | transcript=PVW1_040023200_t1 | gene=PVW1_040023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | transcript_product=Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A0E4B1Y6] | location=CAJZCX010000013:777893-781391(+) | protein_length=1014 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482656.1         -           1072 7466at5820           -            378   7.5e-07   27.1   0.4   1   3       6.4     2e+03   -4.0   0.8    22    63   220   262   176   306 0.57 | transcript=PVW1_040023600_t1 | gene=PVW1_040023600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:798297-801932(+) | protein_length=1072 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482656.1         -           1072 7466at5820           -            378   7.5e-07   27.1   0.4   2   3     0.017       5.3    4.5   0.4   180   244   535   605   521   627 0.64 | transcript=PVW1_040023600_t1 | gene=PVW1_040023600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:798297-801932(+) | protein_length=1072 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482656.1         -           1072 7466at5820           -            378   7.5e-07   27.1   0.4   3   3   2.3e-09   7.5e-07   27.1   0.4   311   357   705   752   673   767 0.81 | transcript=PVW1_040023600_t1 | gene=PVW1_040023600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:798297-801932(+) | protein_length=1072 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482654.1         -           1076 7466at5820           -            378   1.2e-06   26.4   9.3   1   3       4.4   1.4e+03   -3.4   0.1    53    89   376   413   366   447 0.71 | transcript=PVW1_040023500_t1 | gene=PVW1_040023500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:793455-797197(+) | protein_length=1076 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482654.1         -           1076 7466at5820           -            378   1.2e-06   26.4   9.3   2   3    0.0035       1.1    6.8   0.9   179   244   556   627   541   644 0.71 | transcript=PVW1_040023500_t1 | gene=PVW1_040023500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:793455-797197(+) | protein_length=1076 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482654.1         -           1076 7466at5820           -            378   1.2e-06   26.4   9.3   3   3   1.4e-08   4.4e-06   24.6   0.3   317   356   734   773   705   778 0.85 | transcript=PVW1_040023500_t1 | gene=PVW1_040023500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:793455-797197(+) | protein_length=1076 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7466at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7466at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7466at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:47:36 2026
# [ok]
