#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478824.1         -           1751 1570at5820           -           1063         0 1814.4 132.1   1   9  9.2e-104    8e-101  336.9  23.1     1   197     1   207     1   211 0.95 | transcript=PVW1_080015600_t1 | gene=PVW1_080015600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:507386-512641(-) | protein_length=1751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 1570at5820           -           1063   4.8e-45  152.2  87.3   3   8         7   6.1e+03   -7.7   7.1   216   255   490   529   403   595 0.51 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 1570at5820           -           1063   4.8e-45  152.2  87.3   4   8   4.4e-15   3.8e-12   43.3  16.4    81   380  1484  1808  1481  1823 0.67 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 1570at5820           -           1063   4.8e-45  152.2  87.3   5   8   1.2e-07    0.0001   18.7   1.5   470   521  1797  1846  1793  1853 0.72 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 1570at5820           -           1063   4.8e-45  152.2  87.3   6   8   1.7e-29   1.4e-26   91.0   0.3   574   702  2110  2232  2087  2237 0.89 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 1570at5820           -           1063   4.8e-45  152.2  87.3   7   8   4.5e-12   3.9e-09   33.3   0.5   775   895  2259  2383  2236  2390 0.76 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471809.1         -           2656 1570at5820           -           1063   4.8e-45  152.2  87.3   8   8   3.8e-08   3.3e-05   20.3   0.7   891   936  2446  2491  2425  2504 0.84 | transcript=PVW1_140009600_t1 | gene=PVW1_140009600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:217448-226019(-) | protein_length=2656 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478711.1         -           1533 1570at5820           -           1063     9e-36  121.5   2.4   1   3   3.5e-06    0.0031   13.8   0.0   325   362   813   849   793   854 0.85 | transcript=PVW1_080010500_t1 | gene=PVW1_080010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:289744-294345(-) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478711.1         -           1533 1570at5820           -           1063     9e-36  121.5   2.4   2   3   2.2e-21   1.9e-18   64.1   0.0   494   697   853  1066   848  1074 0.76 | transcript=PVW1_080010500_t1 | gene=PVW1_080010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:289744-294345(-) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478711.1         -           1533 1570at5820           -           1063     9e-36  121.5   2.4   3   3   1.7e-14   1.5e-11   41.3   0.2   815   928  1135  1229  1131  1265 0.78 | transcript=PVW1_080010500_t1 | gene=PVW1_080010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:289744-294345(-) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476607.1         -           1093 1570at5820           -           1063   4.2e-33  112.6  21.5   1   4   6.1e-05     0.053    9.7   0.0   328   366   401   439   394   441 0.91 | transcript=PVW1_090012600_t1 | gene=PVW1_090012600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:405555-408836(-) | protein_length=1093 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476607.1         -           1093 1570at5820           -           1063   4.2e-33  112.6  21.5   2   4   0.00046       0.4    6.8   0.1   498   523   442   467   437   473 0.88 | transcript=PVW1_090012600_t1 | gene=PVW1_090012600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:405555-408836(-) | protein_length=1093 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476607.1         -           1093 1570at5820           -           1063   4.2e-33  112.6  21.5   3   4   8.6e-22   7.5e-19   65.5   7.5   564   706   547   690   537   700 0.84 | transcript=PVW1_090012600_t1 | gene=PVW1_090012600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:405555-408836(-) | protein_length=1093 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476607.1         -           1093 1570at5820           -           1063   4.2e-33  112.6  21.5   4   4   1.2e-12     1e-09   35.2   2.9   808   926   960  1062   920  1088 0.77 | transcript=PVW1_090012600_t1 | gene=PVW1_090012600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:405555-408836(-) | protein_length=1093 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 1570at5820           -           1063   7.6e-27   91.9   8.2   1   5       2.9   2.5e+03   -5.8   7.4   938  1000    68   130    31   147 0.67 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 1570at5820           -           1063   7.6e-27   91.9   8.2   2   5         7   6.1e+03  -12.2   8.9   384   450   365   427   352   466 0.50 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 1570at5820           -           1063   7.6e-27   91.9   8.2   3   5   5.3e-05     0.046    9.9   0.0   338   365  1832  1859  1821  1871 0.81 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 1570at5820           -           1063   7.6e-27   91.9   8.2   4   5     1e-22   8.9e-20   68.5   0.3   539   700  1894  2059  1861  2064 0.73 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 1570at5820           -           1063   7.6e-27   91.9   8.2   5   5   3.6e-13   3.2e-10   36.9   2.8   799  1012  2116  2300  2061  2323 0.65 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472415.1         -           1877 1570at5820           -           1063   1.2e-11   41.6   9.4   1   5      0.17   1.5e+02   -1.7   0.0   499   519  1303  1323  1289  1328 0.83 | transcript=PVW1_140058700_t1 | gene=PVW1_140058700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2351899-2357532(+) | protein_length=1877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472415.1         -           1877 1570at5820           -           1063   1.2e-11   41.6   9.4   2   5   7.4e-05     0.065    9.4   0.5   567   663  1419  1513  1408  1520 0.83 | transcript=PVW1_140058700_t1 | gene=PVW1_140058700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2351899-2357532(+) | protein_length=1877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472415.1         -           1877 1570at5820           -           1063   1.2e-11   41.6   9.4   3   5    0.0077       6.7    2.7   0.1   674   702  1636  1664  1631  1682 0.88 | transcript=PVW1_140058700_t1 | gene=PVW1_140058700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2351899-2357532(+) | protein_length=1877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472415.1         -           1877 1570at5820           -           1063   1.2e-11   41.6   9.4   4   5   1.6e-07   0.00014   18.2   0.0   815   872  1727  1779  1720  1784 0.85 | transcript=PVW1_140058700_t1 | gene=PVW1_140058700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2351899-2357532(+) | protein_length=1877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472415.1         -           1877 1570at5820           -           1063   1.2e-11   41.6   9.4   5   5   6.1e-06    0.0053   13.0   0.0   890   934  1826  1870  1816  1876 0.88 | transcript=PVW1_140058700_t1 | gene=PVW1_140058700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2351899-2357532(+) | protein_length=1877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473365.1         -           1256 1570at5820           -           1063   1.6e-09   34.5  27.5   1   5       1.3   1.1e+03   -4.6   1.8   941   983    16    56    14    73 0.66 | transcript=PVW1_120035200_t1 | gene=PVW1_120035200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1297144-1301111(-) | protein_length=1256 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473365.1         -           1256 1570at5820           -           1063   1.6e-09   34.5  27.5   2   5    0.0068       5.9    2.9   0.0   324   371   638   685   598   698 0.73 | transcript=PVW1_120035200_t1 | gene=PVW1_120035200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1297144-1301111(-) | protein_length=1256 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473365.1         -           1256 1570at5820           -           1063   1.6e-09   34.5  27.5   3   5   1.1e-08   9.9e-06   22.0   6.1   601   702   741   840   697   849 0.85 | transcript=PVW1_120035200_t1 | gene=PVW1_120035200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1297144-1301111(-) | protein_length=1256 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473365.1         -           1256 1570at5820           -           1063   1.6e-09   34.5  27.5   4   5   0.00025      0.22    7.6   0.0   777   835   928   978   879   989 0.86 | transcript=PVW1_120035200_t1 | gene=PVW1_120035200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1297144-1301111(-) | protein_length=1256 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473365.1         -           1256 1570at5820           -           1063   1.6e-09   34.5  27.5   5   5   1.7e-06    0.0015   14.8   1.8   851   934  1167  1236  1158  1244 0.85 | transcript=PVW1_120035200_t1 | gene=PVW1_120035200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1297144-1301111(-) | protein_length=1256 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1570at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1570at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1570at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:32 2026
# [ok]
