#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472362.1         -           2011 760at5820            -           1541         0 2516.5  43.8   1   4   1.2e-22     1e-19   68.0   0.0     8    75    11    79     3    86 0.88 | transcript=PVW1_140053600_t1 | gene=PVW1_140053600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2115050-2121085(-) | protein_length=2011 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475479.1         -            918 760at5820            -           1541   2.7e-07   26.8   9.6   3   4   7.3e-10   6.4e-07   25.6   0.5  1289  1365   613   689   604   743 0.86 | transcript=PVW1_130015800_t1 | gene=PVW1_130015800 | organism=Plasmodium_vivax_PvW1 | gene_product=ABC transporter B family member 7, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2W2] | transcript_product=ABC transporter B family member 7, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2W2] | location=CAJZCX010000006:491554-494310(-) | protein_length=918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475479.1         -            918 760at5820            -           1541   2.7e-07   26.8   9.6   4   4     0.025        22    0.7   0.0   616   638   812   834   789   870 0.80 | transcript=PVW1_130015800_t1 | gene=PVW1_130015800 | organism=Plasmodium_vivax_PvW1 | gene_product=ABC transporter B family member 7, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2W2] | transcript_product=ABC transporter B family member 7, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2W2] | location=CAJZCX010000006:491554-494310(-) | protein_length=918 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473257.1         -            815 760at5820            -           1541   2.7e-06   23.5   0.2   1   4       2.4   2.1e+03   -5.9   5.9   243   386   250   388   200   419 0.60 | transcript=PVW1_120029400_t1 | gene=PVW1_120029400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1095420-1097867(-) | protein_length=815 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473257.1         -            815 760at5820            -           1541   2.7e-06   23.5   0.2   2   4   3.1e-09   2.7e-06   23.5   0.2  1282  1358   491   567   479   582 0.73 | transcript=PVW1_120029400_t1 | gene=PVW1_120029400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1095420-1097867(-) | protein_length=815 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473257.1         -            815 760at5820            -           1541   2.7e-06   23.5   0.2   3   4     0.075        65   -0.9   0.0   618   636   710   728   690   741 0.87 | transcript=PVW1_120029400_t1 | gene=PVW1_120029400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1095420-1097867(-) | protein_length=815 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473257.1         -            815 760at5820            -           1541   2.7e-06   23.5   0.2   4   4     0.018        16    1.1   1.3  1476  1528   747   799   718   810 0.83 | transcript=PVW1_120029400_t1 | gene=PVW1_120029400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1095420-1097867(-) | protein_length=815 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473897.1         -           1568 760at5820            -           1541   0.00033   16.6  37.1   1   4      0.16   1.4e+02   -2.0   1.7    75   137    53   115    26   245 0.82 | transcript=PVW1_120074000_t1 | gene=PVW1_120074000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2909197-2913903(+) | protein_length=1568 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473897.1         -           1568 760at5820            -           1541   0.00033   16.6  37.1   2   4     4e-05     0.035    9.9  28.5   945  1387   364   802   358   812 0.62 | transcript=PVW1_120074000_t1 | gene=PVW1_120074000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2909197-2913903(+) | protein_length=1568 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473897.1         -           1568 760at5820            -           1541   0.00033   16.6  37.1   3   4     0.051        44   -0.4   0.0   575   636   781   844   777   846 0.75 | transcript=PVW1_120074000_t1 | gene=PVW1_120074000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2909197-2913903(+) | protein_length=1568 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473897.1         -           1568 760at5820            -           1541   0.00033   16.6  37.1   4   4   3.3e-05     0.029   10.2   0.0  1480  1524   867   911   853   928 0.86 | transcript=PVW1_120074000_t1 | gene=PVW1_120074000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2909197-2913903(+) | protein_length=1568 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476152.1         -            351 760at5820            -           1541   0.00063   15.7   1.1   1   2   8.5e-07   0.00074   15.5   0.1  1289  1349   116   178    96   186 0.87 | transcript=PVW1_130041800_t1 | gene=PVW1_130041800 | organism=Plasmodium_vivax_PvW1 | gene_product=ABC transporter domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW5] | transcript_product=ABC transporter domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW5] | location=CAJZCX010000006:1617874-1618929(+) | protein_length=351 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476152.1         -            351 760at5820            -           1541   0.00063   15.7   1.1   2   2      0.29   2.5e+02   -2.9   0.1  1481  1524   288   334   279   341 0.69 | transcript=PVW1_130041800_t1 | gene=PVW1_130041800 | organism=Plasmodium_vivax_PvW1 | gene_product=ABC transporter domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW5] | transcript_product=ABC transporter domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIW5] | location=CAJZCX010000006:1617874-1618929(+) | protein_length=351 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/760at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/760at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/760at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:48:18 2026
# [ok]
