#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480385.1         -           1088 4823at5820           -            557  3.8e-294  974.9  56.3   1   6   7.4e-71   1.5e-67  226.9  17.4     1   109     1   109     1   127 0.95 | transcript=PVW1_070014700_t1 | gene=PVW1_070014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:506014-509280(+) | protein_length=1088 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473211.1         -           1817 4823at5820           -            557   1.1e-64  217.5  10.5   6   6         2     4e+03   -5.6   1.2   512   530  1644  1662  1627  1682 0.41 | transcript=PVW1_120025100_t1 | gene=PVW1_120025100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:901541-907798(+) | protein_length=1817 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476266.1         -            695 4823at5820           -            557   9.3e-05   19.6   5.1   1   1     1e-07   0.00021   18.5   5.1   225   301   602   681   587   688 0.73 | transcript=PVW1_130049700_t1 | gene=PVW1_130049700 | organism=Plasmodium_vivax_PvW1 | gene_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJI6] | transcript_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJI6] | location=CAJZCX010000006:1982006-1984093(+) | protein_length=695 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4823at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4823at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4823at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:10 2026
# [ok]
