#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2   1  14   7.6e-22   4.6e-18   63.9   3.7     1    48     1    60     1    84 0.84 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2  12  14   6.3e-19   3.8e-15   54.3   9.5    87   148   535   609   523   616 0.83 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2  13  14  2.8e-126  1.7e-122  407.7  16.0   142   377   671   920   663   928 0.93 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2  14  14   9.5e-09   5.8e-05   20.8   0.9   371   394   939   962   933   962 0.93 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5783at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5783at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5783at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:18 2026
# [ok]
