#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475035.1         -           2236 367at5820            -           1769         0 2689.0  47.6   1   9   6.1e-73   4.1e-70  235.0   0.0     5   155     4   158     1   169 0.93 | transcript=PVW1_100049500_t1 | gene=PVW1_100049500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2023357-2030067(+) | protein_length=2236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483144.1         -            585 367at5820            -           1769   3.9e-09   32.8  18.7   2   5    0.0099       6.7    2.2   1.8   471   549   149   227   126   234 0.75 | transcript=PVW1_030009400_t1 | gene=PVW1_030009400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:217829-219586(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483144.1         -            585 367at5820            -           1769   3.9e-09   32.8  18.7   3   5   5.2e-08   3.5e-05   19.7   0.1   545   581   360   396   339   408 0.91 | transcript=PVW1_030009400_t1 | gene=PVW1_030009400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:217829-219586(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483144.1         -            585 367at5820            -           1769   3.9e-09   32.8  18.7   4   5     0.087        59   -0.9   0.0   693   726   434   472   420   498 0.67 | transcript=PVW1_030009400_t1 | gene=PVW1_030009400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:217829-219586(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483144.1         -            585 367at5820            -           1769   3.9e-09   32.8  18.7   5   5   2.4e-06    0.0016   14.2   0.3   197   246   504   552   494   558 0.75 | transcript=PVW1_030009400_t1 | gene=PVW1_030009400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:217829-219586(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480564.1         -           2566 367at5820            -           1769   5.8e-09   32.3   4.3   1   3   3.9e-05     0.027   10.2   0.0   199   237   128   166   112   172 0.82 | transcript=PVW1_070024800_t1 | gene=PVW1_070024800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:890585-898285(-) | protein_length=2566 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480564.1         -           2566 367at5820            -           1769   5.8e-09   32.3   4.3   2   3   8.6e-12   5.8e-09   32.3   4.3   490   629   220   353   196   397 0.58 | transcript=PVW1_070024800_t1 | gene=PVW1_070024800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:890585-898285(-) | protein_length=2566 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480564.1         -           2566 367at5820            -           1769   5.8e-09   32.3   4.3   3   3         9   6.1e+03  -10.2  10.6  1601  1692  1862  1954  1837  1983 0.58 | transcript=PVW1_070024800_t1 | gene=PVW1_070024800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:890585-898285(-) | protein_length=2566 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477230.1         -            985 367at5820            -           1769   9.5e-08   28.2   2.0   1   2   1.5e-10     1e-07   28.2   0.1   193   287   234   337   204   356 0.79 | transcript=PVW1_090048700_t1 | gene=PVW1_090048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1955338-1958486(-) | protein_length=985 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477230.1         -            985 367at5820            -           1769   9.5e-08   28.2   2.0   2   2      0.11        74   -1.2   0.2   656   694   447   485   441   526 0.58 | transcript=PVW1_090048700_t1 | gene=PVW1_090048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1955338-1958486(-) | protein_length=985 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479953.1         -           1724 367at5820            -           1769   1.6e-07   27.5  13.2   1   3   0.00051      0.34    6.5   2.1   204   242   477   515   473   525 0.91 | transcript=PVW1_050033200_t1 | gene=PVW1_050033200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1189238-1194412(+) | protein_length=1724 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479953.1         -           1724 367at5820            -           1769   1.6e-07   27.5  13.2   2   3   1.5e-06     0.001   14.9   0.0   156   253   533   639   519   649 0.65 | transcript=PVW1_050033200_t1 | gene=PVW1_050033200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1189238-1194412(+) | protein_length=1724 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479953.1         -           1724 367at5820            -           1769   1.6e-07   27.5  13.2   3   3    0.0002      0.14    7.8   2.6   204   330   674   821   659   827 0.57 | transcript=PVW1_050033200_t1 | gene=PVW1_050033200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1189238-1194412(+) | protein_length=1724 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/367at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/367at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/367at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:16 2026
# [ok]
