#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472303.1         -           1677 1124at5820           -           1191         0 2424.3 170.7   1   6  3.6e-147  3.1e-144  480.8  38.6     1   264     1   275     1   301 0.94 | transcript=PVW1_140047900_t1 | gene=PVW1_140047900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1864402-1870396(+) | protein_length=1677 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472261.1         -           1519 1124at5820           -           1191   1.4e-53  180.6  82.5   1   5   2.9e-08   2.5e-05   20.7  32.3    51   476    28   502     8   513 0.62 | transcript=PVW1_140044200_t1 | gene=PVW1_140044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1671300-1677384(-) | protein_length=1519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472261.1         -           1519 1124at5820           -           1191   1.4e-53  180.6  82.5   2   5   1.9e-08   1.7e-05   21.3   0.1   477   510   617   650   596   672 0.85 | transcript=PVW1_140044200_t1 | gene=PVW1_140044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1671300-1677384(-) | protein_length=1519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472261.1         -           1519 1124at5820           -           1191   1.4e-53  180.6  82.5   3   5     0.012        11    2.1   0.1   638   700   737   799   724   805 0.90 | transcript=PVW1_140044200_t1 | gene=PVW1_140044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1671300-1677384(-) | protein_length=1519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472261.1         -           1519 1124at5820           -           1191   1.4e-53  180.6  82.5   4   5   1.5e-26   1.3e-23   81.3   4.3   693   869   888  1070   883  1078 0.91 | transcript=PVW1_140044200_t1 | gene=PVW1_140044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1671300-1677384(-) | protein_length=1519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472261.1         -           1519 1124at5820           -           1191   1.4e-53  180.6  82.5   5   5   1.6e-22   1.4e-19   67.9  21.6   871  1186  1120  1457  1080  1462 0.76 | transcript=PVW1_140044200_t1 | gene=PVW1_140044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1671300-1677384(-) | protein_length=1519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 1124at5820           -           1191   2.4e-38  130.0  41.2   1   8   4.3e-13   3.7e-10   36.7   6.1    56   190    86   226    58   275 0.80 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 1124at5820           -           1191   2.4e-38  130.0  41.2   2   8   1.1e-05    0.0098   12.1  15.8   357   476   290   427   272   451 0.75 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 1124at5820           -           1191   2.4e-38  130.0  41.2   3   8   1.3e-07   0.00011   18.5   0.0   471   514   677   720   663   730 0.88 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 1124at5820           -           1191   2.4e-38  130.0  41.2   4   8         7   6.1e+03  -12.4  12.0   179   247  1203  1271  1164  1293 0.57 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 1124at5820           -           1191   2.4e-38  130.0  41.2   5   8   0.00055      0.47    6.5   0.1   625   730  1405  1510  1377  1515 0.77 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 1124at5820           -           1191   2.4e-38  130.0  41.2   6   8   2.4e-32   2.1e-29  100.5  27.6   737  1177  1653  2126  1640  2142 0.77 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 1124at5820           -           1191   2.4e-38  130.0  41.2   7   8         7   6.1e+03   -8.7   5.9   202   240  3123  3159  3106  3163 0.81 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 1124at5820           -           1191   2.4e-38  130.0  41.2   8   8         7   6.1e+03  -10.6   7.8   435   453  3559  3577  3442  3644 0.48 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473605.1         -           1891 1124at5820           -           1191   2.7e-21   73.6  33.4   1   7      0.05        43    0.1   1.7   590   620    12    41     2    97 0.68 | transcript=PVW1_120052800_t1 | gene=PVW1_120052800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1976474-1982350(-) | protein_length=1891 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473605.1         -           1891 1124at5820           -           1191   2.7e-21   73.6  33.4   2   7    0.0013       1.1    5.3   0.6    80   182   297   398   280   403 0.78 | transcript=PVW1_120052800_t1 | gene=PVW1_120052800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1976474-1982350(-) | protein_length=1891 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473605.1         -           1891 1124at5820           -           1191   2.7e-21   73.6  33.4   3   7   6.7e-06    0.0058   12.9   0.2   255   316   402   463   397   472 0.93 | transcript=PVW1_120052800_t1 | gene=PVW1_120052800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1976474-1982350(-) | protein_length=1891 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473605.1         -           1891 1124at5820           -           1191   2.7e-21   73.6  33.4   4   7   3.1e-09   2.7e-06   23.9   0.0   353   513   599   762   586   770 0.81 | transcript=PVW1_120052800_t1 | gene=PVW1_120052800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1976474-1982350(-) | protein_length=1891 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473605.1         -           1891 1124at5820           -           1191   2.7e-21   73.6  33.4   5   7      0.17   1.4e+02   -1.7   0.2   560   602   876   910   853   921 0.61 | transcript=PVW1_120052800_t1 | gene=PVW1_120052800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1976474-1982350(-) | protein_length=1891 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473605.1         -           1891 1124at5820           -           1191   2.7e-21   73.6  33.4   6   7   1.2e-07   0.00011   18.6   0.4   703   833  1135  1262  1109  1295 0.83 | transcript=PVW1_120052800_t1 | gene=PVW1_120052800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1976474-1982350(-) | protein_length=1891 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473605.1         -           1891 1124at5820           -           1191   2.7e-21   73.6  33.4   7   7   8.6e-12   7.4e-09   32.4   0.8   874  1024  1497  1652  1474  1723 0.82 | transcript=PVW1_120052800_t1 | gene=PVW1_120052800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1976474-1982350(-) | protein_length=1891 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 1124at5820           -           1191   1.5e-19   67.8  19.4   1   4   3.4e-05     0.029   10.5   0.3   104   185    90   175    47   191 0.63 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 1124at5820           -           1191   1.5e-19   67.8  19.4   2   4   1.4e-05     0.012   11.8   1.4   367   513   211   375   193   384 0.71 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 1124at5820           -           1191   1.5e-19   67.8  19.4   3   4   6.2e-12   5.4e-09   32.9   0.4   681   836   634   787   629   794 0.85 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 1124at5820           -           1191   1.5e-19   67.8  19.4   4   4   3.9e-09   3.4e-06   23.6   0.5   892   965   846   918   835   954 0.80 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481550.1         -            638 1124at5820           -           1191      0.12    8.5   2.6   1   1   0.00019      0.17    8.0   2.6   542   613   275   345   256   352 0.78 | transcript=PVW1_060018000_t1 | gene=PVW1_060018000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:574179-576095(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1124at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1124at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1124at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:28:52 2026
# [ok]
