#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474818.1         -            983 7767at5820           -            425  1.2e-194  645.5 156.0   1   5  2.9e-112  1.8e-109  365.0  15.5     1   203    14   217    14   228 0.82 | transcript=PVW1_100032900_t1 | gene=PVW1_100032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1302522-1305473(-) | protein_length=983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478781.1         -            510 7767at5820           -            425     1e-25   89.0   7.4   2   3      0.21   1.3e+02   -0.3   0.6   204   262   234   294   222   329 0.62 | transcript=PVW1_080013600_t1 | gene=PVW1_080013600 | organism=Plasmodium_vivax_PvW1 | gene_product=Zinc finger (CCCH type) protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBD2] | transcript_product=Zinc finger (CCCH type) protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBD2] | location=CAJZCX010000009:425491-427023(+) | protein_length=510 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478781.1         -            510 7767at5820           -            425     1e-25   89.0   7.4   3   3      0.56   3.4e+02   -1.7   0.6   234   262   447   479   396   506 0.49 | transcript=PVW1_080013600_t1 | gene=PVW1_080013600 | organism=Plasmodium_vivax_PvW1 | gene_product=Zinc finger (CCCH type) protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBD2] | transcript_product=Zinc finger (CCCH type) protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBD2] | location=CAJZCX010000009:425491-427023(+) | protein_length=510 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477676.1         -            961 7767at5820           -            425   4.9e-22   76.9   6.2   1   5   8.1e-25   4.9e-22   76.9   6.2    14   117     8   113     3   122 0.91 | transcript=PVW1_110018800_t1 | gene=PVW1_110018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:603271-606156(-) | protein_length=961 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477676.1         -            961 7767at5820           -            425   4.9e-22   76.9   6.2   2   5        10   6.1e+03  -22.0  28.7   169   304   181   309   170   330 0.32 | transcript=PVW1_110018800_t1 | gene=PVW1_110018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:603271-606156(-) | protein_length=961 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477676.1         -            961 7767at5820           -            425   4.9e-22   76.9   6.2   3   5        10   6.1e+03  -11.6  16.9   148   236   274   358   255   372 0.50 | transcript=PVW1_110018800_t1 | gene=PVW1_110018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:603271-606156(-) | protein_length=961 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477676.1         -            961 7767at5820           -            425   4.9e-22   76.9   6.2   4   5       7.9   4.8e+03   -5.5   5.5   180   261   502   542   454   582 0.54 | transcript=PVW1_110018800_t1 | gene=PVW1_110018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:603271-606156(-) | protein_length=961 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477676.1         -            961 7767at5820           -            425   4.9e-22   76.9   6.2   5   5        10   6.1e+03   -9.2  12.9   139   272   795   934   780   949 0.57 | transcript=PVW1_110018800_t1 | gene=PVW1_110018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:603271-606156(-) | protein_length=961 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474843.1         -           1944 7767at5820           -            425   1.2e-21   75.6  11.5   1   7        10   6.1e+03  -17.1  22.3   172   325    50   212    14   224 0.55 | transcript=PVW1_100035100_t1 | gene=PVW1_100035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1397651-1403485(-) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474843.1         -           1944 7767at5820           -            425   1.2e-21   75.6  11.5   2   7     2e-24   1.2e-21   75.6  11.5    16   117   384   489   378   499 0.88 | transcript=PVW1_100035100_t1 | gene=PVW1_100035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1397651-1403485(-) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474843.1         -           1944 7767at5820           -            425   1.2e-21   75.6  11.5   3   7        10   6.1e+03  -10.8  10.5   149   202   672   727   654   754 0.42 | transcript=PVW1_100035100_t1 | gene=PVW1_100035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1397651-1403485(-) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474843.1         -           1944 7767at5820           -            425   1.2e-21   75.6  11.5   4   7        10   6.1e+03  -15.3  16.6   133   264  1109  1243  1093  1259 0.45 | transcript=PVW1_100035100_t1 | gene=PVW1_100035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1397651-1403485(-) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474843.1         -           1944 7767at5820           -            425   1.2e-21   75.6  11.5   5   7         1   6.3e+02   -2.6   3.6   171   222  1332  1383  1324  1436 0.79 | transcript=PVW1_100035100_t1 | gene=PVW1_100035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1397651-1403485(-) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474843.1         -           1944 7767at5820           -            425   1.2e-21   75.6  11.5   6   7        10   6.1e+03   -6.5   6.1   158   227  1679  1749  1659  1769 0.71 | transcript=PVW1_100035100_t1 | gene=PVW1_100035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1397651-1403485(-) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474843.1         -           1944 7767at5820           -            425   1.2e-21   75.6  11.5   7   7       1.5   8.8e+02   -3.0   0.1   139   193  1785  1840  1753  1873 0.71 | transcript=PVW1_100035100_t1 | gene=PVW1_100035100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1397651-1403485(-) | protein_length=1944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477081.1         -           2199 7767at5820           -            425     9e-19   66.1   8.9   1   5        10   6.1e+03   -8.1   7.9   148   248   227   328   189   348 0.59 | transcript=PVW1_090039900_t1 | gene=PVW1_090039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1522656-1529255(-) | protein_length=2199 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477081.1         -           2199 7767at5820           -            425     9e-19   66.1   8.9   2   5   1.5e-21     9e-19   66.1   8.9    15   117   494   596   489   601 0.95 | transcript=PVW1_090039900_t1 | gene=PVW1_090039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1522656-1529255(-) | protein_length=2199 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477081.1         -           2199 7767at5820           -            425     9e-19   66.1   8.9   3   5        10   6.1e+03  -11.6  10.0   164   249  1366  1453  1342  1484 0.52 | transcript=PVW1_090039900_t1 | gene=PVW1_090039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1522656-1529255(-) | protein_length=2199 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477081.1         -           2199 7767at5820           -            425     9e-19   66.1   8.9   4   5        10   6.1e+03   -7.9   6.7   296   309  1638  1651  1578  1724 0.55 | transcript=PVW1_090039900_t1 | gene=PVW1_090039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1522656-1529255(-) | protein_length=2199 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477081.1         -           2199 7767at5820           -            425     9e-19   66.1   8.9   5   5        10   6.1e+03   -7.9   9.1   159   211  1829  1884  1797  1893 0.46 | transcript=PVW1_090039900_t1 | gene=PVW1_090039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1522656-1529255(-) | protein_length=2199 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475483.1         -           1010 7767at5820           -            425   1.1e-17   62.5  29.7   1   3   1.8e-20   1.1e-17   62.5  29.7    14   221    21   230    11   296 0.65 | transcript=PVW1_130016200_t1 | gene=PVW1_130016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:517743-520775(-) | protein_length=1010 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475483.1         -           1010 7767at5820           -            425   1.1e-17   62.5  29.7   2   3       1.1   6.8e+02   -2.7   2.0   222   277   412   468   334   512 0.53 | transcript=PVW1_130016200_t1 | gene=PVW1_130016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:517743-520775(-) | protein_length=1010 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475483.1         -           1010 7767at5820           -            425   1.1e-17   62.5  29.7   3   3        10   6.1e+03   -6.8  10.0   206   295   845   940   783  1007 0.57 | transcript=PVW1_130016200_t1 | gene=PVW1_130016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:517743-520775(-) | protein_length=1010 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481304.1         -           1484 7767at5820           -            425   6.9e-17   59.9   6.0   1   2   1.1e-19   6.9e-17   59.9   6.0    16   116     5   101     2   105 0.94 | transcript=PVW1_060010800_t1 | gene=PVW1_060010800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:240432-245463(-) | protein_length=1484 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481304.1         -           1484 7767at5820           -            425   6.9e-17   59.9   6.0   2   2       3.5   2.2e+03   -4.3   0.4   190   221   220   253   187   263 0.50 | transcript=PVW1_060010800_t1 | gene=PVW1_060010800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:240432-245463(-) | protein_length=1484 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480648.1         -           1239 7767at5820           -            425   1.2e-15   55.8   1.5   1   2     2e-18   1.2e-15   55.8   1.5    17   143     2   125     1   179 0.84 | transcript=PVW1_070032200_t1 | gene=PVW1_070032200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1191202-1195867(+) | protein_length=1239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480648.1         -           1239 7767at5820           -            425   1.2e-15   55.8   1.5   2   2       7.1   4.3e+03   -5.3   2.1   170   171   392   393   340   444 0.49 | transcript=PVW1_070032200_t1 | gene=PVW1_070032200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1191202-1195867(+) | protein_length=1239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475847.1         -           1293 7767at5820           -            425   2.7e-09   34.9   3.2   1   1   7.1e-12   4.3e-09   34.2   3.2    46   118   187   259   171   267 0.91 | transcript=PVW1_130031000_t1 | gene=PVW1_130031000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1145916-1149797(+) | protein_length=1293 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7767at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7767at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7767at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:48:47 2026
# [ok]
