#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472384.1         -           2146 1010at5820           -           1125         0 1724.3 141.4   1  12  2.8e-206  8.5e-203  674.7  27.7     1   302     1   305     1   311 0.98 | transcript=PVW1_140055900_t1 | gene=PVW1_140055900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2214764-2221676(-) | protein_length=2146 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472384.1         -           2146 1010at5820           -           1125         0 1724.3 141.4  12  12   4.4e-44   1.3e-40  137.6   0.1  1004  1125  2011  2146  2001  2146 0.85 | transcript=PVW1_140055900_t1 | gene=PVW1_140055900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2214764-2221676(-) | protein_length=2146 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475464.1         -           1539 1010at5820           -           1125   7.1e-61  204.7  74.1   1   5     4e-39   1.2e-35  121.2  35.7    16   257    62   293    52   309 0.89 | transcript=PVW1_130014300_t1 | gene=PVW1_130014300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:427880-432499(+) | protein_length=1539 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475464.1         -           1539 1010at5820           -           1125   7.1e-61  204.7  74.1   2   5   1.7e-32     5e-29   99.2  30.4   373   534   322   499   314   514 0.86 | transcript=PVW1_130014300_t1 | gene=PVW1_130014300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:427880-432499(+) | protein_length=1539 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475464.1         -           1539 1010at5820           -           1125   7.1e-61  204.7  74.1   3   5         2   6.1e+03   -8.7  10.9   630   846   772   836   722   888 0.34 | transcript=PVW1_130014300_t1 | gene=PVW1_130014300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:427880-432499(+) | protein_length=1539 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475464.1         -           1539 1010at5820           -           1125   7.1e-61  204.7  74.1   4   5      0.39   1.2e+03   -4.7   1.0   546   618  1048  1117  1046  1131 0.68 | transcript=PVW1_130014300_t1 | gene=PVW1_130014300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:427880-432499(+) | protein_length=1539 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475464.1         -           1539 1010at5820           -           1125   7.1e-61  204.7  74.1   5   5       0.1   3.1e+02   -2.7   0.9  1087  1122  1501  1537  1487  1539 0.81 | transcript=PVW1_130014300_t1 | gene=PVW1_130014300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:427880-432499(+) | protein_length=1539 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1010at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1010at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1010at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:24:42 2026
# [ok]
