#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478044.1         -            431 9720at5820           -            257  1.4e-111  370.4   1.7   1   3    0.0028       2.1    6.0   0.0     1    18    60    77    60    81 0.91 | transcript=PVW1_110042100_t1 | gene=PVW1_110042100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1583594-1584889(+) | protein_length=431 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482616.1         -           2736 9720at5820           -            257   7.7e-55  184.4  72.2   8  12   1.5e-13   1.1e-10   39.7   2.6    47   237  1451  1656  1445  1674 0.73 | transcript=PVW1_040022100_t1 | gene=PVW1_040022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:728244-736454(-) | protein_length=2736 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482616.1         -           2736 9720at5820           -            257   7.7e-55  184.4  72.2   9  12   4.6e-11   3.5e-08   31.5   0.3    79   191  1781  1889  1690  1896 0.70 | transcript=PVW1_040022100_t1 | gene=PVW1_040022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:728244-736454(-) | protein_length=2736 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482616.1         -           2736 9720at5820           -            257   7.7e-55  184.4  72.2  10  12    0.0044       3.3    5.4   0.2     2    52  2080  2129  2079  2165 0.80 | transcript=PVW1_040022100_t1 | gene=PVW1_040022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:728244-736454(-) | protein_length=2736 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482616.1         -           2736 9720at5820           -            257   7.7e-55  184.4  72.2  11  12   6.4e-11   4.9e-08   31.1   0.7    83   191  2237  2346  2192  2425 0.79 | transcript=PVW1_040022100_t1 | gene=PVW1_040022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:728244-736454(-) | protein_length=2736 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482616.1         -           2736 9720at5820           -            257   7.7e-55  184.4  72.2  12  12   1.4e-19     1e-16   59.5   6.7    16   246  2459  2705  2446  2712 0.75 | transcript=PVW1_040022100_t1 | gene=PVW1_040022100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:728244-736454(-) | protein_length=2736 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473184.1         -            433 9720at5820           -            257   1.1e-15   56.1   9.7   1   2   5.2e-10   3.9e-07   28.1   3.8     3   138    30   188    28   235 0.67 | transcript=PVW1_120022600_t1 | gene=PVW1_120022600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:792032-793333(+) | protein_length=433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473184.1         -            433 9720at5820           -            257   1.1e-15   56.1   9.7   2   2     4e-11   3.1e-08   31.7   0.3   114   196   267   348   243   404 0.82 | transcript=PVW1_120022600_t1 | gene=PVW1_120022600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:792032-793333(+) | protein_length=433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478046.1         -            362 9720at5820           -            257   1.3e-11   42.8  12.6   1   2   1.5e-05     0.012   13.4   1.0   132   197    28    90    22   127 0.68 | transcript=PVW1_110042200_t1 | gene=PVW1_110042200 | organism=Plasmodium_vivax_PvW1 | gene_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFM7] | transcript_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFM7] | location=CAJZCX010000008:1586105-1587193(+) | protein_length=362 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478046.1         -            362 9720at5820           -            257   1.3e-11   42.8  12.6   2   2   1.6e-11   1.2e-08   33.0   5.9    89   247   141   317   100   323 0.69 | transcript=PVW1_110042200_t1 | gene=PVW1_110042200 | organism=Plasmodium_vivax_PvW1 | gene_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFM7] | transcript_product=6-cysteine protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFM7] | location=CAJZCX010000008:1586105-1587193(+) | protein_length=362 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483185.1         -            384 9720at5820           -            257   1.6e-10   39.2  12.3   1   2   1.5e-07   0.00011   20.1   1.9     2   108    25   121    24   161 0.73 | transcript=PVW1_030011400_t1 | gene=PVW1_030011400 | organism=Plasmodium_vivax_PvW1 | gene_product=Pv41 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L3P4] | transcript_product=Pv41 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L3P4] | location=CAJZCX010000014:334439-335593(-) | protein_length=384 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483185.1         -            384 9720at5820           -            257   1.6e-10   39.2  12.3   2   2   7.4e-09   5.6e-06   24.3   3.0   111   245   228   366   221   372 0.77 | transcript=PVW1_030011400_t1 | gene=PVW1_030011400 | organism=Plasmodium_vivax_PvW1 | gene_product=Pv41 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L3P4] | transcript_product=Pv41 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L3P4] | location=CAJZCX010000014:334439-335593(-) | protein_length=384 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475046.1         -            355 9720at5820           -            257   2.2e-10   38.8   8.8   1   2   2.9e-13   2.2e-10   38.8   8.8    55   193    79   220    47   251 0.75 | transcript=PVW1_100050100_t1 | gene=PVW1_100050100 | organism=Plasmodium_vivax_PvW1 | gene_product=Pv38 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L1K3] | transcript_product=Pv38 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L1K3] | location=CAJZCX010000005:2047160-2048227(+) | protein_length=355 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475046.1         -            355 9720at5820           -            257   2.2e-10   38.8   8.8   2   2     0.049        37    2.0   0.2    77   106   257   286   241   300 0.70 | transcript=PVW1_100050100_t1 | gene=PVW1_100050100 | organism=Plasmodium_vivax_PvW1 | gene_product=Pv38 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L1K3] | transcript_product=Pv38 [Source:UniProtKB/TrEMBL;Acc:A0A0B4L1K3] | location=CAJZCX010000005:2047160-2048227(+) | protein_length=355 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473185.1         -            450 9720at5820           -            257   7.8e-10   37.0  11.5   1   2     4e-07   0.00031   18.6   1.7    33   123    80   178    48   189 0.65 | transcript=PVW1_120022700_t1 | gene=PVW1_120022700 | organism=Plasmodium_vivax_PvW1 | gene_product=Gamete surface antigen Pvs48/45 [Source:UniProtKB/TrEMBL;Acc:H6U3V5] | transcript_product=Gamete surface antigen Pvs48/45 [Source:UniProtKB/TrEMBL;Acc:H6U3V5] | location=CAJZCX010000004:795138-796490(+) | protein_length=450 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473185.1         -            450 9720at5820           -            257   7.8e-10   37.0  11.5   2   2   1.6e-08   1.3e-05   23.2   2.6    96   236   270   417   245   440 0.69 | transcript=PVW1_120022700_t1 | gene=PVW1_120022700 | organism=Plasmodium_vivax_PvW1 | gene_product=Gamete surface antigen Pvs48/45 [Source:UniProtKB/TrEMBL;Acc:H6U3V5] | transcript_product=Gamete surface antigen Pvs48/45 [Source:UniProtKB/TrEMBL;Acc:H6U3V5] | location=CAJZCX010000004:795138-796490(+) | protein_length=450 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9720at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9720at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9720at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:52:25 2026
# [ok]
